year,mon_DET art_NOUN,mon_DET lard_NOUN
2009,3.037338682787549e-07,1.907277002999308e-09
2010,2.8909613192240613e-07,3.7790344187271785e-09
2011,2.9826981240432815e-07,1.529588788962144e-09
2012,3.516593185537431e-07,4.765953853791416e-09
2013,4.144639937919692e-07,5.857162754807632e-09
2014,4.592909359502073e-07,3.681256854903836e-09
2015,3.936637762436135e-07,7.979671146074452e-09
2016,4.3870981514260166e-07,6.214019965256057e-09
2017,3.5470120884895096e-07,5.7859059765519305e-09
2018,4.210372130941664e-07,5.937373259712331e-09
2019,4.497391330460232e-07,4.3366790158927415e-09
