year,un_DET an_NOUN,un_DET lent_ADJ
1962,3.380896851012949e-05,3.44368237037429e-07
1963,3.2984630479404586e-05,3.575727554050445e-07
1964,3.346000085002743e-05,3.8572360416821994e-07
1965,3.155125500597933e-05,3.5841885193121925e-07
1966,3.1017710170999635e-05,4.159845108375748e-07
1967,3.258557444496546e-05,3.189927202384979e-07
1968,3.295037345196761e-05,3.4898301670693854e-07
1969,3.405546226531442e-05,3.5607382375957286e-07
1970,3.4959509093823726e-05,3.3570693425133413e-07
1971,3.5074702282145154e-05,3.6328470454094486e-07
1972,3.7289497413439676e-05,2.7087176590612216e-07
1973,3.58964714450849e-05,3.368567433881253e-07
1974,3.6983632071496686e-05,3.4653522185124075e-07
1975,3.883178214891814e-05,3.30694703620793e-07
1976,3.787497053053812e-05,3.650943778410465e-07
1977,3.567441490304191e-05,3.508438677357617e-07
1978,3.426236071391031e-05,3.7188100421303716e-07
1979,3.388175377949665e-05,3.4760721590032517e-07
1980,3.336160034450586e-05,3.655551772396848e-07
1981,3.475003813946387e-05,3.915515076613474e-07
1982,3.5889295759261586e-05,3.979009068899586e-07
1983,3.4388789117656415e-05,4.1302166664536344e-07
1984,3.530842423060676e-05,4.4594376547024694e-07
1985,3.640435079432791e-05,4.409404166239028e-07
1986,3.707829205268354e-05,4.226112384486669e-07
1987,3.676084224935039e-05,4.3753447442895776e-07
1988,3.607107009884203e-05,3.771832393084651e-07
1989,3.7536011177508044e-05,3.989864882925076e-07
1990,3.68007331417175e-05,4.2935370814234375e-07
1991,3.602749620768009e-05,4.03268815674096e-07
1992,3.53181894752197e-05,4.501624442099228e-07
1993,3.5620427297544666e-05,4.4590620618123467e-07
1994,3.597605473260046e-05,4.230491263967906e-07
1995,3.59530176865519e-05,4.6470404946319377e-07
1996,3.502535923871619e-05,4.3452069675709026e-07
1997,3.434247196310025e-05,4.1571735742707006e-07
1998,3.603132336138515e-05,4.7395204205713526e-07
1999,3.485235288280819e-05,4.4148141853384004e-07
2000,3.479111410342739e-05,4.3473430366702814e-07
2001,3.466677685537434e-05,4.429405091599392e-07
2002,3.388305344742548e-05,4.122729482247678e-07
2003,3.433836036492721e-05,4.1460882727051285e-07
2004,3.465205395514204e-05,4.3695530038689867e-07
2005,3.312913099762227e-05,4.030855809133982e-07
2006,3.3422030128349434e-05,4.1878939782691305e-07
2007,3.3511286574139376e-05,4.801364354989346e-07
2008,3.3643991400822415e-05,4.6959559085735236e-07
2009,3.152204362777411e-05,5.121038597621919e-07
2010,3.162768462061649e-05,5.753579941369935e-07
2011,3.0130988079690724e-05,5.311497019988565e-07
2012,3.136644363621599e-05,5.39914459807278e-07
2013,3.1708446840639226e-05,5.737230104330138e-07
2014,3.334828943479806e-05,7.358182898542509e-07
2015,3.197853266101447e-05,5.616801779240177e-07
2016,3.05854066482425e-05,5.522192410012394e-07
2017,3.302997720311396e-05,5.997217513709074e-07
2018,3.129615288344212e-05,6.074190963545334e-07
2019,3.147714801343682e-05,5.681049941586025e-07
