year,un_DET an_NOUN,un_DET lent_ADJ
1800,2.065401696427216e-05,1.8864987794131594e-08
1801,1.8870872679599415e-05,4.7623651688866175e-09
1802,2.064631223674951e-05,1.1189200677108602e-08
1803,1.965746980658878e-05,3.510610468993036e-08
1804,2.160644874038553e-05,7.4155526164076946e-09
1805,1.9544784152003558e-05,0.0
1806,2.088921922904774e-05,1.152667650217154e-08
1807,2.2809804022472235e-05,1.1387820464392462e-08
1808,2.2792173126617854e-05,7.704651494577774e-08
1809,2.104286875237449e-05,1.129515236897305e-08
1810,2.2191421578554582e-05,2.3401267590372754e-09
1811,2.3202996260351938e-05,7.521229861140455e-09
1812,1.9139885921504174e-05,8.00162425207418e-09
1813,2.1648583356181916e-05,2.8757416448144113e-09
1814,1.9182143887519487e-05,9.440030979135372e-09
1815,1.9614209008977923e-05,1.0788894222457657e-08
1816,1.8413362852243154e-05,4.6352077731626196e-09
1817,1.8037934694348223e-05,0.0
1818,2.2023183362307464e-05,1.1921177378582115e-09
1819,2.257356914014963e-05,1.3456364911235141e-08
1820,2.1815338527630956e-05,1.6613073583471305e-08
1821,2.1181491547395126e-05,1.3806083387635226e-08
1822,1.979156860443254e-05,2.3058916553964082e-08
1823,2.0159692155630182e-05,1.4824030003524058e-08
1824,1.9963090494456992e-05,1.431589158329416e-08
1825,2.186831864037231e-05,1.0566531649658373e-08
1826,2.178390661811136e-05,4.1397527184017235e-08
1827,2.2704908076320862e-05,1.198245475064752e-08
1828,2.097338466455767e-05,8.255071293206129e-09
1829,2.0859394453509594e-05,2.1432940755516938e-08
1830,2.163869237392646e-05,3.861629238599562e-08
1831,2.1741936109265225e-05,2.0268567268999504e-08
1832,2.361114900395478e-05,1.8941957335982806e-08
1833,2.2751404912924045e-05,2.0850531967653296e-08
1834,2.3242048655447434e-05,4.2005389389032644e-08
1835,2.2531194360908557e-05,2.4201881387853064e-08
1836,2.33613275213429e-05,1.68018754465038e-08
1837,2.430878402037706e-05,3.2006298056330706e-08
1838,2.4272787300105847e-05,1.893648637896206e-08
1839,2.1895203417443554e-05,4.055055669027752e-08
1840,2.3132797764446877e-05,2.4204817705708592e-08
1841,2.3125531356527063e-05,1.7977535904378783e-08
1842,2.389282769854617e-05,3.4212153110502186e-08
1843,2.350182637655962e-05,1.1813821920725331e-08
1844,2.482750744547957e-05,1.3172547497219966e-08
1845,2.3381713617709465e-05,3.57134588568897e-08
1846,2.4084248366307293e-05,2.1661654026061683e-08
1847,2.4692335387044295e-05,3.3977308078192436e-08
1848,2.4372999632760184e-05,1.206783295515379e-08
1849,2.701523294490471e-05,1.6758828991214614e-08
1850,2.3052035430737305e-05,3.190828135046786e-08
1851,2.4945139216470125e-05,3.1602251482354404e-08
1852,2.4500484073541884e-05,1.8880582430824688e-08
1853,2.3782621269674564e-05,1.2541057081705276e-08
1854,2.3131617240323976e-05,2.7537021551893304e-08
1855,2.4107293256747653e-05,4.086341576226005e-08
1856,2.357847222356213e-05,1.9673318973900678e-08
1857,2.367824788507278e-05,2.2943092758964667e-08
1858,2.352292119667254e-05,4.208561321661364e-08
1859,2.2499768192574265e-05,5.855999418713509e-08
1860,2.318297811143566e-05,3.020941363729435e-08
1861,2.3103035232452385e-05,5.234719679947375e-08
1862,2.4454505023641104e-05,3.79510860515353e-08
1863,2.4611993467260618e-05,5.7438139855481296e-08
1864,2.474175516908872e-05,8.582563282288902e-08
1865,2.437862940496416e-05,3.530133263485169e-08
1866,2.334715657070774e-05,4.525020003143254e-08
1867,2.4310645130753983e-05,6.357183224281471e-08
1868,2.4710238449188182e-05,6.520633633044781e-08
1869,2.4774581220299297e-05,8.936840378837019e-08
1870,2.4546889108023606e-05,6.880858904878551e-08
1871,2.594647332898603e-05,4.3546825478912865e-08
1872,2.82942912690487e-05,7.801067691826091e-08
1873,2.694480235732044e-05,4.968383765513451e-08
1874,2.7689326543622883e-05,7.28902338487103e-08
1875,2.7299123075863463e-05,8.868367257219845e-08
1876,2.7892685466213152e-05,1.0459605714885356e-07
1877,2.7294210667605512e-05,6.432208399242967e-08
1878,2.6071350475831423e-05,5.2540072514872804e-08
1879,2.6424664724800095e-05,7.392283563056878e-08
1880,2.8336716695775976e-05,1.0011839890466945e-07
1881,2.9624092121594003e-05,6.623881887435346e-08
1882,2.9720954216827522e-05,1.0182738918729228e-07
1883,2.915806226155837e-05,1.0300522701456316e-07
1884,2.921515010712028e-05,1.0694748997508441e-07
1885,2.9382429829638568e-05,1.2182250941350503e-07
1886,2.9132226245565107e-05,1.1680769262945034e-07
1887,2.9009317131567514e-05,1.3710741741945753e-07
1888,2.9781233479297953e-05,1.2998260001673145e-07
1889,2.880459328480356e-05,1.5600190161890737e-07
1890,2.985785295095411e-05,1.520617699535265e-07
1891,2.969302931887796e-05,1.402328377864137e-07
1892,2.9892654538343777e-05,2.093683189041684e-07
1893,3.0445980200966005e-05,1.668930877940511e-07
1894,2.9272540132296854e-05,1.9030648790163696e-07
1895,2.9982932119310135e-05,1.6791933887816413e-07
1896,3.035790450667264e-05,1.7926968570725066e-07
1897,3.0130519007798284e-05,2.01021613577268e-07
1898,3.161209656354913e-05,1.9973992060329238e-07
1899,3.211246598766593e-05,1.6029977700782183e-07
1900,3.072947743021359e-05,1.8272507240624236e-07
1901,3.1280170787795214e-05,2.1125432514423892e-07
1902,2.9502948791559902e-05,2.2194482651727299e-07
1903,3.097296303167241e-05,2.1168862973652836e-07
1904,3.318723611300811e-05,2.0853546356391917e-07
1905,3.277701262049959e-05,1.8785162669843203e-07
1906,3.453342469583731e-05,2.6955526877259217e-07
1907,3.137237240480317e-05,1.943994742958921e-07
1908,3.263274311393616e-05,1.8663278833486174e-07
1909,3.1107511176742264e-05,2.2278983813350806e-07
1910,3.1720206834506826e-05,2.3247055747077638e-07
1911,3.060332437598845e-05,1.9366161563283413e-07
1912,3.375548612893908e-05,1.7347372871512334e-07
1913,3.281596059423464e-05,2.6143738729444976e-07
1914,3.254952207498718e-05,2.651910602224916e-07
1915,3.528573711264471e-05,1.9084833613458585e-07
1916,3.7198051359155215e-05,2.900690008189599e-07
1917,3.3523263709867024e-05,2.357781321293828e-07
1918,3.312326248305908e-05,2.446598195149363e-07
1919,3.3388580504833953e-05,2.697899645909274e-07
1920,3.45490661857184e-05,2.3852529196233263e-07
1921,3.5154208262611064e-05,2.83978033088772e-07
1922,3.6175492368784035e-05,3.2758034862467866e-07
1923,3.416636832298536e-05,2.356740491649134e-07
1924,3.598696980589011e-05,3.0037483877976e-07
1925,3.3587336702112225e-05,2.595569910113227e-07
1926,3.462659469732898e-05,2.6081962811730364e-07
1927,3.3354021525155986e-05,3.0214399604489017e-07
1928,3.851947030852898e-05,3.1535873956656246e-07
1929,3.498310411487182e-05,2.8408036811811144e-07
1930,3.4511691865191096e-05,2.6994261581592127e-07
1931,3.524483372530085e-05,3.4786337455017247e-07
1932,3.519326310197357e-05,2.5316528340368905e-07
1933,3.501763762869814e-05,2.580899096660261e-07
1934,3.4222988006149535e-05,2.9235055620802086e-07
1935,3.49174683833553e-05,2.968134333869443e-07
1936,3.470093247415207e-05,2.922056268062079e-07
1937,3.752027441805694e-05,2.7448638872940023e-07
1938,3.602903279897873e-05,2.8264167362124226e-07
1939,3.392985172467888e-05,3.0129278272283955e-07
1940,3.413924628148379e-05,3.2204442645955567e-07
1941,3.2215650207945146e-05,2.892472608095886e-07
1942,2.9865746682844474e-05,3.701738471306726e-07
1943,2.9853967589588137e-05,4.151626349369053e-07
1944,2.7986850682282238e-05,4.177141939010198e-07
1945,3.248585267101589e-05,4.596643652376997e-07
1946,3.4439420687704114e-05,3.9953568808925866e-07
1947,3.399951697247161e-05,2.837167167868415e-07
1948,3.223406042707211e-05,3.5768511930101e-07
1949,3.7681603089367854e-05,3.229795701997773e-07
1950,3.373749405000126e-05,3.701105804054805e-07
1951,3.472205412435869e-05,2.9425469971755547e-07
1952,3.4287483686057385e-05,2.9736348317044303e-07
1953,3.339670911373105e-05,3.5230415562637063e-07
1954,3.455275441410777e-05,4.075147543858293e-07
1955,3.4060369443977834e-05,3.998269022531531e-07
1956,3.4037741670545074e-05,3.619273840627102e-07
1957,3.2210781228059204e-05,3.304304208029407e-07
1958,3.4995727673958754e-05,3.714237184482272e-07
1959,3.4730324614429264e-05,3.356073854376973e-07
1960,3.3031753218892845e-05,3.8895082887790977e-07
1961,3.346511289237242e-05,3.9535025742054586e-07
