year,son_DET an_NOUN,son_DET lent_ADJ
1875,6.122034090783046e-08,0.0
1876,6.227395332736307e-08,0.0
1877,6.061119739442233e-08,6.184815992682502e-10
1878,6.52221585073498e-08,0.0
1879,5.254019630474005e-08,0.0
1880,6.096953786283166e-08,0.0
1881,6.414706832380546e-08,0.0
1882,6.988154366283084e-08,0.0
1883,6.192952090033899e-08,0.0
1884,5.0172896060018957e-08,6.601696966868076e-10
1885,6.832373844467554e-08,0.0
1886,4.0656823463436353e-08,0.0
1887,5.8760320276185496e-08,0.0
1888,7.355113318396889e-08,0.0
1889,3.696430755928404e-08,0.0
1890,4.653614438243636e-08,0.0
1891,4.398211705947119e-08,1.2748440081367107e-09
1892,5.955086601616699e-08,1.8805537127519756e-09
1893,4.3108915770417866e-08,4.310891643655168e-09
1894,5.6713853835432815e-08,6.301539290376468e-10
1895,4.333402414680165e-08,1.6852119699706236e-08
1896,4.8945341502015793e-08,4.717623180994224e-09
1897,3.7290966981018414e-08,0.0
1898,2.4330925163518202e-08,1.13167097914868e-09
1899,4.2009595802028343e-08,2.2110313580014918e-09
1900,3.062721309898819e-08,1.5573159428683425e-09
1901,5.58873880507349e-08,5.58873880507349e-09
1902,3.830021277906326e-08,9.820567692386817e-10
1903,4.3201761279476614e-08,1.0800440541913758e-09
1904,4.245953988402107e-08,1.6123875568041512e-09
1905,3.767354206374307e-08,1.5482277682110634e-09
1906,3.7552547016428406e-08,5.144184522798412e-10
1907,5.2457003574257755e-08,2.5714217422034835e-09
1908,4.2729083382653243e-08,1.964555629285769e-09
1909,4.950885273968808e-08,5.500983557560346e-10
1910,3.7409056519166484e-08,0.0
1911,3.617854271720233e-08,0.0
1912,4.1675368378513156e-08,0.0
1913,7.424185671789374e-08,1.060597942803554e-09
1914,6.76371111341112e-08,6.696743715117748e-10
1915,3.062998121805549e-08,0.0
1916,3.515987700986045e-08,0.0
1917,3.9479127189601115e-08,0.0
1918,4.020231880730307e-08,0.0
1919,3.9593748335509105e-08,0.0
1920,3.256059644130005e-08,3.786115865267448e-09
1921,4.695103461571648e-08,0.0
1922,3.246291635505827e-08,0.0
1923,2.866305903737043e-08,4.246379248229459e-09
1924,3.996403508121915e-08,2.578324886925998e-09
1925,4.289289257108919e-08,1.4297631523163545e-08
1926,4.0126098888038086e-08,2.229227691330493e-09
1927,3.2332752919472796e-08,0.0
1928,2.5137290693422187e-08,2.2852082448565625e-09
1929,3.7877380565376484e-08,0.0
1930,3.886333299618627e-08,2.100720708497761e-09
1931,2.737285687004487e-08,1.1405356659111021e-09
1932,3.835837958376942e-08,0.0
1933,3.6706119699303486e-08,1.0323596200123575e-08
1934,2.156684431042777e-08,4.7926320689839486e-09
1935,2.992071124197082e-08,1.196828414151696e-09
1936,2.9099315845826368e-08,2.424942913137329e-09
1937,2.392312392629492e-08,5.0364472592434595e-09
1938,2.852347158466273e-08,3.8895642262559704e-09
1939,3.823512795264605e-08,0.0
1940,1.7750480196809804e-08,7.607348528892999e-09
1941,5.31270463177691e-08,2.9515025978810172e-09
1942,4.2478965012193726e-08,3.034211770724937e-09
1943,4.354852944921106e-08,0.0
1944,2.8918675454292497e-08,1.2852744646352221e-08
1945,1.742803235060819e-08,2.178504043826024e-09
1946,2.7842208538686464e-08,0.0
1947,2.980217805870211e-08,3.5762612871081956e-09
1948,3.261566305923225e-08,1.0871887834440486e-09
1949,2.4542519905246252e-08,9.817008317369869e-10
1950,2.4461331626923766e-08,1.0635361480382244e-09
1951,3.624876732111204e-08,3.1984206394497505e-09
1952,4.007025555807786e-08,0.0
1953,2.2625038065271497e-08,3.232148326759443e-09
1954,2.9317608785106586e-08,2.9317608341017376e-09
1955,2.5341140741375057e-08,1.8771215692936494e-09
1956,1.8314397332019894e-08,8.72114158667614e-10
1957,1.943708272111877e-08,2.6505113659425206e-09
1958,2.4816729671250926e-08,2.4816730892496253e-09
1959,1.705164498488898e-08,2.325224457422337e-09
1960,2.9067500517676592e-08,6.2287499602575735e-09
1961,3.474079651732964e-08,2.779263708063695e-09
1962,1.775747771048941e-08,3.170978146727066e-09
1963,2.7157423310164575e-08,1.2932106496776896e-09
1964,2.2510682928800207e-08,1.2167936658258327e-09
1965,3.666269171587189e-08,3.2832261354087677e-09
1966,3.4342264032538594e-08,7.200797291773142e-09
1967,4.585212198815469e-08,1.9721342336964653e-09
1968,4.805814923791729e-08,8.982831700699023e-10
1969,3.0883953477944814e-08,1.8167031212712459e-09
1970,3.495030997946458e-08,2.7592350626548523e-09
1971,3.442726392854922e-08,2.569198631618974e-09
1972,3.026786543625093e-08,5.130146862875051e-10
1973,3.19765822709428e-08,1.102640756478479e-09
1974,3.431598794012558e-08,3.937900228123681e-09
1975,3.1413141421410273e-08,2.8557400888473694e-09
1976,3.4281162297755685e-08,1.142705374768127e-09
1977,2.4094806150287695e-08,1.7630346071939584e-09
1978,3.0891073921068823e-08,2.970295565063452e-09
1979,3.39414459871179e-08,5.266775904289034e-09
1980,2.842575275163739e-08,3.97960553399912e-09
1981,3.921840530107801e-08,0.0
1982,4.469401748696811e-08,1.2415004579935385e-09
1983,3.599730202807905e-08,2.5261264191556165e-09
1984,3.131464598737921e-08,1.1598016991243298e-09
1985,2.827312228781409e-08,4.812446441349039e-09
1986,4.07625022069702e-08,1.1988970927134801e-09
1987,4.399788133824245e-08,1.8332451112712533e-09
1988,2.9383113941960914e-08,5.396898483667201e-09
1989,2.4147736810142817e-08,1.6464366536794728e-09
1990,7.79157096619798e-08,4.358920779878872e-09
1991,3.0479618662315744e-08,1.1722930404189924e-09
1992,2.7549721615116596e-08,4.958949695321735e-09
1993,3.877445237110422e-08,3.323524566667402e-09
1994,3.059457520659947e-08,2.1099706426497278e-09
1995,3.958388955505043e-08,5.422450821690461e-10
1996,4.2704737523990843e-08,4.270473752399084e-09
1997,4.363353844905049e-08,9.58978896292706e-10
1998,5.6263925851673946e-08,2.3840645013706308e-09
1999,3.9760751607831324e-08,2.7421207526856506e-09
2000,3.843687301774423e-08,1.3254094488601709e-09
2001,2.716351366061076e-08,1.3143635069212678e-09
2002,3.811662852015729e-08,3.066854992184176e-09
2003,3.5418845301116164e-08,0.0
2004,3.611928783842089e-08,2.642874807889939e-09
2005,4.4136746257805726e-08,0.0
2006,3.62374311668745e-08,2.8825228870488218e-09
2007,3.8347003267213964e-08,3.994479413904628e-09
2008,2.3415917621560922e-08,2.1287198670449925e-09
2009,2.384096209340214e-08,4.76819250749827e-10
2010,1.936755145148794e-08,5.196172381261022e-09
2011,1.2619107203626356e-08,6.118355155848576e-09
2012,8.170206400315294e-09,2.382976926895708e-09
2013,8.646287685820653e-09,1.9523875849358774e-09
2014,2.9016966135442246e-08,1.2992671383216248e-09
2015,6.871383573248124e-09,2.659890530054554e-09
2016,9.113895860224375e-09,4.1426800878596737e-10
2017,6.540589680970044e-09,2.264050280587071e-09
2018,5.162933414126769e-09,2.581466596041082e-09
2019,1.0459050070465992e-08,3.3162841361900064e-09
