year,en_ADP heures_NOUN,en_ADP leurre_NOUN
1866,5.7900795269461014e-08,4.865612912574591e-10
1867,1.1112937947643786e-07,0.0
1868,1.8672723844925798e-07,0.0
1869,1.1915786757299429e-07,1.4650557433881772e-09
1870,5.447346396181274e-08,2.8670243956696595e-09
1871,1.2426777296070668e-07,1.0621177271019633e-09
1872,1.106663096717142e-07,6.047339518033823e-09
1873,1.0954387902328833e-07,0.0
1874,9.200898282157866e-08,0.0
1875,1.4532679415424354e-07,0.0
1876,8.343500224050615e-08,0.0
1877,1.700824441286386e-07,0.0
1878,1.1232704988373143e-07,0.0
1879,1.2218650780049245e-07,1.832797580370027e-09
1880,1.1295409496625552e-07,5.776061406947974e-09
1881,1.2480788313951052e-07,0.0
1882,1.7104340099827198e-07,0.0
1883,1.3776158258593796e-07,0.0
1884,1.7098395233006158e-07,0.0
1885,1.4824962091264382e-07,6.445635691854079e-10
1886,1.4068551479340385e-07,6.453463874400711e-10
1887,1.3645452018318238e-07,2.6115698492645834e-09
1888,1.9085250180239655e-07,0.0
1889,1.3344741489618173e-07,2.5060546970934183e-09
1890,1.2125615000968537e-07,1.3108772956016423e-09
1891,2.2182285530636392e-07,6.374220040683554e-10
1892,2.43218277296009e-07,3.761107425503951e-09
1893,2.543426096401902e-07,6.158416554491453e-10
1894,1.7140187513753347e-07,6.301539290376468e-10
1895,2.0824406687935948e-07,2.4074457982692365e-09
1896,2.358811637126479e-07,0.0
1897,2.2957251466504403e-07,5.826713556089658e-10
1898,2.3029503870564128e-07,1.13167097914868e-09
1899,2.4763550143802604e-07,0.0
1900,1.801295408387915e-07,5.191053142894475e-10
1901,1.8275175883708528e-07,0.0
1902,2.9412601298961505e-07,0.0
1903,3.558745240717087e-07,0.0
1904,2.7410589176213307e-07,5.374625189347171e-10
1905,3.5557629340932095e-07,5.160759042333041e-10
1906,2.1759900792339693e-07,0.0
1907,3.4817050575952635e-07,5.142843373384665e-10
1908,2.4998970094003425e-07,4.911389073214423e-10
1909,3.2565822583041637e-07,5.500983557560346e-10
1910,2.859120546983007e-07,5.344150677544235e-10
1911,2.883642767903538e-07,5.320374141248863e-10
1912,2.495312715344866e-07,0.0
1913,2.858311398679092e-07,0.0
1914,2.7925421319796584e-07,0.0
1915,4.4295665047044963e-07,0.0
1916,3.197351345907151e-07,0.0
1917,2.1823184259694983e-07,0.0
1918,2.848621258877415e-07,0.0
1919,3.305617664040028e-07,9.207848372660976e-10
1920,3.346926442659992e-07,0.0
1921,3.475891103832396e-07,0.0
1922,3.4528737297145895e-07,7.377935484775833e-10
1923,2.9087697273055824e-07,1.0615948120573648e-09
1924,4.086645007950196e-07,0.0
1925,4.597238498771361e-07,0.0
1926,3.9680253172136304e-07,0.0
1927,3.3559167589292116e-07,1.1149224876660924e-09
1928,3.8277238179063033e-07,0.0
1929,4.1219503943423774e-07,1.1140406375176326e-09
1930,4.49554222514692e-07,0.0
1931,3.4900390133429937e-07,0.0
1932,3.6604853570487705e-07,0.0
1933,5.769743001149408e-07,3.4411986593596566e-09
1934,4.0737372231092195e-07,0.0
1935,4.727472351362394e-07,0.0
1936,3.649539133121493e-07,2.424942913137329e-09
1937,5.703776484455858e-07,0.0
1938,1.1357528015842888e-06,1.2965214457594243e-09
1939,9.772897771043176e-07,0.0
1940,5.375859757350554e-07,0.0
1941,6.906515856996975e-07,0.0
1942,4.763712411204324e-07,0.0
1943,1.1380681721462338e-06,2.9032352077962287e-09
1944,5.719471527498854e-07,0.0
1945,3.986662360233595e-07,2.178504043826024e-09
1946,5.053361018525493e-07,0.0
1947,5.662413649076825e-07,1.1920870957027319e-09
1948,7.044983243442715e-07,0.0
1949,5.428805867069286e-07,0.0
1950,5.23259794604769e-07,0.0
1951,7.825468806288427e-07,0.0
1952,6.85412260281737e-07,0.0
1953,6.076438856528199e-07,0.0
1954,5.765796364798348e-07,4.886268278880834e-09
1955,5.434266885373518e-07,0.0
1956,7.491460394248861e-07,4.360570571293465e-09
1957,6.246371455631561e-07,0.0
1958,7.213396298055841e-07,1.6544486891589827e-09
1959,6.735399598056802e-07,7.750747821333448e-10
1960,7.529866465905144e-07,6.920833350854139e-10
1961,6.468736488685067e-07,0.0
1962,6.881022462934538e-07,0.0
1963,7.979109604150381e-07,0.0
1964,6.990479715085485e-07,0.0
1965,7.343482333332929e-07,1.6416130677043839e-09
1966,7.045703158681249e-07,1.1078149508847446e-09
1967,7.124334864272441e-07,3.944268467392931e-09
1968,6.171205306770844e-07,3.5931326802796093e-09
1969,6.290334333414194e-07,1.3625273131978588e-09
1970,5.592049334701699e-07,5.058597540852361e-09
1971,7.27083262042072e-07,1.541519245584766e-09
1972,7.243767350395558e-07,0.0
1973,7.167165150256949e-07,1.6539611902288698e-09
1974,7.538265918149989e-07,3.937900228123681e-09
1975,7.693363541783071e-07,5.711480177694739e-10
1976,7.073346193209318e-07,2.856763492431469e-09
1977,6.006071284758718e-07,2.3507127355770763e-09
1978,6.2435613878975e-07,4.158414057542359e-09
1979,6.577618201220048e-07,5.851973128301324e-09
1980,6.276406492311537e-07,2.8425752862659692e-09
1981,6.331874908838131e-07,5.060439622894819e-09
1982,5.661242175047931e-07,4.966001831974154e-09
1983,6.024811343152692e-07,6.946847541655643e-09
1984,5.648234111532702e-07,2.8995041922996734e-09
1985,5.883215683510912e-07,7.218669662023558e-09
1986,5.748711422448594e-07,4.7955883708539204e-09
1987,4.961983375295631e-07,2.4443267410134695e-09
1988,4.947156913015505e-07,1.798966087207532e-09
1989,4.5880701859957185e-07,4.390497743145261e-09
1990,6.418510689609747e-07,6.538381391862913e-09
1991,4.6305575285288114e-07,3.5168792322792797e-09
1992,4.0553190494563296e-07,8.815910668147353e-09
1993,5.661070279217029e-07,4.985286850001103e-09
1994,4.810732976423537e-07,1.0549853435293244e-08
1995,4.86393832321852e-07,6.506940763983948e-09
1996,4.772254502682927e-07,1.2811421257197253e-08
1997,5.451794908850616e-07,3.835915585170824e-09
1998,4.853955570816026e-07,3.337690568372409e-09
1999,5.662479103385465e-07,1.0968483010742602e-08
2000,5.959924749276979e-07,1.5463109903635086e-08
2001,5.301266372548241e-07,6.133696661692056e-09
2002,5.827024718296769e-07,3.9430991805033955e-09
2003,5.196153052833274e-07,6.250384210204629e-09
2004,4.880508651661231e-07,6.607186797680242e-09
2005,4.945117098031915e-07,1.1259373877692269e-08
2006,4.019060617643788e-07,1.2353670086895363e-08
2007,4.401916489094049e-07,8.787854888225866e-09
2008,4.83645155369139e-07,7.663391698997657e-09
2009,4.47256469415791e-07,5.721831008997924e-09
2010,5.79137041878397e-07,5.668551850135373e-09
2011,5.487399934167581e-07,6.118355155848576e-09
2012,4.806804834722733e-07,2.7234021704458655e-09
2013,4.897703488326854e-07,8.925200134513034e-09
2014,3.9627646375439696e-07,6.496335469563519e-09
2015,4.300156328795879e-07,3.768178213903184e-09
2016,4.3829555695928946e-07,4.556948152156792e-09
2017,5.066441348677841e-07,4.2765391228272165e-09
2018,4.837668885482316e-07,6.195520096952123e-09
2019,4.7422863724833064e-07,3.826481798085979e-09
