year,en_ADP art_NOUN,en_ADP lard_NOUN
1904,1.1963915405033276e-06,5.912087708281888e-09
1905,1.253032266390619e-06,1.4450125540577119e-08
1906,1.1188601689582356e-06,7.716276506641861e-09
1907,1.1509683268684512e-06,7.199980778249682e-09
1908,1.2754877047882474e-06,1.1296195090437777e-08
1909,1.3389394126761545e-06,8.801573692096554e-09
1910,1.2344987538881469e-06,9.085056262847502e-09
1911,1.2891266258918677e-06,1.0640748726586935e-08
1912,1.4065436957366728e-06,1.1460726923040454e-08
1913,1.456200919847106e-06,1.0075680734189518e-08
1914,1.4284154019605921e-06,7.366418142140674e-09
1915,8.281875860660648e-07,3.062998032987707e-08
1916,1.1295111193021512e-06,1.8678685265172135e-08
1917,1.1646342876758808e-06,1.6449636319748606e-08
1918,1.202623650442547e-06,4.709414280767987e-08
1919,1.480621982352659e-06,1.2890987832747669e-08
1920,1.7787172410521634e-06,1.1358347151713133e-08
1921,1.535753170855969e-06,6.815472630705699e-09
1922,1.690285010624848e-06,2.951174193910333e-09
1923,1.5531132007140513e-06,8.492758496458919e-09
1924,1.5805131141632955e-06,7.734974438733389e-09
1925,1.452859351047664e-06,6.598906754362588e-09
1926,1.4512271810929178e-06,3.343841648018042e-09
1927,1.5765004022227913e-06,1.2264147031260109e-08
1928,1.5619398716637534e-06,2.0566874425753667e-08
1929,1.3279364559082296e-06,1.4482528065684619e-08
1930,1.3287059026367842e-06,7.352522701786768e-09
1931,1.2374812570215e-06,1.3686427990933225e-08
1932,1.0203328280056212e-06,7.6716757391182e-09
1933,1.2457138822696834e-06,2.2941324395731044e-09
1934,1.0028582657639618e-06,1.0783422155213884e-08
1935,1.18845058949546e-06,9.574627313213568e-09
1936,1.0851619407503676e-06,1.9399543305098632e-08
1937,1.1344597474760576e-06,1.0072894518486919e-08
1938,1.1318632360257652e-06,5.186085783037697e-09
1939,9.925838426738665e-07,1.3764645423464117e-08
1940,9.357038877055857e-07,5.0715658339584024e-09
1941,1.4167212469828883e-06,1.1806010391524069e-08
1942,1.225821534944771e-06,9.102635090130207e-09
1943,1.1903264542922898e-06,2.0322646676618206e-08
1944,1.1374679331765947e-06,3.2131861615880553e-09
1945,1.4225631375097691e-06,1.089252066321933e-08
1946,1.3238969991391514e-06,4.1763312808029696e-09
1947,1.391165618258583e-06,2.0265479960812627e-08
1948,1.3133240273077718e-06,8.697510267552389e-09
1949,1.2585404540743639e-06,9.817008539414473e-09
1950,1.1039505167786956e-06,1.2762433776458693e-08
1951,1.1610266525963198e-06,1.2793682557799002e-08
1952,1.1198581582050338e-06,9.490323193972472e-09
1953,1.0515255262077972e-06,4.3095309543161875e-09
1954,1.300724580488577e-06,1.9545072227344917e-09
1955,1.2773812763100523e-06,3.754243138587299e-09
1956,1.3317183018557444e-06,8.72114114258693e-09
1957,1.03369938386777e-06,5.301022731885041e-09
1958,1.0174859284006743e-06,7.445019267748876e-09
1959,1.1137824067475321e-06,4.650448914844674e-09
1960,1.0035208433123444e-06,6.2287499602575735e-09
1961,1.0102623697605395e-06,1.042223907177231e-08
1962,1.0527647802405227e-06,6.976152100435229e-09
1963,1.2725192561902077e-06,5.1728425987107585e-09
1964,1.0665196583659053e-06,5.475571551727398e-09
1965,1.329159285745618e-06,4.924839203113152e-09
1966,1.118893070639615e-06,4.985167390003653e-09
1967,1.0669246464090065e-06,8.381570437698826e-09
1968,1.8221673983020992e-06,6.287982134978165e-09
1969,1.1640525485745457e-06,8.629339909305145e-09
1970,1.3313308500073617e-06,4.1388523719376735e-09
1971,1.4998982180713938e-06,7.193756701440179e-09
1972,1.1804468265097512e-06,4.6171320100540925e-09
1973,1.2057376821417165e-06,1.1026407342740185e-08
1974,9.659106261494799e-07,5.06301445213353e-09
1975,1.1057425517435604e-06,5.711480177694739e-09
1976,1.086712789089006e-06,9.141642942633865e-09
1977,1.1935744268498638e-06,2.3507127355770763e-09
1978,1.2011875334394517e-06,4.752473081737207e-09
1979,1.1095341534428371e-06,7.022368020415115e-09
1980,1.4355005859556513e-06,2.8425752862659692e-09
1981,1.0557342129402514e-06,5.060439622894819e-09
1982,1.0844506803664444e-06,4.966001831974154e-09
1983,1.2851667960944724e-06,1.2630632539867293e-08
1984,1.1731394771175019e-06,8.118611560803402e-09
1985,1.1537839981201614e-06,3.0077789148208467e-09
1986,1.330775774022186e-06,5.994485352545098e-09
1987,1.3517126618012298e-06,3.0554083707556856e-09
1988,1.2676715250847792e-06,4.797242936227519e-09
1989,1.3648960042189628e-06,7.683370939481904e-09
1990,1.3212978799970188e-06,4.358920835390023e-09
1991,1.3698244174520369e-06,9.96449056600568e-09
1992,1.3493852826229613e-06,8.815910668147353e-09
1993,1.5487623485910262e-06,7.754890063438324e-09
1994,1.4384725339766646e-06,8.439882570598911e-09
1995,1.3306693880110743e-06,9.21816667442954e-09
1996,1.4834557653387037e-06,7.473328622609188e-09
1997,1.4499760467856504e-06,9.58978851883785e-09
1998,1.420425721931906e-06,7.152193948201102e-09
1999,1.4492107993646641e-06,8.683382013430219e-09
2000,1.4049340499866503e-06,9.719669513685858e-09
2001,1.5636544645758477e-06,3.5049694258049158e-09
2002,1.7196294628263331e-06,5.257465574004527e-09
2003,1.5580125136693823e-06,7.91715315529018e-09
2004,1.553569848766756e-06,7.047666006343434e-09
2005,1.5398320449833136e-06,4.053374524914943e-09
2006,1.6945116705358032e-06,1.070651389767363e-08
2007,1.7495819939483681e-06,4.393927444112933e-09
2008,1.8762536164729227e-06,5.5346713878634546e-09
2009,1.4280737055116788e-06,4.291373478793048e-09
2010,1.3184106713026722e-06,5.196172381261022e-09
2011,1.4022505183675094e-06,3.823971805871906e-09
2012,1.1901267917835412e-06,5.446804340891731e-09
2013,1.1544188609491357e-06,4.462600067256517e-09
2014,1.065832080371365e-06,7.362513709807672e-09
2015,1.3982158009184786e-06,5.319781060109108e-09
2016,1.0690185696660137e-06,5.3854840587064245e-09
2017,1.122214264626109e-06,3.5218559180094644e-09
2018,1.205803044967979e-06,5.162933192082164e-09
2019,1.2114640455251902e-06,6.887666881283394e-09
