year,un_DET ivre_ADJ,un_DET livre_NOUN
1800,0.0,1.3843755823472748e-05
1801,0.0,1.4799049921521146e-05
1802,2.2378401354217203e-09,1.5980416804950437e-05
1803,0.0,1.1869764961147666e-05
1804,0.0,1.735486546294851e-05
1805,0.0,1.702599432462648e-05
1806,0.0,1.526420149389196e-05
1807,0.0,1.2674644224830445e-05
1808,0.0,1.983947828421151e-05
1809,0.0,1.2917136231749282e-05
1810,0.0,1.8433178809118544e-05
1811,0.0,2.1056938635410916e-05
1812,0.0,1.636332203247548e-05
1813,0.0,2.0483907917423494e-05
1814,0.0,1.7706352167579098e-05
1815,0.0,1.3766629010092402e-05
1816,0.0,1.3787425373834594e-05
1817,0.0,1.9077926936006406e-05
1818,0.0,1.6496525091724834e-05
1819,0.0,1.8327570053600084e-05
1820,0.0,1.8287434286889948e-05
1821,0.0,1.922891653549641e-05
1822,0.0,1.67528039867193e-05
1823,0.0,1.5996117276984023e-05
1824,0.0,1.5390426014505465e-05
1825,0.0,1.815858372111734e-05
1826,0.0,1.5526715156255477e-05
1827,0.0,1.496977341020056e-05
1828,9.172301251858528e-10,1.564335995141164e-05
1829,0.0,1.6743413176811828e-05
1830,0.0,1.6384788739998157e-05
1831,1.5591206103948707e-09,1.6642053587645478e-05
1832,0.0,2.1190638470613976e-05
1833,1.1583628500844156e-09,1.6737185209336758e-05
1834,0.0,1.75433171385464e-05
1835,0.0,1.8370739866213626e-05
1836,0.0,1.8009594736412282e-05
1837,0.0,1.728340084383717e-05
1838,0.0,1.6834536296528313e-05
1839,6.9914751765765e-10,1.7578665527651083e-05
1840,0.0,1.878293734591807e-05
1841,0.0,2.023821146934779e-05
1842,0.0,1.7820505576082724e-05
1843,5.906911071384968e-10,2.1674228065649004e-05
1844,5.488561272137815e-10,1.916989883099518e-05
1845,2.2320911785556063e-09,1.8632380399452586e-05
1846,1.7563503984519002e-09,2.2436205782128127e-05
1847,1.0786447290911383e-09,1.9295336301183852e-05
1848,3.218088684420195e-09,1.840827147248092e-05
1849,8.379414939696517e-10,1.7379745024470594e-05
1850,0.0,2.20275769677869e-05
1851,3.2247193804124663e-09,1.9689490926566577e-05
1852,2.6042181744401205e-09,2.204275398298705e-05
1853,0.0,2.1110778853028478e-05
1854,0.0,2.1023217612992084e-05
1855,0.0,2.3157881841484595e-05
1856,1.0354378465748937e-09,2.1762833128491366e-05
1857,9.763018171682347e-10,2.3852517593070388e-05
1858,0.0,2.3933500955308773e-05
1859,5.092173349652285e-10,2.5063676389436296e-05
1860,4.577183909670879e-10,2.5807535827482297e-05
1861,0.0,2.3728370948106203e-05
1862,4.517986262886353e-10,2.449471396204217e-05
1863,0.0,2.3881779469547837e-05
1864,0.0,2.4414274420792026e-05
1865,0.0,2.2997641949018544e-05
1866,4.865612912574591e-10,2.2967639566218168e-05
1867,0.0,2.192645780496605e-05
1868,0.0,2.2055549145250097e-05
1869,4.883519144627257e-10,2.36728589015911e-05
1870,4.013834153937523e-09,2.328195785139542e-05
1871,1.0621177271019633e-09,1.674534893680857e-05
1872,0.0,2.1055625111898735e-05
1873,0.0,2.0453578642332104e-05
1874,0.0,2.0017927766957655e-05
1875,5.721527140956084e-10,2.0555730621651946e-05
1876,0.0,2.213808721762689e-05
1877,0.0,2.330253079207978e-05
1878,0.0,2.405731407861822e-05
1879,6.10932526790009e-10,2.4384149540424005e-05
1880,0.0,2.3839731483121795e-05
1881,6.972507571312292e-10,2.2702485267700467e-05
1882,0.0,2.3029628962945026e-05
1883,0.0,2.2965742232372577e-05
1884,0.0,2.3811001071294413e-05
1885,6.445635691854079e-10,2.1922896152659632e-05
1886,0.0,2.3088558208428367e-05
1887,0.0,2.1568956242390414e-05
1888,3.1703073499755874e-09,2.268735264010502e-05
1889,0.0,2.1538914467100767e-05
1890,6.554386478008212e-10,2.2712915637157494e-05
1891,0.0,2.163983910463685e-05
1892,0.0,2.1358702980478483e-05
1893,0.0,2.055125123945345e-05
1894,1.2603078580752936e-09,2.0787517968301472e-05
1895,0.0,2.030800943941813e-05
1896,0.0,2.1633840418644468e-05
1897,0.0,2.0200633940703483e-05
1898,5.6583548957434e-10,2.0643375393092356e-05
1899,0.0,2.1599565997121317e-05
1900,5.19105292084987e-09,2.0224861728479482e-05
1901,5.588738916095792e-10,2.1283034882912943e-05
1902,0.0,1.9157964004534733e-05
1903,0.0,2.0603459859103168e-05
1904,5.374625189347171e-10,2.17387473924191e-05
1905,0.0,2.1327353437072816e-05
1906,5.144184522798412e-10,2.1916283287737315e-05
1907,0.0,2.256679653100946e-05
1908,4.911389073214423e-10,2.2118932633929944e-05
1909,0.0,2.2975408057845925e-05
1910,2.137660271017694e-09,2.2899151502997483e-05
1911,1.5961122423746588e-09,2.190717307826162e-05
1912,5.209421227725386e-10,2.3149625349105918e-05
1913,5.30298971401777e-10,2.2625204849191505e-05
1914,0.0,2.1759730230996865e-05
1915,0.0,1.7184597680852676e-05
1916,1.0987462051303964e-09,1.927860006389892e-05
1917,1.0966424435210342e-09,2.0377810272975694e-05
1918,2.2972752589112133e-09,1.9247719905024496e-05
1919,0.0,2.0454313926165923e-05
1920,7.572231730534895e-10,2.1848160031368025e-05
1921,0.0,2.222449907662849e-05
1922,7.377935484775833e-10,2.2617061375740377e-05
1923,0.0,2.5084423384669208e-05
1924,0.0,2.5549910020572497e-05
1925,0.0,2.36339852222045e-05
1926,0.0,2.399317762069586e-05
1927,0.0,2.6112599314842555e-05
1928,0.0,2.3969549744151664e-05
1929,4.4561625500705304e-09,2.4620298290756182e-05
1930,0.0,2.3467151635259142e-05
1931,1.1405356659111021e-09,2.2460569169879818e-05
1932,1.0959536611565568e-09,2.1854412210586815e-05
1933,0.0,2.1908965237571465e-05
1934,0.0,2.0392648792721957e-05
1935,4.787313656606784e-09,2.3430310704952717e-05
1936,1.2124714565686645e-09,1.987846903261925e-05
1937,0.0,2.039257535102479e-05
1938,1.2965214457594243e-09,2.2263865787408577e-05
1939,0.0,2.028602904147192e-05
1940,0.0,1.947227622167702e-05
1941,0.0,2.0046605271772933e-05
1942,0.0,1.9889257345084843e-05
1943,0.0,2.1602972466894244e-05
1944,0.0,1.941085751866467e-05
1945,0.0,2.007055749686515e-05
1946,0.0,2.0976320797672088e-05
1947,0.0,2.3914458836316044e-05
1948,0.0,2.0869676262691428e-05
1949,9.817008317369869e-10,1.831853785461135e-05
1950,0.0,2.14047291535735e-05
1951,0.0,2.1198065667249466e-05
1952,0.0,2.0031964325539775e-05
1953,0.0,2.133110157842566e-05
1954,9.772536113672459e-10,2.1624667795094865e-05
1955,0.0,2.14461130667587e-05
1956,0.0,2.2639211692876415e-05
1957,0.0,2.006790529662794e-05
1958,2.4816730892496253e-09,1.9133698572204594e-05
1959,1.5501495642666896e-09,2.0672019957146404e-05
1960,0.0,1.9990828036497987e-05
1961,0.0,2.1462168291463968e-05
1962,1.9025869768540815e-09,2.0622773035938735e-05
1963,0.0,2.2058940714941855e-05
1964,0.0,2.2954812095576926e-05
1965,0.0,2.447207288014397e-05
1966,1.1078149508847446e-09,2.1804567722938373e-05
1967,0.0,2.256811779943746e-05
1968,1.7965663401398047e-09,2.422759547471287e-05
1969,4.5417578031781147e-10,2.0602775350653246e-05
1970,0.0,2.2608251583733363e-05
1971,0.0,2.434675553786292e-05
1972,0.0,2.259880946553494e-05
1973,5.513203782392395e-10,2.2394634243028122e-05
1974,0.0,2.0205928876748658e-05
1975,5.711480177694739e-10,2.0233488783105713e-05
1976,5.713526873840635e-10,2.2118205720289552e-05
1977,5.876781838942691e-10,2.3048738142961156e-05
1978,0.0,2.3325732001922006e-05
1979,0.0,2.3744382843915446e-05
1980,1.7055452605774235e-09,2.4008392159657888e-05
1981,0.0,2.371195486716715e-05
1982,0.0,2.3712658389740682e-05
1983,0.0,2.5554295518759318e-05
1984,0.0,2.4433542989754642e-05
1985,6.015558051686298e-10,2.528940535739821e-05
1986,0.0,2.564920390568659e-05
1987,0.0,2.5906196270852888e-05
1988,1.1993107618124554e-09,2.5743804343392185e-05
1989,5.488122178931576e-10,2.5916559678762496e-05
1990,5.44865097484859e-10,2.5700742497747342e-05
1991,0.0,2.572362626551694e-05
1992,0.0,2.557495614041727e-05
1993,0.0,2.63538871649871e-05
1994,0.0,2.554488759187734e-05
1995,0.0,2.502623777900226e-05
1996,0.0,2.640807545617463e-05
1997,1.917957792585412e-09,2.5474315179963014e-05
1998,0.0,2.57426524967741e-05
1999,0.0,2.5793301176690875e-05
2000,0.0,2.6222783503726532e-05
2001,4.3812117822561447e-10,2.5366340764776396e-05
2002,4.38122149670761e-10,2.6231248511976446e-05
2003,0.0,2.7125417432216636e-05
2004,1.3214374039449694e-09,2.6030993922177004e-05
2005,9.007499190971657e-10,2.650906992585078e-05
2006,0.0,2.7745931305389604e-05
2007,0.0,2.756110927748523e-05
2008,8.514879357157668e-10,2.5207448999253756e-05
2009,4.76819250749827e-10,2.4580986575983843e-05
2010,4.723793023408973e-10,2.4192905300424172e-05
2011,3.82397197240536e-10,2.2896031396157923e-05
2012,6.808505426114664e-10,2.392644907445174e-05
2013,0.0,2.3086982537279255e-05
2014,2.1654451842767486e-10,2.546780078205302e-05
2015,2.2165753954528356e-10,2.379892593751265e-05
2016,6.214020409345267e-10,2.3291804993164078e-05
2017,5.031222660711876e-10,2.2789173755199954e-05
2018,5.162933414126769e-10,2.417466053827866e-05
2019,0.0,2.4435146897872073e-05
