year,bien_ADV égal_ADJ,bien_ADV egal_ADJ,bien_ADV légal_ADJ
1800,2.483890000348765e-07,0.0,3.144164484325529e-09
1801,1.0239084957675004e-07,0.0,0.0
1802,9.84649659585557e-08,0.0,0.0
1803,1.0531832117521844e-07,0.0,0.0
1804,8.404293083685843e-08,0.0,0.0
1805,8.24434565060983e-08,0.0,2.842877711017877e-09
1806,1.152667650217154e-07,0.0,2.305335300434308e-08
1807,1.3380689267705748e-07,2.8469551160981155e-09,5.693910232196231e-09
1808,2.7192887941396293e-08,0.0,3.172503681980743e-08
1809,1.1521055398588942e-07,0.0,2.259030518203531e-09
1810,1.0998595456612748e-07,0.0,1.1700633351097167e-08
1811,4.512738271955641e-08,0.0,5.0141535368197765e-09
1812,1.1468995353425271e-07,0.0,0.0
1813,5.7514832008109806e-08,0.0,5.463909147351842e-08
1814,1.1328037885505182e-07,0.0,0.0
1815,1.1328339155625144e-07,0.0,1.6183340889597275e-08
1816,1.0660977523002657e-07,0.0,6.952811659743929e-09
1817,7.005930058312515e-08,0.0,1.556873407970727e-09
1818,1.096748292184202e-07,2.384235475716423e-09,2.384235386898581e-08
1819,9.315944993204539e-08,0.0,2.070209959015301e-08
1820,1.281579926626364e-07,1.1866481131050932e-09,0.0
1821,7.297501269931672e-08,0.0,0.0
1822,8.622029668003961e-08,0.0,4.010246357211145e-09
1823,1.2847492314449482e-07,0.0,1.4824030003524058e-08
1824,1.6758013998696697e-07,0.0,1.0947446504872005e-08
1825,6.60408261410339e-08,0.0,1.7610886082763955e-09
1826,7.48678701256722e-08,0.0,1.7615968683770689e-09
1827,9.309445658800541e-08,0.0,0.0
1828,1.0639869429951432e-07,0.0,6.420610709767516e-09
1829,1.4831594796760328e-07,0.0,7.715858174606183e-09
1830,1.3985359714752121e-07,1.0436835840010872e-09,2.2961039292113128e-08
1831,1.6058942264862708e-07,3.1182412207897414e-09,2.0268567268999504e-08
1832,2.0565553882079257e-07,0.0,4.058990921151917e-09
1833,1.3900354645102198e-07,0.0,3.4750886612755494e-09
1834,2.2962946388815908e-07,0.0,2.8003592333902816e-08
1835,2.533634528845141e-07,0.0,1.0588323107185715e-08
1836,1.6264215219052858e-07,0.0,2.688300027031687e-09
1837,1.4124518088465265e-07,0.0,2.7831563720326358e-09
1838,7.511472688292997e-08,0.0,5.680945491803868e-09
1839,1.0347383039288616e-07,0.0,1.3982950353153e-09
1840,1.1656530318759906e-07,0.0,3.821813088222825e-09
1841,1.4317822660814272e-07,6.420548537278137e-10,1.926164561183441e-09
1842,9.12324082946725e-08,0.0,8.720745015011744e-09
1843,9.451057536580265e-08,0.0,2.953455480181333e-09
1844,1.2678576410962705e-07,5.488561272137815e-10,2.7442805805577564e-09
1845,1.311353514665825e-07,0.0,4.464182357111213e-09
1846,9.308656956363848e-08,4.0981511517657054e-09,4.0981511517657054e-09
1847,1.0408921724547326e-07,1.6179670936367074e-09,0.0
1848,8.68883915927654e-08,0.0,8.045221711050488e-10
1849,1.1228416241237937e-07,8.379414939696517e-10,9.217356655710773e-09
1850,1.0522943938440221e-07,0.0,0.0
1851,1.0061124555704737e-07,0.0,1.9348316282474798e-09
1852,1.5885730419995525e-07,1.3021090872200602e-09,4.557382027314816e-09
1853,1.5228425809254986e-07,0.0,6.569124799682413e-09
1854,1.0547199025268128e-07,5.195664454227256e-10,8.832629738719788e-09
1855,1.2577440600125556e-07,0.0,6.368324534378189e-09
1856,1.5945742859457823e-07,0.0,1.5531567143511893e-09
1857,1.523030874750475e-07,0.0,5.369659827891837e-09
1858,1.7812980956932734e-07,0.0,5.3830437884982985e-09
1859,2.0317771998179524e-07,0.0,2.036869339860914e-09
1860,1.716444018029506e-07,4.577183909670879e-10,7.323494255473406e-09
1861,1.329901806457201e-07,4.715963730639317e-10,0.0
1862,2.1415254991552501e-07,4.517986262886353e-10,1.1746764450037972e-08
1863,1.9179344690201106e-07,0.0,9.989241656072068e-10
1864,2.5124373337348516e-07,0.0,1.9178911792039344e-09
1865,2.325181043261182e-07,0.0,9.41368871743009e-10
1866,1.931648370145922e-07,0.0,1.0217787504984699e-08
1867,1.7421592701793998e-07,0.0,8.73506067478047e-09
1868,1.7536552832098096e-07,0.0,4.939874287401835e-09
1869,2.0168934611319855e-07,0.0,3.4184632902167778e-09
1870,2.1961406559967145e-07,5.734048791339319e-10,6.307453670473251e-09
1871,1.901190671560471e-07,0.0,1.0621177271019633e-09
1872,2.594308625702979e-07,0.0,4.23313739617015e-09
1873,1.9574234499941667e-07,2.9930022904522957e-09,1.0176207432266438e-08
1874,2.455564356296236e-07,0.0,4.182226565063729e-09
1875,2.2313956549169234e-07,1.1443054281912168e-09,0.0
1876,2.4425898459412565e-07,0.0,7.255217759905008e-09
1877,2.2945667410567694e-07,0.0,1.2369631985365004e-09
1878,1.8419220282339666e-07,0.0,3.0195443923020093e-09
1879,2.1565918473243073e-07,0.0,3.665595160740054e-09
1880,2.3938565618664143e-07,0.0,1.2193908105473383e-08
1881,2.440377784296288e-07,0.0,0.0
1882,3.3410032074243645e-07,0.0,3.9932310791357395e-09
1883,3.33661091644899e-07,0.0,5.687405213450347e-09
1884,2.5944669346245064e-07,6.601696966868076e-10,2.6406787867472303e-09
1885,2.1979617770284676e-07,0.0,3.86738152613475e-09
1886,2.2135381527732534e-07,2.5813855497602844e-09,7.744156427236248e-09
1887,2.7747930175792135e-07,0.0,1.9586774424595887e-09
1888,2.7074423769590794e-07,6.340614699951175e-10,3.1703073499755874e-09
1889,2.581236344667559e-07,6.265136742733546e-10,2.5060546970934183e-09
1890,3.1067793315742165e-07,0.0,1.0487018364813139e-08
1891,2.600681909825653e-07,6.374220040683554e-10,6.374220040683554e-10
1892,2.3694977357990865e-07,0.0,5.641661360300532e-09
1893,2.3463566378723044e-07,0.0,1.2316833108982905e-09
1894,2.860898860035377e-07,0.0,3.150769645188234e-09
1895,2.624115893468115e-07,0.0,3.611168697403855e-09
1896,2.063960096165829e-07,0.0,1.0024948871034667e-08
1897,1.986909268225645e-07,5.826713556089658e-10,2.330685422435863e-09
1898,1.8672571400202287e-07,1.6975064687230201e-09,2.26334195829736e-09
1899,2.443189544010238e-07,0.0,1.6582735185011188e-09
1900,2.444986080263334e-07,0.0,5.710158568206225e-09
1901,1.9951798435613455e-07,0.0,1.676621730339889e-09
1902,2.052498615512377e-07,0.0,6.38336894454028e-09
1903,2.408498289696581e-07,0.0,2.1600881083827517e-09
1904,2.681937871784612e-07,5.374625189347171e-10,4.837162670412454e-09
1905,2.864221357867791e-07,1.0321518084666081e-09,7.741138396966107e-09
1906,2.1502691538444196e-07,5.144184522798412e-10,1.0288369267641428e-08
1907,2.1959941420846008e-07,0.0,2.057137349353866e-09
1908,2.632504561006499e-07,9.822778146428846e-10,8.349361202419914e-09
1909,1.9473482382181828e-07,0.0,1.1001967115120692e-09
1910,2.7201727448300517e-07,0.0,6.947395991829808e-09
1911,2.0802663414087874e-07,0.0,6.384448969498635e-09
1912,2.2140039845908177e-07,5.209421227725386e-10,4.167536982180309e-09
1913,2.8052815537193965e-07,0.0,3.181793939432964e-09
