year,bien_ADV égal_ADJ,bien_ADV egal_ADJ,bien_ADV légal_ADJ
1914,1.9956296171130816e-07,0.0,3.3483718020477227e-09
1915,2.9687521418964025e-07,0.0,1.1780761921542648e-09
1916,2.1645300307682191e-07,0.0,5.493730803607377e-09
1917,2.094587046030938e-07,0.0,2.1932848870420685e-09
1918,2.7452438189357053e-07,0.0,1.1486376294556067e-09
1919,2.35720918340121e-07,0.0,1.8415696745321952e-09
1920,3.3166375601467735e-07,0.0,3.028892692213958e-09
1921,2.506579335204151e-07,0.0,1.5145494858259667e-09
1922,2.530631775243819e-07,0.0,8.853522359686394e-09
1923,3.53511069306478e-07,0.0,6.369568872344189e-09
1924,3.0682065244036494e-07,2.578324886925998e-09,5.156649773851996e-09
1925,2.6395628083264455e-07,1.0998177923937646e-09,2.1996355847875293e-09
1926,2.2403737887088937e-07,0.0,1.1146138456652466e-09
1927,3.077186079281091e-07,0.0,1.1149224876660924e-09
1928,2.685119682155346e-07,0.0,2.2852082448565625e-09
1929,2.6848380230148905e-07,0.0,5.570202965543558e-09
1930,2.4998576009238604e-07,0.0,1.0503603542488804e-09
1931,1.8362624132350902e-07,0.0,0.0
1932,2.3782195057719946e-07,0.0,1.0959536611565568e-09
1933,2.1220725443527044e-07,0.0,1.1470662197865522e-09
1934,2.6479293069314735e-07,0.0,2.3963160344919743e-09
1935,2.1782277315196552e-07,0.0,0.0
1936,1.6489612164605205e-07,0.0,0.0
1937,2.43008571487735e-07,0.0,1.2591118148108649e-09
1938,2.3078081312633003e-07,0.0,3.8895642262559704e-09
1939,2.1564611074609275e-07,0.0,1.5294050470515685e-09
1940,1.2678914629304927e-07,0.0,0.0
1941,1.741386483899987e-07,0.0,0.0
1942,2.0025797198286455e-07,0.0,3.034211770724937e-09
1943,2.409685180282395e-07,0.0,0.0
1944,2.69907644678824e-07,0.0,0.0
1945,3.3113261110884196e-07,2.178504043826024e-09,4.357008087652048e-09
1946,2.519719828342204e-07,0.0,5.568441707737293e-09
1947,2.717958693665423e-07,1.1920870957027319e-09,4.7683483828109274e-09
1948,2.739715796451492e-07,0.0,2.174377566888097e-09
1949,2.1793758264720964e-07,0.0,1.9634016634739737e-09
1950,1.8718236560744117e-07,0.0,3.190608444114673e-09
1951,2.292201344289424e-07,0.0,4.264560704569931e-09
1952,2.2987671854934888e-07,0.0,0.0
1953,2.381015917762852e-07,0.0,5.386913581872932e-09
1954,3.293344548183086e-07,0.0,2.9317608341017376e-09
1955,1.6894094301278528e-07,9.385607846468247e-10,2.815682353940474e-09
1956,2.7209961217522505e-07,0.0,1.744228317335228e-09
1957,1.8200177009930485e-07,0.0,8.835037701437898e-10
1958,1.993610680983693e-07,0.0,8.272243445794913e-10
1959,2.3329751286382816e-07,0.0,7.750747821333448e-10
1960,2.0347249574115267e-07,0.0,3.460416619915918e-09
1961,2.18867015178148e-07,0.0,6.948159270159238e-10
1962,2.8729061796184396e-07,0.0,1.2683912808952869e-09
1963,2.1402635752565402e-07,0.0,1.2932106496776896e-09
1964,2.0502973541169922e-07,6.083968329129164e-10,0.0
1965,1.8604947626954527e-07,0.0,1.0944086747954884e-09
1966,2.475966311976663e-07,5.539074754423723e-10,2.215629901769489e-09
1967,2.2334420179959125e-07,9.860671168482327e-10,4.437302081328198e-09
1968,2.2277423283867392e-07,0.0,3.1439910674890825e-09
1969,1.6759086918227695e-07,4.5417578031781147e-10,7.72098829315837e-09
1970,1.4210060328423424e-07,0.0,4.1388523719376735e-09
1971,1.3102913953844109e-07,0.0,2.569198631618974e-09
1972,1.4107904178217723e-07,0.0,2.565073486948677e-09
1973,1.477538660310529e-07,0.0,4.410563025913916e-09
1974,1.338886050916699e-07,0.0,4.500457340128605e-09
1975,1.1023156787359767e-07,0.0,0.0
1976,1.2112677438835817e-07,0.0,3.9994687561772935e-09
1977,1.275261638511438e-07,0.0,4.11374712072643e-09
1978,1.241583618138975e-07,0.0,3.5643548113029055e-09
1979,1.4395854464055446e-07,5.851973128301324e-09,4.096381456264453e-09
1980,1.245047940301447e-07,1.1370301367108482e-09,1.7055452605774235e-09
1981,1.4358997191266099e-07,5.69299452024552e-09,5.060439622894819e-09
1982,1.185632925171376e-07,1.8622506869903077e-09,1.2415004579935385e-09
1983,9.915046206288025e-08,0.0,1.2630632095778083e-09
1984,1.420757058667732e-07,5.799008495621649e-10,3.479405208395292e-09
1985,1.3474850391048676e-07,0.0,3.609334831011779e-09
1986,1.2408584382228582e-07,0.0,5.994485352545098e-09
1987,1.1488335616149925e-07,0.0,1.8332451112712533e-09
1988,1.1093624863178775e-07,0.0,3.597932174415064e-09
1989,1.1744581485118033e-07,0.0,6.036934507847036e-09
1990,9.535138900673701e-08,1.6345953479657283e-09,4.358920779878872e-09
1991,9.730032246579867e-08,2.344586080837985e-09,1.7584396161396398e-09
1992,9.587302685076793e-08,0.0,2.7549720282848966e-09
1993,1.0247534021345928e-07,0.0,1.1078414852150331e-09
1994,1.186858469282015e-07,0.0,3.6924485691258724e-09
1995,1.2634311019610323e-07,0.0,3.253470381991974e-09
1996,9.395041900006618e-08,0.0,4.804283193493575e-09
1997,8.534912154800622e-08,0.0,2.3974471297094624e-09
1998,9.917708609918918e-08,9.536258449571733e-10,5.2449422582867555e-09
1999,9.460316618969955e-08,0.0,4.113180906983871e-09
2000,1.1221799667282539e-07,0.0,6.627047355323157e-09
2001,1.0383472215380607e-07,0.0,3.066848330846028e-09
2002,1.1347363937375121e-07,0.0,5.257465574004527e-09
2003,1.2042407604440086e-07,0.0,2.9168460979889232e-09
2004,1.1408409505975214e-07,4.404791253964646e-10,1.7619165015858584e-09
2005,9.86321140317159e-08,0.0,4.503749373441224e-09
2006,1.2600743559687544e-07,8.235779835885637e-10,5.353256948836815e-09
2007,1.4420071181575622e-07,0.0,5.192823504529542e-09
2008,1.7157482545826497e-07,8.514879357157668e-10,7.663391698997657e-09
2009,1.6974765060240316e-07,0.0,7.1522885392028e-09
2010,2.1823923646024923e-07,0.0,6.613310343794865e-09
2011,2.6653083295968827e-07,3.82397197240536e-10,1.1089518636708817e-08
2012,3.788933327086852e-07,0.0,1.3957436095779485e-08
2013,3.977292237777874e-07,0.0,1.338780020176955e-08
2014,4.512787654675776e-07,0.0,1.4291938299493268e-08
2015,4.898631686955923e-07,0.0,1.1304534197620342e-08
2016,4.828293640457559e-07,0.0,1.1392370602436586e-08
2017,3.5394651831666124e-07,7.54683426862357e-10,1.7106156491308866e-08
2018,4.716339674359915e-07,5.162933414126769e-10,1.5746946857575495e-08
2019,4.216782656385476e-07,0.0,1.607122257496485e-08
