year,en_ADP oies_NOUN,en_ADP lois_NOUN
1800,9.432493897065797e-09,2.955514704083839e-07
1801,0.0,2.7383600320618484e-07
1802,6.713520406265161e-09,2.4840025503181096e-07
1803,1.950339267864365e-08,5.070881776703118e-07
1804,1.9774807569206132e-08,3.0898137093338107e-07
1805,2.842877711017877e-09,3.468310749710213e-07
1806,0.0,2.3341519739261685e-07
1807,1.9928686256776018e-08,3.7010417486271763e-07
1808,2.039466551195801e-08,2.605985214287898e-07
1809,2.4849335034105025e-08,2.6204755165792903e-07
1810,2.106114038724627e-08,2.9719608907186057e-07
1811,2.5070768572277302e-08,1.5042460255187962e-07
1812,5.3344164641089264e-09,2.667208347517658e-07
1813,1.1502966579257645e-08,3.8247365097277e-07
1814,0.0,5.789885744178491e-07
1815,2.697223555614414e-09,3.1287791890655114e-07
1816,4.6352077731626196e-09,3.4995818154470726e-07
1817,0.0,3.6430837901946234e-07
1818,2.384235475716423e-09,4.911525355311142e-07
1819,1.035105001712111e-09,6.759235926523388e-07
1820,1.3053129244156025e-08,4.6397939890141515e-07
1821,1.1833785507064931e-08,3.905149466021385e-07
1822,3.0076847679083585e-09,2.5665575265065854e-07
1823,2.668325471688604e-08,3.0438675224786493e-07
1824,0.0,3.92423864070679e-07
1825,3.522177216552791e-09,5.397736391188346e-07
1826,0.0,1.0340574121414647e-06
1827,1.8434546111834038e-09,4.5902021206245536e-07
1828,4.586150570418113e-09,3.448785244053454e-07
1829,5.143905745796928e-09,4.4666245990754305e-07
1830,8.349468672008697e-09,4.769633985546307e-07
1831,3.1182412207897414e-09,3.8198454621607425e-07
1832,0.0,4.924908640902004e-07
1833,2.548398292390175e-08,4.170106295831033e-07
1834,2.42697808516823e-08,5.311347930359034e-07
1835,5.294161553592858e-09,4.863065399263178e-07
1836,6.720750067579218e-10,5.040562331970477e-07
1837,0.0,4.863565852275542e-07
1838,1.8936485712828244e-09,4.923486378594077e-07
1839,1.2584655095793096e-08,4.2578085057698445e-07
1840,1.4650283985950807e-08,4.707200047526783e-07
1841,5.778493683550323e-09,4.4815427546751607e-07
1842,1.341653010911159e-08,3.716378857987479e-07
1843,4.7255288571079745e-09,4.3593002363451205e-07
1844,9.330554162634286e-09,5.620286653851281e-07
1845,3.9061593959388574e-09,4.905020252188308e-07
1846,9.367202347121406e-09,4.7421461069063753e-07
1847,9.168480197274675e-09,4.460195928146504e-07
1848,1.287235473768078e-08,5.100670716906563e-07
1849,1.1731180693530519e-08,6.292940373242573e-07
1850,6.1100964288129944e-09,3.8765167076348916e-07
1851,6.449438760824933e-10,5.391730955039975e-07
1852,5.208436348880241e-09,4.6224873884170847e-07
1853,2.9859659189668264e-09,3.810092437106505e-07
1854,5.195664343204953e-09,3.626573907844488e-07
1855,4.776243400783642e-09,3.2637664304502323e-07
1856,3.106313539724681e-09,3.7016904386177885e-07
1857,9.763018171682347e-10,3.8417477554730795e-07
1858,1.468102750479261e-09,3.9540902019297164e-07
1859,3.5645213447565993e-09,4.435282905390636e-07
1860,5.95033897154984e-09,4.096579555579183e-07
1861,8.017138342086838e-09,4.7065318220518293e-07
1862,9.035972525772706e-10,3.921612057311563e-07
1863,4.9946209945694875e-09,4.615029598475928e-07
1864,9.589455896019672e-10,4.5501969303529677e-07
1865,3.2947911621228343e-09,4.593880205128187e-07
1866,6.811858188626729e-09,4.4666325749176394e-07
1867,4.85281148598915e-10,4.653846126245753e-07
1868,5.433861360870651e-09,8.111273230859695e-07
1869,1.953407657850903e-09,4.6002751696860855e-07
1870,1.1468097582678638e-09,4.621643312496815e-07
1871,1.0621177271019633e-09,4.6520755692114335e-07
1872,1.2094678591978436e-09,4.069859267374909e-07
1873,2.9930022349411445e-09,4.770845638546461e-07
1874,4.182226565063729e-09,4.7139665060313973e-07
1875,5.149374260327022e-09,5.309577062462267e-07
1876,8.464420275799966e-09,4.806581701544133e-07
1877,2.4739263970730008e-09,3.3088765016842103e-07
1878,1.3285995414946683e-08,5.725055896022013e-07
1879,1.0996785704264767e-08,4.875241721435941e-07
1880,1.1552123035940554e-08,4.685027743533965e-07
1881,6.972507571312292e-10,4.246257097051398e-07
1882,6.655385131892899e-10,4.851775781133938e-07
1883,1.2006744043446815e-08,5.592615073268803e-07
1884,3.300848483434038e-09,5.070103430426798e-07
1885,7.090199094506033e-09,4.982476371484523e-07
1886,1.5488312854472497e-08,4.0011475466172897e-07
1887,7.834709769838355e-09,5.164379248689954e-07
1888,1.7119660356001987e-08,4.818867225253598e-07
1889,1.8795409673089125e-09,4.122459920097299e-07
1890,5.243509182406569e-09,4.830582769344005e-07
1891,3.1871101313640793e-09,4.430082984896444e-07
1892,6.268512375839919e-09,4.839291536384849e-07
1893,6.158416498980301e-09,4.2369905006722774e-07
1894,5.041231432301174e-09,5.413022399203271e-07
1895,1.745398137131815e-08,6.776959802223814e-07
1896,2.948514543632541e-09,4.599682559280893e-07
1897,6.992056045262984e-09,4.1020062724328454e-07
1898,1.923840653450526e-08,3.8703146465479676e-07
1899,6.080336234504102e-09,5.527578181840909e-07
1900,4.15284251431558e-09,4.163224538444865e-07
1901,6.147612696683069e-09,4.0574243742597105e-07
1902,1.6694965410124496e-08,4.3701525420658527e-07
1903,1.0260418292773466e-08,4.212171811346366e-07
1904,2.6873125946735854e-09,4.0309687676653994e-07
1905,5.160759042333041e-10,3.7828364307657125e-07
1906,9.259531807970234e-09,3.84784992313314e-07
1907,6.685696440911215e-09,4.834272724352218e-07
1908,4.4202501658929805e-09,4.218883074003088e-07
1909,6.60118004702781e-09,4.257761379022895e-07
1910,2.137660271017694e-09,3.895885871685323e-07
1911,2.128149656499545e-09,3.8572713423334903e-07
1912,5.209421061191932e-09,3.5267780651437874e-07
1913,5.302989602995467e-09,5.021931150928083e-07
1914,4.018046340092951e-09,3.843931022373681e-07
1915,5.890381071793627e-09,8.965160027685215e-07
1916,3.2962386153911893e-09,9.295392677799441e-07
1917,3.289927441585405e-09,4.101442820925172e-07
1918,3.44591288836682e-09,3.618208568312298e-07
1919,2.762354511798293e-09,3.6739313857836464e-07
1920,9.086678076641874e-09,3.64981571632228e-07
1921,7.572747429129834e-10,3.271426847195613e-07
1922,2.951174193910333e-09,2.7814817293858596e-07
1923,2.1231896241147297e-09,3.322791766180444e-07
1924,5.156649662829693e-09,2.939290442149911e-07
1925,7.698724768800957e-09,3.2004697914089775e-07
1926,1.1146138456652466e-09,4.581062835740113e-07
1927,6.689535148041159e-09,3.801885779530778e-07
1928,2.2852082448565625e-09,3.8391497758638593e-07
1929,3.342121912552898e-09,3.810019006955656e-07
1930,2.100720708497761e-09,3.6657577151544274e-07
1931,4.5621426636444085e-09,3.375985517806157e-07
1932,6.575722188983946e-09,3.616647110682436e-07
1933,0.0,3.922966531622052e-07
1934,3.5944740517379614e-09,4.133645266080066e-07
1935,3.590485242455088e-09,6.426968832684565e-07
1936,2.424942913137329e-09,9.493651331737851e-07
1937,0.0,3.412193119167739e-07
1938,9.075650453382877e-09,3.643225336968925e-07
1939,1.070583532936098e-08,3.1046921744604106e-07
1940,7.607348750937604e-09,2.434351631386278e-07
1941,0.0,4.2796786958732014e-07
1942,3.034211770724937e-09,2.57907989631434e-07
1943,2.9032352077962287e-09,2.3225881329302922e-07
1944,0.0,2.956131197606737e-07
1945,4.357008087652048e-09,2.5488498067716137e-07
1946,0.0,2.1160078134130345e-07
1947,2.3841741914054637e-09,2.0384689047858728e-07
1948,1.0871887834440486e-09,2.2069931837620516e-07
1949,9.817008317369869e-10,2.0124866828563626e-07
1950,1.0635361480382244e-09,1.54212735026249e-07
1951,3.198420528427448e-09,1.6311945061353583e-07
1952,9.490323193972472e-09,1.7820719300232213e-07
1953,8.619062019654677e-09,1.723812377285583e-07
1954,9.772536113672459e-10,1.671103699862897e-07
1955,1.8771215692936494e-09,2.40271556428695e-07
1956,1.744228317335228e-09,1.299450098635191e-07
1957,0.0,1.7670075536102559e-07
1958,0.0,1.7040821004288276e-07
1959,6.975672928177801e-09,1.7594197798675992e-07
1960,3.460416619915918e-09,1.7440500399423797e-07
1961,3.47407969059077e-09,2.9668640877389407e-07
1962,6.341956404476434e-10,1.47767580949143e-07
1963,2.5864212993553792e-09,3.026112893600441e-07
1964,2.4335873316516654e-09,2.5005110332321223e-07
1965,1.6416130677043839e-09,2.796214246814088e-07
1966,7.754704434148607e-09,2.49258365947469e-07
1967,5.916402701089396e-09,1.903109527745528e-07
1968,4.491415656060482e-09,1.9627487002349397e-07
1969,3.1792304344691047e-09,2.3844227814429075e-07
1970,9.197450023812337e-10,2.0970186156987758e-07
1971,3.596878239697787e-09,1.9217606039845236e-07
1972,2.0520587451500205e-09,1.5236535633178505e-07
1973,4.410563025913916e-09,1.9957797325886872e-07
1974,2.812785782069227e-09,2.075835960901884e-07
1975,3.4268881066168433e-09,1.7420014941649242e-07
1976,1.7140580066410394e-09,1.5540792985824226e-07
1977,2.3507127355770763e-09,2.7091963056280477e-07
1978,8.316827893040113e-09,2.7742562380694835e-07
1979,7.607565244427406e-09,2.2003419264393642e-07
1980,2.8425752862659692e-09,2.1944681027896706e-07
1981,8.223214109648325e-09,1.9419436347867247e-07
1982,4.345251713999687e-09,2.5636985623300745e-07
1983,6.315316158911344e-09,1.2504325996864907e-07
1984,5.219107812592938e-09,1.9310698240460056e-07
1985,1.8046674155058895e-09,1.7024029297374454e-07
1986,4.795588426365072e-09,2.0081526774795577e-07
1987,3.0554083707556856e-09,1.607144803905669e-07
1988,4.197587610832443e-09,1.8889144803857505e-07
1989,6.585746614717891e-09,1.800104126870039e-07
1990,5.44865097484859e-10,1.39485469397016e-07
1991,1.7584396161396398e-09,1.395028723649716e-07
1992,4.4079553340736766e-09,1.5538043163232373e-07
1993,3.323524566667402e-09,2.0661243782527094e-07
1994,3.6924485691258724e-09,1.835674501293738e-07
1995,1.0844901643380922e-09,1.583355659917629e-07
1996,4.270473752399084e-09,1.7775846528067518e-07
1997,7.192341833217597e-09,2.0522149046797722e-07
1998,4.7681290027412615e-09,1.883410991609935e-07
1999,2.285100553223174e-09,1.6818340142776833e-07
2000,3.97622823555821e-09,1.6744338715568574e-07
2001,3.5049694258049158e-09,1.6429543636675703e-07
2002,5.6955880012310445e-09,1.7919196260152148e-07
2003,2.9168460979889232e-09,1.8001106383280785e-07
2004,1.7619165015858584e-09,1.907274564949546e-07
2005,4.503749373441224e-09,1.8690560121825683e-07
2006,3.294311934354255e-09,1.6924527912465237e-07
2007,3.1955835755326234e-09,1.81349362637917e-07
2008,3.405951742863067e-09,1.3921828023732985e-07
2009,9.53638501499654e-10,1.4829079275635593e-07
2010,1.4171379625338432e-09,1.322662024350052e-07
2011,2.2943831279320648e-09,9.712888959789723e-08
2012,1.0212758416727752e-09,1.092765087307157e-07
2013,1.9523875849358774e-09,1.1323847970423628e-07
2014,2.815078836704288e-09,1.069729897995586e-07
2015,4.43315073539452e-09,1.1969507140996427e-07
2016,3.935546111222266e-09,1.3836551204793324e-07
2017,2.7671724911471074e-09,1.1018377721327965e-07
2018,3.872199894061623e-09,9.319094984583387e-08
2019,4.08158040698936e-09,1.0305990727488279e-07
