year,bien_ADV égale_ADJ,bien_ADV egale_ADJ,bien_ADV légale_ADJ
1800,1.2576657582030748e-07,0.0,0.0
1801,2.0240051412656612e-07,0.0,0.0
1802,5.818384352096473e-08,0.0,0.0
1803,8.386458461018265e-08,0.0,1.950339223455444e-09
1804,1.3842365831351344e-07,0.0,0.0
1805,4.8328921309348516e-08,0.0,0.0
1806,6.051504897186533e-08,0.0,0.0
1807,7.117387923472052e-08,0.0,2.8469551160981155e-09
1808,7.024829073998262e-08,2.2660739951163578e-09,0.0
1809,9.713831161661801e-08,0.0,0.0
1810,1.0062544930633521e-07,0.0,4.680253518074551e-09
1811,1.3036799373367103e-07,0.0,2.5070767684098882e-09
1812,2.9339290108509886e-08,0.0,1.3336041604361526e-08
1813,7.476928232108548e-08,0.0,5.751483289628823e-09
1814,1.0698702368472368e-07,0.0,9.440030979135372e-09
1815,5.664169577812572e-08,2.697223555614414e-09,5.394447111228828e-09
1816,1.0429217667251578e-07,0.0,6.952811659743929e-09
1817,5.60474440192138e-08,6.227493631882908e-09,1.556873407970727e-09
1818,3.695565098382758e-08,0.0,1.0729059418679299e-08
1819,4.6579724966022695e-08,0.0,1.1386155129855524e-08
1820,3.797273961936298e-08,0.0,0.0
1821,8.382264837791809e-08,0.0,3.94459531705138e-09
1822,6.817418807258946e-08,0.0,3.0076847679083585e-09
1823,6.81905376609393e-08,0.0,0.0
1824,1.0610602174665473e-07,1.2631669044083083e-08,5.894778887238772e-09
1825,1.1535130539641614e-07,0.0,3.522177216552791e-09
1826,4.932471142637951e-08,0.0,6.1655889282974385e-09
1827,4.7929820112813104e-08,0.0,9.217273055917019e-10
1828,5.961995697134626e-08,0.0,1.8344602503717056e-09
1829,7.544394975411706e-08,0.0,7.715858174606183e-09
1830,1.2419835115906608e-07,0.0,2.0873671680021744e-09
1831,4.5214498811674275e-08,0.0,1.5591206103948707e-09
1832,1.2176973029909277e-07,0.0,1.352996914505411e-08
1833,7.645194699534841e-08,0.0,0.0
1834,6.534171603789218e-08,0.0,1.4001796166951408e-08
1835,7.487457054367042e-08,0.0,1.285724948729694e-08
1836,5.2421849972006385e-08,0.0,1.008112526790228e-08
1837,9.114837240531415e-08,0.0,2.0873671680021744e-09
1838,5.1759727170974656e-08,0.0,1.9567702125300457e-08
1839,7.341049013120937e-08,0.0,2.027527834513876e-08
1840,5.6053259811505995e-08,6.369688665408546e-10,4.458782232319436e-09
1841,5.714288064950779e-08,1.926164561183441e-09,7.0626033910059505e-09
1842,2.4149754196400863e-08,0.0,6.708265054555795e-09
1843,5.847842032835615e-08,0.0,3.5441467538532834e-09
1844,4.171306500211358e-08,0.0,2.7442805805577564e-09
1845,4.3525776760589e-08,2.2320911785556063e-09,2.7901139176833567e-09
1846,4.976326195560432e-08,0.0,1.1709002656346001e-09
1847,4.422443566909351e-08,0.0,5.9325460100012606e-09
1848,2.896279838182636e-08,0.0,3.218088684420195e-09
1849,3.100383594301093e-08,0.0,0.0
1850,2.3761487000228954e-08,6.788996032014438e-10,1.3577992064028876e-09
1851,3.5471913406581734e-08,0.0,6.449438760824933e-10
1852,3.190167419120371e-08,6.510545436100301e-10,3.906327261660181e-09
1853,5.6136158832487126e-08,5.971931837933653e-10,2.388772735173461e-09
1854,5.7152309551611324e-08,0.0,2.0782657816909023e-09
1855,4.351688431825096e-08,0.0,4.776243400783642e-09
1856,2.8992259260007813e-08,0.0,5.177189232874468e-10
1857,2.782460128969433e-08,0.0,0.0
1858,4.4532452392331834e-08,0.0,5.3830437884982985e-09
1859,3.106225676674512e-08,0.0,0.0
1860,3.3413442679375294e-08,1.8308735638683515e-09,1.373155145145688e-09
1861,3.7256114637784776e-08,0.0,2.357981809808507e-09
1862,3.4788495639759276e-08,0.0,2.2589932147099034e-09
1863,5.8437063188421234e-08,0.0,3.995696662428827e-09
1864,4.17141343689309e-08,0.0,1.4384183844029508e-09
1865,3.4830648587558244e-08,0.0,1.0355057256106193e-08
1866,4.330395597662573e-08,0.0,7.784980660119345e-09
1867,2.2808213984149006e-08,0.0,1.455843445796745e-09
1868,4.544684273355415e-08,0.0,9.87974813071446e-10
1869,2.4417595057002472e-08,4.883519144627257e-10,2.441759683335931e-09
1870,4.185855573268782e-08,5.734048791339319e-10,4.587239033071455e-09
1871,4.354682658913589e-08,0.0,1.0621177271019633e-09
1872,5.1402384571019866e-08,6.047339295989218e-10,1.2094678591978436e-09
1873,5.806424496768159e-08,0.0,0.0
1874,4.122480135038131e-08,0.0,2.3898436563030145e-09
1875,5.2065896483100005e-08,1.716458086775674e-09,2.2886108563824337e-09
1876,5.2600327649088285e-08,0.0,6.04601479992084e-10
1877,6.679601227688181e-08,0.0,5.566334504436554e-09
1878,3.32149880932775e-08,0.0,1.2078177347163432e-09
1879,3.726688291294522e-08,0.0,3.0546627449723474e-09
1880,3.914886193001621e-08,6.417846254436199e-10,4.492492600149944e-09
1881,3.9046042843438045e-08,1.3945015142624584e-09,6.972507571312292e-10
1882,5.1912003584675404e-08,0.0,1.9966155395678697e-09
1883,4.2339571848515334e-08,0.0,0.0
1884,2.3105940272216685e-08,0.0,3.300848483434038e-09
1885,3.480643329112354e-08,0.0,2.5782542767416317e-09
1886,4.969167122226281e-08,2.5813855497602844e-09,2.5813855497602844e-09
1887,4.700825684267329e-08,0.0,6.528924512139156e-09
1888,5.452928775184773e-08,0.0,5.706553452000662e-09
1889,4.322944491264025e-08,0.0,0.0
1890,2.94947390955258e-08,0.0,5.898947996740844e-09
1891,4.079500826037474e-08,0.0,1.9122659011827636e-09
1892,4.011847920537548e-08,0.0,3.761107425503951e-09
1893,4.0645549148621285e-08,0.0,2.463366621796581e-09
1894,4.4110773700367645e-08,0.0,5.041231432301174e-09
1895,3.310238128051424e-08,1.2037228991346183e-09,2.4074457982692365e-09
1896,1.47425724961181e-08,5.89702897624278e-10,1.7691086373616827e-09
1897,1.3984112534615178e-08,2.9133566670225264e-09,0.0
1898,3.281845906144554e-08,5.6583548957434e-10,2.8291773368493978e-09
1899,2.04520400615138e-08,0.0,6.080336234504102e-09
1900,3.114631752509922e-08,0.0,4.671947717582725e-09
1901,2.9620316865930363e-08,0.0,4.470991132876634e-09
1902,3.191684427861219e-08,0.0,1.4730852093691738e-09
1903,1.5120615870500842e-08,0.0,3.2401321625741275e-09
1904,2.0961039126632386e-08,0.0,4.837162670412454e-09
1905,2.7868098939620722e-08,0.0,3.6125313851442797e-09
1906,2.1091157265118454e-08,0.0,3.0865106026567446e-09
1907,1.902852098112362e-08,1.028568674676933e-09,5.65712765521198e-09
1908,1.620758460774141e-08,0.0,3.929111258571538e-09
1909,1.4302557360679202e-08,0.0,0.0
1910,3.099607326362275e-08,0.0,1.068830135508847e-09
1911,2.181353409014264e-08,5.320374141248863e-10,1.5961122423746588e-09
1912,2.917275843117295e-08,0.0,2.0837684910901544e-09
1913,2.1742257771961704e-08,0.0,5.302989602995467e-09
1914,2.4777952134513725e-08,0.0,4.68772043404897e-09
1915,2.0027295377644805e-08,0.0,0.0
1916,8.789969641043172e-09,0.0,5.493730803607377e-09
1917,1.315970976634162e-08,1.0966424435210342e-09,2.1932848870420685e-09
1918,1.8378202071289707e-08,0.0,4.594550517822427e-09
1919,1.5653341733923298e-08,0.0,9.207848372660976e-10
1920,2.4988365154854364e-08,7.572231730534895e-10,1.514446346106979e-09
1921,2.4232791773215467e-08,0.0,1.5145494858259667e-09
1922,1.3280283539529592e-08,0.0,7.377935484775833e-10
1923,1.4862327368803108e-08,0.0,2.1231896241147297e-09
1924,9.02413699321869e-09,2.578324886925998e-09,1.289162443462999e-09
1925,1.9796720707176974e-08,0.0,1.0998177923937646e-09
1926,3.1209186346359274e-08,1.1146138456652466e-09,1.1146138456652466e-09
1927,1.5608915049369898e-08,3.3447675740205796e-09,1.1149224876660924e-09
1928,1.1426041446327417e-08,2.2852082448565625e-09,0.0
1929,1.5596569369336066e-08,0.0,0.0
1930,1.3654684494213143e-08,4.201441416995522e-09,0.0
1931,1.596749932275543e-08,1.1405356659111021e-09,1.1405356659111021e-09
1932,1.0959536389520963e-08,0.0,3.287861094491973e-09
1933,1.1470662641954732e-08,0.0,0.0
1934,2.3963160344919743e-08,1.1981580172459871e-09,0.0
1935,1.555876849579363e-08,1.196828414151696e-09,0.0
1936,4.849885826274658e-09,0.0,7.274828739411987e-09
1937,1.6368453259474336e-08,0.0,1.2591118148108649e-09
1938,1.2965214679638848e-08,0.0,0.0
1939,1.3764645423464117e-08,0.0,6.117620188206274e-09
1940,5.0715658339584024e-09,0.0,0.0
1941,8.854508237732261e-09,5.9030051957620344e-09,0.0
1942,2.4273694165799498e-08,0.0,3.034211770724937e-09
1943,2.0322646676618206e-08,0.0,2.9032352077962287e-09
1944,2.5705489292704442e-08,0.0,0.0
1945,1.5249527862692958e-08,0.0,0.0
1946,9.744772988540262e-09,0.0,1.3921104269343232e-09
1947,1.6689218895749036e-08,0.0,2.3841741914054637e-09
1948,3.261566305923225e-08,0.0,4.348755133776194e-09
1949,5.890204768377316e-09,0.0,3.9268033269479474e-09
1950,2.1270722072586068e-08,0.0,6.381216888229346e-09
1951,1.3859822622919182e-08,1.0661401761424827e-09,2.1322803522849654e-09
1952,1.5817205323287453e-08,0.0,3.1634410646574906e-09
1953,4.0940545176226806e-08,1.0773827385790469e-09,1.0773827385790469e-09
1954,3.9090144454689835e-09,0.0,1.9545072227344917e-09
1955,1.1262729415761896e-08,9.385607846468247e-10,1.8771215692936494e-09
1956,1.657016923672927e-08,0.0,2.616342476002842e-09
1957,3.534015080575159e-09,0.0,3.534015080575159e-09
1958,7.445019267748876e-09,0.0,8.272243445794913e-10
1959,1.0851047171911432e-08,7.750747821333448e-10,3.8753737996444215e-09
1960,1.4533750203327145e-08,0.0,4.844583401109048e-09
1961,4.86371165564492e-09,0.0,6.948159270159238e-10
1962,1.331810839388936e-08,1.2683912808952869e-09,2.5367825617905737e-09
1963,1.0345685197421517e-08,0.0,5.1728425987107585e-09
1964,6.6923653285755336e-09,6.083968329129164e-10,1.2167936658258327e-09
1965,1.7510538796727815e-08,5.472043373977442e-10,2.188817349590977e-09
1966,1.6617224929404983e-08,1.6617224263271169e-09,1.6617224263271169e-09
1967,1.627010703941778e-08,2.465167847631733e-09,3.944268467392931e-09
1968,1.0779397818794223e-08,8.982831700699023e-10,2.245707841908029e-09
1969,1.3625273354023193e-08,0.0,4.5417578031781147e-10
1970,5.058597540852361e-09,1.3796175313274261e-09,1.8394900047624674e-09
1971,5.138397263237948e-09,5.138397485282553e-10,2.0553589941130213e-09
1972,1.3851396474251487e-08,0.0,0.0
1973,2.205281512956958e-09,0.0,1.102640756478479e-09
1974,2.812785782069227e-09,0.0,5.625571675160757e-10
1975,5.140332159925265e-09,0.0,1.7134440533084216e-09
1976,1.2569759455516305e-08,5.713526873840635e-10,1.142705374768127e-09
1977,1.057820764316375e-08,5.876781838942691e-10,2.3507127355770763e-09
1978,7.72276909088987e-09,0.0,0.0
1979,8.777959692451986e-09,0.0,4.681578680276743e-09
1980,5.6851505725319385e-09,0.0,5.685150683554241e-10
1981,8.855769451088236e-09,1.8976649140967083e-09,3.795329828193417e-09
1982,3.7245013739806154e-09,6.207502289967692e-10,6.207502289967692e-10
1983,7.57837881337764e-09,6.315316047889041e-10,6.315316047889041e-10
1984,1.5657322549600394e-08,5.799008495621649e-10,5.799008495621649e-10
1985,4.210890747202711e-09,6.015558051686298e-10,2.4062232206745193e-09
1986,1.3187867686781374e-08,1.7983456945813714e-09,4.7955883708539204e-09
1987,6.110816741511371e-09,1.2221633705067347e-09,5.49973533381376e-09
1988,9.594486094499644e-09,0.0,3.597932174415064e-09
1989,4.390497743145261e-09,0.0,4.390497743145261e-09
1990,3.814055737905164e-09,1.089730194969718e-09,1.089730194969718e-09
1991,3.5168792322792797e-09,0.0,2.9307325455363298e-09
1992,7.713921945651236e-09,0.0,2.7549720282848966e-09
1993,1.0524494165053966e-08,0.0,4.985286850001103e-09
