year,en_ADP armes_NOUN,en_ADP larmes_NOUN
1857,4.11023074775585e-06,3.314544755994575e-06
1858,4.17136925534578e-06,3.2949121759884292e-06
1859,4.272333626431646e-06,3.6302103580965195e-06
1860,4.130908564548008e-06,3.4681322631513467e-06
1861,3.746833272089134e-06,3.252600208725198e-06
1862,4.078386155015323e-06,3.6211658880347386e-06
1863,4.1874900489347056e-06,3.4338017940171994e-06
1864,3.551454938133247e-06,3.1995218705560546e-06
1865,3.2924376682785805e-06,3.0147339202812873e-06
1866,4.0997656469698995e-06,3.027870889127371e-06
1867,3.3955122944462346e-06,3.1164754545898177e-06
1868,3.4465501812519506e-06,3.2978598483168753e-06
1869,2.9574591735581635e-06,3.4878094083978795e-06
1870,3.2970781376207015e-06,2.762664735200815e-06
1871,4.70624354420579e-06,2.5639521936682286e-06
1872,4.689106845034985e-06,2.6269642603438115e-06
1873,3.4024449178104987e-06,2.491973646101542e-06
1874,3.796864120886312e-06,2.6718450953922e-06
1875,3.676653250295203e-06,2.9442978757288074e-06
1876,3.5302680316817714e-06,2.5979725251090713e-06
1877,3.3459855330875143e-06,2.6279283247276908e-06
1878,3.4984441299457103e-06,2.4053690594882937e-06
1879,3.299646550658508e-06,2.7082639917352935e-06
1880,3.083133378822822e-06,2.4984674382722005e-06
1881,3.071389528486179e-06,2.522653176129097e-06
1882,2.9463390092132613e-06,2.8824472337873885e-06
1883,2.9448119676089846e-06,2.3116142529033823e-06
1884,2.9027662549196975e-06,2.4564915293012746e-06
1885,3.1512713576375972e-06,2.1689563709514914e-06
1886,2.9518143946916098e-06,2.205148575740168e-06
1887,2.5743549940671073e-06,2.1414873572211945e-06
1888,3.0168644116201904e-06,2.242675464003696e-06
1889,3.2898233257583342e-06,2.2397864540835144e-06
1890,2.4945995846792357e-06,2.0318598217272665e-06
1891,2.7230667001276743e-06,1.9811075162579073e-06
1892,2.8534268494695425e-06,2.0635943656088784e-06
1893,2.5532795007165987e-06,1.900487404782325e-06
1894,2.8010342703055358e-06,1.897393531180569e-06
1895,2.835369286913192e-06,1.99396708921995e-06
1896,2.78457719105063e-06,1.825720119086327e-06
1897,2.5596752948331414e-06,1.6518732763870503e-06
1898,2.637359330037725e-06,1.9034705474041402e-06
1899,2.239774858026067e-06,1.943496499734465e-06
1900,2.3063848857418634e-06,2.0364500414871145e-06
1901,2.1645184915541904e-06,1.9063188574364176e-06
1902,1.7917625427799067e-06,1.5143315295063076e-06
1903,2.0412833237060113e-06,1.5806444935151376e-06
1904,2.0176341877231607e-06,1.4350249557537609e-06
1905,1.961088401003508e-06,1.4775253021070966e-06
1906,1.8040655049844645e-06,1.6091008774310467e-06
1907,1.8971949202750693e-06,1.7264525240534567e-06
1908,2.012196091527585e-06,1.7916747765411856e-06
1909,1.9231438272981904e-06,1.804872681532288e-06
1910,1.917481313284952e-06,1.912671450554626e-06
1911,2.1435787402879214e-06,1.6652770682412665e-06
1912,1.8972712041431805e-06,1.867577566372347e-06
1913,1.933470002768445e-06,1.7574108142071054e-06
1914,2.182468733735732e-06,1.702981876405829e-06
1915,3.6697074392577633e-06,1.3983764119984698e-06
1916,3.6368498967931373e-06,1.4492462696580333e-06
1917,3.3776586860767566e-06,1.411378775628691e-06
1918,3.418345613681595e-06,1.387554220855236e-06
1919,2.6537018129602075e-06,1.49075060562609e-06
1920,2.0899360606563278e-06,1.6106137081806082e-06
1921,1.794741137928213e-06,1.675849034654675e-06
1922,1.6932361859289813e-06,1.910885202960344e-06
1923,1.7399538592144381e-06,1.8514213024900528e-06
1924,1.7700200487524853e-06,2.0858649349975167e-06
1925,1.9356793927727267e-06,2.134746409865329e-06
1926,1.8781242943077814e-06,2.0542333913908806e-06
1927,1.6411659089499153e-06,2.7505138859851286e-06
1928,1.646492592044524e-06,2.199512891820632e-06
1929,2.0843699530814774e-06,2.007501279877033e-06
1930,1.9442170469119446e-06,1.8192241668657516e-06
1931,1.8602136151457671e-06,1.5454257891178713e-06
1932,1.858737391557952e-06,1.6570819525441038e-06
1933,1.7928645092979423e-06,1.4900390397087904e-06
1934,1.806822297112376e-06,1.74811259512353e-06
1935,1.806014097383013e-06,1.6540168417122914e-06
1936,1.7532337324155378e-06,1.611374614185479e-06
1937,1.8168983615396428e-06,1.595294634171296e-06
1938,1.7710483461996773e-06,1.4028362329554511e-06
1939,1.8811682593877777e-06,1.2571709930853103e-06
1940,2.649893076522858e-06,1.3388934121394414e-06
1941,2.4497471713402774e-06,1.641035396460211e-06
1942,2.257453616039129e-06,1.5899270238151075e-06
1943,2.1367811768868705e-06,1.7216184460266959e-06
1944,2.4645137273182627e-06,1.6901359458643128e-06
1945,2.4159610347851412e-06,1.7035902146744775e-06
1946,2.1201842628215672e-06,1.8946623185911449e-06
1947,1.9574069938244065e-06,2.195824436057592e-06
1948,2.034130147876567e-06,1.8764878859656164e-06
1949,1.6993241160889738e-06,1.769024947861908e-06
1950,1.879268324955774e-06,1.8782047845888883e-06
1951,1.8209674408353749e-06,1.8636130789673189e-06
1952,1.7420015865354799e-06,1.839013748394791e-06
1953,1.781991045390896e-06,1.6171514971574652e-06
1954,1.4991070429459796e-06,1.6105140048239264e-06
1955,1.528915504422912e-06,1.402209818479605e-06
1956,1.4703845181429642e-06,1.8218464674646384e-06
1957,1.8200178146798862e-06,1.587656242918456e-06
1958,1.7876318452181295e-06,1.505548311797611e-06
1959,1.6540095657546772e-06,1.5137210311877425e-06
1960,1.8700092141443747e-06,1.881774551293347e-06
1961,1.8662756247067591e-06,1.7196693988807965e-06
1962,1.7808213215175783e-06,1.6653978036629269e-06
1963,1.996070750465151e-06,1.908132389871753e-06
1964,1.8215400814369787e-06,1.5562791304546408e-06
1965,1.995654201891739e-06,1.6016671224861057e-06
1966,2.16799389818334e-06,1.9619403701653937e-06
1967,2.209776312156464e-06,1.7837953691923758e-06
1968,2.109617980750045e-06,1.7772532601156854e-06
1969,2.3903271539893467e-06,1.539201775813126e-06
1970,2.137487399522797e-06,1.4191665513862972e-06
1971,1.9931844690290745e-06,1.4618740351579618e-06
1972,1.9581771084631328e-06,1.4282328493209206e-06
1973,1.8755919199975324e-06,1.2476380106818397e-06
1974,2.022955641223234e-06,9.647854994909721e-07
1975,2.0921152099617757e-06,1.0183568974753143e-06
1976,2.1065773125883425e-06,1.1227079994569067e-06
1977,1.9845892893499695e-06,1.1589013411139604e-06
1978,1.981187324417988e-06,1.4097023495196481e-06
1979,1.971529854927212e-06,1.3793101061310153e-06
1980,1.8692775256567984e-06,1.2638089401662e-06
1981,1.9039904373130412e-06,1.2220962162245996e-06
1982,2.1726257273257943e-06,1.3048170330876019e-06
1983,1.8870164240070153e-06,1.2264343922652188e-06
1984,1.9809413061011583e-06,1.240987785422476e-06
1985,1.9003148281626636e-06,1.3168056511858595e-06
1986,1.9332214833411854e-06,1.4362786942001549e-06
1987,1.9224630705139134e-06,1.2741053296849714e-06
1988,2.1911407657171367e-06,1.3684135637959116e-06
1989,2.365929503866937e-06,1.4170331041896134e-06
1990,2.0601348751370097e-06,1.29350974020781e-06
1991,1.936627995746676e-06,1.3000729950363166e-06
1992,2.194610715378076e-06,1.40283179916878e-06
1993,2.095482159347739e-06,1.4961399301682832e-06
1994,2.1389828361861873e-06,1.4637921594840009e-06
1995,2.2150711629365105e-06,1.5356380345110665e-06
1996,2.1053435830253875e-06,1.4530287444358692e-06
1997,2.1390023903222755e-06,1.3881219729228178e-06
1998,2.1699756871385034e-06,1.4938549384169164e-06
1999,2.0127165498706745e-06,1.5502122323596268e-06
2000,2.0384798062877962e-06,1.6594126464042347e-06
2001,2.3768072878738167e-06,1.6197340073631494e-06
2002,2.2707870357407955e-06,1.6464630334667163e-06
2003,2.4105650027195225e-06,1.8105280332747498e-06
2004,2.2204553715710063e-06,1.8755600876829703e-06
2005,2.327087486264645e-06,1.8803154944180278e-06
2006,2.283369894939824e-06,2.0432969449757366e-06
2007,2.254084847663762e-06,2.4625965124869253e-06
2008,2.1747002847405383e-06,2.7281673737888923e-06
2009,2.037448666669661e-06,2.8671140626101987e-06
2010,2.172944732592441e-06,3.6869205359835178e-06
2011,1.7620862990952446e-06,4.104269009985728e-06
2012,1.9060411204918637e-06,5.255825726635521e-06
2013,2.218748932136805e-06,5.830387181049446e-06
2014,2.2392869141185656e-06,5.95194251218345e-06
2015,1.8665781453819363e-06,6.072530140954768e-06
2016,1.9886936115653953e-06,6.333329110930208e-06
2017,1.80922768322489e-06,6.0012425819877535e-06
2018,1.6828581692607258e-06,6.842177299404284e-06
2019,1.658142082305858e-06,6.506294084829278e-06
