year,son_DET are_NOUN,son_DET lard_NOUN
1800,1.5720821977538435e-08,1.5091990102078512e-07
1801,4.7623651688866175e-09,6.905429650316819e-08
1802,3.3567602031325805e-08,7.608656460433849e-08
1803,2.3404070459420723e-08,2.4379241025940246e-07
1804,9.887403784603066e-09,1.97748079244775e-07
1805,2.842877711017877e-08,5.1171799242411e-08
1806,2.881669125542885e-09,2.881669125542885e-08
1807,2.2775641372874134e-08,2.562259560079383e-08
1808,1.5862518409903714e-08,4.305540457494317e-08
1809,2.259030518203531e-09,6.099382510171836e-08
1810,2.106114127542469e-08,9.360507036149102e-09
1811,1.2535383842049441e-08,3.760615285841595e-08
1812,1.600324850414836e-08,2.6672082320544632e-09
1813,1.1502966579257645e-08,0.0
1814,9.440030979135372e-09,6.608021863030444e-08
1815,1.3486117778072071e-08,1.3486118000116676e-08
1816,1.1588019432906549e-08,1.9467873357825738e-07
1817,9.341240336802059e-09,1.805973184332288e-07
1818,9.536942124910297e-09,6.079800396463497e-08
1819,7.24573512300708e-09,3.829888406414739e-08
1820,9.493184904840746e-09,2.8479553826343817e-08
1821,1.2819934447350079e-08,4.339054782143137e-08
1822,1.303330066093622e-08,1.9048670196752937e-08
1823,8.89441820195458e-09,9.487379382111527e-08
1824,5.052667617633233e-09,6.736890156844311e-09
1825,7.044354433105582e-09,1.6730341556581152e-08
1826,3.5231937367541377e-09,2.1139162420524826e-08
1827,1.1060728055678481e-08,4.4242912222713926e-08
1828,6.420610709767516e-09,3.66892045633449e-08
1829,1.1145128819833872e-08,5.486832838075273e-08
1830,1.2524203008013046e-08,3.861629327417404e-08
1831,7.795603274018958e-09,6.704218691311326e-08
1832,1.2176972541411146e-08,1.488296597074168e-08
1833,2.432561940768352e-08,4.7492876520394134e-08
1834,1.4001796166951408e-08,6.160790300135943e-08
1835,9.832014313815307e-09,6.126101226300307e-08
1836,7.392825185359442e-09,4.704524980692071e-08
1837,1.600314980532147e-08,3.8268401558738674e-08
1838,6.312161682231476e-09,2.9667161394186792e-08
1839,1.5381244722334486e-08,3.076248988875818e-08
1840,6.369688498875092e-09,2.4841785517537573e-08
1841,1.3483151484194877e-08,4.044945400849542e-08
1842,1.475818312002275e-08,3.890793731642361e-08
1843,1.8311424432315704e-08,2.6581099155098542e-08
1844,5.488561161115513e-09,3.128479986180821e-08
1845,9.486387508861327e-09,1.562463802784464e-08
1846,1.2879903366069811e-08,2.5174356377277718e-08
1847,6.47186837454683e-09,2.0494249852731627e-08
1848,1.206783295515379e-08,1.769948809737798e-08
1849,4.1897072478036534e-09,1.5920887719289567e-08
1850,1.425689166723032e-08,1.1541293254424545e-08
1851,7.094382636907426e-09,9.029214265154906e-09
1852,1.6276363368206148e-08,3.515694491085242e-08
1853,8.360704129017904e-09,3.523439628949632e-08
1854,1.4028293915391288e-08,1.5586992863081406e-08
1855,1.3798036491152743e-08,1.9104973603134567e-08
1856,8.283502495043393e-09,2.6921383955436085e-08
1857,9.274867207587079e-09,3.221796029961865e-08
1858,7.3405139189297586e-09,2.0064071293290908e-08
1859,8.14747713739905e-09,9.675129142294736e-09
1860,8.238931314963338e-09,1.8308736027261574e-08
1861,1.0846716413936974e-08,1.9807048445841247e-08
1862,1.1746764505549123e-08,1.671655003310235e-08
1863,1.0988166210257333e-08,2.896880096914245e-08
1864,9.58945578499737e-09,3.2124676585532086e-08
1865,1.2708479713019472e-08,2.2592853810010638e-08
1866,7.298419646417642e-09,2.384150354917125e-08
1867,1.4073153309368536e-08,1.552899675516528e-08
1868,8.39778580008499e-09,1.9265508632848594e-08
1869,1.0743742562269176e-08,4.0044856319809696e-08
1870,7.454263428741115e-09,2.752343419842873e-08
1871,7.434824311758348e-09,2.8677177965619194e-08
1872,4.837871325769072e-09,1.0280476914203973e-08
1873,7.183205141814142e-09,2.8134220286801792e-08
1874,5.974608974224083e-09,2.6288280885466975e-08
1875,5.721527251978387e-09,2.0597497041308088e-08
1876,6.04601479992084e-09,1.9951847951560353e-08
1877,4.9478527941460015e-09,2.783167118991514e-08
1878,1.2078177347163432e-08,1.3285995359435532e-08
1879,6.109325489944695e-09,4.520900709348297e-08
1880,1.0910338854586143e-08,1.9253539207397807e-08
1881,5.578006112560985e-09,2.998178416646624e-08
1882,3.9932310791357395e-09,2.1297232422057277e-08
1883,6.319339107552224e-09,2.401348808689363e-08
1884,8.582206056928499e-09,3.300848483434038e-08
1885,9.023890135129164e-09,2.0626034269444204e-08
1886,8.38950331427668e-09,2.9040588100937015e-08
1887,1.1752064432712928e-08,2.4809913734546996e-08
1888,8.876860135842435e-09,1.5851536971922542e-08
1889,7.518164202302557e-09,1.50363277384713e-08
1890,8.520702365899524e-09,9.831579994568074e-09
1891,5.736797814570593e-09,1.0836173736095134e-08
1892,3.761107425503951e-09,1.880553646138594e-08
1893,5.542574843531156e-09,2.771287377356657e-08
1894,4.411077725308132e-09,2.2055387294273032e-08
1895,8.426059849853118e-09,1.9259566386153892e-08
1896,7.66613794667137e-09,8.845543852942228e-09
1897,2.9133566670225264e-09,2.1558839713442524e-08
1898,6.2241901632731356e-09,7.355861253444118e-09
1899,7.738609753005221e-09,2.1004797901014172e-08
1900,6.2292638824956725e-09,4.6719478286050276e-09
1901,5.029864968975062e-09,1.2854099173953415e-08
1902,5.4013122863239005e-09,2.062319276463498e-08
1903,1.1340462346964841e-08,2.214090333296781e-08
1904,5.912087708281888e-09,6.449550227216605e-09
1905,2.5803795211665204e-09,1.4450125540577119e-08
1906,5.658602919567102e-09,3.600929332492342e-08
1907,8.742833457198174e-09,1.697138252154673e-08
1908,7.858222295098471e-09,1.1787334219803824e-08
1909,2.7504918342913243e-09,1.1001967337165297e-08
1910,1.1757131934686527e-08,1.7101282168141552e-08
1911,5.852411444351446e-09,9.576673676292558e-09
1912,8.8560158095774e-09,1.927485904218429e-08
1913,1.484837142129436e-08,1.6439267724877027e-08
1914,8.705767051697677e-09,4.018046340092951e-09
1915,1.1780761921542648e-09,2.591767689352764e-08
1916,7.69122365795738e-09,1.2086208478478966e-08
1917,5.483212217605171e-09,2.9609346086090227e-08
1918,1.1486376294556067e-09,1.9526839700745313e-08
1919,1.1970203106503874e-08,2.9465114348425914e-08
1920,6.057785384427916e-09,2.4231141093622455e-08
1921,6.815472852750304e-09,1.9689142760626055e-08
1922,6.640141769764796e-09,1.8444838267850372e-08
1923,5.307974060286824e-09,1.4862327812892318e-08
1924,6.445812328337297e-09,4.1253199078994385e-08
1925,8.798542117105512e-09,1.3197813508725176e-08
1926,3.343841648018042e-09,4.012609911008269e-08
1927,4.4596899506643695e-09,3.679244131582493e-08
1928,3.4278122562625413e-09,1.942426997025848e-08
1929,3.342121912552898e-09,2.562293510699476e-08
1930,9.453243188239924e-09,1.470504518152893e-08
1931,3.4216069977333063e-09,3.9918749195066994e-08
1932,3.287861094491973e-09,1.9727166122862627e-08
1933,1.7205992852709073e-08,1.4911860191091364e-08
1934,3.5944740517379614e-09,1.3179738189705859e-08
1935,2.393656828303392e-09,1.3165112555668657e-08
1936,3.6374143697059935e-09,1.33371855781661e-08
1937,2.5182236296217297e-09,2.770046048095054e-08
1938,5.186085783037697e-09,2.333738657878115e-08
1939,0.0,1.8352860564618823e-08
1940,0.0,3.2965177032551196e-08
1941,5.9030051957620344e-09,2.6563522936839945e-08
1942,9.102635312174812e-09,2.730790527039062e-08
1943,2.9032352077962287e-09,3.4838822049465534e-08
1944,3.2131861615880553e-09,2.8918675454292497e-08
1945,0.0,3.485606470121638e-08
1946,8.352662561605939e-09,3.3410651134602176e-08
1947,3.5762612871081956e-09,3.2186351361929155e-08
1948,3.2615663503321457e-09,3.152847538601122e-08
1949,1.9634016634739737e-09,2.84693233432165e-08
1950,4.2541445921528975e-09,7.444753036267571e-09
1951,0.0,1.4925962910083967e-08
1952,1.0544803918932644e-09,1.2653764258629963e-08
1953,3.232148326759443e-09,3.770839485106592e-08
1954,1.9545072227344917e-09,1.4658803726419478e-08
1955,7.508486277174597e-09,2.2525458831523792e-08
1956,2.616342476002842e-09,2.0930740252111946e-08
1957,4.417518795207798e-09,2.2087593976038988e-08
1958,3.3088973783179654e-09,1.4890038091408542e-08
1959,2.325224457422337e-09,1.5501495198577686e-08
1960,6.920833350854139e-10,1.1765416696452036e-08
1961,1.3896318540318475e-09,1.80652133252579e-08
1962,3.170978146727066e-09,1.8391673295425903e-08
1963,1.2932106496776896e-09,1.551852757408767e-08
1964,3.6503808864551957e-09,1.64267148772268e-08
1965,4.377634699181954e-09,1.2585699593614663e-08
1966,2.215629901769489e-09,2.2710207048248776e-08
1967,2.4651677366094304e-09,2.2679544353643166e-08
1968,3.143991039733507e-09,2.066051318916351e-08
1969,4.087581995104728e-09,2.4071315496421164e-08
1970,1.3796175035718505e-09,2.713247715391276e-08
1971,5.138397485282553e-10,2.2095109963871096e-08
1972,2.0520587451500205e-09,1.5903454997356903e-08
1973,5.513203893414698e-09,1.9296213626951442e-08
1974,1.6876715580593782e-09,1.9126942918390455e-08
1975,2.2845920710778955e-09,7.996072248772634e-09
1976,5.713526873840635e-10,1.542652228181396e-08
1977,5.289103655048422e-09,1.939338006851088e-08
1978,1.7821774056514528e-09,1.247524139547096e-08
1979,1.1703946700691858e-09,1.2874340926671834e-08
1980,1.1370301367108482e-09,6.2536656408873625e-09
1981,1.897664858585557e-09,1.4548763582755697e-08
1982,1.8622506869903077e-09,2.1726258125909226e-08
1983,1.2630632095778083e-09,1.8945947699577914e-08
1984,1.7397025486864948e-09,2.5515637880335618e-08
1985,3.609334831011779e-09,1.6843561989610123e-08
1986,1.1988970927134801e-09,1.3787316288649265e-08
1987,1.2221633705067347e-09,1.4665960890170027e-08
1988,0.0,1.8589316752581908e-08
1989,1.6464366536794728e-09,1.81108031904742e-08
1990,1.089730194969718e-09,1.8525413314485206e-08
1991,2.344586080837985e-09,1.75843961613964e-08
1992,1.1019888335184191e-09,1.4325854780228298e-08
1993,2.2156830259412175e-09,1.772546376344053e-08
1994,0.0,1.3187316072471589e-08
1995,1.626735190995987e-09,1.7351842074297963e-08
1996,2.135236876199542e-09,1.1743803041142087e-08
1997,0.0,1.7261620133268707e-08
1998,4.768129224785866e-10,1.4304387896402204e-08
1999,1.8280804647829996e-09,1.3710603097294438e-08
2000,3.97622823555821e-09,1.1045078740501424e-08
2001,1.7524847129024579e-09,1.0076787043677982e-08
2002,3.9430991805033955e-09,1.7524885875808138e-08
2003,8.333845835650777e-10,1.5417615628621206e-08
2004,2.2023955992267474e-09,1.3654853248112886e-08
2005,2.251874686720612e-09,1.2610498645315715e-08
2006,2.058944903460258e-09,1.317724773741702e-08
2007,1.1983438685803094e-09,1.6776813938079727e-08
2008,0.0,1.4475295073701488e-08
2009,2.384096253749135e-09,1.3827758049700378e-08
2010,1.8895172093635892e-09,1.747803468621356e-08
2011,7.64794394481072e-10,2.141424360058153e-08
2012,1.0212758139171996e-09,3.2680825490238874e-08
2013,0.0,2.2870825011622742e-08
2014,0.0,2.8150787700909063e-08
2015,1.5516027351836215e-09,2.8593823142575303e-08
2016,2.0713400439298368e-10,2.651315345048033e-08
2017,5.031222660711876e-10,1.735771762434446e-08
2018,7.744400121190154e-10,2.0135441147761668e-08
2019,1.53059265262101e-09,2.040790292312522e-08
