year,bien_ADV en_ADP,bien_ADV lents_ADJ
1841,5.951206276222365e-06,3.531301828729738e-08
1842,5.940168648521649e-06,3.3541326160957396e-08
1843,5.691899332305184e-06,2.4218335781256428e-08
1844,5.632361535390373e-06,4.006649589882727e-08
1845,5.469739335239865e-06,1.4508592549589139e-08
1846,5.3937519624014385e-06,2.3418005312692003e-08
1847,5.014619546273025e-06,2.7505439703645607e-08
1848,5.460291959025199e-06,1.528592186161859e-08
1849,5.135743322171038e-06,2.262441967104678e-08
1850,5.2003711061843205e-06,2.1724787302446202e-08
1851,5.4091442507342435e-06,2.257303499675345e-08
1852,5.403101567935664e-06,4.948014620254071e-08
1853,6.112869414209854e-06,4.18035241978032e-08
1854,6.231679890333908e-06,6.442623856628416e-08
1855,6.152332389319781e-06,3.874064091746732e-08
1856,6.144805865915259e-06,2.2261913201759853e-08
1857,6.486061010946287e-06,3.270611159678083e-08
1858,6.871699952171184e-06,3.229826006645453e-08
1859,6.312767254712526e-06,1.2730433596175317e-08
1860,5.69996700505726e-06,4.073693560258107e-08
1861,6.6301736296736635e-06,3.584132457490341e-08
1862,6.519002454297151e-06,4.382446761042047e-08
1863,6.431073870771797e-06,4.2454278315062766e-08
1864,6.675220447505126e-06,3.3563097190381086e-08
1865,6.5076828832388856e-06,2.2122168985561075e-08
1866,6.465426395152463e-06,1.897589108068587e-08
1867,6.833243787696119e-06,3.542552207136396e-08
1868,6.808134457969572e-06,1.0373735648272486e-08
1869,6.944852430024184e-06,4.0044856319809696e-08
1870,6.9949660428392235e-06,2.064257564882155e-08
1871,6.643546385021182e-06,4.248470908407853e-09
1872,6.587971256521996e-06,1.9956219787786722e-08
1873,7.344228833972011e-06,2.8732820567256567e-08
1874,7.382824605883798e-06,1.3144139998644278e-08
1875,7.006010037002852e-06,2.1741803024610817e-08
1876,7.00612190485117e-06,3.748529309177684e-08
1877,6.700010999338701e-06,2.9068635498674666e-08
1878,6.8555732468666974e-06,2.3552445327368332e-08
1879,7.411833394144196e-06,2.7491964260661916e-08
1880,7.105197710188804e-06,3.273101611966922e-08
1881,7.068030754453503e-06,3.2073533162702006e-08
1882,7.782807188050356e-06,1.3310770263785798e-08
1883,7.954783541208599e-06,1.516641390253426e-08
1884,7.740489309071563e-06,2.178559910248623e-08
1885,7.788261427776888e-06,1.2246707647989297e-08
1886,8.02681825007312e-06,2.19417763958063e-08
1887,7.725023351667915e-06,1.828098916689669e-08
1888,8.35629634821089e-06,2.9166827175686194e-08
1889,7.996820386324544e-06,2.0048437576747347e-08
1890,8.206747224903665e-06,2.4906668727453507e-08
1891,8.689336937095504e-06,2.8046567734918426e-08
1892,8.368463568331208e-06,2.5074049503359674e-08
1893,8.419787263846956e-06,1.1700991287000306e-08
1894,8.632478966319468e-06,2.520615716150587e-08
1895,8.743240869080182e-06,2.2268872967856623e-08
1896,8.656838872411754e-06,1.2973464080801023e-08
1897,8.801251169643365e-06,2.4472196713531957e-08
1898,9.223118468071334e-06,1.867257104493092e-08
1899,8.910456017474644e-06,2.1557555740514545e-08
1900,8.90836599864997e-06,2.28406342728249e-08
1901,9.06102195585845e-06,2.459045056468767e-08
1902,9.075186426343862e-06,1.0311596021495006e-08
1903,8.973005606094375e-06,1.4040573148577096e-08
1904,9.30562600842677e-06,1.5586412160928376e-08
1905,8.969399459601846e-06,1.4966200723165457e-08
1906,9.295026757172309e-06,1.4403716441790948e-08
1907,9.071975910046604e-06,1.902852098112362e-08
1908,9.192646757583134e-06,1.817213934884876e-08
1909,9.648725608712994e-06,1.1552065082298668e-08
1910,9.39662004384445e-06,2.2445432179551972e-08
1911,9.212228178512305e-06,1.4897047151407605e-08
1912,9.13992971618427e-06,1.6670147928721235e-08
1913,9.491821401752532e-06,1.484837142129436e-08
1914,9.25155109143816e-06,2.74566485103378e-08
1915,8.870913916325662e-06,1.4136913861761968e-08
1916,9.344836144009605e-06,1.2086208478478966e-08
1917,9.435511856281664e-06,1.864292187292449e-08
1918,9.3441667559091e-06,3.101321510712296e-08
1919,9.10195831238525e-06,2.301962176431971e-08
1920,9.546312867314555e-06,1.817335615328375e-08
1921,9.387177669850644e-06,9.844571380313027e-09
1922,9.443757335247938e-06,2.1396012073182646e-08
1923,9.34628042159602e-06,1.1677542488541803e-08
1924,9.887876331049483e-06,9.02413699321869e-09
1925,9.49362674873555e-06,1.5397448649423495e-08
1926,9.278045581595507e-06,2.1177662290483568e-08
1927,9.287304237659555e-06,2.4528294062520217e-08
1928,9.412772669747937e-06,1.2568645679778001e-08
1929,9.663188393460587e-06,1.0026365515614089e-08
1930,9.553027666697744e-06,7.352522590764465e-09
1931,9.546283763484098e-06,1.2545892325022123e-08
1932,9.6279527497245e-06,2.4110979879310435e-08
1933,9.613561815058347e-06,1.0323596200123575e-08
1934,9.459457942284644e-06,1.3179738189705859e-08
1935,9.881015103019308e-06,9.574627313213568e-09
1936,9.629447959014215e-06,2.5461901032031165e-08
1937,9.536513061902951e-06,1.6368453259474336e-08
1938,9.54369443206815e-06,1.5558256905023882e-08
1939,9.586310625309125e-06,1.070583532936098e-08
1940,9.166855306830257e-06,5.0715658339584024e-09
1941,9.669122846389655e-06,1.7709016475464523e-08
1942,1.0070549251395278e-05,6.068423541449874e-09
1943,1.0631647455738857e-05,1.1612940831184915e-08
1944,1.006048569252016e-05,3.2131861615880553e-09
1945,1.0012404345616233e-05,1.9606536838523425e-08
1946,1.0518786439206451e-05,1.9489545977080525e-08
1947,1.0364004992879927e-05,8.344609447874518e-09
1948,9.622707693779375e-06,2.0656587551570738e-08
1949,9.577473065291997e-06,1.47255123650325e-08
1950,9.808994036575314e-06,1.3825969702452312e-08
1951,9.918301657307893e-06,6.396841278899501e-09
1952,9.636896720621735e-06,3.1634410646574906e-09
1953,9.67058713285951e-06,1.1851209791302608e-08
1954,1.0268003279634286e-05,1.07497895029951e-08
1955,1.0223742719972506e-05,1.1262729415761896e-08
1956,9.644710189604666e-06,9.593255967388359e-09
1957,9.927932296704967e-06,2.47381048978923e-08
1958,9.771173608896788e-06,1.2408365002158916e-08
1959,9.724088158691302e-06,1.007597205671118e-08
1960,9.442785085411742e-06,1.4533750203327145e-08
1961,9.74896192929009e-06,1.250668635321972e-08
1962,1.0055171514977701e-05,4.43936931660005e-09
1963,1.0099328392243478e-05,1.0992290633282664e-08
1964,9.724614756123628e-06,1.2776333768727e-08
1965,9.757200132298749e-06,7.1136563306595235e-09
1966,9.754864549904596e-06,1.606331601067268e-08
1967,9.797069651540369e-06,2.9582012395223956e-09
1968,9.938155926647596e-06,9.88111459321317e-09
1969,8.645690286357421e-06,9.083515273289322e-09
1970,9.442562259209808e-06,1.7015283404475667e-08
1971,9.64271657721838e-06,9.762954888969944e-09
1972,9.21528317121556e-06,1.7442499000708267e-08
1973,9.107812729780562e-06,1.0475087464101307e-08
1974,8.85239933268167e-06,6.1881286761433785e-09
1975,9.100672286876943e-06,1.4849848462006321e-08
1976,9.409036465513054e-06,9.712995741040231e-09
1977,9.49041532294359e-06,8.22749424145286e-09
1978,9.29524321691133e-06,1.0693064211864112e-08
1979,9.440403118787799e-06,9.363157360553487e-09
1980,9.676126865088008e-06,1.2507331170752423e-08
1981,9.640137250244152e-06,4.427884725544118e-09
1982,1.0062361070595216e-05,8.690503427999374e-09
1983,9.956095709640067e-06,1.326216381158929e-08
1984,9.657088412495796e-06,8.69851302098823e-09
1985,9.710313861432951e-06,9.02333674446254e-09
1986,9.941254575096536e-06,1.0790073723399018e-08
1987,9.666700861998834e-06,5.49973533381376e-09
1988,9.933291039487813e-06,8.395175221664886e-09
1989,9.58665168582229e-06,6.036934507847036e-09
1990,1.0039684639195912e-05,5.993515905799995e-09
1991,9.798611245059874e-06,7.6199047072123e-09
1992,9.943796612787992e-06,6.060938417817852e-09
1993,9.948970728146378e-06,8.308811416668505e-09
1994,9.620938726584427e-06,1.5297286992677073e-08
1995,9.891092304314952e-06,6.506940763983948e-09
1996,1.0172801921726204e-05,6.4057106285986265e-09
1997,1.0362726243329234e-05,7.671831170341648e-09
1998,1.0241465133731253e-05,7.152193948201102e-09
1999,1.0046673196484335e-05,4.570201106446348e-09
2000,9.981216862797737e-06,7.068850393920911e-09
2001,1.032344971463317e-05,6.133696661692056e-09
2002,1.0239352377539035e-05,5.257465574004527e-09
2003,1.0408140042272862e-05,9.58392298855415e-09
2004,1.0390462193754502e-05,8.80958239690699e-09
2005,1.0247831596643664e-05,4.954124666056714e-09
2006,1.061468447005609e-05,8.64756888319107e-09
2007,1.061493003362557e-05,6.391167151065247e-09
2008,1.0719807505665813e-05,6.3861596011349775e-09
2009,1.034173237712821e-05,4.291373478793048e-09
2010,1.0705532076826785e-05,7.558068837454357e-09
2011,1.0820693205459975e-05,4.971163480860241e-09
2012,1.0971906704071444e-05,6.127654827992046e-09
2013,1.092723414330976e-05,6.693900100884775e-09
2014,1.1223935871385038e-05,1.147685946278898e-08
2015,1.0889591976592783e-05,9.087958829923082e-09
2016,1.0717320947151165e-05,9.942432654952427e-09
2017,1.0461169949849136e-05,5.534344982294215e-09
2018,1.0971491974487435e-05,8.518839855753413e-09
2019,1.0569252481218427e-05,3.826481798085979e-09
