year,en_ADP eaux_NOUN,en_ADP lots_NOUN
1800,2.358123420975744e-07,1.1633408547595536e-07
1801,2.524053570596152e-07,1.0953439755212457e-07
1802,2.5735161557349784e-07,8.727576528144709e-08
1803,1.1331471370112922e-06,5.265916058760922e-08
1804,4.696516728852629e-07,5.9324420931261557e-08
1805,5.34461003454112e-07,3.1271653710973624e-08
1806,2.7087691023552907e-07,4.8988376022407465e-08
1807,3.074711401040986e-07,7.686778502602465e-08
1808,2.5153420679657756e-07,2.945896149242344e-08
1809,2.710836657371374e-07,8.810219043198231e-08
1810,3.1825722945910684e-07,5.616304221689461e-08
1811,3.4096243783920954e-07,7.270522672797597e-08
1812,2.667208347517658e-07,7.20146218213813e-08
1813,2.0992914051554123e-07,4.3136125782439194e-08
1814,2.580275122454623e-07,4.405347908686963e-08
1815,2.5623624266835066e-07,1.6183341244868643e-07
1816,2.062667476820934e-07,6.489290882427667e-08
1817,2.2107602470899934e-07,3.269434145636296e-08
1818,1.9908365556098317e-07,4.768470773797162e-08
1819,3.3226870055358404e-07,5.4860564091541164e-08
1820,2.1003671690777992e-07,8.42520151422832e-08
1821,2.031466594942799e-07,5.325203744632745e-08
1822,1.5439448475262907e-07,7.519211919770896e-08
1823,1.2649839309375466e-07,5.0401702367253165e-08
1824,1.9621192581809055e-07,1.0526390781251393e-07
1825,1.787504968486786e-07,5.371320099811783e-08
1826,2.3164999207736514e-07,6.605988289720699e-08
1827,2.0185828181196186e-07,3.96342727526644e-08
1828,1.751909479708047e-07,9.447470006307412e-08
1829,2.1518671777798204e-07,9.859152783064928e-08
1830,1.8890672803806297e-07,1.356788601469816e-07
1831,2.7908258548592357e-07,1.387617345471881e-07
1832,3.368962495642336e-07,8.117981309396782e-08
1833,2.536814502906992e-07,2.0503021858075954e-07
1834,1.7455573142477476e-07,1.4001795989315724e-07
1835,2.2008586597621616e-07,1.013453783116347e-07
1836,1.854926970912274e-07,1.276942498407152e-07
1837,1.8507989274496595e-07,1.2454624709334894e-07
1838,2.057764847407384e-07,9.089512786886189e-08
1839,2.551888466095775e-07,1.8667238066427672e-07
1840,1.0828470919932442e-07,1.490507202106528e-07
1841,1.8491180320268086e-07,1.2520069958554814e-07
1842,1.677066228111812e-07,1.1471133376517173e-07
1843,2.0615119794564762e-07,1.169568406567123e-07
1844,1.9374621373913214e-07,1.2623691247881652e-07
1845,1.696389348992966e-07,1.0825642249301382e-07
1846,2.1603110056389596e-07,1.539733887057082e-07
1847,1.526282265018608e-07,1.564034874945719e-07
1848,3.07327463255902e-07,2.1883002432332432e-07
1849,2.1618890544417013e-07,1.3239476004400785e-07
1850,1.5003680609027015e-07,1.6497260446612927e-07
1851,2.347595637886002e-07,1.979977639621211e-07
1852,2.8841716326333255e-07,1.5690415011704317e-07
1853,2.3589130093704114e-07,1.0570319375347026e-07
1854,2.202961661978975e-07,1.2209811472985166e-07
1855,1.9529528572093113e-07,1.3055066006018023e-07
1856,1.7602443536102186e-07,1.418549828713367e-07
1857,1.7768692828212806e-07,1.6353055798390415e-07
1858,1.1842696068242731e-07,1.2527810611118184e-07
1859,2.1896344959415615e-07,1.1711998837427018e-07
1860,2.2657060874675672e-07,1.0115576287716976e-07
1861,2.0090005414807877e-07,1.4006411674927222e-07
1862,2.177669320979625e-07,1.292144133913098e-07
1863,2.062778469147375e-07,1.828031201966951e-07
1864,2.1624223289773425e-07,1.28978186353379e-07
1865,1.8968582082834473e-07,1.58620650836383e-07
1866,1.965707678852624e-07,1.3526404529784486e-07
1867,2.406994568104892e-07,1.4315793350760941e-07
1868,2.7317504580626206e-07,1.0670127892353776e-07
1869,1.982708842662717e-07,1.1964621648985485e-07
1870,2.339491849134845e-07,1.2385545744564297e-07
1871,1.561313054398994e-07,1.4232377054668177e-07
1872,2.2677521704927983e-07,1.4876454201839806e-07
1873,3.63949070603109e-07,1.1972008451266447e-07
1874,2.0014940327328645e-07,1.8521288325246132e-07
1875,1.8080025182554138e-07,1.52764769723035e-07
1876,2.0919211096703805e-07,1.4570895245924476e-07
1877,2.739873469215226e-07,1.9172929910382663e-07
1878,3.7261177632252895e-07,1.3769121665063722e-07
1879,2.736977664508089e-07,2.0649518717164028e-07
1880,2.182067788680797e-07,1.8675932267342432e-07
1881,3.221298540134754e-07,1.5060616931350523e-07
1882,2.555667919512672e-07,1.9633385761608224e-07
1883,2.622525638873441e-07,1.9400370376843057e-07
1884,3.9082045955041167e-07,2.053127730050619e-07
1885,3.5322082769795315e-07,1.7209846703281073e-07
1886,3.0331280659323667e-07,3.0266744488471886e-07
1887,3.597437401858805e-07,1.9260328087966627e-07
1888,3.322482216017164e-07,2.067040441033896e-07
1889,4.0096875753015127e-07,3.6776353340428614e-07
1890,3.742554722241387e-07,2.359579127642064e-07
1891,3.2189812004812524e-07,2.6707982669904595e-07
1892,4.0557275227115497e-07,1.9056277267281985e-07
1893,3.9044360389262067e-07,2.3340398058735445e-07
1894,3.8124313794796194e-07,1.4808617265771318e-07
1895,3.334312401737094e-07,2.5940229875232035e-07
1896,3.6915402534809516e-07,1.9696076947184338e-07
1897,4.07287282677693e-07,2.2782450059821713e-07
1898,3.825047872885179e-07,2.806544046052295e-07
1899,4.151211463465643e-07,2.6255997909174766e-07
1900,4.324147226952846e-07,2.4813235199871997e-07
1901,4.7057182750442905e-07,3.6270915870773024e-07
1902,4.4094348128354e-07,2.1261529070670804e-07
1903,5.346217943902332e-07,2.646108043791173e-07
1904,5.213386184976798e-07,2.4400799247814575e-07
1905,4.391805981107666e-07,2.1004289862958103e-07
1906,5.267645146744826e-07,3.3642967878222407e-07
1907,4.386845383619331e-07,2.396565150775132e-07
1908,3.934022714258134e-07,2.799491767291329e-07
1909,3.850688519158041e-07,2.1948923745185311e-07
1910,3.7141846476185236e-07,1.8437319226904947e-07
1911,3.963678709695273e-07,2.325003549685789e-07
1912,3.1725375282398716e-07,3.083977446749486e-07
1913,3.855273434938411e-07,2.635585758525849e-07
1914,6.375300076744139e-07,2.7523617518454557e-07
1915,3.4399825743491874e-07,2.344371665685685e-07
1916,3.8016619030578624e-07,2.801802736485115e-07
1917,5.658675235054034e-07,2.708706858811638e-07
1918,5.099950879383641e-07,2.2283569478531717e-07
1919,5.672034761872169e-07,2.9741349294454267e-07
1920,5.550446107172036e-07,2.438258661641157e-07
1921,5.141895541571628e-07,2.2036695668248285e-07
1922,3.5782986773646996e-07,2.058444010799576e-07
1923,3.184784369558713e-07,2.1444215292376612e-07
1924,3.5709799539596077e-07,1.9982017818165332e-07
1925,4.685223924383308e-07,2.111650161396028e-07
1926,5.04920076971338e-07,1.8391128264738654e-07
1927,4.4819885358649003e-07,1.9734127931769763e-07
1928,4.490434277748534e-07,2.1709477948661515e-07
1929,5.926696364788597e-07,1.9384306426672993e-07
1930,4.516549390043423e-07,2.0902170660974662e-07
1931,4.7218176835173153e-07,2.121396391885355e-07
1932,4.679722247491469e-07,2.1590287246908701e-07
1933,4.347380988534155e-07,1.9614832069692056e-07
1934,3.9898663040105475e-07,2.3723528386199177e-07
1935,3.8896924436926383e-07,2.621054306928272e-07
1936,3.297922255285357e-07,1.9520790317528736e-07
1937,5.099403077579723e-07,2.2789923548316438e-07
1938,5.108294457434326e-07,2.51525165140265e-07
1939,4.7411555925691573e-07,2.2788135822793265e-07
1940,5.629437884735466e-07,1.927194972495272e-07
1941,3.423743151209635e-07,4.4567690338226384e-07
1942,3.1859223770247524e-07,2.7004483627024456e-07
1943,3.367752867688978e-07,3.135494068828848e-07
1944,3.630900380358071e-07,1.9921753846574575e-07
1945,4.095587566865788e-07,1.9606535772709321e-07
1946,3.3828283996228947e-07,2.3665877790790546e-07
1947,3.564340396167154e-07,2.12191508808246e-07
1948,5.196762407067013e-07,1.9025803510430706e-07
1949,5.438622689979411e-07,2.1793758264720964e-07
1950,4.7008297099360163e-07,2.0100833353353664e-07
1951,5.458637639677022e-07,2.51609094448213e-07
1952,6.516689001756504e-07,1.9507886861447332e-07
1953,7.175369067802251e-07,2.962802625461336e-07
1954,7.163268911369869e-07,2.8144904717919417e-07
1955,4.814816754183937e-07,3.040937031073554e-07
1956,8.729862583933823e-07,3.0872840284246195e-07
1957,6.458412817877957e-07,2.5356558808198315e-07
1958,6.047010234766503e-07,1.9026160202884057e-07
1959,5.844063851734305e-07,3.3870767879307095e-07
1960,6.637078948656949e-07,2.477658256339055e-07
1961,7.205240937224744e-07,2.640300635903259e-07
1962,6.836629276030237e-07,2.4479950866407307e-07
1963,5.72892338901454e-07,2.5152948524009844e-07
1964,5.883197442546617e-07,2.4457551717205206e-07
1965,5.198441286324851e-07,2.1340969169614254e-07
1966,5.971122352121938e-07,2.7750763820222346e-07
1967,7.913188326824638e-07,2.410934030194767e-07
1968,6.777546541769652e-07,4.4824329847870104e-07
1969,5.250271744028367e-07,4.846055503548996e-07
1970,5.509272362758111e-07,3.701973696479399e-07
1971,6.433273935790851e-07,3.8794900092398166e-07
1972,7.284808272167709e-07,3.996384521087748e-07
1973,6.505580549820422e-07,3.3465147453171085e-07
1974,5.63682276411015e-07,3.9266490148293087e-07
1975,5.87711319610662e-07,4.060862295318657e-07
1976,5.667818649968126e-07,3.171007278979232e-07
1977,5.782753529359752e-07,2.850239297913504e-07
1978,5.500987743101149e-07,2.495048363471142e-07
1979,6.636137994675551e-07,3.019618191046902e-07
1980,6.861976715732965e-07,2.2399493104785506e-07
1981,6.490014068383232e-07,2.4796153752504324e-07
1982,6.275784931730755e-07,2.383680879347594e-07
1983,6.384784345669914e-07,2.8103156068937096e-07
1984,7.463324180889686e-07,2.4239855633823026e-07
1985,6.719378427000322e-07,2.5626277988521906e-07
1986,5.940534943960074e-07,2.3318548869610822e-07
1987,6.99077462140707e-07,2.847640701020282e-07
1988,6.02053999987362e-07,2.440597484110185e-07
1989,7.617513873015014e-07,2.645275003487768e-07
1990,6.631008142576889e-07,3.0022067676327424e-07
1991,7.725411350634204e-07,2.2566641177945712e-07
1992,6.650502832883376e-07,2.3251963909842743e-07
1993,6.586117771156808e-07,2.320927876553469e-07
1994,4.821282986178232e-07,1.8567742188224656e-07
1995,5.341113797907582e-07,2.0334191219717468e-07
1996,7.377243234074626e-07,2.188617855836128e-07
1997,7.37934247041494e-07,1.8268548274136265e-07
1998,5.55010232661246e-07,1.916787937261688e-07
1999,5.242020931217617e-07,2.1479945644387044e-07
2000,6.794932208009641e-07,1.939515783533352e-07
2001,7.084419569869382e-07,1.4677058857159864e-07
2002,5.450239475290886e-07,1.7086763648421766e-07
2003,6.746248262246013e-07,2.0334583439307607e-07
2004,5.347416616174883e-07,2.5812076387410343e-07
2005,6.38631713734128e-07,1.7249361405902164e-07
2006,5.793871101777981e-07,1.8159894921154773e-07
2007,7.118162305141951e-07,1.6577089922975574e-07
2008,7.625074589512337e-07,1.9499073289352964e-07
2009,5.407130330148391e-07,1.630721868650653e-07
2010,5.777198657241911e-07,1.610813455954485e-07
2011,6.412800903077276e-07,1.5869483149799635e-07
2012,6.423824953083468e-07,1.5421264265569334e-07
2013,5.645189153913321e-07,1.464290591002282e-07
2014,4.993516751206073e-07,1.301432490663501e-07
2015,5.153537759872151e-07,1.2922635050927056e-07
2016,5.056141048065399e-07,1.3298003409545345e-07
2017,6.065138782318513e-07,1.3835862944233668e-07
2018,6.172287043693103e-07,1.1900561247557562e-07
2019,6.140227624129579e-07,1.4336551146243437e-07
