year,ton_DET égal_ADJ,ton_DET egal_ADJ
1924,1.1602462102189293e-08,1.289162443462999e-09
1925,1.0998178368026856e-08,0.0
1926,1.5604593173179637e-08,0.0
1927,3.5677519605314956e-08,0.0
1928,1.5996457269906728e-08,0.0
1929,1.6710609784809094e-08,0.0
1930,8.402882833991043e-09,0.0
1931,1.9389106320488736e-08,0.0
1932,2.4110979879310435e-08,0.0
1933,1.0323596200123575e-08,0.0
1934,9.585264137967897e-09,0.0
1935,1.0771455727365264e-08,8.377798899061872e-09
1936,2.0612014761667297e-08,0.0
1937,1.2591118370153254e-08,0.0
1938,7.779128452511941e-09,3.8895642262559704e-09
1939,1.3764645423464117e-08,0.0
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,0.0
1942,3.034211815133858e-08,0.0
1943,4.064529335323641e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,1.3921104269343232e-08,1.3921104269343232e-09
1947,2.3841742802233057e-08,0.0
1948,2.391815279167986e-08,0.0
1949,1.1780409536754632e-08,0.0
1950,2.1270722072586068e-08,5.317680518146517e-09
1951,7.462981344019681e-09,0.0
1952,1.5817205323287453e-08,0.0
1953,2.3702419582605216e-08,0.0
1954,1.2704296947774196e-08,0.0
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,8.72114114258693e-09,1.744228317335228e-09
1957,1.8553580005686854e-08,0.0
1958,2.316228081555849e-08,0.0
1959,4.030389044729077e-08,0.0
1960,1.868625076895114e-08,6.920833350854139e-10
1961,3.126671543896009e-08,1.3896318540318475e-09
1962,2.917300001570311e-08,0.0
1963,2.7804029301137234e-08,1.2932106496776896e-09
1964,2.1902286206909594e-08,6.083968329129164e-10
1965,2.0793764932136583e-08,0.0
1966,1.495550172592175e-08,1.1078149508847446e-09
1967,2.3172577523489224e-08,0.0
1968,3.0092486724697665e-08,0.0
1969,2.1346261647181564e-08,0.0
1970,2.4833115841449427e-08,4.5987250119061684e-10
1971,1.6956711590410123e-08,0.0
1972,1.3851396807318395e-08,0.0
1973,2.3706776208776148e-08,0.0
1974,1.5751601134539328e-08,0.0
1975,1.4278700888326057e-08,0.0
1976,1.9997344002931072e-08,0.0
1977,1.23412418062685e-08,0.0
1978,1.7227714366185864e-08,1.1881182704343018e-09
1979,1.7555920828193905e-08,0.0
1980,1.7055452161685025e-08,1.1370301367108482e-09
1981,1.644642821929665e-08,0.0
1982,1.738100685599875e-08,0.0
1983,9.47297440490047e-09,0.0
1984,1.333771937339634e-08,0.0
1985,1.3835783185811579e-08,1.2031116103372597e-09
1986,8.392279760016663e-09,0.0
1987,8.555143260480236e-09,0.0
1988,8.994830658082265e-09,0.0
1989,1.4817929994137558e-08,0.0
1990,2.0704873870958096e-08,0.0
1991,9.96449056600568e-09,0.0
1992,7.713921945651236e-09,0.0
1993,1.0524493831987058e-08,0.0
1994,6.329911705904578e-09,0.0
1995,1.3013881527967897e-08,0.0
1996,6.939519847648512e-09,0.0
1997,1.2466725873849782e-08,0.0
1998,2.0979768367013207e-08,0.0
1999,1.0511462811280126e-08,0.0
2000,1.3695897749244068e-08,0.0
2001,1.445799924226776e-08,0.0
2002,1.3581786362237835e-08,4.38122149670761e-10
2003,1.7917768602160322e-08,0.0
2004,1.4535811138083332e-08,0.0
2005,1.3961623857028371e-08,0.0
2006,1.8942294122137326e-08,0.0
2007,1.1583990655594789e-08,0.0
2008,1.8306989868488444e-08,0.0
2009,2.1933685090402832e-08,0.0
2010,2.0784689525044087e-08,0.0
2011,2.2561435275569863e-08,0.0
2012,2.110636743157812e-08,0.0
2013,2.7612337305527035e-08,0.0
2014,3.6812568021682424e-08,0.0
2015,3.5908520962246726e-08,0.0
2016,3.5419916166734566e-08,0.0
2017,3.8740415320148713e-08,0.0
2018,2.6330961078180337e-08,0.0
2019,3.9285210196027265e-08,0.0
