year,dont_PRON elle_PRON,dont_PRON telles_ADJ
1872,4.09277890867088e-05,1.3304146229131675e-08
1873,4.071680086781271e-05,1.7958012854535355e-09
1874,3.912950705853291e-05,1.7923826867161097e-09
1875,4.01880060962867e-05,6.293679799540541e-09
1876,4.0465372876496986e-05,6.04601479992084e-10
1877,3.941892646253109e-05,1.855444864418132e-08
1878,3.829869092442095e-05,2.4156354694326865e-09
1879,3.995804217993282e-05,8.55305515301552e-09
1880,3.901601303368807e-05,6.417846254436199e-09
1881,3.7558806070592254e-05,1.3945015142624584e-09
1882,3.9032503991620615e-05,1.3310770263785798e-09
1883,3.6951703805243596e-05,0.0
1884,3.7024296034360304e-05,2.6406787867472303e-09
1885,3.550642941263504e-05,2.5782542767416317e-09
1886,3.571282286429778e-05,1.936039106809062e-09
1887,3.598416878958233e-05,1.3057849246322917e-09
1888,3.645282777142711e-05,1.0779045211961602e-08
1889,3.53385039488785e-05,3.132568426877924e-09
1890,3.672226011985913e-05,3.9326319978272295e-09
1891,3.6075536627322435e-05,3.1871101313640793e-09
1892,3.416151230339892e-05,1.8805537127519756e-09
1893,3.487387948553078e-05,1.2316833108982905e-09
1894,3.507562723825686e-05,6.301539290376468e-10
1895,3.4915789001388475e-05,4.213029924926559e-09
1896,3.445044421823695e-05,7.076434549446731e-09
1897,3.3423777495045215e-05,5.826713556089658e-10
1898,3.4348478948231786e-05,1.13167097914868e-09
1899,3.467615897534415e-05,7.738609753005221e-09
1900,3.363075666129589e-05,0.0
1901,3.378560359124094e-05,5.588738916095792e-10
1902,3.1462153856409714e-05,6.38336894454028e-09
1903,3.3596388675505295e-05,7.020286574288548e-09
1904,3.331300104036927e-05,7.524475265086039e-09
1905,3.332921551191248e-05,1.5482277682110634e-09
1906,3.231319351471029e-05,5.658602919567102e-09
1907,3.245699917897582e-05,1.5428529565042481e-09
1908,3.37569581461139e-05,2.9468334439286537e-09
1909,3.371112688910216e-05,1.1001967115120692e-09
1910,3.288736843387596e-05,1.2291546447329438e-08
1911,3.288736115791835e-05,5.852411444351446e-09
1912,3.389926496311091e-05,2.6047106693738442e-09
1913,3.3238608011743054e-05,5.30298971401777e-10
1914,3.302298136986792e-05,4.018046340092951e-09
1915,3.238884892198257e-05,5.890381071793627e-09
1916,3.3192023693118244e-05,1.0987462051303964e-09
1917,3.262620884925127e-05,3.289927441585405e-09
1918,3.3215153962373734e-05,1.1486376294556067e-08
1919,3.434619429754093e-05,1.8415696745321952e-09
1920,3.408942939131521e-05,3.786115865267448e-09
1921,3.284452031948604e-05,1.5145494858259667e-09
1922,3.2720407034503296e-05,2.2133805899215986e-09
1923,3.265359555371106e-05,4.246379248229459e-09
1924,3.139110413030721e-05,7.734974438733389e-09
1925,3.092797487624921e-05,9.898360353588487e-09
1926,3.150456177536398e-05,1.1146138456652466e-09
1927,3.51356684404891e-05,6.689535148041159e-09
1928,3.057265712413937e-05,5.713020723163709e-09
1929,3.0925766623113304e-05,8.912325100141061e-09
1930,2.9875400286982767e-05,7.352522590764465e-09
1931,2.812788989103865e-05,3.4216069977333063e-09
1932,2.8556169127114117e-05,8.767629289252454e-09
1933,2.798153400362935e-05,6.882397318719313e-09
1934,2.8052472771378234e-05,9.585264137967897e-09
1935,2.791362931020558e-05,2.393656828303392e-09
1936,2.742610377026722e-05,2.424942913137329e-09
1937,2.70406853815075e-05,1.2591118148108649e-09
1938,2.7143973056809045e-05,7.779128452511941e-09
1939,2.86503454844933e-05,6.117620188206274e-09
1940,2.499774745956529e-05,1.2678914806940611e-08
1941,2.572529592725914e-05,8.854508237732261e-09
1942,2.737769318628125e-05,1.8205270180260413e-08
1943,2.8939448384335265e-05,5.806470415592457e-09
1944,2.9256059860927053e-05,0.0
1945,2.8375015972414985e-05,1.089252066321933e-08
1946,2.858977131836582e-05,0.0
1947,2.9700850063818507e-05,2.3841741914054637e-09
1948,2.7982065148535185e-05,1.0871887834440486e-09
1949,2.7077272534370422e-05,9.817008317369869e-10
1950,2.729990956140682e-05,1.0635361036293034e-08
1951,2.804695031954907e-05,5.330700769690111e-09
1952,2.5214734705514275e-05,1.0544803918932644e-09
1953,2.6803127184393816e-05,3.232148326759443e-09
1954,2.809897341649048e-05,2.9317608341017376e-09
1955,2.5635848942329176e-05,1.8771215692936494e-09
1956,2.5842486138571985e-05,1.744228317335228e-09
1957,2.5728513719514012e-05,2.6505113659425206e-09
1958,2.640582897583954e-05,2.4816730892496253e-09
1959,2.5347269911435433e-05,3.100299128533379e-09
1960,2.564860915299505e-05,4.844583401109048e-09
1961,2.629252958286088e-05,4.86371165564492e-09
1962,2.4865543309715576e-05,1.2683912808952869e-09
1963,2.5117384211625904e-05,2.5864212993553792e-09
1964,2.539144225011114e-05,6.6923653285755336e-09
1965,2.6038718715426512e-05,1.0944086747954884e-09
1966,2.7058933483203873e-05,4.985167390003653e-09
1967,2.6406383767607622e-05,4.437302081328198e-09
1968,2.646342181833461e-05,4.491415683816058e-09
1969,2.664558451215271e-05,3.6334062425424918e-09
1970,2.5356910555274226e-05,3.6789800095249348e-09
1971,2.5187910068780184e-05,0.0
1972,2.5039220417966135e-05,4.104117490300041e-09
1973,2.4068442144198343e-05,1.6539611902288698e-09
1974,2.2190068193594925e-05,5.06301445213353e-09
1975,2.2300473574432544e-05,2.2845920710778955e-09
1976,2.246558688057121e-05,5.713526984862938e-09
1977,2.2392889150069095e-05,1.7630346071939584e-09
1978,2.4323751858901232e-05,1.1881182704343018e-09
1979,2.4779010345810093e-05,3.5111840102075575e-09
1980,2.353822856093757e-05,1.1370301367108482e-09
1981,2.3897926439531147e-05,6.325549528618524e-10
1982,2.513852268748451e-05,0.0
1983,2.3874421458458528e-05,1.2630632095778083e-09
1984,2.391859015915543e-05,2.3196033982486597e-09
1985,2.4031553039094433e-05,1.8046674155058895e-09
1986,2.4344804842257872e-05,1.1988970927134801e-09
1987,2.4008177206269465e-05,9.166225112267057e-09
1988,2.4166110961232334e-05,0.0
1989,2.4260243662865832e-05,3.2928733073589456e-09
1990,2.4595210561528802e-05,1.6345953479657283e-09
1991,2.4610533728264272e-05,1.1722930404189924e-09
1992,2.4309872969752178e-05,2.2039776670368383e-09
1993,2.5372894015163183e-05,1.1078414852150331e-09
1994,2.486389348632656e-05,5.274926606624319e-10
1995,2.4973640393000096e-05,1.626735190995987e-09
1996,2.4965724151115865e-05,5.338092190498855e-10
1997,2.490755832695868e-05,2.876936688878118e-09
1998,2.5750758140929975e-05,9.536258449571733e-10
1999,2.5846773496596143e-05,4.570201106446348e-09
2000,2.550087810959667e-05,8.836062992401139e-10
2001,2.5225703211617656e-05,2.190605918883648e-09
2002,2.565730937931221e-05,1.752488598683044e-09
2003,2.576366750872694e-05,2.083461403401543e-09
2004,2.6076364520122297e-05,0.0
2005,2.5731722416821867e-05,4.5037495954858286e-10
2006,2.6711517421063036e-05,0.0
2007,2.8844535336247645e-05,3.994479469415779e-10
2008,2.896549085562583e-05,8.514879357157668e-10
2009,3.0295665055746213e-05,4.76819250749827e-10
2010,3.171035132254474e-05,4.723793023408973e-10
2011,3.019102405232843e-05,0.0
2012,3.247146378271282e-05,6.808505426114664e-10
2013,3.416203981032595e-05,8.367375126105969e-10
2014,3.727467264980078e-05,6.496335691608124e-10
2015,3.672267121146433e-05,4.433150790905671e-10
2016,3.8211252103792503e-05,1.0356699942093428e-09
2017,3.343498974572867e-05,0.0
2018,3.549464963725768e-05,7.744400121190154e-10
2019,3.446920163696632e-05,2.55098775436835e-10
