year,auront_VERB en_PRON,auront_VERB tant_ADV
1910,1.4429207162436342e-08,1.2291546447329438e-08
1911,1.3832972989291648e-08,1.2236860413850081e-08
1912,6.251305251225858e-09,1.2502610502451716e-08
1913,2.227255713194154e-08,7.42418571064718e-09
1914,2.343860217024485e-08,1.0045115850232378e-08
1915,2.238344798399794e-08,3.887651445211304e-08
1916,1.7579939282086343e-08,3.5159878564172686e-08
1917,6.57985488317081e-09,6.031533672512523e-08
1918,2.5270027848023346e-08,4.479686666059024e-08
1919,1.3811772170413406e-08,2.8544329566670967e-08
1920,5.300562211374427e-09,1.8930579770426448e-08
1921,5.300923255902035e-09,6.058197943303867e-09
1922,1.1066902949607993e-08,1.4018077365562931e-08
1923,6.369568872344189e-09,1.5923921736771263e-08
1924,5.156649773851996e-09,7.734974438733389e-09
1925,4.399271169575059e-09,1.2097995494286806e-08
1926,1.0031524944054127e-08,1.5604593173179637e-08
1927,3.3447675740205796e-09,1.4493992672726108e-08
1928,2.2852082448565625e-09,1.1426041446327417e-08
1929,2.2280812750352652e-09,1.4482528065684619e-08
1930,7.352522590764465e-09,5.2518016602221e-09
1931,0.0,1.596749932275543e-08
1932,2.1919073223131136e-09,1.3151444377967891e-08
1933,6.882397318719313e-09,2.408838994938378e-08
1934,7.188948103475923e-09,2.3963160344919743e-08
1935,4.787313656606784e-09,2.393656828303392e-09
1936,2.424942913137329e-09,1.4549657478823974e-08
1937,5.0364472592434595e-09,1.0072894518486919e-08
1938,3.8895642262559704e-09,1.1668692678767911e-08
1939,0.0,4.588215141154706e-09
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,1.1806010391524069e-08,1.7709016475464523e-08
1942,0.0,1.517105907566929e-08
1943,2.9032352077962287e-09,2.9032351633873077e-08
1944,3.2131861615880553e-09,3.213186161588055e-08
1945,6.535512131478072e-09,2.832055301382752e-08
1946,6.960552134671616e-09,9.744772988540262e-09
1947,9.536696765621855e-09,8.344609447874518e-09
1948,7.610321262063735e-09,2.2830963786191205e-08
1949,7.853606653895895e-09,1.2762110479513922e-08
1950,2.1270722960764488e-09,2.8715476219076663e-08
1951,0.0,8.529121409139861e-09
1952,4.2179215675730575e-09,5.272402070488624e-09
1953,5.386913581872932e-09,3.232148326759443e-09
1954,0.0,1.172704333640695e-08
1955,7.508486277174597e-09,2.1586897602787758e-08
1956,3.488456634670456e-09,1.2209598665435806e-08
1957,5.301022731885041e-09,1.501956425897788e-08
1958,8.272243445794913e-10,8.272243334772611e-09
1959,2.325224457422337e-09,1.9376869886400527e-08
1960,3.460416619915918e-09,1.038124963770315e-08
1961,1.042223907177231e-08,1.80652133252579e-08
1962,2.5367825617905737e-09,1.585489073363533e-08
1963,4.526237162849611e-09,1.2932106940866106e-08
1964,3.041984220075733e-09,2.494427064902993e-08
1965,5.47204326295514e-09,8.755269398363907e-09
1966,7.200797291773142e-09,1.38476865529924e-08
1967,8.874604162656397e-09,1.7256175155466735e-08
1968,9.431973424511852e-09,1.8863946849023705e-08
1969,4.541757636644661e-09,2.361714024345929e-08
1970,3.219107425067591e-09,1.7935027685211935e-08
1971,4.624557625731995e-09,1.849823050292798e-08
1972,6.156176013405457e-09,1.128632298730281e-08
1973,3.859242703185828e-09,4.079770832277063e-08
1974,7.875800456247362e-09,9.563471792262135e-09
1975,5.140332159925265e-09,1.313640396460869e-08
1976,7.427584769459372e-09,9.141642998145016e-09
1977,5.876781727920388e-09,8.815172591880582e-09
1978,9.504946163474415e-09,1.3663360221016774e-08
1979,9.363157360553487e-09,1.6970723493159312e-08
1980,9.664756106531058e-09,1.0233271119375331e-08
1981,6.958104314946922e-09,1.138598904049104e-08
1982,1.1173503899897241e-08,1.1794254461960918e-08
1983,6.946847541655643e-09,7.57837881337764e-09
1984,6.958810416790584e-09,1.1018116197192285e-08
1985,3.0077789148208467e-09,9.624892882698077e-09
1986,4.196139880008332e-09,2.1580147446798037e-08
1987,5.49973533381376e-09,6.110816741511371e-09
1988,6.596209356501959e-09,4.197587610832443e-09
1989,8.232182935330457e-09,1.0427432250992297e-08
1990,1.0352437129768077e-08,1.0352437129768077e-08
1991,8.20605094986604e-09,9.96449056600568e-09
1992,6.61193322315512e-09,1.5427843891302473e-08
1993,7.200969598386564e-09,1.550978012687665e-08
1994,6.329911705904578e-09,1.002236071911966e-08
1995,8.133675954979935e-09,1.4640617607142303e-08
1996,7.473328622609188e-09,1.2277611816102763e-08
1997,7.192341833217597e-09,9.58978851883785e-09
1998,7.629006759657386e-09,1.0013071261028017e-08
1999,5.0272213059088244e-09,9.597422412355172e-09
2000,7.95245647111642e-09,1.0161472552283612e-08
2001,1.3143635069212678e-09,1.095302959441824e-08
2002,7.886198361006791e-09,2.3658596859377212e-08
2003,6.250384210204629e-09,1.2500768420409258e-08
2004,8.369103632333008e-09,1.2773894830786503e-08
2005,9.457874483587148e-09,9.457874483587148e-09
2006,1.1118302722934459e-08,1.4824403926638752e-08
2007,5.991719120856942e-09,8.787854888225866e-09
2008,6.811903485726134e-09,2.0009967016676455e-08
2009,3.337734755248789e-09,1.3827758493789588e-08
2010,3.7790344187271785e-09,9.447585824773341e-09
2011,6.118355155848576e-09,6.500752380844688e-09
2012,4.765953853791416e-09,8.851056776393307e-09
2013,5.020424964641279e-09,9.761937924679387e-09
2014,2.3819897165822113e-09,1.797319448826329e-08
2015,3.103205470367243e-09,5.098123256885856e-09
2016,3.1070099826280284e-09,1.2842308549920745e-08
2017,3.018733707449428e-09,4.779661555431858e-09
2018,2.581466596041082e-09,6.711813327342497e-09
2019,2.2958890344426663e-09,6.377469219387422e-09
