year,aurait_VERB eu_VERB,aurait_VERB tu_VERB
1939,5.940209121035878e-06,1.5294050470515685e-09
1940,5.6218309509858955e-06,0.0
1941,5.283189693727763e-06,5.9030051957620344e-09
1942,5.692181275662733e-06,0.0
1943,5.495824098034063e-06,0.0
1944,6.0022316574759316e-06,6.4263723231761105e-09
1945,6.080204911995679e-06,4.357008087652048e-09
1946,5.763336957897991e-06,0.0
1947,5.831690032209735e-06,4.7683483828109274e-09
1948,5.208721631788649e-06,1.0871887834440486e-09
1949,5.215776582190301e-06,9.817008317369869e-10
1950,5.325125584931811e-06,2.1270722960764488e-09
1951,5.352023890736746e-06,9.595261474260042e-09
1952,5.194370260142023e-06,0.0
1953,5.1843658184225205e-06,1.0773827385790469e-09
1954,5.525391770788701e-06,9.772536113672459e-10
1955,5.199626684770919e-06,1.8771215692936494e-09
1956,5.284139660943765e-06,3.488456634670456e-09
1957,5.034204605181003e-06,5.301022731885041e-09
1958,5.170152235223213e-06,1.6544486891589827e-09
1959,5.147271622263361e-06,5.425523585955716e-09
1960,4.924173026665812e-06,3.460416619915918e-09
1961,5.168040843273047e-06,4.16889545107324e-09
1962,5.196598976908717e-06,5.7077609305622445e-09
1963,4.975628144165967e-06,1.939815863494232e-09
1964,5.07646336700418e-06,1.8251904432275978e-09
1965,5.1727224672504235e-06,3.2832261354087677e-09
1966,5.007323579775402e-06,2.215629901769489e-09
1967,5.0353519327472895e-06,2.465167847631733e-09
1968,5.147611773281824e-06,3.5931326802796093e-09
1969,5.070872703072382e-06,3.1792304344691047e-09
1970,4.859012733504642e-06,2.7592350626548523e-09
1971,4.710882876679534e-06,1.541519245584766e-09
1972,4.70896202386939e-06,4.6171320100540925e-09
1973,4.6421178012678865e-06,1.6539611902288698e-09
1974,4.396384156279964e-06,1.1251143350321513e-09
1975,4.393270501168445e-06,0.0
1976,4.470263320399681e-06,2.856763492431469e-09
1977,4.478695245779818e-06,0.0
1978,4.396631538838847e-06,5.940591352171509e-10
1979,4.579168944474077e-06,2.925986564150662e-09
1980,4.4702337618218735e-06,3.97960553399912e-09
1981,4.441800683707697e-06,2.5302198114474095e-09
1982,4.602242370310705e-06,2.483000915987077e-09
1983,4.576709670800483e-06,2.5261264191556165e-09
1984,4.491332219913602e-06,2.3196033982486597e-09
1985,4.246984190103831e-06,1.8046674155058895e-09
1986,4.6331379053299315e-06,2.997242676272549e-09
1987,4.540336703939829e-06,0.0
1988,4.394274583319202e-06,1.798966087207532e-09
1989,4.344397439126624e-06,1.6464366536794728e-09
1990,4.399240879138233e-06,3.2691906959314565e-09
1991,4.41895872427267e-06,3.5168792322792797e-09
1992,4.464707672013901e-06,4.4079553340736766e-09
1993,4.555998202704359e-06,3.323524566667402e-09
1994,4.404563696880359e-06,6.329911705904578e-09
1995,4.369410817162134e-06,2.1689803286761844e-09
1996,4.325456302467501e-06,4.270473752399084e-09
1997,4.314445959607838e-06,3.3564262480467733e-09
1998,4.479180461203214e-06,7.152193948201102e-09
1999,4.356315912446007e-06,1.8280804647829996e-09
2000,4.2090587157872505e-06,2.2090156370779823e-09
2001,4.276500931155169e-06,1.7524847129024579e-09
2002,4.160408025200013e-06,5.257465574004527e-09
2003,4.5394458538794424e-06,1.2500769308587678e-09
2004,4.230361355439527e-06,8.809582507929292e-10
2005,4.210555289319018e-06,4.503749373441224e-09
2006,4.455145244719461e-06,4.529678854225949e-09
2007,4.4586381591216195e-06,3.595031605740928e-09
2008,4.425182851264253e-06,2.554463751636149e-09
2009,4.530259502644185e-06,7.629108011997232e-09
2010,4.922664629702922e-06,2.3618964561933353e-09
2011,4.709221684606746e-06,4.206369030868018e-09
2012,5.3177832342043985e-06,4.085103366691101e-09
2013,5.732488716603257e-06,4.462600067256517e-09
2014,6.191007742017973e-06,3.4647122948427977e-09
2015,5.767307357018581e-06,2.659890530054554e-09
2016,6.086632765800459e-06,1.86420612280358e-09
2017,5.339888048183639e-06,4.528100561174142e-09
2018,5.94537596043665e-06,3.614053500911041e-09
2019,5.669060101354262e-06,2.04079020349468e-09
