year,aurait_VERB eu_VERB,aurait_VERB tu_VERB
1800,3.53718496626243e-06,3.144164484325529e-09
1801,2.471667585268733e-06,0.0
1802,2.9651382646989077e-06,2.2378401354217203e-09
1803,2.5939511942851823e-06,0.0
1804,4.884377631242387e-06,0.0
1805,2.948064093288849e-06,0.0
1806,2.6972422801918583e-06,5.76333825108577e-09
1807,5.3892858886683825e-06,0.0
1808,4.2171636778221e-06,0.0
1809,3.969116733060218e-06,0.0
1810,5.131897978571942e-06,0.0
1811,4.926405836158665e-06,0.0
1812,5.355754183256067e-06,0.0
1813,5.9154003793082666e-06,0.0
1814,4.4399612306733616e-06,0.0
1815,5.09775236423593e-06,0.0
1816,4.4822459130955394e-06,4.6352077731626196e-09
1817,5.403907380241435e-06,1.556873407970727e-09
1818,5.50519962416729e-06,0.0
1819,5.575075647357153e-06,3.1053151161586356e-09
1820,5.8976411310140975e-06,3.5599443393152796e-09
1821,7.275806183315581e-06,0.0
1822,6.234930424398044e-06,7.017931125119503e-09
1823,5.98890846958966e-06,2.9648061783404955e-09
1824,6.224886419659015e-06,8.421112696055388e-10
1825,6.570621735590976e-06,1.7610886082763955e-09
1826,5.636229161609663e-06,8.807984341885344e-10
1827,8.250381142715923e-06,9.217273166939322e-09
1828,8.260574759333394e-06,9.172301251858528e-10
1829,8.75321256899042e-06,5.143905745796928e-09
1830,7.963305506564211e-06,2.0873671680021744e-09
1831,8.020116183615755e-06,1.5591206103948707e-09
1832,8.709241228643805e-06,5.411987746839486e-09
1833,7.476073733414523e-06,3.4750886612755494e-09
1834,7.4246859185223e-06,1.5868701908061666e-08
1835,7.616785751451971e-06,5.294161553592858e-09
1836,7.358549282798776e-06,4.032449929525228e-09
1837,7.2487309807911515e-06,9.045257876039159e-09
1838,7.16051636118209e-06,1.8936485712828244e-09
1839,7.069779712765012e-06,2.0974426639952526e-09
1840,7.965933036757633e-06,3.821813088222825e-09
1841,8.280581823782995e-06,3.852329122366882e-09
1842,8.053943020058796e-06,1.341653010911159e-09
1843,7.586836545669939e-06,1.1813822142769936e-09
1844,7.66806897445349e-06,2.195424508855126e-09
1845,7.73810188547941e-06,3.348136878855712e-09
1846,7.709207238804083e-06,2.9272506640865004e-09
1847,8.27913754619658e-06,2.6966118227278457e-09
1848,7.916498361737467e-06,2.413566457803995e-09
1849,8.578845154261217e-06,8.379414495607307e-09
1850,7.881345482019242e-06,2.7155984128057753e-09
1851,8.248187441495247e-06,2.579775504329973e-09
1852,7.470850960089592e-06,3.906327261660181e-09
1853,7.129292043828173e-06,4.180352064508952e-09
1854,7.1861236392578576e-06,1.558699391779328e-09
1855,7.843122148187831e-06,4.2455496895854594e-09
1856,7.891071618360002e-06,4.659470143053568e-09
1857,8.0046984294313e-06,4.393358121745905e-09
1858,7.648815881111659e-06,2.936205500958522e-09
1859,7.919857125671115e-06,4.582956236731661e-09
1860,7.5230595939501654e-06,2.746310290291376e-09
1861,7.613923571625492e-06,1.4147891747029462e-09
1862,7.51566994949826e-06,3.162590411776023e-09
1863,7.112339972081827e-06,3.995696662428827e-09
1864,7.369496870524017e-06,4.315255264231155e-09
1865,7.443403774232138e-06,5.6482134525026595e-09
1866,7.872561582189519e-06,4.379051787850585e-09
1867,7.799438208166976e-06,6.308654931785895e-09
1868,7.29224211681867e-06,1.4819622196071691e-09
1869,7.920579264464322e-06,4.883519366671862e-09
1870,7.660115443286486e-06,3.4404292748035914e-09
1871,7.939330316730775e-06,1.0621177271019633e-09
1872,7.604528946103528e-06,4.23313739617015e-09
1873,7.910504791652784e-06,1.7958012854535355e-09
1874,7.687529432587326e-06,1.7923826867161097e-09
1875,7.534679298260016e-06,1.716458086775674e-09
1876,7.784849003655836e-06,1.1487427897804992e-08
1877,7.122433999029454e-06,6.184816214727107e-09
1878,7.70164933783235e-06,1.8117265465633636e-09
1879,7.68553127272753e-06,6.10932526790009e-10
1880,6.998019671300426e-06,3.2089231272180996e-09
1881,7.058966730255634e-06,6.972507571312292e-10
1882,7.249710961332312e-06,9.983077475794744e-09
1883,7.363293661910575e-06,6.319338829996468e-09
1884,7.100785296643153e-06,6.601696966868076e-10
1885,6.989002940827049e-06,3.2228177904158883e-09
1886,6.471533652074868e-06,1.936039106809062e-09
1887,7.072784228512319e-06,3.264462256069578e-09
1888,6.970237791392719e-06,3.1703073499755874e-09
1889,6.842782568128314e-06,1.8795409673089125e-09
1890,7.13641611582716e-06,3.2771931834929546e-09
1891,6.896268587297527e-06,1.2748440081367107e-09
1892,6.5618787630228326e-06,1.2537024751679837e-09
1893,7.1259037213167176e-06,1.6011883374744684e-08
1894,6.785497589589795e-06,3.780923574225881e-09
1895,7.204883331723977e-06,1.2037228991346183e-09
1896,7.017464668024331e-06,0.0
1897,6.821333499829052e-06,1.1653427112179315e-09
1898,6.90036358719226e-06,6.224190496340043e-09
1899,6.875754934299039e-06,2.7637891975018647e-09
1900,6.406278771464713e-06,2.595526460424935e-09
1901,6.6835727920988575e-06,1.676621730339889e-09
1902,6.115267296991078e-06,2.455141867585553e-09
1903,6.732454494340345e-06,5.400220270956879e-10
1904,6.660773124167463e-06,2.1498500757388683e-09
1905,6.530940481752623e-06,1.5482277682110634e-09
1906,6.702357950416626e-06,5.658602919567102e-09
1907,6.709353328915313e-06,3.0857059130084963e-09
1908,6.6087650338886306e-06,2.9468334439286537e-09
1909,6.6715929278871045e-06,1.6502950117569526e-09
1910,6.6262123255000915e-06,2.67207544979442e-09
1911,6.437652700697072e-06,3.1922244847493175e-09
1912,6.627425591432257e-06,2.6047106693738442e-09
1913,6.22995230514789e-06,3.71209285532359e-09
1914,6.353200660669245e-06,8.705766774141921e-09
1915,6.8540471147571225e-06,3.534228465440492e-09
1916,6.512268555525225e-06,4.394984820521586e-09
1917,6.480060164903989e-06,1.0966424435210342e-09
1918,6.057915015844628e-06,3.44591288836682e-09
1919,6.525602202600567e-06,1.8415696745321952e-09
1920,6.436397143261274e-06,1.514446346106979e-09
1921,6.468641004175879e-06,2.2718242842501013e-09
1922,6.283787570282584e-06,2.2133805899215986e-09
1923,6.426895197364502e-06,3.1847844361720945e-09
1924,6.448390649893554e-06,0.0
1925,6.241466053324984e-06,6.598906754362588e-09
1926,6.00553948970628e-06,1.1146138456652466e-09
1927,6.652742285950808e-06,3.3447675740205796e-09
1928,6.122073045844445e-06,3.4278122562625413e-09
1929,6.469233994721435e-06,3.342121912552898e-09
1930,6.096291599533288e-06,1.0503603542488804e-09
1931,5.823575065733166e-06,0.0
1932,5.829377641930478e-06,3.287861094491973e-09
1933,6.300834684225265e-06,4.588264879146209e-09
1934,6.077057605580194e-06,5.990790086229936e-09
1935,5.518576017493615e-06,3.590485242455088e-09
1936,5.694978426618036e-06,4.849885826274658e-09
1937,5.954339940217324e-06,1.2591118148108649e-09
1938,5.8745386013470124e-06,2.5930428915188486e-09
