year,quand_CONJ elles_PRON,quand_CONJ tels_ADJ
1914,7.189624227521563e-06,1.3393487430235496e-09
1915,6.882321201828745e-06,0.0
1916,7.150640101372119e-06,0.0
1917,7.606311839936097e-06,1.0966424435210342e-09
1918,7.768236059746414e-06,0.0
1919,6.9942815912327205e-06,0.0
1920,7.273885842096206e-06,2.2716695191604686e-09
1921,7.175935593295435e-06,0.0
1922,7.058470771426073e-06,2.951174193910333e-09
1923,6.840917023964721e-06,0.0
1924,6.619849159505975e-06,0.0
1925,6.89145826981985e-06,3.299453377181294e-09
1926,6.944044230294821e-06,1.1146138456652466e-09
1927,6.836704869783716e-06,0.0
1928,6.636244563651417e-06,0.0
1929,6.7232351739221485e-06,2.2280812750352652e-09
1930,6.428205210795568e-06,1.0503603542488804e-09
1931,6.035714761765121e-06,0.0
1932,5.680327831214527e-06,0.0
1933,5.8179197708341235e-06,1.1470662197865522e-09
1934,5.755951065111731e-06,0.0
1935,5.6167155548791925e-06,0.0
1936,5.7143779486068524e-06,1.2124714565686645e-09
1937,5.402848898938828e-06,0.0
1938,5.788968451270193e-06,0.0
1939,5.66797490364479e-06,0.0
1940,5.03352913483468e-06,0.0
1941,5.410104336078803e-06,2.9515025978810172e-09
1942,5.862097054887272e-06,0.0
1943,5.736792559218884e-06,0.0
1944,5.378873538575135e-06,0.0
1945,5.4658664225826215e-06,0.0
1946,5.39303584901063e-06,0.0
1947,6.2906436824050616e-06,0.0
1948,5.571842450535769e-06,0.0
1949,5.47200045275531e-06,0.0
1950,5.452749633150233e-06,0.0
1951,5.502349608832446e-06,2.1322803522849654e-09
1952,5.352542473247013e-06,0.0
1953,5.218842147769465e-06,0.0
1954,5.399326255428605e-06,9.772536113672459e-10
1955,4.802615649168729e-06,0.0
1956,5.178613946554833e-06,0.0
1957,4.876057346336893e-06,0.0
1958,5.01628835536394e-06,0.0
1959,4.741907730476669e-06,2.325224457422337e-09
1960,4.717932284847848e-06,0.0
1961,5.190969943669188e-06,1.3896318540318475e-09
1962,4.904234685909614e-06,1.2683912808952869e-09
1963,4.793285427240335e-06,0.0
1964,5.080113737676584e-06,1.8251904432275978e-09
1965,5.189138789774006e-06,1.0944086747954884e-09
1966,5.00400000191803e-06,1.1078149508847446e-09
1967,5.2261555083532585e-06,9.860671168482327e-10
1968,5.370385792957677e-06,1.3474247273492779e-09
1969,4.910548653924707e-06,4.5417578031781147e-10
1970,5.04250181165844e-06,1.839490032518043e-09
1971,4.910252442869023e-06,0.0
1972,4.832085295447541e-06,1.5390440588625154e-09
1973,4.603525098900718e-06,0.0
1974,4.351942152425181e-06,0.0
1975,4.230493374279831e-06,5.711480177694739e-10
1976,4.273146657851612e-06,0.0
1977,4.5680223479394044e-06,5.876781838942691e-10
1978,4.65623529066761e-06,0.0
1979,4.870012105584465e-06,0.0
1980,4.522537324191944e-06,0.0
1981,4.667622846454833e-06,0.0
1982,4.796537155016267e-06,0.0
1983,4.728908834294998e-06,0.0
1984,4.7812823709136865e-06,1.1598016991243298e-09
1985,4.560996330837952e-06,0.0
1986,4.694880942679447e-06,0.0
1987,4.529948739673273e-06,1.2221633705067347e-09
1988,4.535193852461816e-06,0.0
1989,4.589167588164855e-06,0.0
1990,4.632987838704139e-06,5.44865097484859e-10
1991,4.775335781914691e-06,5.861465202094962e-10
1992,4.648188905775896e-06,1.1019888335184191e-09
1993,4.8379436634604644e-06,0.0
1994,4.908846733542305e-06,0.0
1995,4.821101015295426e-06,1.0844901643380922e-09
1996,4.779727703407843e-06,1.6014276571496566e-09
1997,4.8989435867952125e-06,1.917957792585412e-09
1998,4.990801016901969e-06,0.0
1999,5.318800162967818e-06,0.0
2000,5.089572482575022e-06,8.836062992401139e-10
2001,5.089215505904576e-06,0.0
2002,5.33632777433013e-06,0.0
2003,5.531173485451291e-06,8.333845835650777e-10
2004,5.505548642759095e-06,4.404791253964646e-10
2005,5.378377977649507e-06,1.3511248786457486e-09
2006,5.477617037286109e-06,8.235779835885637e-10
2007,5.804777742923761e-06,3.994479469415779e-10
2008,5.755207041602262e-06,8.514879357157668e-10
2009,5.785247878975497e-06,0.0
2010,6.315239090781688e-06,0.0
2011,6.2066886812317534e-06,0.0
2012,6.818037149969314e-06,1.3617010852229328e-09
2013,7.007676799730689e-06,1.1156500168141292e-09
2014,7.4168660830764566e-06,0.0
2015,7.229360676319629e-06,8.866301581811342e-10
2016,7.4572386665749946e-06,8.285360175719347e-10
2017,6.784352081012912e-06,0.0
2018,7.255728519339755e-06,2.5814667070633845e-10
2019,7.190213977992244e-06,7.65296326310505e-10
