year,étaient_VERB en_ADP,étaient_VERB tant_ADV,etaient_VERB en_ADP
1863,1.2768248780048452e-05,1.6981710260211003e-08,5.494082966350788e-09
1864,1.1755713785532862e-05,1.582260189536555e-08,5.274200631788517e-09
1865,1.2946175047545694e-05,2.9182434246877165e-08,7.530950973944073e-09
1866,1.2872465958935209e-05,3.843834051053818e-08,7.298419202328432e-09
1867,1.2495019291236531e-05,3.2513838732484146e-08,7.279217228983725e-09
1868,1.2299298759899102e-05,4.6928803953960596e-08,7.409810987013543e-09
1869,1.268835967493942e-05,4.2974967584541446e-08,1.0255390314739543e-08
1870,1.2942321518494282e-05,3.268407766654491e-08,9.17447806614291e-09
1871,1.3188316188461613e-05,1.4869648623516696e-08,1.1683295220166201e-08
1872,1.3618608136312105e-05,1.9956219787786722e-08,4.8378714367913744e-09
1873,1.230782345373882e-05,2.0352414864532875e-08,2.9930022904522957e-09
1874,1.314951714448398e-05,2.2106053876314036e-08,5.377148060148329e-09
1875,1.243116184923565e-05,1.830888685105947e-08,4.577221712764867e-09
1876,1.1759499102481641e-05,1.6324239737741664e-08,7.859819461941697e-09
1877,1.1684973287628964e-05,1.2369632429454214e-08,1.8554447978047506e-09
1878,1.237469678017078e-05,1.7513357875031943e-08,4.831270938865373e-09
1879,1.2022541341139004e-05,2.993569481191116e-08,5.498392852132383e-09
1880,1.1584854291868396e-05,1.9253539207397807e-08,5.134277003548959e-09
1881,1.1563904081413057e-05,2.719277958362909e-08,4.183504653809678e-09
1882,1.171081567008514e-05,3.128031167420886e-08,3.9932310791357395e-09
1883,1.1364699275873136e-05,1.516641390253426e-08,5.687405213450347e-09
1884,1.1918703421542887e-05,1.650424152899177e-08,3.300848483434038e-09
1885,1.1696250112436246e-05,1.8047780159236027e-08,5.80107206715752e-09
1886,1.1564607120817527e-05,2.2587123282846733e-08,3.872078213618124e-09
1887,1.0990138434863184e-05,2.0239665943222462e-08,5.223139698529167e-09
1888,1.1270442882960197e-05,2.4728397107764977e-08,1.2047167707862627e-08
1889,1.104668899643002e-05,3.132568338060082e-08,3.759081934617825e-09
1890,1.0787209248519503e-05,3.6704562944578356e-08,6.554386366985909e-09
1891,1.1203967005712911e-05,2.7409146952095398e-08,5.736798147637501e-09
1892,1.1026940228475723e-05,2.8835156484774416e-08,6.8953633913793055e-09
1893,1.1091923624917399e-05,1.2932674486876294e-08,6.15841644346915e-09
1894,1.0792015928018373e-05,2.2055386850183822e-08,1.1342770278588432e-08
1895,1.1237355465709697e-05,2.467631965430428e-08,4.814891596538473e-09
1896,1.1327013453410473e-05,1.9460195233023114e-08,5.307326134129653e-09
1897,1.0666381967894267e-05,2.3889525024856084e-08,6.992056267307589e-09
1898,1.0485497114132158e-05,1.5277558773618694e-08,2.8291773368493978e-09
1899,1.0843450581887737e-05,2.8743407654019393e-08,1.0502398950507086e-08
1900,1.0971290976158343e-05,1.9206897405865675e-08,6.748368974740515e-09
1901,1.0243599717796315e-05,1.117747761014698e-08,5.029864968975062e-09
1902,9.311862413596828e-06,1.718599307309887e-08,6.38336894454028e-09
1903,1.0612512596708257e-05,1.3500550899436803e-08,4.860198465905796e-09
1904,1.0349916010454763e-05,2.0961039126632386e-08,5.374625189347171e-09
1905,1.0120764272869565e-05,1.1353670004154992e-08,6.192911072844254e-09
1906,1.039639664668357e-05,2.006231980544726e-08,5.144184633820714e-09
1907,9.875801879388746e-06,1.542852956504248e-08,4.6285588695127444e-09
1908,9.721603419166058e-06,3.1432890068572306e-08,2.9468334439286537e-09
1909,9.836859135248233e-06,2.4204327431220918e-08,3.850688656825696e-09
1910,9.837512152444106e-06,9.085056262847502e-09,4.809735720812114e-09
1911,1.039388280332787e-05,9.044636151145369e-09,1.5961122423746588e-09
1912,9.870811481960118e-06,5.730363294986773e-09,4.167536982180309e-09
1913,9.53424478211673e-06,2.333315407554437e-08,7.42418571064718e-09
1914,9.84555299510248e-06,2.343860217024485e-08,2.0090231700464756e-08
1915,1.1148134944960475e-05,2.3561524287174507e-08,3.534228465440492e-09
1916,1.1297308446955867e-05,2.307367097387214e-08,5.493730803607377e-09
1917,1.1187946256541181e-05,1.4256351654751143e-08,2.1932848870420685e-09
1918,1.1556443496374413e-05,2.1824114071478107e-08,4.594550517822427e-09
1919,1.126948518503923e-05,1.749491218561161e-08,5.524709134618888e-09
1920,1.0686690984584857e-05,1.8930579770426448e-08,2.2716695191604686e-09
1921,9.952861546480563e-06,2.877644078580488e-08,5.300923255902035e-09
1922,9.868726920103654e-06,3.098733003525922e-08,5.164555005876537e-09
1923,9.633972695155535e-06,2.1231896241147297e-08,1.2739137744688378e-08
1924,9.788610441319179e-06,2.707241186783449e-08,3.867487219366694e-09
1925,9.027304258779623e-06,1.6497267552040284e-08,1.3197813508725176e-08
1926,9.560042599332519e-06,3.343841470382358e-08,6.687683296036084e-09
1927,9.314062481280416e-06,1.6723836537835268e-08,7.804457524684949e-09
1928,9.250523362425156e-06,9.14083297942625e-09,4.570416489713125e-09
1929,9.533960110275075e-06,2.1166771446701205e-08,6.684243825105796e-09
1930,9.841876817517914e-06,2.2057568216382606e-08,2.100720708497761e-09
1931,9.67516371019883e-06,9.124285327288817e-09,4.5621426636444085e-09
1932,9.786866030481178e-06,2.301502632917618e-08,9.863582839386709e-09
1933,9.6215917437803e-06,1.3764794637438627e-08,5.735331320977366e-09
1934,9.525356290396303e-06,2.036868629318178e-08,3.5944740517379614e-09
1935,8.755996532272547e-06,1.6755597798123745e-08,8.377798899061872e-09
1936,9.186896022583824e-06,1.2124714565686645e-08,6.0623572828433225e-09
1937,9.226770998793654e-06,2.392312481447334e-08,6.295559185076627e-09
1938,8.8357937784167e-06,2.3337385357535823e-08,1.5558256905023882e-08
1939,8.760432137933094e-06,1.8352860564618823e-08,1.2235240376412548e-08
1940,8.865096788213123e-06,2.028626333583361e-08,3.0429394115571995e-08
1941,8.869265002431348e-06,1.4757512545315876e-08,1.1806010391524069e-08
1942,8.802247975836508e-06,2.4273694165799498e-08,1.2136847082899749e-08
1943,9.490676347923e-06,3.4838823381733164e-08,5.806470415592457e-09
1944,9.948023944161832e-06,2.8918675454292497e-08,6.4263723231761105e-09
1945,1.1092942258983385e-05,1.9606536838523425e-08,8.714016175304096e-09
1946,9.810201845539268e-06,1.5313215584455975e-08,2.7842208538686464e-09
1947,1.0085056601383258e-05,2.0265479960812627e-08,1.4305045148432782e-08
1948,9.131298611464445e-06,9.784699273041042e-09,8.697510267552389e-09
1949,9.989787940867245e-06,1.8652315247891238e-08,7.853606653895895e-09
1950,8.792253538558725e-06,2.5524867552917385e-08,6.381216888229346e-09
1951,9.39162873692112e-06,1.9190522948520083e-08,1.2793682557799002e-08
1952,9.03057025425369e-06,2.1089608281954497e-08,8.435843135146115e-09
1953,8.92396110430127e-06,1.723812381726475e-08,7.54167928107563e-09
1954,8.506015547027346e-06,1.4658803948464083e-08,9.772536113672459e-10
1955,8.214284207497258e-06,1.3139850985055546e-08,2.0648336374051723e-08
1956,8.210954547394067e-06,5.232684952005684e-09,9.593255967388359e-09
1957,8.604442882642616e-06,2.2087593976038988e-08,8.835037590415595e-09
1958,8.350002644874621e-06,1.4062814024384807e-08,1.6544486891589827e-09
1959,8.601004992669914e-06,2.8677767716089875e-08,8.525822714489095e-09
1960,8.62266642798204e-06,9.689166802218097e-09,3.460416619915918e-09
1961,8.738004908082075e-06,2.91822690456911e-08,5.55852741612739e-09
1962,9.021432560984977e-06,1.4586500007851555e-08,9.512934440181198e-09
1963,9.465008588449564e-06,1.681173777967615e-08,9.69907976156037e-09
1964,8.91301351657603e-06,1.8251904876365188e-08,5.475571551727398e-09
1965,9.082497854251415e-06,2.0793764932136583e-08,8.20806533852192e-09
1966,8.979393896879628e-06,1.9386762417639147e-08,4.431259803538978e-09
1967,8.688730304129422e-06,9.367637332502454e-09,7.395503320850594e-09
1968,9.58243526838487e-06,1.8414805680322388e-08,8.084548142051062e-09
1969,9.308332664659247e-06,1.9075383050903838e-08,9.537691525451919e-09
1970,8.613871614215896e-06,1.0577067222072856e-08,5.978342709767048e-09
1971,8.578555025451351e-06,1.3359833239690033e-08,6.679916619845017e-09
1972,8.638654435344506e-06,1.2825367434743384e-08,9.747279428040656e-09
1973,8.48482068249723e-06,1.0475087464101307e-08,7.718485406371656e-09
1974,8.539617738279048e-06,1.518904291231138e-08,6.1881286761433785e-09
1975,8.487259947287384e-06,1.770558810676448e-08,8.567219822452898e-09
1976,8.585145224060398e-06,1.199840671262109e-08,6.8562320265641574e-09
1977,8.493125278619118e-06,8.22749424145286e-09,7.052138428775834e-09
1978,8.321580025949515e-06,1.3069301196821925e-08,1.0099005187669263e-08
1979,8.361299478565343e-06,1.9311512389208474e-08,1.345953837272873e-08
1980,8.626078852103092e-06,2.7288724169238776e-08,1.193881615790815e-08
1981,8.411715498368721e-06,1.8344094243616382e-08,1.0753434587229549e-08
1982,8.430409252468962e-06,2.483000827169235e-08,1.2415004135846175e-08
1983,8.543991498299874e-06,1.326216381158929e-08,1.0104505676622466e-08
1984,8.412042006966658e-06,1.333771937339634e-08,9.278413592994639e-09
1985,8.67804374138359e-06,1.4437339324047116e-08,3.609334831011779e-09
1986,8.732166861591395e-06,1.7384007122700496e-08,1.4386765556650971e-08
1987,8.38159667182481e-06,7.332980445085013e-09,9.777306964053878e-09
1988,8.41136625240324e-06,1.739000587974715e-08,1.199310784016916e-08
1989,8.596594852861017e-06,1.8110803523541108e-08,9.878619700032232e-09
1990,8.49826119520003e-06,1.689081763345257e-08,9.80757164370516e-09
1991,8.580012945458293e-06,1.3481369798284959e-08,8.20605094986604e-09
1992,8.767974577494897e-06,1.2121876835635703e-08,4.4079553340736766e-09
1993,8.617344974481966e-06,1.938722604677423e-08,9.416652346772025e-09
1994,8.757433533901349e-06,1.5824779708850656e-08,7.912389854425328e-09
1995,8.493184395774733e-06,1.3556126887692699e-08,8.133675954979935e-09
1996,8.560698006476741e-06,1.6014276127407356e-08,1.2811421257197253e-08
1997,8.779931704339106e-06,1.6302641014931396e-08,2.4453962410575514e-08
1998,8.739503755350597e-06,1.8118891276230897e-08,5.2449422582867555e-08
1999,9.008780580188613e-06,1.7366764026860437e-08,3.519054914136177e-08
2000,8.72649616212584e-06,1.590491294223284e-08,1.0161472552283612e-08
2001,9.043696991284378e-06,1.796296800193886e-08,8.324302136486494e-09
2002,8.99640053830808e-06,1.6648641576466616e-08,4.381221607729913e-09
2003,9.41224516282091e-06,1.6250998768896352e-08,5.000307723435071e-09
2004,9.354014764539897e-06,1.7178685141061578e-08,3.523833003171717e-09
2005,9.238991879101377e-06,1.6213498099659773e-08,6.305249655724765e-09
2006,9.018179298436735e-06,1.523619275189958e-08,7.000412693969338e-09
2007,9.229644092556555e-06,1.3581230362547103e-08,7.589511241690161e-09
2008,9.411495739186648e-06,1.4901038625225738e-08,6.3861596011349775e-09
2009,9.68801396084018e-06,1.5735034608610476e-08,5.245011536203492e-09
2010,1.0514218956814148e-05,1.747803501928047e-08,4.723793023408973e-10
2011,1.0544602446316276e-05,1.1089518636708817e-08,6.883149605840799e-09
2012,1.1955055015278049e-05,1.6340413466764403e-08,1.7021263287730903e-09
2013,1.29264790302841e-05,2.147626254611623e-08,5.578250084070646e-10
2014,1.271506062039407e-05,2.1870995681183558e-08,8.661780737106994e-10
2015,1.242678627022542e-05,2.2609068395240683e-08,8.866301581811342e-10
2016,1.3005323125980794e-05,3.06558334273177e-08,1.86420612280358e-09
2017,1.270207667403156e-05,2.0628013075452145e-08,1.509366853724714e-09
2018,1.2890295693068765e-05,2.452393310647949e-08,4.3884935685412074e-09
2019,1.2160558981122449e-05,2.5764975930542278e-08,1.53059265262101e-09
