year,soient_VERB aux_ADP,soient_VERB tôt_ADV
1867,7.182160999263942e-08,4.85281148598915e-10
1868,7.459209516724741e-08,4.93987406535723e-10
1869,6.495080562274325e-08,4.395167341186834e-09
1870,6.07809180763752e-08,0.0
1871,2.1242353653860846e-08,4.248470908407853e-09
1872,4.8378715256092164e-08,0.0
1873,7.243065569539908e-08,2.3944017879529156e-09
1874,6.691562004501606e-08,1.1949218281515073e-09
1875,6.293679666313778e-08,5.721527251978387e-09
1876,7.617978403651193e-08,4.232210137899983e-09
1877,6.246663986075873e-08,0.0
1878,1.0508014192112114e-07,0.0
1879,7.575563010231434e-08,1.221865053580018e-09
1880,4.2357783947011285e-08,4.492492600149944e-09
1881,7.181682759593855e-08,0.0
1882,4.725323421439498e-08,3.3276925659464496e-09
1883,5.497824728806222e-08,0.0
1884,2.970763723908476e-08,6.601696966868076e-10
1885,8.057044498244181e-08,1.933690763067375e-09
1886,6.19532518619792e-08,1.2906927748801422e-09
1887,6.33305690111996e-08,1.3057849246322917e-09
1888,5.389522517162959e-08,6.340614699951175e-10
1889,5.450668838502537e-08,0.0
1890,3.277193122430688e-08,0.0
1891,3.314594465564369e-08,7.649063604731055e-09
1892,5.7043461065831025e-08,1.2537024751679837e-09
1893,6.096832561031107e-08,6.158416554491453e-10
1894,4.2220313245522334e-08,2.520615716150587e-09
1895,5.657497581523785e-08,0.0
1896,5.89702899844724e-08,5.89702897624278e-10
1897,4.777905004971217e-08,1.7480140668268973e-09
1898,5.092519517191363e-08,1.13167097914868e-09
1899,7.24112787509057e-08,0.0
1900,5.346784814896921e-08,0.0
1901,4.750428006516927e-08,0.0
1902,4.861181041038165e-08,0.0
1903,5.7242334206009104e-08,4.320176216765503e-09
1904,6.288311116264822e-08,0.0
1905,7.379885635927508e-08,0.0
1906,6.94464927231131e-08,0.0
1907,4.937129771676041e-08,1.028568674676933e-09
1908,7.17062815791536e-08,1.964555629285769e-09
1909,6.87622933592813e-08,1.1001967115120692e-09
1910,6.519863571252671e-08,0.0
1911,6.278041275731283e-08,5.320374141248863e-10
1912,5.2094211611120045e-08,0.0
1913,6.045408362798099e-08,0.0
1914,5.424362337080879e-08,4.018046340092951e-09
1915,5.5369582252495775e-08,0.0
1916,9.339342454950383e-08,2.197492410260793e-09
1917,5.3735480953776005e-08,1.0966424435210342e-09
1918,8.040463228553563e-08,0.0
1919,7.826671422073161e-08,0.0
1920,5.6791737534922504e-08,7.572231730534895e-10
1921,5.75528811830317e-08,2.2718242842501013e-09
1922,3.6889676535700744e-08,7.377935484775833e-10
1923,7.006525892805371e-08,0.0
1924,4.898817340670547e-08,0.0
1925,4.729216551702109e-08,0.0
1926,5.350146603522177e-08,0.0
1927,3.7907366134959375e-08,1.1149224876660924e-09
1928,4.227635086451187e-08,6.8556245125250825e-09
1929,5.7930112706827686e-08,0.0
1930,4.8316575629314684e-08,9.453243521306831e-09
1931,3.307553431142196e-08,1.1405356659111021e-09
1932,4.383814555808385e-08,1.0959536611565568e-09
1933,3.097078660196928e-08,1.1470662197865522e-09
1934,4.67281626725935e-08,2.3963160344919743e-09
1935,7.659701850570855e-08,5.98414207075848e-09
1936,4.607391712596609e-08,2.424942913137329e-09
1937,4.0291578073947676e-08,0.0
1938,4.926781471681352e-08,0.0
1939,6.882323067003426e-08,6.117620188206274e-09
1940,5.325144059042941e-08,0.0
1941,6.198155233505531e-08,0.0
1942,4.551317789314169e-08,0.0
1943,5.2258233296242906e-08,0.0
1944,6.105053529381621e-08,3.2131861615880553e-09
1945,4.357008265287732e-08,0.0
1946,5.4292305762260185e-08,0.0
1947,4.41072234291795e-08,1.1920870957027319e-09
1948,5.435943961629164e-08,1.0871887834440486e-09
1949,5.3011844247663475e-08,1.9634016634739737e-09
1950,4.679559073572648e-08,2.1270722960764488e-09
1951,3.944718685033877e-08,2.1322803522849654e-09
1952,5.1669539757881466e-08,0.0
1953,5.925604895651304e-08,0.0
1954,5.570345606997762e-08,9.772536113672459e-10
1955,5.255940394022218e-08,0.0
1956,3.9245135585730395e-08,1.744228317335228e-09
1957,3.975766915687018e-08,1.7670075402875796e-09
1958,4.467011632813822e-08,0.0
1959,4.5729413145068065e-08,7.750747821333448e-10
1960,3.0451666577224756e-08,0.0
1961,4.3773405122848885e-08,0.0
1962,4.946725840060395e-08,1.2683912808952869e-09
1963,3.427008365974871e-08,1.2932106496776896e-09
1964,5.77976990712159e-08,0.0
1965,4.213473420167091e-08,1.0944086747954884e-09
1966,6.314545242247505e-08,2.215629901769489e-09
1967,4.240088535834019e-08,2.9582012395223956e-09
1968,4.850729085070782e-08,2.6948494546985557e-09
1969,5.268438882377602e-08,2.7250546263957176e-09
1970,4.552737709051513e-08,2.2993624781975086e-09
1971,3.751030075438422e-08,4.1107179882260425e-09
1972,4.873639625202486e-08,3.0780880067027283e-09
1973,4.6310912438229934e-08,2.205281512956958e-09
1974,4.7817358961310674e-08,0.0
1975,3.4268879289811593e-08,5.711480177694739e-10
1976,4.9707683302813166e-08,1.142705374768127e-09
1977,5.6417106375494797e-08,0.0
1978,4.6930672681355645e-08,0.0
1979,4.9156575698816596e-08,2.3407893401383717e-09
1980,3.354238842234736e-08,1.1370301367108482e-09
1981,5.186950741142837e-08,2.5302198114474095e-09
1982,4.221101690404794e-08,4.345251713999687e-09
1983,3.410270821291306e-08,1.2630632095778083e-09
1984,4.349256244040589e-08,2.8995041922996734e-09
1985,3.368712597762169e-08,1.8046674155058895e-09
1986,2.937297871596911e-08,1.1988970927134801e-09
1987,3.727598363312268e-08,0.0
1988,3.657897806874644e-08,0.0
1989,5.3783597353529444e-08,4.390497743145261e-09
1990,3.0512445514663256e-08,5.44865097484859e-10
1991,2.5790447111262438e-08,1.1722930404189924e-09
1992,4.0773585396891576e-08,1.1019888335184191e-09
1993,3.877445209354846e-08,2.2156829704300662e-09
1994,4.747434090290881e-08,2.1099706426497278e-09
1995,3.3619194539369346e-08,0.0
1996,3.79004558848095e-08,2.6690460952494277e-09
1997,3.883864607701071e-08,1.917957792585412e-09
1998,4.5297227302398824e-08,1.9072516899143466e-09
1999,4.5702012840820316e-08,1.3710603763428253e-09
2000,3.269343196166119e-08,8.836062992401139e-10
2001,4.687896648647438e-08,2.6287270138425356e-09
2002,4.4250338504525644e-08,0.0
2003,4.208592163656988e-08,2.9168460979889232e-09
2004,3.920264185497402e-08,8.809582507929292e-10
2005,4.323599556155244e-08,1.8014998381943315e-09
2006,4.9002888857785365e-08,8.235779835885637e-10
2007,3.7148659259855776e-08,1.997239706952314e-09
2008,3.9594187484226495e-08,1.2772318758180745e-09
2009,4.100645667470815e-08,2.860915504498962e-09
2010,3.070465481869178e-08,1.4171379625338432e-09
2011,3.976930784688193e-08,3.82397197240536e-10
2012,2.893614839405423e-08,3.744677901096338e-09
2013,3.0122549399269616e-08,2.7891249310130206e-09
2014,3.746220303413317e-08,0.0
2015,3.56868632422902e-08,1.10828768384863e-09
2016,3.645558566134355e-08,1.0356699942093428e-09
2017,3.2954506679061524e-08,0.0
2018,3.4591653985671655e-08,0.0
2019,3.418323757387043e-08,0.0
