year,fut_VERB en_PRON,fut_VERB tant_ADV
1906,9.61962527412652e-08,1.1883066264317677e-07
1907,1.0594257560114784e-07,1.0902827796144265e-07
1908,8.742272683548435e-08,1.0313917186977051e-07
1909,7.701377313651392e-08,1.0506878567184685e-07
1910,7.054278938767311e-08,1.4322323238502577e-07
1911,8.406190943333058e-08,1.2556083106574079e-07
1912,9.42905273859651e-08,1.3648683250266913e-07
1913,1.2355965850474604e-07,1.0287799767638717e-07
1914,7.165515825136026e-08,1.3192584447097033e-07
1915,7.068457108516668e-08,7.775302890422608e-08
1916,8.680095220370276e-08,8.46034566848175e-08
1917,7.23783983858084e-08,1.2282394834528532e-07
1918,7.121553124989077e-08,1.0452602339228179e-07
1919,9.115770183143468e-08,9.944476175860473e-08
1920,9.16240026072046e-08,1.1055458060127421e-07
1921,7.118382683302116e-08,1.2419306472111202e-07
1922,7.820611358511087e-08,1.158335862783133e-07
1923,9.660512745313099e-08,1.4119210334229138e-07
1924,6.83256118350073e-08,1.5083200821663922e-07
1925,1.286786783794014e-07,1.550743036204949e-07
1926,7.467912865877224e-08,1.8168205428992223e-07
1927,1.583189970233434e-07,1.3825038536197098e-07
1928,1.0511958237202634e-07,1.428255131941114e-07
1929,8.466708578680482e-08,1.7156226306269673e-07
1930,6.617270287279098e-08,1.1869072125136881e-07
1931,8.782124893969012e-08,9.808606904471162e-08
1932,1.0411559969725204e-07,1.2713061892100086e-07
1933,9.291236580111217e-08,8.488289893193723e-08
1934,1.0783422510485252e-07,1.0423974572404404e-07
1935,1.1609235883724978e-07,1.7354011561110383e-07
1936,9.82101866497942e-08,1.297344454087579e-07
1937,9.94698368117497e-08,9.821071955684602e-08
1938,1.0890779833516717e-07,8.168085230408906e-08
1939,8.258787431714154e-08,1.1011716338771294e-07
1940,6.846613587185857e-08,1.0650288118085882e-07
1941,7.37875680556499e-08,1.4167213180371618e-07
1942,9.709477666319799e-08,1.061974117533282e-07
1943,6.387117679196308e-08,1.8580705329895864e-07
1944,9.639558129492798e-08,7.069009200222354e-08
1945,8.714016530575464e-08,5.446259976338297e-08
1946,8.631084824628488e-08,1.1136883415474585e-07
1947,1.001353169272079e-07,9.775114051535638e-08
1948,8.914948068650119e-08,9.675979839585125e-08
1949,1.0406029105070047e-07,6.184715317658629e-08
1950,6.062155932795577e-08,1.1273483124796257e-07
1951,1.4499507017262658e-07,9.701875569589902e-08
1952,8.541291407482277e-08,8.119499028680366e-08
1953,1.1958948675783176e-07,8.726799904934524e-08
1954,1.3192924086524727e-07,2.179275497837807e-07
1955,1.0511880788044436e-07,7.883910768669011e-08
1956,1.0988638621256541e-07,9.506044307272532e-08
1957,1.0602045108498714e-07,1.1043797343290862e-07
1958,9.34763519921944e-08,8.024075981438727e-08
1959,1.1548614509138133e-07,8.060777645368944e-08
1960,1.045045863179439e-07,1.259591613234079e-07
1961,9.4494964741898e-08,9.102088682766407e-08
1962,1.179603899004178e-07,1.0527647731350953e-07
1963,1.1832877788719998e-07,6.53071410283701e-08
1964,1.381060741323381e-07,1.0951143281090481e-07
1965,1.548588244304483e-07,1.3406506127466855e-07
1966,1.556479958253476e-07,1.2352136025128857e-07
1967,1.528403998918293e-07,1.291747935283638e-07
1968,1.6708067107629176e-07,1.3204763149587961e-07
1969,1.5986987023097754e-07,9.401438916256666e-08
1970,1.6463435770219803e-07,1.053108036330741e-07
1971,1.608318456192137e-07,9.506035070216967e-08
1972,1.8160720571813727e-07,1.0260293947794707e-07
1973,1.433432998965145e-07,6.450448353234606e-08
1974,1.676420424701064e-07,7.425754944279106e-08
1975,1.6449062911760848e-07,9.595287053798529e-08
1976,1.6912039768612885e-07,5.370715427943651e-08
1977,1.4985793939104042e-07,5.641710743020667e-08
1978,1.8297021142643644e-07,8.851480970406556e-08
1979,1.7263320728488907e-07,1.2464703047498915e-07
1980,1.637323379100053e-07,6.310516909024955e-08
1981,1.8533860668412672e-07,5.8827609450418095e-08
1982,1.7194781776197487e-07,7.883527786134437e-08
1983,1.5788289431384328e-07,5.999550012347754e-08
1984,1.6643154765461077e-07,7.712681338034599e-08
1985,1.6061540009104647e-07,5.594468888148185e-08
1986,1.76837318122125e-07,6.71382380801333e-08
1987,1.3016040156799136e-07,1.5949231624290405e-07
1988,1.6550488624034188e-07,1.1093624863178775e-07
1989,1.7616872582948417e-07,7.024796389032417e-08
1990,1.9560657449346763e-07,7.41016563665653e-08
1991,1.8170541693507403e-07,1.2484920830502233e-07
1992,1.878890998341376e-07,6.942529751086113e-08
1993,2.11597722454826e-07,9.472044837366411e-08
1994,2.0519463816981443e-07,6.435410426774979e-08
1995,1.8653230426934897e-07,7.211859553990507e-08
1996,2.1298987462614605e-07,1.0035613229320006e-07
1997,1.9659067618249537e-07,9.829533809124769e-08
1998,1.8071209240133612e-07,8.868720158261567e-08
1999,1.704685104186865e-07,8.089256198218209e-08
2000,1.7981388111820706e-07,1.2503029722665815e-07
2001,1.9671641382501548e-07,9.112920196230334e-08
2002,1.761250985055085e-07,6.528019724783007e-08
2003,2.079294603163362e-07,6.667076490884938e-08
2004,1.79715485160159e-07,7.135761848076072e-08
2005,2.040198552322181e-07,9.998323946547316e-08
2006,1.6677454084401688e-07,9.594683803015869e-08
2007,1.7016482445342263e-07,7.589510886418793e-08
2008,1.5156484778344748e-07,7.493093789889826e-08
2009,1.5019806198779406e-07,5.960240656577298e-08
2010,1.4596520259146928e-07,6.424358645062966e-08
2011,1.246614829142345e-07,6.156594878348187e-08
2012,1.2493607925989636e-07,5.2425491503527155e-08
2013,1.2327932097377925e-07,6.024509957569535e-08
2014,1.4270283088535507e-07,6.539644203940043e-08
2015,1.2700976981250278e-07,5.962587579233514e-08
2016,1.037741341747278e-07,7.063269436002884e-08
2017,1.0112757564684216e-07,3.773417134311785e-08
2018,1.1255195175863264e-07,5.292006832746665e-08
2019,1.1479444594897359e-07,4.719327506563786e-08
