year,fût_VERB en_ADP,fût_VERB tant_ADV
1905,1.3061880963505246e-06,5.676835002077496e-09
1906,1.184191319225647e-06,5.144184633820714e-09
1907,1.2306824146435247e-06,7.199980611716228e-09
1908,1.2641914963751333e-06,7.367083831866239e-09
1909,1.2861299865107867e-06,7.701377313651392e-09
1910,1.1356320328559377e-06,5.34415089958884e-09
1911,1.1949559848289937e-06,7.448523575703803e-09
1912,1.1945203368668444e-06,1.0418842677495377e-08
1913,1.1921121085833875e-06,5.833288518886093e-09
1914,1.1444734582255478e-06,1.0714789944188396e-08
1915,1.1945692222070647e-06,1.1780761921542648e-09
1916,1.1646709481283324e-06,4.394984820521586e-09
1917,1.2370127251415397e-06,9.869782324756216e-09
1918,1.1578267731238157e-06,4.594550517822427e-09
1919,1.1758422715502093e-06,2.762354567309444e-09
1920,1.147950342783588e-06,6.057785384427916e-09
1921,1.1404557653804659e-06,8.330022005509363e-09
1922,1.2549868415590026e-06,1.0329110011753073e-08
1923,1.2611745887625148e-06,1.0615948120573648e-09
1924,1.1782944966398645e-06,6.445812328337297e-09
1925,1.2295962505959324e-06,1.0998178368026856e-08
1926,1.2349921689747134e-06,1.0031524944054127e-08
1927,1.2197251635370776e-06,1.7838759802657478e-08
1928,1.0671922154870117e-06,1.1426041224282812e-09
1929,1.2499535841925535e-06,1.5596569369336066e-08
1930,1.1270366258031572e-06,8.402882833991043e-09
1931,1.1063195870519849e-06,1.4826963656844327e-08
1932,1.0630750466589234e-06,5.4797681947604815e-09
1933,9.910652352118632e-07,0.0
1934,9.741024769027717e-07,1.0783422155213884e-08
1935,1.1669077366605052e-06,1.4361940969820353e-08
1936,9.639147720008623e-07,2.182448710641438e-08
1937,9.367792017656029e-07,0.0
1938,9.607224455976393e-07,1.2965214457594243e-09
1939,1.0277601631969446e-06,7.647025235257843e-09
1940,7.303054871954373e-07,0.0
1941,8.79547769727651e-07,1.4757512545315876e-08
1942,9.527424822408648e-07,9.102635090130207e-09
1943,1.1409714488763711e-06,5.806470415592457e-09
1944,1.0185800647377619e-06,3.2131861615880553e-09
1945,9.628987527321442e-07,8.714016175304096e-09
1946,1.0510433412491693e-06,6.960552134671616e-09
1947,1.1122172054456314e-06,4.7683483828109274e-09
1948,9.371567557536764e-07,1.0871888278529696e-08
1949,9.021830464917002e-07,3.9268033269479474e-09
1950,1.044392547555617e-06,5.317680518146517e-09
1951,1.0629418056851136e-06,1.9190522948520083e-08
1952,7.634437793058169e-07,8.435843135146115e-09
1953,8.629835974716116e-07,7.54167928107563e-09
1954,1.0075484624394448e-06,7.818028890937967e-09
1955,8.203021479857853e-07,3.754243138587299e-09
1956,8.258921297965571e-07,3.488456634670456e-09
1957,6.661618385805923e-07,1.0602045463770082e-08
1958,8.048892823353526e-07,5.790570245522986e-09
1959,7.991021107045526e-07,4.650448914844674e-09
1960,8.346524964508717e-07,4.152500121534786e-09
1961,7.879212375883071e-07,8.33779090214648e-09
1962,7.534244446105731e-07,8.8787386332001e-09
1963,8.780900202509656e-07,7.1126584622049904e-09
1964,8.766998575993057e-07,7.300761772910391e-09
1965,8.727909062145045e-07,6.5664522708175355e-09
1966,8.075970754362061e-07,7.200797291773142e-09
1967,8.810509939394251e-07,1.2818872185960117e-08
1968,9.086134014069103e-07,8.084548142051062e-09
1969,8.293249607049802e-07,9.991866889436096e-09
1970,7.252189107020968e-07,6.438214850135182e-09
1971,7.758980018479633e-07,7.193756701440179e-09
1972,6.761533768440131e-07,9.747279428040656e-09
1973,6.95215021551121e-07,3.3079223804577396e-09
1974,5.912475558034203e-07,1.1251143350321513e-09
1975,5.814287078464986e-07,2.8557400888473694e-09
1976,6.004916599522403e-07,3.4281160132820787e-09
1977,5.500667725755193e-07,1.7630346071939584e-09
1978,6.124749916125438e-07,4.158414057542359e-09
1979,6.583470053556084e-07,8.777959692451986e-09
1980,5.611243523162557e-07,9.096241093686785e-09
1981,4.845371108785912e-07,5.69299452024552e-09
1982,5.015662054574932e-07,4.966001831974154e-09
1983,5.020676212552644e-07,2.5261264191556165e-09
1984,4.6276088028207596e-07,3.479405208395292e-09
1985,5.059084173808515e-07,7.218669662023558e-09
1986,5.30511954366375e-07,5.994485352545098e-09
1987,5.151418349669257e-07,6.110816741511371e-09
1988,4.953153620590456e-07,5.396898483667201e-09
1989,5.098465294395282e-07,3.841685636274406e-09
1990,4.952823928761063e-07,2.179460389939436e-09
1991,4.566081486245821e-07,3.5168792322792797e-09
1992,6.386025006577256e-07,6.060938417817852e-09
1993,4.5144540194996807e-07,6.093128224193833e-09
1994,4.847657351092494e-07,5.802419433820205e-09
1995,4.5711260554526234e-07,3.253470381991974e-09
1996,4.564068945001054e-07,3.2028553142993132e-09
1997,4.0852501115296036e-07,3.835915585170824e-09
1998,4.1005910134117585e-07,4.7681290027412615e-09
1999,4.277708285371773e-07,2.285100553223174e-09
2000,3.817179106135882e-07,2.6508188977203417e-09
2001,4.192819744730514e-07,1.7524847129024579e-09
2002,4.122729535538383e-07,4.381221607729913e-09
2003,4.5502798684537993e-07,1.2500769308587678e-09
2004,4.241813940097927e-07,8.80958239690699e-09
2005,4.3731409959946177e-07,7.205999352777326e-09
2006,4.550268499770027e-07,4.529678854225949e-09
2007,4.2101814301531704e-07,1.997239706952314e-09
2008,4.0658548527972016e-07,4.257439734089985e-09
2009,4.391505399325979e-07,8.105927484791664e-09
2010,4.860783064941643e-07,4.723792912386671e-09
2011,5.204425974625337e-07,3.823971805871906e-09
2012,6.655313882220071e-07,4.765953853791416e-09
2013,7.633835252818244e-07,5.857162754807632e-09
2014,8.531853836757364e-07,9.744502982300673e-09
2015,8.64021103552659e-07,7.093041265449074e-09
2016,9.66487277764827e-07,9.735297901158901e-09
2017,5.695343929801311e-07,4.024978128569501e-09
2018,7.284899083970231e-07,6.711813327342497e-09
2019,7.175928544711496e-07,4.08158040698936e-09
