year,eut_VERB en_PRON,eut_VERB tant_ADV
1922,5.1645550058765366e-08,3.275803237556829e-07
1923,4.140219900250486e-08,3.556342562660575e-07
1924,3.738571052736006e-08,2.9006153567934234e-07
1925,3.959344141435395e-08,3.60740244786939e-07
1926,4.0126099776216506e-08,3.800833212608268e-07
1927,3.7907366134959375e-08,3.021440022621391e-07
1928,4.570416578530967e-08,3.302126003745798e-07
1929,2.8965056131369238e-08,2.896505577609787e-07
1930,2.8359728787563654e-08,2.793958628899418e-07
1931,4.1059283972799676e-08,2.668853369414137e-07
1932,3.9454331357546835e-08,2.1151905116312264e-07
1933,3.785318369864399e-08,1.8811886093317298e-07
1934,3.714289675826876e-08,2.51613187174371e-07
1935,3.231436807027421e-08,2.2620056938649213e-07
1936,3.273672888326473e-08,1.9884531354819046e-07
1937,2.5182236740306507e-08,2.543405912547314e-07
1938,2.463390735840676e-08,1.659547450572063e-07
1939,2.5999884911698246e-08,2.0952849411060015e-07
1940,2.2822046474857416e-08,1.7750480196809804e-07
1941,3.836953510472085e-08,2.3316870567668957e-07
1942,5.76500234217292e-08,2.912843228841666e-07
1943,4.935499831049128e-08,2.2645234309948137e-07
1944,4.4984606262232774e-08,2.3777577951022977e-07
1945,3.485606470121638e-08,2.1567190344740084e-07
1946,4.872386583087973e-08,2.0881655871107796e-07
1947,2.7418003867296648e-08,2.562987333476485e-07
1948,3.4790041070209554e-08,2.20699320152562e-07
1949,3.239612667016445e-08,2.3462649778593914e-07
1950,2.9779013033248702e-08,2.2653320286281087e-07
1951,3.1984203729962246e-08,2.420138116576709e-07
1952,3.1634410646574906e-08,1.581720567855882e-07
1953,4.955960619668076e-08,1.6160741722615057e-07
1954,2.443134050622575e-08,2.1499579361261567e-07
1955,2.815682265122632e-08,2.046062519411862e-07
1956,2.52913103793162e-08,1.9186511224233982e-07
1957,3.180613461495341e-08,1.7758425485681073e-07
1958,3.8052320405768114e-08,1.6048151962877455e-07
1959,2.5577467255288866e-08,1.643158498154662e-07
1960,2.2146666722733244e-08,1.9032292186693667e-07
1961,3.543561177821175e-08,1.952432739926735e-07
1962,3.2343976386073336e-08,2.0167421155292686e-07
1963,3.168366191630412e-08,2.2178562630870147e-07
1964,4.076258619534201e-08,2.2814880651367275e-07
1965,2.7360217202954118e-08,2.2927861209609546e-07
1966,4.3204781974282014e-08,2.254403455026477e-07
1967,5.8177960227112635e-08,2.3123273251712817e-07
1968,5.030385707982532e-08,2.533158465212182e-07
1969,5.04135115875215e-08,1.8666624157503975e-07
1970,5.3805081279278966e-08,2.0694263014320313e-07
1971,2.980270608077262e-08,1.8600998430429172e-07
1972,5.643161671287089e-08,2.2829154033843224e-07
1973,6.670976659961525e-08,1.9296213338293455e-07
1974,4.6692246513657665e-08,1.2601280729995779e-07
1975,3.5982324675387645e-08,1.3364864059894899e-07
1976,3.9994688449951354e-08,1.6169281025213422e-07
1977,4.7014253823363106e-08,1.204740271987248e-07
1978,2.613860239364385e-08,1.5683161791457678e-07
1979,4.7400984470868934e-08,1.6561084237309842e-07
1980,5.571447658780926e-08,1.5463609770449693e-07
1981,4.7441620409927054e-08,1.60036407237385e-07
1982,3.5382761609525915e-08,1.2477079280870385e-07
1983,5.304865524635716e-08,1.4083154553645727e-07
1984,2.4355836458767044e-08,1.1250076425994848e-07
1985,3.007778914820847e-08,1.3414694421953754e-07
1986,3.7765257587807355e-08,1.4746434828794008e-07
1987,3.727598141267663e-08,1.4971500661431492e-07
1988,3.8377944377998574e-08,1.4991384489349002e-07
1989,3.1831110192115375e-08,1.3830067757680808e-07
1990,2.942271493111548e-08,1.2531897652934276e-07
1991,3.985796226402272e-08,1.307106742842734e-07
1992,4.187557678392295e-08,1.515234657745168e-07
1993,4.09901339537555e-08,1.4180371010752424e-07
1994,3.9034457444131476e-08,1.3503812112958258e-07
1995,3.3619194539369346e-08,1.0844901510154159e-07
1996,3.6299027783570637e-08,1.3505373885891458e-07
1997,4.315404922294874e-08,1.2706470897683175e-07
1998,2.860877579280441e-08,1.201568551323362e-07
1999,4.524499175317942e-08,1.3299285228640656e-07
2000,3.048441854502926e-08,1.148688184571256e-07
2001,3.417345340039901e-08,1.4677058857159864e-07
2002,2.9354184860608257e-08,1.1654049103526631e-07
2003,3.041853702256958e-08,1.108401477267762e-07
2004,2.2023955992267474e-08,1.228936810093728e-07
2005,3.1526248278623825e-08,1.261049931144953e-07
2006,3.417848759568187e-08,1.2765458734520507e-07
2007,2.7961355897332396e-08,1.2662499671023397e-07
2008,3.405951787271988e-08,1.0515876169847616e-07
2009,2.7178696626606325e-08,1.0442341391581067e-07
2010,2.7870378005445673e-08,8.786255278891986e-08
2011,2.0267052036615496e-08,9.101053422000405e-08
2012,1.7702113552786614e-08,1.0008503181779815e-07
2013,1.7571487376244477e-08,1.115650007932345e-07
2014,1.8406284496563785e-08,1.3534032916595606e-07
2015,2.5047301122071985e-08,1.4363408240569697e-07
2016,2.278474120487317e-08,1.6632860422305384e-07
2017,1.509366853724714e-08,8.854951971670744e-08
2018,1.884470712809616e-08,1.146171229038373e-07
2019,2.0918099252753564e-08,1.1862093174386246e-07
