year,grand_ADJ acte_NOUN,grand_ADJ tact_NOUN
1901,5.180760922485206e-07,3.353243371861936e-08
1902,3.761277298508503e-07,4.370152595356558e-08
1903,4.7251927526303916e-07,4.428180488957878e-08
1904,5.036023935645062e-07,4.407192477628996e-08
1905,4.60855773098956e-07,5.5736197879241445e-08
1906,4.336547476668784e-07,5.401393821102829e-08
1907,4.1039891129912576e-07,6.119983453345412e-08
1908,4.356402030225581e-07,3.6835416494795936e-08
1909,3.6911600886924134e-07,5.280944037622248e-08
1910,4.3768594082393975e-07,4.5959694716657395e-08
1911,4.059445473103551e-07,3.298632123005518e-08
1912,4.2300499103475886e-07,4.063348413296808e-08
1913,3.7280017295415746e-07,5.090870303092743e-08
1914,4.0180461269301304e-07,4.553785615257766e-08
1915,3.522447684645158e-07,2.3561524287174507e-08
1916,4.790533694176702e-07,3.29623865980011e-08
1917,3.728584374584898e-07,4.276905585243185e-08
1918,4.812791871700028e-07,3.5607765624945387e-08
1919,4.6315477675307193e-07,8.747456092805805e-08
1920,3.263631924710353e-07,2.8017257847068322e-08
1921,2.8473530733208463e-07,6.058198209757393e-08
1922,3.430739923260262e-07,3.7627472693202435e-08
1923,3.779277619742061e-07,3.927900849021171e-08
1924,3.58387154619777e-07,1.933743654092268e-08
1925,2.4745901328060427e-07,3.409435223034052e-08
1926,2.909142153839639e-07,3.343841470382358e-08
1927,3.177529208642227e-07,4.1252132376712325e-08
1928,3.279273812495376e-07,5.5987602110008083e-08
1929,3.108173416421778e-07,4.233354289340241e-08
1930,3.1090667107491754e-07,2.6259009189288918e-08
1931,2.81712317473648e-07,2.5091784650044247e-08
1932,2.9371557275226223e-07,3.3974561830518724e-08
1933,2.8561947829075507e-07,3.326492148403304e-08
1934,2.67189250280353e-07,3.1152108448395666e-08
1935,1.9627985636816447e-07,5.6250936353308134e-08
1936,2.1097002900205553e-07,2.7886843056990074e-08
1937,2.2538101518421172e-07,3.651424407280501e-08
1938,2.618973269363778e-07,2.463390735840676e-08
1939,1.9117562999326765e-07,7.647025235257843e-09
1940,2.5864986241685983e-07,1.2678914806940611e-08
1941,2.1250818349471956e-07,2.6563522936839945e-08
1942,2.0632640485018783e-07,1.517105907566929e-08
1943,2.29355578085233e-07,1.4516175816936538e-08
1944,2.666944567408791e-07,6.105053529381621e-08
1945,2.65777487129526e-07,2.6142048525912287e-08
1946,2.6589307822177943e-07,2.227376683094917e-08
1947,2.9325343575692386e-07,2.1457568166738383e-08
1948,2.533149938699353e-07,2.2830963786191205e-08
1949,2.061571677813845e-07,2.0615717133409817e-08
1950,2.222790556061227e-07,2.3397795700930146e-08
1951,1.8977294757860363e-07,2.5587365115598004e-08
1952,2.256588089721845e-07,1.4762725264461096e-08
1953,1.3467284531998303e-07,2.1547654327491728e-08
1954,1.504970583710019e-07,2.9317607896928166e-08
1955,1.4641548773397517e-07,2.0648336374051723e-08
1956,1.42154604532152e-07,1.744228228517386e-08
1957,1.5638016748198424e-07,1.3252556385623393e-08
1958,1.795076798316586e-07,2.3989505493204888e-08
1959,1.7671705165867024e-07,1.2401196514133517e-08
1960,1.660999942032504e-07,2.422291700554524e-08
1961,1.71619532807199e-07,1.528595028332802e-08
1962,1.6362247379220207e-07,1.8391673961559718e-08
1963,1.3966675282972574e-07,1.939815952312074e-08
1964,2.2997400606072915e-07,1.2167936880302932e-08
1965,1.7018055586959235e-07,9.849678406226303e-09
1966,1.5897144578502775e-07,1.7171132071780448e-08
1967,1.740408492878487e-07,2.7609878827661305e-08
1968,2.3804504678537342e-07,2.515192853991266e-08
1969,3.4971535001204757e-07,1.7712855182594467e-08
1970,1.6509422096078197e-07,2.4373242979436327e-08
1971,1.515827250386792e-07,2.209510974182649e-08
1972,1.431311034139071e-07,1.2312352026810913e-08
1973,1.3507349194696872e-07,1.874489363729026e-08
1974,1.2207490840410173e-07,1.5751600912494723e-08
1975,1.056623801787282e-07,1.770558810676448e-08
1976,1.4798034442264907e-07,1.085570122683066e-08
1977,1.3692901745798736e-07,1.7630345183761165e-08
1978,1.0217816992508233e-07,2.0198010375338527e-08
1979,1.7614439684621175e-07,2.808947208166046e-08
1980,1.0858637722321873e-07,1.6486936260662333e-08
1981,9.804601575069682e-08,8.855769451088236e-09
1982,1.1670104527183867e-07,9.932003663948308e-09
1983,8.462523481966855e-08,2.273513821648976e-08
1984,1.0844146203226046e-07,8.69851302098823e-09
1985,1.2031115659283387e-07,1.3234227935754461e-08
1986,8.871838730328818e-08,1.1988970705090196e-08
1987,1.1060578231081308e-07,1.099947066762752e-08
1988,1.1813210676336894e-07,1.8589316752581908e-08
1989,1.3336136817088118e-07,6.585746614717891e-09
1990,1.2749843847359443e-07,1.0897301727652575e-08
1991,1.1136783939491579e-07,1.1136783939491579e-08
1992,1.195657830521668e-07,1.0468894195980738e-08
1993,1.1023022494782708e-07,1.717154241021035e-08
1994,9.86411308190327e-08,1.160483886764041e-08
1995,1.1441371583487125e-07,8.675921314704738e-09
1996,1.1370136121513497e-07,1.4412848692302305e-08
1997,1.045287021383956e-07,9.58978851883785e-09
1998,1.1109741393511285e-07,1.4304387896402204e-08
1999,9.277508183913596e-08,1.553868322901053e-08
2000,1.4535324055486853e-07,1.3695897749244068e-08
2001,1.0777780801163317e-07,9.638665865452367e-09
2002,1.231123292200209e-07,1.270554239596322e-08
2003,8.833876563585363e-08,1.583430631058036e-08
2004,1.0659594806838868e-07,1.2333415178034102e-08
2005,1.531274875787858e-07,9.007498746882447e-09
2006,1.0006472450641013e-07,1.1941880373456115e-08
2007,9.98619853476157e-08,1.2382886716011399e-08
2008,8.812899920940254e-08,1.4475294740634581e-08
2009,1.1586708126287704e-07,1.907277002999308e-08
2010,8.124924022467894e-08,1.2281861749841028e-08
2011,8.833374920413917e-08,2.2561435386592166e-08
2012,1.0042545284250082e-07,1.599998711299122e-08
2013,1.1491194840118624e-07,2.342865101923053e-08
2014,1.1476859640424664e-07,2.2087540685333806e-08
2015,1.5117043972168176e-07,2.1500781599570473e-08
2016,2.464894635068049e-07,2.38204105329487e-08
2017,8.603390710959502e-08,1.8112402244696568e-08
2018,1.1048677350800062e-07,1.6005094138904497e-08
2019,1.1709033742590691e-07,1.2754938438774843e-08
