year,ont_VERB eu_VERB,ont_VERB tu_VERB
1800,2.362210761930328e-05,1.2576658381391326e-08
1801,2.500003574823495e-05,1.666827853519237e-08
1802,2.6243151296512224e-05,1.7902721083373763e-08
1803,2.211489663750399e-05,2.5354409016742352e-08
1804,2.432795736240223e-05,2.9662211131764593e-08
1805,2.517652501410339e-05,1.421438877713399e-08
1806,2.4070583094726317e-05,2.0171683878800195e-08
1807,2.3202685042633675e-05,1.9928686256776018e-08
1808,2.398865944996942e-05,2.945896104833423e-08
1809,2.3173135559773073e-05,3.8403519253549234e-08
1810,2.3927796064526774e-05,3.042164742339537e-08
1811,2.2247799279284663e-05,2.757784489659798e-08
1812,2.2961996364756487e-05,2.400487364440096e-08
1813,2.6123236239072867e-05,1.4378708224072057e-08
1814,2.9440310754580423e-05,4.405347819869121e-08
1815,2.6891319066635333e-05,3.236668177919455e-08
1816,2.431166467431467e-05,3.0128852301913867e-08
1817,2.4855484298313968e-05,2.023935474770866e-08
1818,2.360750841035042e-05,2.6226590454925258e-08
1819,2.4495759134879336e-05,2.380741526142316e-08
1820,2.6039806471089832e-05,1.3053129244156025e-08
1821,2.464583121764008e-05,1.873682797803866e-08
1822,2.455774665577337e-05,2.606660132187244e-08
1823,2.2165879272506572e-05,2.0753642027138142e-08
1824,2.2020367396180518e-05,1.9368558312748974e-08
1825,2.2145688490127213e-05,2.6416328902101327e-08
1826,2.1635052689816803e-05,1.9377565996236967e-08
1827,2.305147791048512e-05,1.1982455028203276e-08
1828,2.3053662516758777e-05,2.201352222730435e-08
1829,2.5049963369383477e-05,3.2578069852906566e-08
1830,2.4454549929942004e-05,3.1310508408211035e-08
1831,2.6826228349818848e-05,2.9623292041591753e-08
1832,2.500744267308619e-05,3.24719258149031e-08
1833,2.2680744223180227e-05,2.31672564465768e-08
1834,2.353701893298421e-05,2.4269781073726904e-08
1835,2.190799750678707e-05,2.0420337421001022e-08
1836,2.2298105250229128e-05,1.5457725044409898e-08
1837,2.35128009080654e-05,2.5744196663346486e-08
1838,2.2556510884896852e-05,1.9567702569389667e-08
1839,2.3313772544497624e-05,1.1885508022224656e-08
1840,2.3734097339911386e-05,2.3567847673433562e-08
1841,2.4334520276170224e-05,3.017657856929645e-08
1842,2.3593638616148382e-05,2.4149753308222444e-08
1843,2.5166984414681792e-05,2.0083497809242346e-08
1844,2.2509688278660178e-05,1.4270259640625227e-08
1845,2.272268829983659e-05,1.5624637417221976e-08
1846,2.4550265152356587e-05,2.2832554291696283e-08
1847,2.4737099010962993e-05,1.995492660000764e-08
1848,2.691046211111825e-05,7.24069959545659e-09
1849,2.5341863874928094e-05,1.1731181359664333e-08
1850,2.4255725293187425e-05,2.5798184921654865e-08
1851,2.3928063455969095e-05,2.1928091564760166e-08
1852,2.4230948838521726e-05,3.2552727180501506e-08
1853,2.3973125280463137e-05,2.2693341206192486e-08
1854,2.37540589296259e-05,1.7145692865483397e-08
1855,2.324916022189427e-05,9.021793090369101e-09
1856,2.3106831577024423e-05,1.7602443391773193e-08
1857,2.378808130742982e-05,2.0990489346672803e-08
1858,2.3395687094307505e-05,1.5170395550878624e-08
1859,2.339140701224096e-05,1.5276519604867644e-08
1860,2.387092899880372e-05,1.9681891200162838e-08
1861,2.4751263481448404e-05,1.4147890858851042e-08
1862,2.408448199275881e-05,1.7620147146901743e-08
1863,2.392023816355504e-05,1.6482248454963155e-08
1864,2.405275336059276e-05,2.0617331064620714e-08
1865,2.3730968678137287e-05,1.8827376602192913e-08
1866,2.38439351960551e-05,1.9949013108089275e-08
1867,2.3942800908116624e-05,1.1161466417775046e-08
1868,2.420735836494714e-05,1.0373735981339394e-08
1869,2.36699288507225e-05,1.1720445725060813e-08
1870,2.2608781364397146e-05,1.6055336615750093e-08
1871,2.624705302878283e-05,1.911811864374613e-08
1872,2.4807999579934403e-05,1.8746751706544273e-08
1873,2.361658334848471e-05,1.1972009161809183e-08
1874,2.3846458134357817e-05,8.364453130127458e-09
1875,2.4467539333272725e-05,7.437985338754061e-09
1876,2.4525053959223442e-05,1.1487428563938806e-08
1877,2.3651355149922892e-05,4.947852683123699e-09
1878,2.4172055418603122e-05,1.9928991790152395e-08
1879,2.42271398747107e-05,1.2829583506679398e-08
1880,2.3671584131079726e-05,1.2193907661384173e-08
1881,2.3812508516130038e-05,1.4642265677711208e-08
1882,2.345158100069966e-05,1.1314154280128719e-08
1883,2.35768220591126e-05,1.579834751908038e-08
1884,2.3578621039632708e-05,1.2543224237049344e-08
1885,2.3991944544832222e-05,1.1602144245337342e-08
1886,2.3326045266003348e-05,2.387781677937184e-08
1887,2.3665392291150056e-05,2.285123645862086e-08
1888,2.3699316443526186e-05,2.4728396885720372e-08
1889,2.449668500048574e-05,1.7542383545787743e-08
1890,2.515114647394512e-05,1.114245701261396e-08
1891,2.484415927028749e-05,1.1473596295275001e-08
1892,2.444594429107383e-05,1.3163875989263829e-08
1893,2.4098499125102535e-05,1.539604177480669e-08
1894,2.4139306333381683e-05,1.071261657159539e-08
1895,2.4207469323300757e-05,2.527818110387159e-08
1896,2.4017419491428882e-05,1.474257199651774e-08
1897,2.463767486915458e-05,1.1653426668090106e-08
1898,2.407403735560365e-05,7.92169685404076e-09
1899,2.37591902987333e-05,1.1055156790007459e-08
1900,2.379007673880551e-05,1.5573159317661123e-08
1901,2.400083940301556e-05,1.397184773432869e-08
1902,2.0876563212368637e-05,7.856454153909453e-09
1903,2.2968757548369467e-05,1.944079275340016e-08
1904,2.2548165361513384e-05,8.599400302955473e-09
1905,2.2629412342212163e-05,1.6514428768932277e-08
1906,2.2709516997565515e-05,7.716276839708769e-09
1907,2.2287540559773333e-05,1.6971383742792057e-08
1908,2.3174879970611073e-05,1.3751889627044989e-08
1909,2.1558355001616292e-05,1.8703344373260933e-08
1910,2.2308087864075787e-05,1.81701124146727e-08
1911,2.2075297238188796e-05,2.128149745317387e-08
1912,2.2017098672222346e-05,1.0939784245156403e-08
1913,2.1911422663833946e-05,2.863614512182977e-08
1914,2.2950411221245304e-05,1.0045115850232378e-08
1915,2.8244376153452322e-05,1.8849219074468238e-08
1916,2.6834679374587722e-05,2.8567401999524122e-08
1917,2.660564314282965e-05,1.9739563983378616e-08
1918,2.4569359084125608e-05,2.756730221875614e-08
1919,2.4243343432317488e-05,3.591060959706738e-08
1920,2.168005630664993e-05,2.953170374908609e-08
1921,2.1654272131854668e-05,4.2407387323972756e-08
1922,2.186967685702257e-05,2.4347187099760248e-08
1923,2.154188223357778e-05,1.9108707061121777e-08
1924,2.121832403645385e-05,2.191576153887098e-08
1925,2.0924033378832974e-05,2.4195991210618217e-08
1926,2.030380528594833e-05,2.675073285107743e-08
1927,2.0881383534288034e-05,2.229845030843336e-08
1928,2.1355270291678607e-05,1.9424270192303084e-08
1929,2.0764602595590986e-05,1.6710609784809094e-08
1930,2.117211442964617e-05,1.575540586884472e-08
1931,2.0488581867539324e-05,6.843213995466613e-09
1932,2.1025871319579892e-05,1.6439305028370654e-08
1933,2.1306754206307232e-05,1.9500125514326783e-08
1934,2.0319561372161843e-05,1.3179738189705859e-08
1935,1.9402981706662104e-05,1.795242532409702e-08
1936,2.0130662960582413e-05,1.2124715009775855e-08
1937,2.0308214516262524e-05,1.0072894518486919e-08
1938,2.0168687115074135e-05,1.8151300906765755e-08
1939,1.8874387023970485e-05,1.2235240376412548e-08
1940,1.8125776477972977e-05,1.0143131667916805e-08
1941,1.672026155574713e-05,1.7709016475464523e-08
1942,1.826898915169295e-05,3.6410540360520827e-08
1943,1.6876505469554104e-05,3.193558750780312e-08
1944,1.8006694517680444e-05,1.927911696952833e-08
1945,1.9175193301634863e-05,1.742803235060819e-08
1946,1.8989778254763223e-05,3.062643028073353e-08
1947,1.932849954755511e-05,1.6689219339838246e-08
1948,1.8733349861577153e-05,2.391815279167986e-08
1949,2.0062037947354838e-05,3.2396126559142147e-08
1950,1.837684067140799e-05,1.2762433998503298e-08
1951,1.857216193457134e-05,1.3859822622919182e-08
1952,1.8089611330651678e-05,2.7416489412068756e-08
1953,1.9096609321422875e-05,1.2928593307037772e-08
1954,1.8583454220788553e-05,1.5636057781875934e-08
1955,1.8403299691271968e-05,7.508486277174597e-09
1956,1.8761791579890996e-05,1.1337483840634377e-08
1957,1.851293745858129e-05,1.3252556385623393e-08
1958,1.8106286006513983e-05,1.4890038535497752e-08
1959,1.83382690011058e-05,1.3951345856355601e-08
1960,1.7967175153899007e-05,9.689166802218097e-09
1961,1.8235443349112757e-05,1.667558180429296e-08
1962,1.8676428226171993e-05,2.029426049432459e-08
1963,1.839139440562576e-05,1.6165133231993423e-08
1964,1.9354320102138445e-05,6.692365273064382e-09
1965,1.88801914191572e-05,1.9699356201829943e-08
1966,1.89813017641427e-05,1.82789473557321e-08
1967,1.9192317267879844e-05,1.9721343169631922e-08
1968,1.9295572201372124e-05,3.0541628309732616e-08
1969,2.1069214199087583e-05,1.090021845007172e-08
1970,1.9534923922037706e-05,1.4715920232388768e-08
1971,1.883787990664132e-05,2.2608949379332444e-08
1972,1.9369383153389208e-05,2.2572646307672528e-08
1973,1.7812610167311504e-05,1.0475087075523248e-08
1974,1.8527820429881103e-05,1.2376257352286757e-08
1975,1.767132016539108e-05,1.8276736568623164e-08
1976,1.7786780517781153e-05,8.570290255249802e-09
1977,1.837258241721429e-05,1.645498892699493e-08
1978,1.7935239156940952e-05,1.4851478602473378e-08
1979,1.8735678168013692e-05,2.574868185334367e-08
1980,1.8329494196223095e-05,1.5349907178663358e-08
1981,1.8665432435227558e-05,1.581387426563552e-08
1982,1.8858392650145106e-05,4.345251602977385e-09
1983,1.851713750511408e-05,1.831441609478901e-08
1984,1.826803600124549e-05,1.1598016769198694e-08
1985,1.828308631957043e-05,1.142956040922627e-08
1986,1.8569116946309805e-05,1.558566264936445e-08
1987,1.865510239440482e-05,9.166225112267057e-09
1988,1.8894541426561773e-05,1.8589316697070757e-08
1989,1.936813168867957e-05,1.3171493229435782e-08
1990,1.8784223357215524e-05,1.2531897297662908e-08
1991,1.8650009224074893e-05,1.1136783939491579e-08
1992,1.831285044318065e-05,1.2121877335236064e-08
1993,1.8697041014092974e-05,9.970573089379542e-09
1994,1.909365164465271e-05,8.439882570598911e-09
1995,1.876655915111769e-05,9.760411145975922e-09
1996,1.849649015639443e-05,1.2811420813108043e-08
1997,1.8633440049597993e-05,2.4453962410575514e-08
1998,1.861429882410448e-05,1.4304387785379902e-08
1999,1.8889555576606654e-05,1.279656292041409e-08
2000,1.883362710941583e-05,1.502130686503733e-08
2001,1.8459797502146102e-05,1.3581756691527502e-08
2002,1.8281960365129635e-05,1.445803121669087e-08
2003,1.8812406779034063e-05,1.91678459771083e-08
2004,1.8518183424021117e-05,1.0571499231559756e-08
2005,1.8504555555409752e-05,5.854874363109275e-09
2006,1.824801802285947e-05,2.0589450144825605e-08
2007,1.798634184524417e-05,1.3581229835191166e-08
2008,1.7147689504781738e-05,1.3198063170127838e-08
2009,1.6799296645331196e-05,1.8119131084404216e-08
2010,1.5791640180395916e-05,1.3698999823397173e-08
2011,1.4032447325007524e-05,1.4913490886669933e-08
2012,1.3918287550040986e-05,9.531907513293802e-09
2013,1.3548175047617406e-05,1.1156499835074385e-08
2014,1.3089683307043742e-05,1.6240838812686675e-08
2015,1.2605442861968186e-05,1.1304534197620342e-08
2016,1.3088591003906913e-05,1.0149566520567532e-08
2017,1.2418567166605499e-05,1.2326495962833306e-08
2018,1.2345864888629876e-05,1.368177360294709e-08
2019,1.2372545825201087e-05,1.3265136544760026e-08
