year,grand_ADJ an_NOUN,grand_ADJ temps_NOUN
1800,1.2576658381391326e-08,8.489244152087849e-08
1801,2.1430642593855964e-08,2.3811825400343878e-08
1802,1.7902721083373763e-08,2.6854081625060644e-08
1803,5.851017670366332e-09,8.581492494386112e-08
1804,9.887403784603066e-09,2.4718509461507665e-09
1805,2.842877711017877e-09,4.264316544322355e-08
1806,8.645007376628655e-09,4.034336598124355e-08
1807,2.8469551160981155e-09,6.547996633798903e-08
1808,6.798221985349073e-09,3.6257183921861724e-08
1809,6.7770915546105925e-09,2.710836710662079e-08
1810,4.680253518074551e-09,7.722418615685456e-08
1811,2.5070767684098882e-09,4.262030373070047e-08
1812,2.6672082320544632e-09,1.1468995353425271e-07
1813,2.0130190847567064e-08,3.163315653864629e-08
1814,6.293354282149721e-09,7.866692897096073e-08
1815,2.697223555614414e-09,5.933891955578474e-08
1816,1.3905623319487859e-08,2.3176038865813098e-08
1817,7.784366928831332e-09,3.113746771532533e-08
1818,1.549753059215675e-08,5.364529798157491e-08
1819,3.1053151161586356e-09,8.487860725381324e-08
1820,5.933240565525466e-09,2.2664978871489438e-07
1821,7.88919063410276e-09,6.01550809165019e-08
1822,4.010246357211145e-09,2.5765831423996133e-07
1823,9.882686669016039e-09,3.0833982123112946e-07
1824,0.0,2.852230863936711e-06
1825,7.044354433105582e-09,1.1799293133663014e-06
1826,3.5231936257318353e-09,5.408102197179687e-07
1827,7.373818333711313e-09,2.8665718332376855e-07
1828,7.337841112509125e-09,1.3116390107370535e-07
1829,1.714635211591542e-09,1.1488055662312036e-07
1830,1.0436835840010872e-09,1.408972849503698e-07
1831,1.5591206103948707e-09,2.1671776551102084e-07
1832,1.3529969367098715e-09,6.494385473843067e-08
1833,4.633451511359965e-09,1.3205335847032984e-07
1834,4.667265685043276e-09,9.614566920390644e-08
1835,3.781543966852041e-09,1.173791197572882e-06
1836,1.881810018922181e-08,4.294559232675965e-07
1837,6.957891152126194e-09,2.421346039227501e-07
1838,5.049729523420865e-09,5.106538765176083e-07
1839,0.0,1.8038005578091543e-07
1840,1.2739377552861697e-08,5.420604907158122e-07
1841,1.926164561183441e-09,1.8555385850049788e-07
1842,2.0124795163667386e-09,3.3608407079555036e-07
1843,1.7720733769266417e-09,1.4294724337560183e-07
1844,3.841992946007622e-09,1.7508510552488588e-07
1845,5.022205262772417e-09,1.545723193885351e-07
1846,7.610851726624901e-09,1.879294870832382e-07
1847,1.0786447290911383e-09,1.5910009665276448e-07
1848,8.045221711050488e-10,1.6492704446591233e-07
1849,7.54147322368226e-09,3.5528719877220283e-07
1850,4.073397619208663e-09,2.844589346295834e-07
1851,2.579775504329973e-09,2.3411462279909756e-07
1852,3.2552727180501506e-09,3.391994312096358e-07
1853,5.3747384320956826e-09,5.518065222531732e-07
1854,3.117398783558656e-09,3.1122030463848205e-07
1855,1.5920811335945473e-09,2.1386956206015384e-07
1856,6.73034605824796e-09,3.1373767006570574e-07
1857,1.9526036898476207e-09,2.645777783527592e-07
1858,1.761723344984034e-08,3.2787630743769114e-07
1859,3.055304009791371e-09,3.870051727972168e-07
1860,8.696649622663699e-09,3.3230355711566517e-07
1861,1.886385547766878e-09,4.02743296490371e-07
1862,2.2589932147099034e-09,3.289094081537769e-07
1863,6.493007131957995e-09,4.020669734927651e-07
1864,7.192092144059359e-09,4.1714133658388164e-07
1865,2.8241066707401785e-09,4.0855408656170766e-07
1866,7.784980604608194e-09,3.843834122108092e-07
1867,5.338092634588065e-09,6.590117891391856e-07
1868,2.4699371437009177e-09,4.1149149865304935e-07
1869,5.371870948067681e-09,4.0533208789383934e-07
1870,1.7202146374017957e-09,3.8188764506230655e-07
1871,1.0621177271019633e-09,4.354682801022136e-07
1872,1.8142017887967654e-09,6.482747494374053e-07
1873,4.1902031844287535e-09,4.3578111785791407e-07
1874,3.5847653734322193e-09,4.42121063315426e-07
1875,1.4303817741367908e-08,4.445626586857543e-07
1876,1.813804439976252e-09,4.7219376142493275e-07
1877,3.7108897066318036e-09,4.354110387794208e-07
1878,3.0195443923020093e-09,4.3179483100175275e-07
1879,3.0546627449723474e-09,4.6675245357619133e-07
1880,5.134277225593564e-09,4.627267173873406e-07
1881,3.486253785656146e-09,5.884796411281812e-07
1882,3.3276925659464496e-09,5.330963404048816e-07
1883,4.423537314224291e-09,5.997052880957199e-07
1884,6.601696966868076e-09,4.971078055859834e-07
1885,3.2228177904158883e-09,5.652822778756672e-07
1886,6.453463874400711e-10,5.943639962424641e-07
1887,1.3057849246322917e-09,6.039255029954838e-07
1888,1.9021844099853524e-09,6.03626517658995e-07
1889,1.8795409673089125e-09,5.707539685317897e-07
1890,4.588070479094597e-09,6.003817816235824e-07
1891,6.374220040683554e-10,4.914523401566839e-07
1892,8.14906586654729e-09,6.174484497023514e-07
1893,1.2316833108982905e-09,5.431723479887296e-07
1894,1.8904617871129403e-09,5.734400474466383e-07
1895,4.213030146971164e-09,6.04268905135541e-07
1896,5.89702897624278e-09,5.861646741323057e-07
1897,4.078699378240458e-09,5.80923369852826e-07
1898,2.8291773368493978e-09,6.91450964040996e-07
1899,4.4220627160029835e-09,6.168777417769888e-07
1900,5.191053142894475e-10,5.959328746030224e-07
1901,0.0,6.164378874018439e-07
1902,1.4730851538580225e-09,5.195080348130432e-07
1903,3.2401321625741275e-09,5.508224489858549e-07
1904,1.0749250378694342e-09,5.906713340664282e-07
1905,4.128607289377584e-09,6.585128744518443e-07
1906,3.0865107691901983e-09,6.56397958209709e-07
1907,1.028568674676933e-09,6.02226975843223e-07
1908,2.4556945366072114e-09,6.758071435797319e-07
1909,2.750491778780173e-09,6.667191883025225e-07
1910,2.2979847136284093e-08,6.642779339927074e-07
1911,3.1922244847493175e-09,6.927127174094494e-07
1912,2.6047105583515417e-09,7.45989098049904e-07
1913,3.8181524719682614e-08,6.909795615683834e-07
1914,2.6786975415582504e-09,6.703440362798574e-07
1915,1.1780761921542648e-09,6.255584708014794e-07
1916,6.592477230782379e-09,8.405408493672439e-07
1917,5.483212106582869e-09,7.939691499814217e-07
1918,4.594550517822427e-09,7.91411309819523e-07
1919,2.762354567309444e-09,8.3607265072283e-07
1920,3.786115865267448e-09,7.882693466854107e-07
1921,2.27182422873895e-09,7.481874604309269e-07
1922,3.688967686876765e-09,7.473848882000311e-07
1923,2.1231896241147297e-09,6.401416499102197e-07
1924,3.867487330388997e-09,5.698097993445117e-07
1925,2.1996355847875293e-09,7.918687856545148e-07
1926,2.229227691330493e-09,6.475906388914154e-07
1927,2.2298449753321847e-09,7.536876253100289e-07
1928,3.4278123672848437e-09,7.186980042206415e-07
1929,3.342121912552898e-09,6.862490522507869e-07
1930,2.100720708497761e-09,6.942881896065956e-07
1931,5.7026783295555106e-09,7.002889219620556e-07
1932,3.287861094491973e-09,7.310010734506989e-07
1933,5.735331320977366e-09,7.7656380881308e-07
1934,1.1981580172459871e-09,7.907842700660694e-07
1935,1.196828414151696e-09,6.163666057545925e-07
1936,3.6374143697059935e-09,7.226330023257788e-07
1937,0.0,7.063617450953075e-07
1938,1.2965214457594243e-09,6.897494131408166e-07
1939,1.5294050470515685e-09,7.172909555208662e-07
1940,0.0,5.908374305363395e-07
1941,0.0,9.20868792775309e-07
1942,3.034211770724937e-09,8.556477268939489e-07
1943,2.9032352077962287e-09,6.793570150875894e-07
1944,0.0,9.029052989717457e-07
1945,2.178504043826024e-09,8.910081419344351e-07
1946,0.0,8.979112369189579e-07
1947,1.1920870957027319e-09,7.975062885634543e-07
1948,1.0871887834440486e-09,8.817100933811162e-07
1949,1.9634016634739737e-09,8.972745786373082e-07
1950,5.317680740191122e-09,9.125139950327821e-07
1951,3.198420528427448e-09,7.612240668919412e-07
1952,2.1089607837865287e-09,9.205613622498277e-07
1953,2.1547654771580937e-09,9.330134460583395e-07
1954,1.9545072227344917e-09,8.355518161806685e-07
1955,6.569925492527773e-09,7.499100633800992e-07
1956,1.744228317335228e-09,8.224036314175009e-07
1957,3.534015080575159e-09,7.783667932415028e-07
1958,3.3088974338291166e-09,8.619677638321832e-07
1959,3.100299128533379e-09,8.301050695713741e-07
1960,1.3841666701708277e-09,7.896671085916296e-07
1961,4.863711433600315e-09,8.171035092985335e-07
1962,1.2683912808952869e-09,8.529931632139665e-07
1963,4.526237273871914e-09,8.936085293953511e-07
1964,6.083968329129164e-10,7.921326545812235e-07
1965,1.0944086747954884e-09,7.731997477833374e-07
1966,2.215629901769489e-09,8.812667999791302e-07
1967,7.888537101319315e-09,7.66174128585817e-07
1968,8.982831700699023e-10,8.762752168323118e-07
1969,1.3625273131978588e-09,8.284166064242982e-07
1970,1.3796175035718505e-09,8.360482146585468e-07
1971,7.70759622792383e-09,8.355034371021475e-07
1972,1.5390440588625154e-09,8.870023915363845e-07
1973,8.269805618077442e-09,8.440714989177422e-07
1974,2.250228725575454e-09,8.78714308427675e-07
1975,1.7134440533084216e-09,8.093167522815747e-07
1976,2.8567633814091664e-09,8.547436305406109e-07
1977,1.7630346071939584e-09,8.621239224737565e-07
1978,4.752473081737207e-09,8.809896776540427e-07
1979,2.3407893401383717e-09,8.362470182987636e-07
1980,2.2740602734216964e-09,9.158777665163598e-07
1981,4.427884781055269e-09,9.747671789739343e-07
1982,3.103751144983846e-09,9.168481076571311e-07
1983,1.8945948143667124e-09,8.885649425138809e-07
1984,2.319603453759811e-09,9.359599673075536e-07
1985,3.0077789148208467e-09,9.137632570599408e-07
1986,8.39227959348321e-09,8.781921483347332e-07
1987,7.94406213033838e-09,8.445148971247818e-07
1988,2.9982769045311386e-09,8.449144512923112e-07
1989,4.390497743145261e-09,8.896245837775041e-07
1990,3.269190584909154e-09,8.641560551581051e-07
1991,3.5168792322792797e-09,9.366621371853512e-07
1992,5.5099441120809445e-09,8.6451024472467e-07
1993,2.769603768548734e-09,9.388956669909021e-07
1994,5.8024192117756e-09,9.167822376809909e-07
1995,3.253470381991974e-09,8.94162122122566e-07
1996,3.736664311304594e-09,8.946642573448571e-07
1997,3.835915696193126e-09,9.436352215175248e-07
1998,4.29131630230728e-09,8.992691959974763e-07
1999,3.6561608462992723e-09,8.91189241514212e-07
