year,quand_CONJ elles_PRON,quand_CONJ telles_ADJ
1908,7.614126275257149e-06,4.4202501658929805e-09
1909,7.884559863668983e-06,5.5009836685826485e-09
1910,7.809407350123365e-06,3.740905363258662e-09
1911,7.788495508975757e-06,1.3832972878269345e-08
1912,7.560432891295932e-06,1.0418842455450772e-09
1913,7.292141162906773e-06,1.060597942803554e-09
1914,7.189624227521563e-06,6.696743604095445e-09
1915,6.882321201828745e-06,2.3561523843085297e-09
1916,7.150640101372119e-06,1.0987462051303964e-09
1917,7.606311839936097e-06,5.483212106582869e-09
1918,7.768236059746414e-06,2.2972752589112133e-09
1919,6.9942815912327205e-06,5.524709134618888e-09
1920,7.273885842096206e-06,1.514446346106979e-09
1921,7.175935593295435e-06,9.84457149133533e-09
1922,7.058470771426073e-06,3.6889677423879164e-09
1923,6.840917023964721e-06,1.0615948120573648e-09
1924,6.619849159505975e-06,1.289162443462999e-09
1925,6.89145826981985e-06,1.2097996160420621e-08
1926,6.944044230294821e-06,0.0
1927,6.836704869783716e-06,1.1149224876660924e-09
1928,6.636244563651417e-06,3.4278122562625413e-09
1929,6.7232351739221485e-06,5.570203187588163e-09
1930,6.428205210795568e-06,4.201441416995522e-09
1931,6.035714761765121e-06,1.0264820993199919e-08
1932,5.680327831214527e-06,3.287861094491973e-09
1933,5.8179197708341235e-06,9.176529758292418e-09
1934,5.755951065111731e-06,7.188948103475923e-09
1935,5.6167155548791925e-06,7.180970484910176e-09
1936,5.7143779486068524e-06,1.2124714565686645e-09
1937,5.402848898938828e-06,1.2591118148108649e-09
1938,5.788968451270193e-06,3.889564337278273e-09
1939,5.66797490364479e-06,1.5294050470515685e-09
1940,5.03352913483468e-06,0.0
1941,5.410104336078803e-06,0.0
1942,5.862097054887272e-06,0.0
1943,5.736792559218884e-06,0.0
1944,5.378873538575135e-06,0.0
1945,5.4658664225826215e-06,6.535512131478072e-09
1946,5.39303584901063e-06,1.3921104269343232e-09
1947,6.2906436824050616e-06,8.344609669919123e-09
1948,5.571842450535769e-06,1.0871887834440486e-09
1949,5.47200045275531e-06,1.9634016634739737e-09
1950,5.452749633150233e-06,3.190608444114673e-09
1951,5.502349608832446e-06,5.330700769690111e-09
1952,5.352542473247013e-06,6.326882462381889e-09
1953,5.218842147769465e-06,1.0773827385790469e-09
1954,5.399326255428605e-06,1.9545072227344917e-09
1955,4.802615649168729e-06,2.815682353940474e-09
1956,5.178613946554833e-06,8.72114158667614e-10
1957,4.876057346336893e-06,3.534015080575159e-09
1958,5.01628835536394e-06,1.6544486891589827e-09
1959,4.741907730476669e-06,2.3252243464000344e-09
1960,4.717932284847848e-06,2.7683333958528067e-09
1961,5.190969943669188e-06,1.3896318928896534e-08
1962,4.904234685909614e-06,0.0
1963,4.793285427240335e-06,1.2932106496776896e-09
1964,5.080113737676584e-06,7.909158994401366e-09
1965,5.189138789774006e-06,4.924838981068547e-09
1966,5.00400000191803e-06,4.431259803538978e-09
1967,5.2261555083532585e-06,5.423369198176431e-09
1968,5.370385792957677e-06,6.287982134978165e-09
1969,4.910548653924707e-06,6.358460757915907e-09
1970,5.04250181165844e-06,4.598724956395017e-09
1971,4.910252442869023e-06,9.249115473508596e-09
1972,4.832085295447541e-06,1.5390440588625154e-09
1973,4.603525098900718e-06,0.0
1974,4.351942152425181e-06,1.6876715580593782e-09
1975,4.230493374279831e-06,1.1422960355389478e-09
1976,4.273146657851612e-06,3.999468867199596e-09
1977,4.5680223479394044e-06,4.113747398282186e-09
1978,4.65623529066761e-06,1.7821774056514528e-09
1979,4.870012105584465e-06,5.851973350345929e-10
1980,4.522537324191944e-06,1.1370301367108482e-09
1981,4.667622846454833e-06,6.325549528618524e-09
1982,4.796537155016267e-06,6.207502289967692e-10
1983,4.728908834294998e-06,6.315316047889041e-10
1984,4.7812823709136865e-06,4.639206796497319e-09
1985,4.560996330837952e-06,0.0
1986,4.694880942679447e-06,2.3977941854269602e-09
1987,4.529948739673273e-06,2.4443267410134695e-09
1988,4.535193852461816e-06,4.1975875553212916e-09
1989,4.589167588164855e-06,3.841685525252103e-09
1990,4.632987838704139e-06,1.089730194969718e-09
1991,4.775335781914691e-06,1.7584396161396398e-09
1992,4.648188905775896e-06,1.65298330578878e-09
1993,4.8379436634604644e-06,3.3235244556450994e-09
1994,4.908846733542305e-06,5.274926606624319e-10
1995,4.821101015295426e-06,2.1689803286761844e-09
1996,4.779727703407843e-06,2.6690460952494277e-09
1997,4.8989435867952125e-06,1.438468344439059e-09
1998,4.990801016901969e-06,4.768129224785866e-10
1999,5.318800162967818e-06,0.0
2000,5.089572482575022e-06,2.6508187866980393e-09
2001,5.089215505904576e-06,2.190605918883648e-09
2002,5.33632777433013e-06,2.6287327870022636e-09
2003,5.531173485451291e-06,8.333845835650777e-10
2004,5.505548642759095e-06,1.7619165015858584e-09
2005,5.378377977649507e-06,3.602999676388663e-09
2006,5.477617037286109e-06,2.0589449589714093e-09
2007,5.804777742923761e-06,2.3966877371606188e-09
2008,5.755207041602262e-06,4.257439734089985e-09
2009,5.785247878975497e-06,2.384096253749135e-09
2010,6.315239090781688e-06,9.447586046817946e-10
2011,6.2066886812317534e-06,7.64794394481072e-10
2012,6.818037149969314e-06,6.808505426114664e-10
2013,7.007676799730689e-06,5.578250084070646e-10
2014,7.4168660830764566e-06,2.1654451842767486e-10
2015,7.229360676319629e-06,2.2165753954528356e-10
2016,7.4572386665749946e-06,2.0713400439298368e-10
2017,6.784352081012912e-06,1.2578056374223934e-09
2018,7.255728519339755e-06,0.0
2019,7.190213977992244e-06,1.02039510174734e-09
