year,soient_VERB en_PRON,soient_VERB tant_ADV
1800,3.458580977167003e-08,3.144164395507687e-08
1801,7.619784447854272e-08,1.6668277424969347e-08
1802,1.0741632650024258e-07,0.0
1803,8.776526527753958e-08,2.5354409016742352e-08
1804,6.179627121127851e-08,3.954961580454608e-08
1805,1.0518647552970606e-07,3.695740957709859e-08
1806,9.509508203109363e-08,5.187004603612877e-08
1807,2.3629726797480544e-07,2.562259648897225e-08
1808,1.0197333155659294e-07,1.3596443970698147e-08
1809,8.584315747128812e-08,4.518061036407062e-09
1810,8.658468919620077e-08,9.360507036149102e-09
1811,9.27618422075227e-08,3.760615285841595e-08
1812,1.1468995619878797e-07,3.200649834056435e-08
1813,4.3136123117903935e-08,8.627225156487839e-09
1814,4.72001566720337e-08,2.8320094713762956e-08
1815,2.966945977789237e-08,0.0
1816,9.038655512938476e-08,0.0
1817,1.1987924608547473e-07,1.401186100480345e-08
1818,3.457141417584353e-08,9.536941902865692e-09
1819,6.314140499341647e-08,3.726377839630146e-08
1820,1.4239777712532486e-07,2.4919611263385377e-08
1821,9.171183990019927e-08,3.155676253641104e-08
1822,9.825103575167304e-08,4.8122956286533736e-08
1823,9.388552868472289e-08,2.174191138237802e-08
1824,1.145271335545317e-07,5.894779064874456e-08
1825,7.132409196586309e-08,4.842993561737785e-08
1826,6.60598833412962e-08,6.429828658394143e-08
1827,9.032927295038462e-08,4.608636472447358e-09
1828,7.979902250099258e-08,7.337841134713585e-08
1829,9.17329860961047e-08,1.7146351893870815e-08
1830,1.1584887715798686e-07,1.982998787397605e-08
1831,4.365537620287796e-08,7.795603274018958e-09
1832,8.659180217307494e-08,2.3000948701223933e-08
1833,6.71850450828515e-08,5.09679658478035e-08
1834,8.681114027631054e-08,1.0267984240641681e-08
1835,7.487457054367042e-08,4.0084366048631637e-08
1836,1.1492482521191505e-07,3.091545153210973e-08
1837,1.1758835682940116e-07,3.270208592809354e-08
1838,1.1235647789931136e-07,4.3553917805638775e-08
1839,7.341049013120937e-08,3.216078425793967e-08
1840,1.1975014757581448e-07,2.1656942184034023e-08
1841,6.2921378329861e-08,3.146068650039524e-08
1842,1.2745703870109537e-07,3.4212150890056137e-08
1843,9.628265074113074e-08,2.3627643841450663e-08
1844,6.531388185848641e-08,3.512679047634748e-08
1845,7.644912614068744e-08,2.7901140509101197e-08
1846,7.669396495657566e-08,1.4636253098387897e-08
1847,6.741529734455298e-08,1.6718992412734224e-08
1848,7.482056219032529e-08,3.057184283505876e-08
1849,6.535943786190046e-08,1.6758828991214614e-08
1850,1.1269733324326126e-07,4.3449574604892405e-08
1851,1.025460747428042e-07,2.8377531435808123e-08
1852,1.1002822120076416e-07,2.9948509450150596e-08
1853,1.009256465067665e-07,3.881755716861335e-08
1854,5.8191442442456776e-08,2.4939190268469247e-08
1855,7.16436545644683e-08,2.3350523292720027e-08
1856,6.367942662066639e-08,3.054541508618058e-08
1857,5.906625899498863e-08,2.9777204701986193e-08
1858,9.738415052140681e-08,2.397901255335455e-08
1859,7.179964578440945e-08,1.8331824946926645e-08
1860,9.01705232703165e-08,2.0597328287408345e-08
1861,1.0186481791407687e-07,4.102888562229623e-08
1862,8.132375495240041e-08,1.7168348520613108e-08
1863,9.289994579164684e-08,1.548332484446746e-08
1864,5.561884375282489e-08,2.7809422320501653e-08
1865,1.1014016099153423e-07,2.1651483772533453e-08
1866,5.887391552050758e-08,1.8489329178805747e-08
1867,7.95861101465789e-08,3.299911810472622e-08
1868,7.656804790201477e-08,1.2843672791973404e-08
1869,3.613804100410789e-08,2.5882650689368347e-08
1870,8.601072920555453e-08,9.17447806614291e-09
1871,7.647247457498452e-08,5.523012092112367e-08
1872,7.680120717168393e-08,4.7169248063028135e-08
1873,1.0116347626265565e-07,2.274681615288543e-08
1874,9.38013648976721e-08,2.9873046258899194e-08
1875,6.522540968445512e-08,2.4030414547127066e-08
1876,6.046014622285156e-08,2.1765654167893445e-08
1877,7.174386418284939e-08,3.030559869721117e-08
1878,9.964496594516703e-08,3.92540762117477e-08
1879,1.0019293394947226e-07,3.9710613020105257e-08
1880,7.444701788372754e-08,1.9895322722618403e-08
1881,7.111957667227387e-08,1.673401861523871e-08
1882,4.924984975396285e-08,2.0631693686823382e-08
1883,8.341527113486791e-08,1.7062214752172622e-08
1884,7.856019657026536e-08,9.902545450302114e-09
1885,7.734762530464678e-08,1.2246707703500448e-08
1886,5.679048031836942e-08,2.581385527555824e-08
1887,8.030577003381723e-08,8.4876022321545e-09
1888,7.798956058735484e-08,1.521747527988282e-08
1889,8.207329482701198e-08,2.6940087494153886e-08
1890,6.357754911423541e-08,2.2284913470116408e-08
1891,6.82041534361133e-08,3.1871099537283953e-08
1892,6.268512287022077e-08,1.8805536683430546e-08
1893,6.774258315411785e-08,1.4780200174868696e-08
1894,5.734400687629204e-08,2.0164925729204697e-08
1895,8.125129369318529e-08,2.046328972937772e-08
1896,1.014288981693312e-07,1.6511680911435178e-08
1897,6.059782009515402e-08,1.5149455023788505e-08
1898,9.39286937118311e-08,2.2067583316243145e-08
1899,7.517506617205072e-08,1.8241008703512307e-08
1900,7.578937477603631e-08,1.349673794948103e-08
1901,5.085752285971523e-08,1.956058603980182e-08
1902,1.0802624661465643e-07,1.9641134940684424e-08
1903,6.102249017203576e-08,1.1340462791054051e-08
1904,7.040758998044794e-08,1.2361637935498493e-08
1905,5.16075902012858e-08,1.651442893546573e-08
1906,7.561951065326866e-08,1.2860461140462576e-08
1907,6.83998173656164e-08,8.742834012309686e-09
1908,5.598983587873363e-08,3.143289117879533e-08
1909,7.316308270333138e-08,3.245580160182726e-08
1910,7.107720367827142e-08,1.3894791983659616e-08
1911,6.597263846330748e-08,1.4897047151407605e-08
1912,4.115442919783163e-08,8.335073964360618e-09
1913,7.212066233108771e-08,1.7499866444836698e-08
1914,5.022557747480505e-08,1.5402511266415786e-08
1915,5.772573485884891e-08,1.295883844676382e-08
1916,8.899844416987435e-08,7.69122365795738e-09
1917,5.9218690839912824e-08,6.57985488317081e-09
1918,6.087779436114715e-08,8.040463406189247e-09
1919,2.9465115680693543e-08,1.749491218561161e-08
1920,3.7861157320406846e-08,4.543339038320937e-09
1921,6.058198170899587e-08,9.087297137000405e-09
1922,4.500540784491136e-08,1.8444838545406128e-08
1923,4.883336268690641e-08,2.3355084977083607e-08
1924,6.316896117297688e-08,1.2891624656674594e-08
1925,5.719052387220813e-08,1.0998178145982251e-08
1926,8.805449080995231e-08,1.2260752413340015e-08
1927,4.9056590900597996e-08,1.1149224654616319e-08
1928,6.627103654732736e-08,1.4853853147478446e-08
1929,3.119313873867213e-08,7.798284684668033e-09
1930,4.8316574741136264e-08,1.1553964007759987e-08
1931,6.044839295782367e-08,1.596749932275543e-08
1932,5.808554437436442e-08,6.575722188983946e-09
1933,6.882397451946076e-08,1.605892663292252e-08
1934,7.548395508649719e-08,3.5944740517379614e-09
1935,4.4282651323612754e-08,5.98414207075848e-09
1936,6.18360447290911e-08,7.274828739411987e-09
1937,6.547381481425418e-08,5.0364472592434595e-09
1938,5.0564336273595245e-08,1.2965214679638848e-08
1939,8.717608857011783e-08,3.058810094103137e-09
1940,8.875240098404902e-08,1.0143131667916805e-08
1941,9.149658142248995e-08,2.9515025090631752e-08
1942,3.6410541692788456e-08,1.517105907566929e-08
1943,3.774205858952939e-08,1.1612940831184915e-08
1944,6.105053529381621e-08,9.639558484764166e-09
1945,5.2284097051824574e-08,1.089252066321933e-08
1946,5.986074569364064e-08,6.960552134671616e-09
1947,5.006765668724711e-08,1.0728784083369192e-08
1948,5.762100485640076e-08,6.523132700664291e-09
1949,6.871905666727685e-08,1.1780409536754632e-08
1950,6.168509547599399e-08,6.381216888229346e-09
1951,6.076998948501e-08,1.1727541604500402e-08
1952,6.959570642006696e-08,1.370824520563474e-08
1953,7.541678881395342e-08,6.464296653518886e-09
1954,9.088458652328768e-08,1.172704333640695e-08
1955,6.569925714572378e-08,1.595553378308523e-08
1956,6.279222097838044e-08,7.849027205963921e-09
1957,6.714628497661579e-08,8.835037590415595e-09
1958,5.4596807075313336e-08,8.272243334772611e-09
1959,6.43312061399115e-08,3.8753737996444215e-09
1960,6.436375343810141e-08,7.612916519406099e-09
1961,6.600751589758147e-08,5.0721560951316746e-08
1962,8.054284705849568e-08,1.0781326276187997e-08
1963,9.440437498398069e-08,2.4571003010009917e-08
1964,7.787479439080869e-08,1.034274621503073e-08
1965,8.700548770335104e-08,1.1491291473930687e-08
1966,8.807129026067173e-08,1.7725038770066703e-08
1967,9.219727226117413e-08,3.007504645324843e-08
1968,7.276093449970489e-08,1.7516521566562915e-08
1969,7.675570484755312e-08,1.5441977002650376e-08
1970,8.001781859334756e-08,1.1956685419534097e-08
1971,7.450676209330709e-08,1.4387512625724241e-08
1972,8.618646774039007e-08,9.234264020108185e-09
1973,6.560712662029289e-08,1.709093233603909e-08
1974,8.550868646484133e-08,1.2938814464291681e-08
1975,9.53817216320374e-08,7.996072248772634e-09
1976,7.82753204475739e-08,6.2848797277581525e-09
1977,8.403797835399018e-08,4.113747398282186e-09
1978,8.792075179009373e-08,2.970295565063452e-09
1979,9.246117826933187e-08,8.192762912528906e-09
1980,9.607904472019868e-08,1.1370301145063877e-08
1981,8.476236385002167e-08,8.223214109648325e-09
1982,7.138627933223063e-08,5.586751949948621e-09
1983,7.073153796000042e-08,8.209910973278056e-09
1984,1.1018115897432068e-07,6.958810416790584e-09
1985,8.00069234196954e-08,7.218669662023558e-09
1986,8.871838647062091e-08,4.196139880008332e-09
1987,9.838414882779034e-08,3.055408426266837e-09
1988,7.975416593808404e-08,7.795519785247507e-09
1989,9.659095145941876e-08,4.390497854167563e-09
1990,7.137732854767265e-08,5.993515961311147e-09
1991,7.971593013467171e-08,7.6199047072123e-09
1992,6.556833653803551e-08,1.0468894195980738e-08
1993,6.591656642740418e-08,8.862731881720265e-09
1994,7.64864367397422e-08,6.329911705904578e-09
1995,7.86255398566027e-08,1.3013881527967897e-08
1996,7.90037617548478e-08,1.0676184380997711e-08
1997,8.151320685101382e-08,8.151320507465698e-09
1998,7.724369055495117e-08,5.2449422582867555e-09
1999,7.769342050267802e-08,9.140402212892695e-09
2000,8.305899257265992e-08,1.2370488633450805e-08
2001,8.49955057447005e-08,7.886181485616817e-09
2002,8.455757694036947e-08,9.63868718173444e-09
2003,7.708807459039235e-08,7.91715315529018e-09
2004,8.85363036218223e-08,7.928623979580607e-09
2005,8.286899344511767e-08,4.503749373441224e-09
2006,7.53573843326194e-08,8.235780224463696e-09
2007,7.110173286251076e-08,7.589511241690161e-09
2008,7.19507307900269e-08,6.811903485726134e-09
2009,7.247652922259817e-08,1.0490023072406984e-08
2010,6.329882751288096e-08,6.613310343794865e-09
2011,5.5447593183544086e-08,4.206369030868018e-09
2012,5.514889236946097e-08,4.085103366691101e-09
2013,5.4109026204063326e-08,4.462600122767668e-09
2014,5.8683564188588555e-08,7.57905826986871e-09
2015,5.0316259783689254e-08,7.536356427806368e-09
2016,5.406197473023511e-08,7.456824185902988e-09
2017,4.9809102620201884e-08,8.553078245654433e-09
2018,6.118076295580366e-08,6.195519930418669e-09
2019,5.1785050914077146e-08,6.887666881283394e-09
