year,étant_VERB en_PRON,étant_VERB tant_ADV
1800,4.7162465932615305e-08,6.288328968651058e-09
1801,1.904946067554647e-08,2.3811825844433088e-09
1802,4.0281122437590966e-08,3.8043282302169246e-08
1803,1.3652374342143503e-08,1.3652374342143503e-08
1804,1.9774807569206132e-08,1.2359254952798437e-08
1805,8.528632911009026e-09,3.1271653710973624e-08
1806,8.645007376628655e-09,1.4408345627714425e-08
1807,1.9928686256776018e-08,0.0
1808,2.945896149242344e-08,2.2660739951163578e-09
1809,9.036122072814123e-09,2.259030518203531e-09
1810,9.360507036149102e-09,0.0
1811,4.512738271955641e-08,7.771937760026049e-08
1812,1.0668832928217853e-08,1.0668832928217853e-08
1813,8.627225156487839e-09,8.627225156487839e-09
1814,1.5733386149463513e-08,1.8880061958270744e-08
1815,1.0788894222457657e-08,0.0
1816,2.5493642752394408e-08,1.3905623319487859e-08
1817,9.341240669868967e-09,0.0
1818,1.7881765401739358e-08,9.536941902865692e-09
1819,2.3807414706311647e-08,9.315945348475907e-09
1820,1.3053129244156025e-08,1.1866481131050932e-09
1821,3.747365440176509e-08,7.88919063410276e-09
1822,2.5064039732569654e-08,3.0076847679083585e-09
1823,1.2847492847356534e-08,9.882686669016039e-09
1824,1.0947446504872005e-08,2.6947560627377243e-08
1825,2.4655239627691117e-08,2.641632912414593e-09
1826,1.9377566218281572e-08,5.284790383086602e-09
1827,1.474763688946723e-08,0.0
1828,1.4675682002973645e-08,0.0
1829,2.4862210068476998e-08,8.57317605795771e-10
1830,2.922314124020886e-08,6.262101504006523e-09
1831,7.795603274018958e-09,1.5591206103948707e-09
1832,1.6235963684607668e-08,5.411987746839486e-09
1833,1.50587169400751e-08,2.3167257001688313e-09
1834,1.8669062740173104e-08,2.42697808516823e-08
1835,1.663879345414898e-08,6.050470346963266e-09
1836,2.1506400216253496e-08,1.747394939854985e-08
1837,1.3915782304252389e-08,1.2524203896191466e-08
1838,2.3354999711955315e-08,6.312161904276081e-09
1839,4.194885150354821e-08,1.3982949909063791e-08
1840,3.248541347034006e-08,1.3376346252869098e-08
1841,2.6966304744746594e-08,2.8892468861840825e-08
1842,3.018719141323345e-08,1.1404051036834062e-08
1843,2.7171790151214736e-08,4.134837805480629e-09
1844,2.25031016043431e-08,1.097712254427563e-09
1845,4.073566373108406e-08,1.674068439427856e-09
1846,1.2294452567118697e-08,3.5127007969038004e-09
1847,2.426950729272903e-08,2.1572894581822766e-09
1848,9.65426583121598e-09,1.045878850192139e-08
1849,1.9272654583346593e-08,2.513824481908955e-09
1850,1.425689166723032e-08,1.3577992064028876e-09
1851,2.5152811389261842e-08,5.8044946626978344e-09
1852,1.9531636752390114e-08,5.859490670445666e-09
1853,1.3735443005202796e-08,1.0749477752369785e-08
1854,2.909572138776184e-08,3.63696517347023e-09
1855,1.9104973603134567e-08,5.837630823180007e-09
1856,2.0708757375587084e-08,2.5885946719483854e-09
1857,2.0990489346672803e-08,4.881508974818871e-09
1858,2.6425849952715907e-08,6.361778659424999e-09
1859,1.629495471888731e-08,1.018434669930457e-09
1860,1.0527522853465143e-08,3.204028820036342e-09
1861,2.4994607272788016e-08,2.8295783494058924e-09
1862,2.891511208247266e-08,3.6143890103090826e-09
1863,1.8480097452311384e-08,7.491931519609807e-09
1864,2.828889478223573e-08,9.109982990196386e-09
1865,7.530950973944073e-09,1.882737743486018e-09
1866,1.5083399418358567e-08,4.865612912574591e-10
1867,8.73506067478047e-09,1.94112459439566e-09
1868,3.902500367303219e-08,3.457911734727759e-09
1869,2.8324411260882698e-08,1.2697149998075474e-08
1870,2.695002976338401e-08,2.2936195165357276e-09
1871,2.6552942955504477e-08,7.434824311758348e-09
1872,4.656451224605007e-08,1.8142017887967654e-09
1873,1.855661402316855e-08,1.7958012854535355e-09
1874,1.4339061493728877e-08,7.766991494406739e-09
1875,3.318485752856759e-08,6.865832347102696e-09
1876,2.1765654167893445e-08,4.836811839936672e-09
1877,1.2988113695655557e-08,5.566334504436554e-09
1878,1.69094480639842e-08,4.831270938865373e-09
1879,2.3215436684154156e-08,5.498392852132383e-09
1880,3.144744553651435e-08,5.134277003548959e-09
1881,1.6036766581351003e-08,4.183504653809678e-09
1882,2.3293848627758962e-08,8.652000893505374e-09
1883,1.3902545781263598e-08,1.0110942305630033e-08
1884,2.9047466654219534e-08,1.2543224237049344e-08
1885,3.287274097374393e-08,3.86738152613475e-09
1886,3.291266637006629e-08,1.613365974151293e-08
1887,2.9380160526670807e-08,7.834709769838355e-09
1888,2.4728397107764977e-08,1.775372027168487e-08
1889,2.1301465480405568e-08,1.2530273485467092e-09
1890,3.342736931699619e-08,0.0
1891,2.42220359325529e-08,6.374220040683554e-10
1892,3.13425623232888e-08,1.1283322720601063e-08
1893,3.695049954899332e-08,1.2932674486876294e-08
1894,3.7179081147087345e-08,6.9316934414587195e-09
1895,2.888934957923084e-08,4.213029924926559e-09
1896,3.3023361822870356e-08,5.307326134129653e-09
1897,4.836172351474488e-08,5.2440420894583895e-09
1898,3.3384292663640736e-08,1.6975064687230201e-09
1899,4.698441813388854e-08,3.8693048765026106e-09
1900,3.2703635355346705e-08,8.824790675987515e-09
1901,4.191554126009578e-08,4.470991132876634e-09
1902,6.236060556830125e-08,3.437198747846537e-09
1903,4.212171944573129e-08,9.1803746826713e-09
1904,3.439760121182189e-08,2.6873125946735854e-09
1905,3.767354073147544e-08,2.0643036169332163e-09
1906,3.343719967574543e-08,6.173021205313489e-09
1907,4.6799875974556926e-08,9.257117739025489e-09
1908,3.388858615949175e-08,1.3751889405000384e-08
1909,3.5206294768386215e-08,2.2003934230241384e-09
1910,2.8323999146095957e-08,3.740905363258662e-09
1911,4.0966881442727754e-08,3.7242617878519013e-09
1912,3.2819354345292595e-08,9.897900277167082e-09
1913,4.719660751106858e-08,5.833288518886093e-09
1914,3.080502253283157e-08,0.0
1915,2.591767689352764e-08,3.534228465440492e-09
1916,4.2851102222130066e-08,0.0
1917,2.631941953268324e-08,7.676496771580332e-09
1918,3.445912710731136e-08,2.2972752589112133e-09
1919,3.222746869369075e-08,4.603924352863942e-09
1920,2.5745588771997063e-08,4.543339038320937e-09
1921,4.543648302046677e-08,7.572747429129834e-10
1922,2.87739485571592e-08,2.2133805899215986e-09
1923,4.2463792482294593e-08,1.0615948120573648e-09
1924,3.2229060309418855e-08,1.289162443462999e-09
1925,3.629398648286042e-08,3.299453377181294e-09
1926,3.901148559748435e-08,3.343841648018042e-09
1927,2.5643217327342427e-08,1.1149224876660924e-09
1928,1.9424270192303084e-08,3.4278122562625413e-09
1929,2.4508894469477127e-08,2.2280812750352652e-09
1930,4.7266215830177316e-08,0.0
1931,4.904303452235581e-08,2.2810713318222042e-09
1932,2.9590749406338546e-08,3.287861094491973e-09
1933,3.555905436769535e-08,6.882397318719313e-09
1934,3.1152108448395666e-08,0.0
1935,4.6676309040094566e-08,1.196828414151696e-09
1936,4.607391446143083e-08,0.0
1937,4.658713592675667e-08,3.777335333410292e-09
1938,5.963998717106733e-08,0.0
1939,3.364691281149135e-08,0.0
1940,5.325144059042941e-08,0.0
1941,3.836953510472085e-08,0.0
1942,2.730790527039062e-08,0.0
1943,4.645176332473966e-08,2.9032352077962287e-09
1944,3.534504600111177e-08,3.2131861615880553e-09
1945,7.406913482554955e-08,0.0
1946,3.6194869323935563e-08,0.0
1947,5.006765846360395e-08,5.960435700558264e-09
1948,4.4574740343250596e-08,1.0871887834440486e-09
1949,5.006674186347482e-08,2.945102384188658e-09
1950,4.1477910883713776e-08,1.0635361480382244e-09
1951,4.797630737130021e-08,0.0
1952,4.639713679921442e-08,2.1089607837865287e-09
1953,6.033343424860504e-08,2.1547654771580937e-09
1954,3.518113089739927e-08,1.9545072227344917e-09
1955,5.5375085850073447e-08,9.385607846468247e-10
1956,6.366433069615596e-08,3.488456634670456e-09
1957,4.1524678806581505e-08,1.7670075402875796e-09
1958,5.4596807075313336e-08,5.790570245522986e-09
1959,4.960478605653407e-08,6.975672928177801e-09
1960,5.259833457671448e-08,6.2287499602575735e-09
1961,5.002674541287888e-08,4.16889545107324e-09
1962,7.610347552144958e-08,4.43936931660005e-09
1963,8.211887347897573e-08,3.879631726988464e-09
1964,5.7189303959148674e-08,6.083968329129164e-10
1965,5.307882133820385e-08,4.377634699181954e-09
1966,7.976267824005845e-08,2.769537488234164e-09
1967,6.45873967641819e-08,2.9582012395223956e-09
1968,6.018497344939533e-08,3.1439910674890825e-09
1969,5.677197378872734e-08,3.6334062425424918e-09
1970,5.28853369985427e-08,4.1388523719376735e-09
1971,6.422996534638514e-08,2.569198631618974e-09
1972,5.643161671287089e-08,3.0780880067027283e-09
1973,5.678599990233124e-08,7.1671650836435674e-09
1974,7.031964344150765e-08,2.812785782069227e-09
1975,6.453972645203976e-08,6.8537762132336866e-09
1976,6.227744364650789e-08,5.713526873840635e-10
1977,7.169673921225694e-08,1.1753563677885381e-09
1978,7.128709711423653e-08,5.940591352171509e-10
1979,6.788289397263725e-08,2.3407893401383717e-09
1980,8.527725725571145e-08,3.411090521154847e-09
1981,6.199038438126081e-08,8.855769451088236e-09
1982,6.455802292748558e-08,6.2075020679230875e-09
1983,7.1363068343544e-08,3.78918940668882e-09
1984,6.610869718315371e-08,5.799008495621649e-10
1985,7.399136592312061e-08,4.812446441349039e-09
1986,7.133437662787401e-08,4.196139880008332e-09
1987,6.477466030219148e-08,3.0554083707556856e-09
1988,7.675588875599715e-08,1.1993107618124554e-09
1989,7.244321409416443e-08,1.0976244357863152e-09
1990,5.5031375012504213e-08,1.089730194969718e-09
1991,5.8028504668072856e-08,2.344586080837985e-09
1992,7.769020982095753e-08,2.2039776670368383e-09
1993,7.422537606771584e-08,2.2156829704300662e-09
1994,6.277162611922904e-08,5.802419433820205e-09
1995,7.699880200107145e-08,3.795715741716776e-09
1996,6.725996115619637e-08,2.135236876199542e-09
1997,8.391065620116933e-08,2.876936688878118e-09
1998,5.8171178096699805e-08,4.291316191284977e-09
1999,7.632235821120048e-08,9.140402323914998e-10
2000,6.052702872239024e-08,3.092622158362701e-09
2001,7.404248236753119e-08,1.7524847129024579e-09
2002,7.710949745387552e-08,6.571832411594869e-09
2003,7.083769304472298e-08,2.083461403401543e-09
2004,5.109557932314601e-08,1.3214374039449694e-09
2005,7.16096195674254e-08,1.8014998381943315e-09
2006,8.688747499263627e-08,2.8825228870488218e-09
2007,6.710725841685417e-08,1.997239706952314e-09
2008,5.364373834026992e-08,5.960415716543821e-09
2009,5.5787850783417525e-08,2.384096253749135e-09
2010,6.518834538837837e-08,9.447586046817946e-10
2011,5.659478574671084e-08,3.4415748029203996e-09
2012,5.719144624549699e-08,1.3617010852229328e-09
2013,5.076207543197597e-08,2.2313000336282585e-09
2014,3.8978011929202694e-08,3.681256854903836e-09
2015,4.4996479431347325e-08,1.994917786518613e-09
2016,4.287673860403629e-08,2.0713399884186856e-09
2017,5.0815348373589586e-08,1.0062445321423752e-09
2018,3.9238294391452655e-08,1.0325866828253538e-09
2019,4.081580584625044e-08,1.53059265262101e-09
