year,tout_ADV en_ADP,tout_ADV tant_ADV
1930,6.346066993501154e-05,1.2604324695075775e-08
1931,6.31719881312165e-05,1.4826963656844327e-08
1932,6.402341932698619e-05,3.1782654730250215e-08
1933,6.223293212315184e-05,2.064719240024715e-08
1934,6.21580429651658e-05,1.0783422155213884e-08
1935,6.214890527189709e-05,3.11175387679441e-08
1936,6.155475011837552e-05,3.6374143697059935e-09
1937,6.106440650910372e-05,2.2664012444550963e-08
1938,6.228100164662465e-05,5.186085783037697e-09
1939,6.0090324041084386e-05,1.8352860564618823e-08
1940,5.7148940413753735e-05,1.2678914806940611e-08
1941,5.6471100378985284e-05,4.427253941230447e-08
1942,5.767429775005439e-05,2.1239483061208375e-08
1943,6.107245553721441e-05,2.0322646676618206e-08
1944,6.486137499450706e-05,1.6065930807940276e-08
1945,6.52832304695039e-05,1.3071024262956144e-08
1946,6.540830690937582e-05,1.3921104269343232e-08
1947,6.452648221966228e-05,1.0728784083369192e-08
1948,6.534439580718754e-05,1.4133454406817236e-08
1949,6.503964414150687e-05,1.570721330779179e-08
1950,6.25571947239223e-05,1.4889506516624351e-08
1951,6.33127328910632e-05,2.9851925376078725e-08
1952,6.224070375537849e-05,1.2653764258629963e-08
1953,6.382738411048194e-05,2.5857186169986335e-08
1954,6.607016121051856e-05,4.202190395652394e-08
1955,6.199006202223245e-05,1.783265446420046e-08
1956,6.389457303157542e-05,1.9186511934776718e-08
1957,6.502322594315046e-05,1.767007518083119e-08
1958,6.42356249045406e-05,1.0753916868111446e-08
1959,6.371192284859717e-05,1.5501495198577686e-08
1960,6.48855798317527e-05,1.7302083321624195e-08
1961,6.663840576948132e-05,2.014966149488373e-08
1962,6.73629938319209e-05,2.2831043722248978e-08
1963,6.698119796055835e-05,2.0691369950753824e-08
1964,6.603295696550049e-05,2.494427064902993e-08
1965,6.550254829562618e-05,2.4624196015565758e-08
1966,6.702335667796433e-05,2.1602390987141007e-08
1967,6.545168480442953e-05,2.9088979447422503e-08
1968,6.768428738723742e-05,3.862617686811731e-08
1969,6.496121523014153e-05,3.133812853661766e-08
1970,6.72011669848871e-05,3.173120149968511e-08
1971,6.582698279089527e-05,3.44272629293485e-08
1972,6.58715994177328e-05,2.872882304272295e-08
1973,6.535572447319282e-05,2.1501493918663073e-08
1974,6.526338211187976e-05,2.1377172976233538e-08
1975,6.50566148578946e-05,1.4278700888326057e-08
1976,6.621463262490579e-05,2.171140245366132e-08
1977,6.871485993542592e-05,2.11564152863275e-08
1978,7.04500644133077e-05,1.544553740462362e-08
1979,7.002588426985312e-05,1.6970723493159312e-08
1980,7.097057687133201e-05,1.8760998088396263e-08
1981,7.370593721134355e-05,1.9609203150139365e-08
1982,7.49208247725619e-05,8.690503427999374e-09
1983,7.586526135128224e-05,2.7155858894900575e-08
1984,7.533666212111712e-05,2.4935736142595033e-08
1985,7.574730807391461e-05,1.5640450934384376e-08
1986,7.620189899171237e-05,1.9781802029772422e-08
1987,7.709161855018465e-05,2.1998940669121225e-08
1988,7.856505089876009e-05,1.4391728697660255e-08
1989,7.644405650353292e-05,1.2073868682627165e-08
1990,7.855810417822795e-05,1.4711357687602344e-08
1991,8.05763902462786e-05,2.2273567878983158e-08
1992,8.205904759961413e-05,1.9284804086971974e-08
1993,8.149891164066503e-05,1.7725463152817866e-08
1994,8.415354022872634e-05,1.846224323420742e-08
1995,8.57652794366004e-05,1.0302656228144969e-08
1996,8.652994165458949e-05,2.0284750990029465e-08
1997,8.82188660398242e-05,1.1987236203658824e-08
1998,8.936666472436627e-05,2.86087754597375e-08
1999,8.81523255884531e-05,1.9651865745817787e-08
2000,9.181288169202162e-05,2.2090158147136663e-08
2001,9.201464581565233e-05,1.8839211080035057e-08
2002,9.430141290067695e-05,2.4534839937473407e-08
2003,9.602090722182766e-05,1.7917768602160322e-08
2004,9.732518356031505e-05,2.81906634980178e-08
2005,9.862356000667205e-05,1.6663873059208356e-08
2006,9.998566383728758e-05,1.1118302722934459e-08
2007,0.00010604783983581001,2.276853305893667e-08
2008,0.0001069886102413875,2.2564430490756848e-08
2009,0.00010820936313393759,1.9072770252037685e-08
2010,0.00011428603102103807,2.36189643953999e-08
2011,0.00011602925314946333,2.4855816960211996e-08
2012,0.00011851905583171174,2.7574447614142628e-08
2013,0.00011846975849039154,3.2353852152944285e-08
2014,0.00012029611207253765,3.031623259375227e-08
2015,0.0001209197289426811,3.746012584848746e-08
2016,0.00012022182090731803,2.5270347731032317e-08
2017,0.00012363550558802672,2.3143623906207722e-08
2018,0.00013045183732174337,3.407535942301365e-08
2019,0.00012800881995644886,2.806086563111876e-08
