year,seront_VERB en_ADP,seront_VERB tant_ADV
1867,2.0726358798128786e-06,9.220341823379385e-09
1868,2.0564696114888648e-06,1.0373735648272486e-08
1869,2.063775127680856e-06,6.8369265804335555e-09
1870,2.0206787212373456e-06,2.0069171213776826e-08
1871,2.257000232930295e-06,1.274541272522356e-08
1872,2.1976031803205842e-06,1.7537283625301825e-08
1873,2.0974960079911398e-06,1.616221290134945e-08
1874,2.200448534495081e-06,1.3144139998644278e-08
1875,2.230823383797542e-06,2.0025344937835143e-08
1876,2.2829751742392546e-06,1.874264654588842e-08
1877,2.2562207959708758e-06,1.1751150275074451e-08
1878,2.086505219267565e-06,2.717589886458427e-08
1879,2.215852191511658e-06,1.588424503040642e-08
1880,2.646077973622596e-06,9.626769603698904e-09
1881,2.2918632112123305e-06,9.761510710859511e-09
1882,2.1789730908494676e-06,1.3976308999019693e-08
1883,2.091069291054737e-06,1.0742875922176154e-08
1884,2.0537879663606873e-06,1.2543224237049344e-08
1885,2.356524419155903e-06,1.353583467533781e-08
1886,2.2309625364869135e-06,1.2906927970846027e-08
1887,2.5155945877486374e-06,3.0685946228459215e-08
1888,2.1684902549168328e-06,2.0924028731883482e-08
1889,2.211593255196931e-06,5.6386229019267375e-09
1890,2.2691285721521126e-06,8.520702365899524e-09
1891,2.332327085241559e-06,1.211101796627645e-08
1892,2.3814077394490596e-06,1.9432388143059143e-08
1893,2.2779981918574777e-06,1.6011883374744684e-08
1894,2.294390469614882e-06,8.192000855444803e-09
1895,2.312953483851743e-06,8.426059849853118e-09
1896,2.196643208662863e-06,1.1204354777305525e-08
1897,2.281158458572463e-06,6.992056267307589e-09
1898,2.7001669877790846e-06,1.9238406423482957e-08
1899,2.5023348371178145e-06,8.844125432005967e-09
1900,2.0634436168620596e-06,1.5054054003371675e-08
1901,2.622236252136645e-06,1.7325090695408107e-08
1902,2.4433572889392963e-06,1.6203935970793282e-08
1903,2.4003979888220783e-06,1.0260418292773466e-08
1904,2.323450416952255e-06,9.13686282189019e-09
1905,2.3455650079995394e-06,1.3934049469810361e-08
1906,2.8035806280968245e-06,9.259531807970234e-09
1907,2.427422032269533e-06,1.2342823652033985e-08
1908,2.367780780332396e-06,1.1296195090437777e-08
1909,2.450688270982937e-06,1.4302557360679202e-08
1910,2.2504218577523716e-06,8.550641084070776e-09
1911,2.1696484964195406e-06,1.5961122423746588e-09
1912,2.24526047531981e-06,7.293189607793238e-09
1913,2.1652106170222396e-06,5.833288518886093e-09
1914,2.1014382127759745e-06,1.2054139020278853e-08
1915,2.2159613308758708e-06,2.4739600590351074e-08
1916,2.0986053641536273e-06,8.789969641043172e-09
1917,2.2086378521635197e-06,1.2063066989753679e-08
1918,2.1984924387652427e-06,9.189101035644853e-09
1919,2.394961256868555e-06,7.366278698128781e-09
1920,2.101294285239419e-06,6.057785384427916e-09
1921,2.120369344993378e-06,1.3630945261411398e-08
1922,2.0577062969096005e-06,0.0
1923,2.285613618369098e-06,7.431163684401554e-09
1924,2.0871539163636044e-06,1.0313299547703991e-08
1925,1.911483423100435e-06,1.2097995494286806e-08
1926,2.1701532659790246e-06,5.57306911730393e-09
1927,1.801714688554057e-06,8.919379901328739e-09
1928,1.9789904399658553e-06,1.0283437212876834e-08
1929,2.0754578144988045e-06,1.7824650200282122e-08
1930,1.8444327452016296e-06,6.302162347537887e-09
1931,2.2012338831700617e-06,1.0264820993199919e-08
1932,2.1097107492096256e-06,1.753525857850491e-08
1933,2.2792205527366605e-06,3.4411986593596566e-09
1934,2.0081129150639754e-06,1.0783422155213884e-08
1935,2.0034908629895654e-06,2.2739740757060645e-08
1936,1.7799080751501606e-06,2.424942913137329e-09
1937,1.988137455555261e-06,1.1332006444320086e-08
1938,1.9214448911952786e-06,7.779128452511941e-09
1939,1.7679922166280448e-06,3.058810094103137e-09
1940,1.8891582840296905e-06,2.5357829169792012e-09
1941,1.6528414334970876e-06,1.7709016475464523e-08
1942,1.4230453189156833e-06,2.4273694165799498e-08
1943,1.5271017446139012e-06,5.806470415592457e-09
1944,1.6130194353536353e-06,9.639558484764166e-09
1945,1.8756919644147274e-06,1.9606536838523425e-08
1946,1.77494075614959e-06,2.7842208538686464e-09
1947,1.814356551221863e-06,3.5762612871081956e-09
1948,1.5264130297509837e-06,1.3046265401328583e-08
1949,2.057644906017231e-06,9.817008539414473e-09
1950,1.761215912665648e-06,6.381216888229346e-09
1951,1.5107206081665936e-06,1.7058242818279723e-08
1952,1.5954287846398074e-06,5.272402070488624e-09
1953,1.539579898235388e-06,3.232148326759443e-09
1954,1.666217372076062e-06,7.818028890937967e-09
1955,1.5026357687020209e-06,1.0324168187025862e-08
1956,1.4843383269180777e-06,1.744228317335228e-09
1957,1.6168119145731907e-06,1.1485549400447326e-08
1958,1.695809942248161e-06,4.9633461784992505e-09
1959,1.7555444173922297e-06,2.325224457422337e-09
1960,1.684530843704124e-06,1.1073333361366622e-08
1961,1.7898457826959202e-06,3.057190056665604e-08
1962,1.702181066320918e-06,3.805173953708163e-09
1963,1.5078836668180884e-06,5.819448034571906e-09
1964,1.7156791045636055e-06,1.3384730657151067e-08
1965,1.8927797782453126e-06,1.2038495533772675e-08
1966,1.6096551007649396e-06,9.416426749453422e-09
1967,1.8424664176563965e-06,1.035370456037299e-08
1968,1.6887723859326798e-06,1.1677681044375277e-08
1969,2.6006105144915637e-06,1.589615195030092e-08
1970,2.0565498743962962e-06,9.197449912790034e-09
1971,1.7326676697848598e-06,1.0790635052160269e-08
1972,1.7201382433995605e-06,9.747279428040656e-09
1973,1.768635797816387e-06,7.1671650836435674e-09
1974,1.8440623534843326e-06,7.875800456247362e-09
1975,1.599785605321813e-06,7.996072248772634e-09
1976,1.5975020914993365e-06,1.0284348483935446e-08
1977,1.593195520399604e-06,9.402850942308305e-09
1978,1.5623754734406248e-06,7.72276909088987e-09
1979,1.4536301478074165e-06,9.363157360553487e-09
1980,1.5270314861481893e-06,9.096241093686785e-09
1981,1.3846628235114622e-06,8.223214109648325e-09
1982,1.496008053436526e-06,7.449002747961231e-09
1983,1.4291559864432202e-06,9.47297440490047e-09
1984,1.3633468824991724e-06,4.639206796497319e-09
1985,1.4461401178778033e-06,9.02333674446254e-09
1986,1.361947056466306e-06,4.7955883708539204e-09
1987,1.412209826412436e-06,2.4443267410134695e-09
1988,1.4385732356458902e-06,1.0194141530917022e-08
1989,1.5449063539563213e-06,4.390497743145261e-09
1990,1.388316263728484e-06,6.538381391862913e-09
1991,1.3926841120337485e-06,8.20605094986604e-09
1992,1.3548952892961097e-06,7.162927584403178e-09
1993,1.3183313285480835e-06,4.4313659408601325e-09
1994,1.4110428310232237e-06,8.967375286772494e-09
1995,1.4217665693649906e-06,9.760411145975922e-09
1996,1.2597897693922278e-06,5.871901187504136e-09
1997,1.391478349432873e-06,6.7128524960935465e-09
1998,1.3646385923493654e-06,5.2449422582867555e-09
1999,1.2979371604160406e-06,1.1425503210205079e-08
2000,1.3978651622892357e-06,7.95245647111642e-09
2001,1.250835907740111e-06,1.1391150245287918e-08
2002,1.3721985396841774e-06,9.63868718173444e-09
2003,1.2909126780868974e-06,5.000307723435071e-09
2004,1.3011753026148654e-06,5.285749615779878e-09
2005,1.1907914085895754e-06,2.251874686720612e-09
2006,1.2246604228494107e-06,7.412201963319376e-09
2007,1.2594593954418087e-06,4.393927444112933e-09
2008,1.1605781082835165e-06,3.405951742863067e-09
2009,1.2726305840260466e-06,4.76819250749827e-09
2010,1.1412683988965e-06,4.723793023408973e-10
2011,1.1735769476217683e-06,3.823971805871906e-09
2012,1.121020432037767e-06,3.744677901096338e-09
2013,1.0579151421552524e-06,6.9728125495771565e-09
2014,1.0162434591620695e-06,7.145969149746634e-09
2015,1.0420120588605641e-06,7.093041265449074e-09
2016,1.0930461940006353e-06,5.799752234025846e-09
2017,1.2215808737892075e-06,3.2702947017071438e-09
2018,1.0271655810356606e-06,4.3884935685412074e-09
2019,1.037996867125912e-06,5.3570743396846865e-09
