year,soit_VERB en_ADP,soit_VERB tant_ADV
1989,3.6770418780918135e-06,3.951447880012893e-08
1990,3.807517366283264e-06,2.887784944505256e-08
1991,3.787678858557797e-06,5.9200797153380336e-08
1992,3.6238902367813353e-06,5.840540850954312e-08
1993,3.7794013358904976e-06,3.489700617365088e-08
1994,3.774737514561366e-06,3.745197929561073e-08
1995,3.8033068925358293e-06,4.609083248396928e-08
1996,3.894138220772447e-06,4.003569031851839e-08
1997,3.830161613649352e-06,4.171558032339817e-08
1998,3.974235792014724e-06,2.6224711291433778e-08
1999,3.9143773804539705e-06,4.798711117359744e-08
2000,3.974019177732657e-06,3.6227859823156905e-08
2001,4.025457364775775e-06,4.775520778821374e-08
2002,4.014951493047647e-06,3.1106672793157486e-08
2003,4.239844091813438e-06,4.666953756782277e-08
2004,4.262957041589743e-06,3.567880924038036e-08
2005,4.162365264903656e-06,3.783149793434859e-08
2006,4.150009417003275e-06,3.664921877089e-08
2007,4.130291737070024e-06,4.6335962622379157e-08
2008,4.144617534507233e-06,5.023778726354067e-08
2009,4.127347605020759e-06,4.577464807198339e-08
2010,4.079940122636572e-06,4.5820790717243653e-08
2011,4.1390674709873565e-06,4.7799648683621854e-08
2012,4.003741755909118e-06,4.731911218414098e-08
2013,3.944380518206003e-06,5.4109026592641385e-08
2014,3.652889551730709e-06,5.088796228847059e-08
2015,3.908708933408889e-06,5.3862780902136365e-08
2016,3.833014861953643e-06,6.172593458586562e-08
2017,4.022210834619955e-06,5.584657003510074e-08
2018,3.875555844246037e-06,5.472709574405599e-08
2019,3.890511475646008e-06,5.5866632209244926e-08
