year,soit_VERB en_ADP,soit_VERB tant_ADV
1800,3.6440867248188624e-06,9.746909768182377e-08
1801,3.7598871944766188e-06,3.333655484993869e-08
1802,3.4798413821590657e-06,1.1412984690650774e-07
1803,3.7134458157339623e-06,1.5602713787643552e-08
1804,4.202146388188055e-06,6.673997887673977e-08
1805,3.5251683909720555e-06,6.254330742194725e-08
1806,3.852791842007264e-06,4.3225035994964855e-08
1807,3.5985513022751547e-06,5.124519120158766e-08
1808,3.4738913399223748e-06,1.1330369886763947e-07
1809,3.2417088471348166e-06,8.810219043198231e-08
1810,3.290218252516297e-06,4.44624070894406e-08
1811,2.7653055623133582e-06,6.267691787797958e-08
1812,3.11796635443784e-06,2.400487453257938e-08
1813,3.5256592045840307e-06,6.326631307729258e-08
1814,3.7948927058550908e-06,3.1466772298927026e-08
1815,3.1449626543000875e-06,9.170560133497929e-08
1816,3.4184657380365024e-06,3.7081662185300956e-08
1817,3.4640432682309097e-06,4.0478710161551135e-08
1818,3.3164714956512853e-06,4.530047448270125e-08
1819,3.5069356636441285e-06,1.0661581484328053e-07
1820,3.273962057015467e-06,2.7292905713238724e-08
1821,3.718767181304372e-06,5.719663320746804e-08
1822,4.010246442476273e-06,8.72228582693424e-08
1823,3.544919808362579e-06,1.0179167730939298e-07
1824,3.6261310789598156e-06,1.2800092008546926e-07
1825,3.743193826011293e-06,9.509878395874694e-08
1826,3.5073394730744667e-06,4.668231667892542e-08
1827,3.699813304613997e-06,3.871254605769536e-08
1828,3.576280363404294e-06,1.0639869429951432e-07
1829,3.4978557472697958e-06,3.5150023336427694e-08
1830,3.7082077657402124e-06,4.5922078584226256e-08
1831,3.5766226957889558e-06,2.9623292263636358e-08
1832,3.692328707671777e-06,3.2471927369215337e-08
1833,3.6476847231625698e-06,4.40177885252524e-08
1834,3.4761792857551654e-06,4.947301235347368e-08
1835,3.6605345883344853e-06,8.546289365085613e-08
1836,3.880561253666315e-06,6.115882911217341e-08
1837,3.9423411770656e-06,7.862416850912268e-08
1838,3.763310875370962e-06,1.2434958307494526e-07
1839,4.100500085257863e-06,1.0207553913232914e-07
1840,3.431351361271595e-06,7.006657654073933e-08
1841,3.930017680175979e-06,1.2391659254262777e-07
1842,4.169186631486355e-06,9.592819338877234e-08
1843,4.0314665774587866e-06,8.269675788596942e-08
1844,3.6175107016589436e-06,8.836583731408609e-08
1845,3.6327283989834314e-06,4.8547981634783355e-08
1846,3.8153785695271836e-06,7.142491398326456e-08
1847,4.0551649291842295e-06,7.496581133636937e-08
1848,3.446572907961354e-06,2.896279838182636e-08
1849,3.4263426726965918e-06,5.865590324560799e-08
1850,3.5004062652888024e-06,7.87523504186538e-08
1851,3.4175576786310558e-06,5.868989205737307e-08
1852,3.5807999836379167e-06,7.096494414327026e-08
1853,3.7199162647993944e-06,7.285756709052293e-08
1854,3.8499872658803724e-06,7.741540031247496e-08
1855,3.487188351414261e-06,7.005156987816008e-08
1856,3.723434403468673e-06,8.438818355216426e-08
1857,3.517615468240365e-06,6.68766730882453e-08
1858,3.819024755102873e-06,7.193703766006365e-08
1859,3.5981296804266094e-06,6.110607841947058e-08
1860,3.487356451614687e-06,5.950339243554481e-08
1861,3.642610472809338e-06,7.687020797675359e-08
1862,3.857908360771489e-06,7.048058847658467e-08
1863,3.6800365919020805e-06,6.343168479361339e-08
1864,3.725983091840135e-06,6.089304349643498e-08
1865,3.6416855664356262e-06,8.425251252219823e-08
1866,3.446800128870109e-06,7.347075836605654e-08
1867,3.4911125652570263e-06,6.648351558169452e-08
1868,3.5443595294282204e-06,4.5940829807022965e-08
1869,3.546411662114224e-06,4.688178378842167e-08
1870,3.6508688125991284e-06,5.3326655091723296e-08
1871,3.781139056968641e-06,8.072094459521395e-08
1872,3.5691396149672983e-06,5.6844989160254045e-08
1873,3.773577262222716e-06,7.961386216948085e-08
1874,3.5913375455720598e-06,5.377148326601855e-08
1875,3.57366590719721e-06,7.09469389903461e-08
1876,3.4867367801894034e-06,7.85981910667033e-08
1877,3.4492718299361513e-06,6.80329748092845e-08
1878,3.4483196316159592e-06,6.2202616391005e-08
1879,3.562958582392639e-06,9.102894438228759e-08
1880,3.613889148823546e-06,9.755126484378707e-08
1881,3.68287844310089e-06,5.368830713337047e-08
1882,3.4554758556737397e-06,6.389169726617183e-08
1883,3.617821462853499e-06,7.64639978001469e-08
1884,3.440144396904543e-06,7.327883366770038e-08
1885,3.4993356052837044e-06,6.381179673553561e-08
1886,3.3383768922590207e-06,8.712176224889845e-08
1887,3.5811152088172093e-06,9.466941008895446e-08
1888,3.461341634647397e-06,6.911270133969083e-08
1889,3.3311731897356367e-06,8.896493852716958e-08
1890,3.426633291780945e-06,5.767860145056147e-08
1891,3.305033146716596e-06,6.310477829174488e-08
1892,3.583081728208981e-06,7.647584965297938e-08
1893,3.3674221100454815e-06,5.234653954744317e-08
1894,3.3291032366378204e-06,5.1042469806361623e-08
1895,3.4438512130918753e-06,7.162151405282202e-08
1896,3.7617147228274916e-06,3.4792471126365854e-08
1897,3.500106842579953e-06,5.477110676110897e-08
1898,3.465176547479132e-06,4.0174320758978865e-08
1899,3.337551888193957e-06,7.020024384019052e-08
1900,3.3373279819670643e-06,4.152842336679896e-08
1901,3.2817075918956107e-06,4.0238919751800495e-08
1902,3.927245074919483e-06,4.075535642300565e-08
1903,3.4183395314357767e-06,3.7801541452608944e-08
1904,3.3344175278671173e-06,5.750849041419315e-08
1905,3.463901393274682e-06,3.509316215399849e-08
1906,3.3637822625109948e-06,5.041300710217911e-08
1907,3.4801621353608425e-06,3.959989314239465e-08
1908,3.5111520020336684e-06,4.0273391732625896e-08
1909,3.476071469776798e-06,3.135560788791736e-08
1910,3.2267982277289775e-06,5.50447509795049e-08
1911,3.4194044076230057e-06,4.0434844805758985e-08
1912,3.370495605281576e-06,6.095022797580896e-08
1913,3.5174730896869733e-06,4.18936174639839e-08
1914,3.3677924804464965e-06,3.750176347239176e-08
1915,3.3822568283881083e-06,4.358881966481931e-08
1916,3.5665301894027834e-06,4.8344833913915863e-08
1917,3.649626108881421e-06,1.864292187292449e-08
1918,3.488412488650283e-06,3.2161853624756986e-08
1919,3.584615349438991e-06,6.077179648400488e-08
1920,3.6543590624660283e-06,3.9375606775138294e-08
1921,3.3729017943073814e-06,2.196096815509918e-08
1922,3.283919177476946e-06,2.7298360905092522e-08
1923,3.5128172797271873e-06,2.866305948145964e-08
1924,3.2319301794814237e-06,2.836157442231979e-08
1925,3.5755076623900095e-06,3.189471442510694e-08
1926,3.4943143703003443e-06,4.0126099776216506e-08
1927,3.4562596340492746e-06,4.0137209111890115e-08
1928,3.441523688252346e-06,4.227635130860108e-08
1929,3.3242973103142504e-06,5.124586976990031e-08
1930,3.764491438573714e-06,3.571225093423891e-08
1931,3.548206436221335e-06,1.9389105432310316e-08
1932,3.818302559466247e-06,3.3974561830518724e-08
1933,3.3769629084190456e-06,3.9000251916831985e-08
1934,3.2997272043644443e-06,1.7972370258689807e-08
1935,3.3571036937019016e-06,2.8723881939640705e-08
1936,3.324596683285108e-06,2.7886843056990074e-08
1937,3.646387710887211e-06,3.1477796369472344e-08
1938,3.443560991911454e-06,3.8895642262559704e-08
1939,3.584925380550885e-06,3.8235125288110794e-08
1940,3.4664151797869636e-06,5.5787225505810056e-08
1941,3.5978816441684103e-06,2.6563522936839945e-08
1942,3.216264552463599e-06,1.8205270180260413e-08
1943,3.3764624767229634e-06,6.096794180621146e-08
1944,3.4638146715337825e-06,2.2492303131116387e-08
1945,3.5945316341212674e-06,3.267756198965799e-08
1946,3.5262157851434495e-06,3.062643116891195e-08
1947,3.6608994236075887e-06,5.4836007734593295e-08
1948,3.3778956307628505e-06,5.109787437618252e-08
1949,3.628366357588675e-06,4.123143426681963e-08
1950,3.627721767429648e-06,4.998619829166273e-08
1951,3.602487737452975e-06,2.3455083209000804e-08
1952,3.4091352034693045e-06,4.2179216563908994e-08
1953,3.5219642100514648e-06,2.693456835345387e-08
1954,3.636360716541276e-06,3.615838295445428e-08
1955,3.5477596753707985e-06,3.003394510869839e-08
1956,3.5913660880737552e-06,1.657016923672927e-08
1957,3.4209266672746708e-06,3.6223653410161205e-08
1958,3.566164217261303e-06,4.715178647529683e-08
1959,3.7250093853913313e-06,4.80546376024904e-08
1960,3.840370396801518e-06,4.0832915715327545e-08
1961,3.936132287662986e-06,1.2437205043625e-07
1962,3.7633168687989382e-06,4.693047728210331e-08
1963,3.726386566427209e-06,3.556329275511416e-08
1964,3.964922072441368e-06,7.300761950546075e-08
1965,3.9513623377729346e-06,5.1984411442163037e-08
1966,3.870151495277696e-06,4.486650695412209e-08
1967,3.915179288327408e-06,6.45873967641819e-08
1968,3.742247699278778e-06,4.626158300879979e-08
1969,3.913178375114512e-06,5.4046918052108595e-08
1970,4.0146867377188755e-06,5.656431767420145e-08
1971,3.773125218486939e-06,6.679916708662859e-08
1972,3.694731802283968e-06,3.642404422521395e-08
1973,3.721963892644453e-06,3.252790392593852e-08
1974,3.766320222808872e-06,3.431598827319249e-08
1975,3.7084641419937725e-06,2.9699696924012642e-08
1976,3.703508113517273e-06,3.485251554025126e-08
1977,3.606581017834287e-06,3.8786758693731826e-08
1978,3.5851468709324763e-06,4.099008066305032e-08
1979,3.6147639619343863e-06,3.2771051650115623e-08
1980,3.6328112109629274e-06,3.524793257270176e-08
1981,3.6643908565281436e-06,4.617651327976091e-08
1982,3.864791025876002e-06,5.7729771185677237e-08
1983,3.7298255506357236e-06,3.6628833299801045e-08
1984,3.6429371004231825e-06,4.465236713713239e-08
1985,3.5401559355108247e-06,3.609334697785016e-08
1986,3.68241251891277e-06,4.016305155118971e-08
1987,3.7453195904646464e-06,3.849814689260711e-08
1988,3.6968755203758974e-06,3.418035632307692e-08
