year,serait_VERB en_PRON,serait_VERB tant_ADV
1905,1.223099843628006e-07,4.6446832158153484e-08
1906,8.539346652014501e-08,4.9384169642507914e-08
1907,1.2034253416004503e-07,3.445705232252294e-08
1908,1.154176416662267e-07,2.357466755142923e-08
1909,9.791750699150725e-08,4.1257376182102234e-08
1910,1.1810573141701752e-07,5.076943310200477e-08
1911,1.2556083106574079e-07,3.2454281040372734e-08
1912,1.0106277414934084e-07,4.636384787204406e-08
1913,1.214384610648267e-07,3.8711824856818566e-08
1914,1.1317496984020181e-07,2.0759905794420774e-08
1915,1.284103063881048e-07,1.767114277129167e-08
1916,9.55909200683891e-08,3.5159878564172686e-08
1917,1.1843738434436091e-07,5.04455535121906e-08
1918,1.0682330042754984e-07,4.020231614276781e-08
1919,9.668240608107226e-08,4.235610262526279e-08
1920,1.0298235508798825e-07,3.8618381381638756e-08
1921,1.1964941393216577e-07,3.483463828501954e-08
1922,1.1362020302385645e-07,4.205423209668879e-08
1923,1.1996021953564195e-07,3.927900849021171e-08
1924,9.797634703545555e-08,4.2542360745301266e-08
1925,1.1878032069034816e-07,4.06932585406139e-08
1926,1.248367453854371e-07,4.124071395494866e-08
1927,1.103773286104115e-07,3.1217830098739796e-08
1928,7.655447831211859e-08,3.085031252680892e-08
1929,9.91496165170247e-08,4.790374674712439e-08
1930,9.138135226294253e-08,2.4158287814657342e-08
1931,9.58049923838189e-08,2.8513390759599133e-08
1932,1.249387224788734e-07,1.9727165678773417e-08
1933,1.192948815287309e-07,1.3764794637438627e-08
1934,8.626737724171107e-08,2.6359476379411717e-08
1935,9.574627313213568e-08,1.9149254626427137e-08
1936,1.0427254437672673e-07,3.15242587589637e-08
1937,7.680581859403901e-08,2.392312481447334e-08
1938,7.519824407609121e-08,2.463390735840676e-08
1939,8.870549095263414e-08,2.141167065872196e-08
1940,7.86092684279538e-08,2.5357829613881222e-08
1941,6.493305448884712e-08,2.9515025090631752e-08
1942,6.675266206457309e-08,3.034211815133858e-08
1943,1.0161323160673419e-07,2.6129116648121453e-08
1944,8.996921252446555e-08,1.2852744646352221e-08
1945,1.5903079031431844e-07,2.178504132643866e-08
1946,1.0440827935553898e-07,1.8097434661967782e-08
1947,1.1682453759931377e-07,1.907339353124371e-08
1948,1.4024735150997003e-07,1.9569398546082084e-08
1949,1.0798709126902395e-07,1.668891336237266e-08
1950,1.2337019938968297e-07,2.1270722072586068e-08
1951,1.6098717026125087e-07,9.595261474260042e-09
1952,1.1810180211568877e-07,2.2144087452602434e-08
1953,1.4867882214275596e-07,1.508335856215126e-08
1954,1.2899747048322752e-07,2.052232517257835e-08
1955,1.4266123571360367e-07,2.627970197011109e-08
1956,1.42154604532152e-07,1.657016923672927e-08
1957,1.5726367053048307e-07,2.297109880089465e-08
1958,1.2904699531191e-07,1.2408365002158916e-08
1959,1.1083569262382298e-07,2.712761748568937e-08
1960,1.377245837375085e-07,2.422291700554524e-08
1961,1.1950834277740796e-07,1.737039845295385e-08
1962,1.6235408395459672e-07,3.170978146727066e-08
1963,1.4483958921118756e-07,1.2285501505004959e-08
1964,1.3019692346460943e-07,2.068549243006146e-08
1965,1.3789549768716824e-07,2.3529786119524942e-08
1966,1.6118707435452961e-07,2.2710207048248776e-08
1967,1.3903546403071232e-07,2.415864486238206e-08
1968,1.3788645958356938e-07,2.4253646202510026e-08
1969,1.698617353440568e-07,2.180043701116574e-08
1970,1.5129805319702427e-07,3.1731204330753826e-08
1971,1.7830238618898875e-07,2.4664307929356255e-08
1972,1.446701389795635e-07,1.5903454553267693e-08
1973,1.4885650045926013e-07,1.6539610570021068e-08
1974,1.3838906909313664e-07,2.193973003272731e-08
1975,1.6791751988876058e-07,1.8847885030481848e-08
1976,1.7426256704311527e-07,1.656922776760439e-08
1977,2.0451200555271498e-07,1.5867311020656416e-08
1978,1.7940585905762418e-07,1.7821774278559133e-08
1979,1.8901873488630372e-07,1.8726314721106974e-08
1980,1.637323379100053e-07,2.38776323158163e-08
1981,1.929292636759783e-07,2.0241758491579276e-08
1982,1.8808731283570523e-07,1.2415004135846175e-08
1983,1.9956398489284766e-07,1.515675762675528e-08
1984,2.0702459835320042e-07,1.4497521405587577e-08
1985,1.8347452623856952e-07,1.564045071233977e-08
1986,1.9182353128144314e-07,2.1580147446798037e-08
1987,2.1876724076719256e-07,1.5277041853778428e-08
1988,1.8709248195136752e-07,1.2592763276586538e-08
1989,2.1513439207865304e-07,2.4147738031388144e-08
1990,1.825298028279576e-07,1.6345952147389653e-08
1991,2.2449411574143596e-07,2.05151273746651e-08
1992,1.9450102684004378e-07,1.1019888113139586e-08
1993,2.3153887696025777e-07,2.7142116110212555e-08
1994,2.0413965273746726e-07,1.5824779708850656e-08
1995,2.0659537369738246e-07,1.2471637056421514e-08
1996,2.3701129236997076e-07,2.5089033073300016e-08
1997,2.4693707700862433e-07,1.2946214766884623e-08
1998,2.1504263258975698e-07,1.1920323395031573e-08
1999,2.408496015959827e-07,1.8737825513426287e-08
2000,2.602220661174215e-07,1.9439339027371716e-08
2001,2.1511749537239666e-07,1.3581756164171566e-08
2002,2.3395722337227198e-07,9.200564754507923e-09
2003,2.5168213824144914e-07,1.5000923170305214e-08
2004,2.382992079219548e-07,1.9381081628466745e-08
2005,2.4275209398183506e-07,1.3961623857028371e-08
2006,2.1865994881409279e-07,1.4412615101377924e-08
2007,2.2169361102442053e-07,1.677681460421354e-08
2008,2.1202049538260326e-07,2.426740586258802e-08
2009,2.274427828297121e-07,1.5258216023994464e-08
2010,2.1729448462792789e-07,2.0312310056169736e-08
2011,1.8928660949768528e-07,1.644307978665438e-08
2012,1.7293604059887002e-07,3.063827591631707e-08
2013,1.5479643877824856e-07,3.0122549787847674e-08
2014,1.5136461684051028e-07,3.7462200452864636e-08
2015,1.4984050267230486e-07,2.792885034352821e-08
2016,1.4333673448163609e-07,3.6662719082869444e-08
2017,1.4540233905790956e-07,2.7168601590688013e-08
2018,1.559205884404946e-07,2.813798793965816e-08
2019,1.428553133564492e-07,2.5254779600913935e-08
