year,auront_VERB eu_VERB,auront_VERB tu_VERB
1800,6.005354293847631e-07,0.0
1801,3.881327472754492e-07,0.0
1802,4.3637882640723547e-07,0.0
1803,6.631153155467473e-07,1.950339223455444e-09
1804,6.995338139859086e-07,2.4718509461507665e-09
1805,4.918178433399589e-07,0.0
1806,9.912942005030345e-07,0.0
1807,1.0135159982382902e-06,0.0
1808,8.089884317996621e-07,0.0
1809,5.489443992701126e-07,6.7770917766551975e-09
1810,7.605411838085274e-07,2.3401267590372754e-09
1811,7.01981491602055e-07,2.5070767684098882e-09
1812,8.375033644369978e-07,0.0
1813,5.722725973100751e-07,0.0
1814,5.066150379207102e-07,0.0
1815,5.36747506885149e-07,0.0
1816,6.929635674168821e-07,0.0
1817,6.38318113033165e-07,1.556873407970727e-09
1818,7.832213668734767e-07,0.0
1819,6.728182597726118e-07,0.0
1820,6.348567467284738e-07,1.1866481131050932e-09
1821,6.715673634971608e-07,0.0
1822,7.248520432767691e-07,0.0
1823,3.9728402612126956e-07,0.0
1824,4.875824402006401e-07,0.0
1825,5.697121423509088e-07,8.805443041381977e-10
1826,6.500292215605441e-07,0.0
1827,9.927002793119755e-07,0.0
1828,8.025763804653252e-07,0.0
1829,6.849967917332833e-07,8.57317605795771e-10
1830,6.658701181549986e-07,1.0436835840010872e-09
1831,6.111752668402914e-07,0.0
1832,6.318495593404805e-07,0.0
1833,5.096796371617529e-07,2.3167257001688313e-09
1834,7.402283017654554e-07,9.334530925997342e-10
1835,4.7042408368724864e-07,0.0
1836,6.619939085794613e-07,0.0
1837,6.199480822033365e-07,6.957890930081589e-10
1838,5.529453801500495e-07,0.0
1839,5.607163302556728e-07,0.0
1840,6.407906880667724e-07,0.0
1841,5.05939226513874e-07,6.420548537278137e-10
1842,5.554443305300083e-07,0.0
1843,4.4951593736186624e-07,5.906911071384968e-10
1844,4.2371692643428105e-07,5.488561272137815e-10
1845,4.519984599937743e-07,5.580227946389016e-10
1846,3.9283705177695083e-07,4.6836010625384006e-09
1847,5.743783049183548e-07,4.853901280910122e-09
1848,4.545550211787486e-07,0.0
1849,5.178478659217944e-07,0.0
1850,3.849360723506834e-07,6.788996032014438e-10
1851,4.4630115780819324e-07,6.449438760824933e-10
1852,4.908951041215914e-07,1.9531636308300904e-09
1853,3.3920574082912935e-07,0.0
1854,4.0058571926238074e-07,0.0
1855,3.7360837268352043e-07,1.5920811335945473e-09
1856,4.995987410438829e-07,5.177189232874468e-10
1857,3.592790562834125e-07,4.881509085841174e-10
1858,3.5870644410351815e-07,9.787352039936081e-10
1859,3.5696135114449135e-07,5.092173349652285e-10
1860,4.5405664650388644e-07,9.154367819341758e-10
1861,4.234935317981581e-07,0.0
1862,4.350820859144733e-07,9.035972525772706e-10
1863,3.995696715719532e-07,4.994620828036034e-10
1864,3.950855784751184e-07,0.0
1865,3.101810364114499e-07,9.41368871743009e-10
1866,3.960608978559321e-07,9.731225825149181e-10
1867,3.542552349244943e-07,4.85281148598915e-10
1868,3.6110478163209336e-07,1.4819622196071691e-09
1869,3.652872351267433e-07,1.953407657850903e-09
1870,3.0734500455764646e-07,0.0
1871,4.790151137967769e-07,1.0621177271019633e-09
1872,3.5497882322488294e-07,0.0
1873,2.9630723474838305e-07,5.986004469882289e-10
1874,2.778193390895467e-07,0.0
1875,3.472966909612296e-07,1.1443054281912168e-09
1876,3.367630370121333e-07,0.0
1877,2.92541784574496e-07,6.184815992682502e-10
1878,3.104091490513383e-07,0.0
1879,3.2929261806202703e-07,0.0
1880,3.3501157759019407e-07,6.417846254436199e-10
1881,3.256160994169477e-07,0.0
1882,3.4075571875291644e-07,6.655385131892899e-10
1883,3.418762446472101e-07,0.0
1884,3.3668655419205606e-07,0.0
1885,3.255046010508522e-07,6.445635691854079e-10
1886,2.891151780204382e-07,0.0
1887,3.82594976144901e-07,1.3057849246322917e-09
1888,3.9184999423014233e-07,4.4384300679212174e-09
1889,2.744129972143128e-07,1.2530273485467092e-09
1890,3.290302004188561e-07,6.554386478008212e-10
1891,3.3847109648377227e-07,5.736798147637501e-09
1892,2.9211267360551574e-07,6.268512375839919e-10
1893,2.919089467923186e-07,0.0
1894,2.9617234531542636e-07,0.0
1895,3.5389453501011303e-07,0.0
1896,3.213880859220808e-07,5.89702897624278e-10
1897,3.047371137654409e-07,1.1653427112179315e-09
1898,3.230920526675618e-07,1.6975064687230201e-09
1899,3.532122718752362e-07,1.1055156790007459e-09
1900,2.8550792308124073e-07,1.5573159428683425e-09
1901,3.2805897376420035e-07,1.1177477832191585e-09
1902,2.71538709739616e-07,9.820567692386817e-10
1903,2.835115537891397e-07,1.6200660812870638e-09
1904,2.6389409413241083e-07,5.374625189347171e-10
1905,2.8951859576409333e-07,5.160759042333041e-10
1906,2.474352811532299e-07,1.0288369045596824e-09
1907,2.679421413631644e-07,5.142843373384665e-10
1908,3.0745295021006314e-07,0.0
1909,3.1300595537686604e-07,1.1001967115120692e-09
1910,2.5812246917666926e-07,0.0
1911,3.027292905244394e-07,5.320374141248863e-10
1912,2.2660982779143524e-07,5.209421227725386e-10
1913,2.932553400114557e-07,0.0
1914,3.026928254712402e-07,6.696743715117748e-10
1915,4.3353205114726734e-07,2.3561523843085297e-09
1916,3.603887535064132e-07,1.0987462051303964e-09
1917,3.9150134512055956e-07,0.0
1918,3.331049072130554e-07,1.1486376294556067e-09
1919,3.4069037724293594e-07,1.8415696745321952e-09
1920,2.953170508135372e-07,7.572231730534895e-10
1921,2.86249843384212e-07,0.0
1922,2.6339230885241705e-07,7.377935484775833e-10
1923,2.802610197250033e-07,0.0
1924,3.210014369869896e-07,0.0
1925,2.9475117457877786e-07,1.0998177923937646e-09
1926,2.663927034518565e-07,0.0
1927,2.463978603373107e-07,0.0
1928,2.936492649041611e-07,3.4278122562625413e-09
1929,2.651416650678584e-07,0.0
1930,2.1427351271086081e-07,0.0
1931,2.6916640649687906e-07,0.0
1932,2.454936236517824e-07,0.0
1933,3.567375870261458e-07,0.0
1934,2.3963161766005214e-07,0.0
1935,2.621054306928272e-07,1.196828414151696e-09
1936,3.1887998375168536e-07,0.0
1937,2.7826371251649107e-07,0.0
1938,2.3985646180335607e-07,0.0
1939,2.3552837546958472e-07,1.5294050470515685e-09
1940,2.155415472770983e-07,0.0
1941,2.715382265705557e-07,2.9515025978810172e-09
1942,2.5183956608998415e-07,9.102635090130207e-09
1943,3.4548497751529794e-07,0.0
1944,3.148922473883431e-07,0.0
1945,2.7884851760973106e-07,0.0
1946,2.7563785920392547e-07,1.3921104269343232e-09
1947,2.551066415890091e-07,0.0
1948,2.565765555573307e-07,0.0
1949,2.297179975130348e-07,9.817008317369869e-10
1950,2.914088952366001e-07,0.0
1951,2.270878525223452e-07,0.0
1952,2.267132828137619e-07,0.0
1953,2.3055990538978222e-07,0.0
1954,2.0522325883121084e-07,0.0
1955,1.9897488812148367e-07,0.0
1956,2.389592737017665e-07,0.0
1957,2.2175944991431606e-07,0.0
1958,2.0515163612344622e-07,0.0
1959,2.9142810831217503e-07,0.0
1960,2.1177750397782802e-07,0.0
1961,2.008018071819606e-07,0.0
1962,2.1435812413983513e-07,0.0
1963,1.6747077324907877e-07,1.2932106496776896e-09
1964,2.0928851540702453e-07,6.083968329129164e-10
1965,2.123152853528154e-07,5.472043373977442e-10
1966,1.9774496706759237e-07,0.0
1967,2.6623811777426454e-07,0.0
1968,2.2097765395301394e-07,4.4914158503495116e-10
1969,3.6152391658106353e-07,1.8167031212712459e-09
1970,2.3545472060959582e-07,0.0
1971,2.029667030001292e-07,0.0
1972,1.995627059159233e-07,0.0
1973,2.1777154302071722e-07,0.0
1974,2.087087125346443e-07,0.0
1975,2.07897883797159e-07,1.1422960355389478e-09
1976,1.9940209483593208e-07,0.0
1977,1.9628451752851106e-07,0.0
1978,2.0198010020067159e-07,0.0
1979,2.3817531769054767e-07,0.0
1980,2.444614892738173e-07,0.0
1981,1.7205495339567278e-07,0.0
1982,2.1291732821282494e-07,0.0
1983,1.9135407569592644e-07,0.0
1984,1.9542657980764488e-07,0.0
1985,1.9069318568654126e-07,0.0
1986,2.0680974444076128e-07,1.1988970927134801e-09
1987,2.0898993113860342e-07,0.0
1988,2.1467663202656695e-07,5.996553809062277e-10
1989,2.2501301089050685e-07,0.0
1990,1.8144007185583177e-07,0.0
1991,2.168742128105805e-07,5.861465202094962e-10
1992,1.7631820981023338e-07,1.1019888335184191e-09
1993,1.9498010317420267e-07,5.539207426075166e-10
1994,2.1416201434476534e-07,5.274926606624319e-10
1995,2.0713761728075042e-07,0.0
1996,2.0231370001511095e-07,0.0
1997,2.0953689272573683e-07,0.0
1998,2.221948278702257e-07,0.0
1999,2.2713899738846521e-07,0.0
2000,1.6965240945410187e-07,0.0
2001,1.9145895180372463e-07,0.0
2002,2.06355537102354e-07,1.752488598683044e-09
2003,1.82927919922804e-07,0.0
