year,auront_VERB eu_VERB,auront_VERB tu_VERB
2004,1.810369241184162e-07,8.809582507929292e-10
2005,1.9816498308955488e-07,4.5037495954858286e-10
2006,2.23189630332854e-07,0.0
2007,2.1170741604237264e-07,0.0
2008,1.9413924690070417e-07,0.0
2009,1.7022446741066233e-07,4.76819250749827e-10
2010,1.681670340758501e-07,4.723793023408973e-10
2011,1.8125626866094535e-07,7.64794394481072e-10
2012,1.8417007652260509e-07,6.808505426114664e-10
2013,1.665107589587933e-07,5.578250084070646e-10
2014,1.9207499235562864e-07,4.330890368553497e-10
2015,1.7488780201802e-07,0.0
2016,1.9512023641254927e-07,0.0
2017,1.6099912159006635e-07,2.515611330355938e-10
2018,1.7218383163708495e-07,5.162933414126769e-10
2019,1.8060993056678853e-07,5.1019755087367e-10
