year,auraient_VERB eu_VERB,auraient_VERB tu_VERB
1877,1.4967254173825495e-06,1.8554447978047506e-09
1878,1.7012113175951527e-06,1.2078177347163432e-09
1879,1.6800644289105549e-06,0.0
1880,1.5434919760082266e-06,0.0
1881,1.551382979414484e-06,0.0
1882,1.6139308627316495e-06,0.0
1883,1.6815761227917392e-06,0.0
1884,1.543476741971972e-06,0.0
1885,1.6081861531347386e-06,0.0
1886,1.5669010053898091e-06,0.0
1887,1.5924047147564124e-06,1.3057849246322917e-09
1888,1.575008695908764e-06,6.340614699951175e-10
1889,1.632068119761243e-06,0.0
1890,1.5750190414109966e-06,0.0
1891,1.5553097227893886e-06,0.0
1892,1.5896947616056423e-06,0.0
1893,1.6492239183207857e-06,6.158416554491453e-10
1894,1.5564802424705704e-06,0.0
1895,1.6316463415932958e-06,0.0
1896,1.722522142699745e-06,0.0
1897,1.5644725408492377e-06,0.0
1898,1.5639692492186441e-06,5.6583548957434e-10
1899,1.525611651231884e-06,0.0
1900,1.508000991634617e-06,1.038210628578895e-09
1901,1.604526914888993e-06,0.0
1902,1.2639070519071538e-06,0.0
1903,1.3921768413638347e-06,0.0
1904,1.3108710845699534e-06,5.374625189347171e-10
1905,1.4522375977321644e-06,0.0
1906,1.4748377452633576e-06,4.115347618238729e-09
1907,1.5119959471121547e-06,5.142843373384665e-10
1908,1.4518066109303618e-06,0.0
1909,1.4011004623171175e-06,0.0
1910,1.5353745084212278e-06,5.344150677544235e-10
1911,1.3694642575501348e-06,0.0
1912,1.2862061566920602e-06,0.0
1913,1.4238527228371822e-06,1.060597942803554e-09
1914,1.4418088767342851e-06,2.0090231700464756e-09
1915,1.6987859225991997e-06,0.0
1916,1.42946885262063e-06,0.0
1917,1.511173309154401e-06,0.0
1918,1.5230934877763502e-06,0.0
1919,1.5524432228630758e-06,9.207848372660976e-10
1920,1.4288801821749075e-06,7.572231730534895e-10
1921,1.3691527556147776e-06,1.5145494858259667e-09
1922,1.29335205656389e-06,0.0
1923,1.3386710406848579e-06,0.0
1924,1.3497531199391233e-06,5.156649773851996e-09
1925,1.2229974117872189e-06,0.0
1926,1.1547399481059983e-06,0.0
1927,1.1662089036690304e-06,0.0
1928,1.1186094752702047e-06,2.2852082448565625e-09
1929,1.2755765510519268e-06,0.0
1930,1.1207345096408972e-06,0.0
1931,1.1473788390503614e-06,1.1405356659111021e-09
1932,1.3151443454262335e-06,0.0
1933,1.1550956742212293e-06,0.0
1934,1.1658077028187108e-06,0.0
1935,9.7421832379041e-07,0.0
1936,1.064549906004686e-06,0.0
1937,1.1332006124575855e-06,0.0
1938,1.1616832580330083e-06,0.0
1939,1.1852889656438492e-06,1.5294050470515685e-09
1940,1.1791390761572984e-06,0.0
1941,1.1422315537856775e-06,0.0
1942,9.224003747476672e-07,3.034211770724937e-09
1943,1.080003471543023e-06,2.9032352077962287e-09
1944,1.1310414720355766e-06,0.0
1945,1.2591752920343424e-06,0.0
1946,1.1944307516387198e-06,0.0
1947,1.051420781550405e-06,0.0
1948,1.0665321497072e-06,1.0871887834440486e-09
1949,1.0798709126902395e-06,9.817008317369869e-10
1950,1.009295829135226e-06,0.0
1951,9.840473467193078e-07,0.0
1952,1.0323362857889151e-06,0.0
1953,1.007352807391726e-06,1.0773827385790469e-09
1954,9.752991445566295e-07,0.0
1955,9.920587444867124e-07,0.0
1956,8.773468493927794e-07,0.0
1957,1.0752240768852062e-06,1.7670075402875796e-09
1958,9.463446417612431e-07,0.0
1959,1.0068221172332414e-06,0.0
1960,9.22547087611747e-07,0.0
1961,9.887230589811224e-07,2.08444772553662e-09
1962,1.05276478734595e-06,6.341956404476434e-10
1963,9.899526958179194e-07,6.466053248388448e-10
1964,9.825608913160977e-07,3.041984220075733e-09
1965,9.368138194076892e-07,0.0
1966,9.516130603515194e-07,0.0
1967,9.855740472630714e-07,4.930335584241163e-10
1968,1.0734484021668322e-06,4.4914158503495116e-10
1969,1.119997477871948e-06,4.5417578031781147e-10
1970,1.0351729997637449e-06,9.197450023812337e-10
1971,9.55741938923893e-07,0.0
1972,9.311216331298056e-07,0.0
1973,8.887284366210224e-07,1.102640756478479e-09
1974,9.130303055826516e-07,5.625571675160757e-10
1975,9.69238158177177e-07,5.711480177694739e-10
1976,9.878688160824822e-07,0.0
1977,8.685883585712872e-07,0.0
1978,9.409896506440418e-07,2.3762365408686037e-09
1979,9.187598379867268e-07,5.851973350345929e-10
1980,9.437350172447623e-07,0.0
1981,8.912699058782891e-07,0.0
1982,9.373328566653072e-07,0.0
1983,9.201415309689764e-07,3.78918940668882e-09
1984,9.31320755626075e-07,0.0
1985,8.927088401833316e-07,6.015558051686298e-10
1986,9.399353189110116e-07,0.0
1987,8.903460297915444e-07,1.2221633705067347e-09
1988,9.162734500023362e-07,5.996553809062277e-10
1989,8.94015101948753e-07,5.488122178931576e-10
1990,9.115593115893716e-07,5.44865097484859e-10
1991,8.927011663217854e-07,1.1722930404189924e-09
1992,9.322825462731998e-07,0.0
1993,9.200623480865033e-07,5.539207426075166e-10
1994,8.534831295037293e-07,1.0549853213248639e-09
1995,8.816904824016092e-07,5.422450821690461e-10
1996,8.850556696415879e-07,5.338092190498855e-10
1997,9.388403441334958e-07,0.0
1998,9.798505971048144e-07,1.9072516899143466e-09
1999,9.419184721082274e-07,0.0
2000,9.061382684194541e-07,1.3254094488601709e-09
2001,9.152351481134247e-07,1.3143635069212678e-09
2002,8.442613648185215e-07,8.76244299341522e-10
2003,8.892213259059645e-07,8.333845835650777e-10
2004,8.906487778403971e-07,4.404791253964646e-10
2005,8.273387948065647e-07,1.3511248786457486e-09
2006,8.709337180334842e-07,0.0
2007,8.464302254651557e-07,1.997239706952314e-09
2008,8.75329590144247e-07,8.514879357157668e-10
2009,8.620892231192556e-07,1.430457752249481e-09
2010,8.76263584359549e-07,4.723793023408973e-10
2011,8.431858304902562e-07,1.1471915639660324e-09
2012,9.324248253506084e-07,6.808505426114664e-10
2013,9.505338312010281e-07,5.578250084070646e-10
2014,1.0716788665376953e-06,8.661780737106994e-10
2015,9.664269100539968e-07,1.5516027351836215e-09
2016,1.0338058018533047e-06,8.285360175719347e-10
2017,8.726655664759164e-07,7.54683426862357e-10
2018,9.60047486842086e-07,1.290733298020541e-09
2019,9.920790944306646e-07,5.1019755087367e-10
