year,grand_ADJ est_NOUN,grand_ADJ test_NOUN
1882,4.6587693702804245e-09,1.6638463051776853e-08
1883,1.4534479342298567e-08,1.8958017378167824e-09
1884,6.601696966868076e-09,0.0
1885,1.0313017162477678e-08,0.0
1886,1.2906927970846027e-08,1.2906927748801422e-09
1887,7.181816974455302e-09,0.0
1888,4.057993407968752e-08,6.340614699951175e-10
1889,1.6915869149869422e-08,0.0
1890,1.2453333919637544e-08,0.0
1891,9.561329838980726e-09,6.374220040683554e-10
1892,3.761107425503951e-09,6.268512375839919e-10
1893,1.847524977449666e-08,0.0
1894,1.3863386216783624e-08,0.0
1895,2.1065150956900425e-08,0.0
1896,1.1794057841463257e-08,0.0
1897,1.3401441290028515e-08,0.0
1898,1.4711722617910539e-08,0.0
1899,4.9748205555033564e-09,3.3165470370022376e-09
1900,1.1939422339679595e-08,0.0
1901,7.824234371511807e-09,4.470991132876634e-09
1902,1.3748794491785787e-08,0.0
1903,1.5660639007819555e-08,0.0
1904,1.5048950530172078e-08,3.2247751136083025e-09
1905,8.773290538499623e-09,1.5482277682110634e-09
1906,8.7451136887573e-09,0.0
1907,7.199980778249682e-09,0.0
1908,9.331639239107403e-09,0.0
1909,3.8506885458033935e-09,1.6502950117569526e-09
1910,3.2064905175488434e-09,0.0
1911,4.25629931299909e-09,0.0
1912,7.814131786076928e-09,5.209421227725386e-10
1913,5.302989658506618e-09,0.0
1914,7.366418253162976e-09,0.0
1915,1.767114232720246e-08,0.0
1916,5.493730803607377e-09,1.0987462051303964e-09
1917,2.1932848870420685e-09,0.0
1918,2.412139021856774e-08,0.0
1919,9.207848372660976e-10,0.0
1920,1.0601124422748853e-08,0.0
1921,6.058197943303867e-09,0.0
1922,1.6231458122017983e-08,0.0
1923,9.554353308516284e-09,0.0
1924,1.5469949543600592e-08,0.0
1925,1.2097995494286806e-08,0.0
1926,4.458455493683289e-09,1.1146138456652466e-09
1927,1.1149225098705529e-08,0.0
1928,1.0283437101854531e-08,1.1426041224282812e-09
1929,1.0026365737658693e-08,1.1140406375176326e-09
1930,8.402882945013346e-09,0.0
1931,1.2545892325022123e-08,0.0
1932,1.0959536500543265e-08,0.0
1933,2.1794258620033702e-08,0.0
1934,9.585264137967897e-09,0.0
1935,1.3165112555668657e-08,0.0
1936,1.2124715009775855e-08,0.0
1937,1.2591118370153254e-08,0.0
1938,1.6854778683850213e-08,0.0
1939,7.647025235257843e-09,0.0
1940,2.02862628917444e-08,2.5357829169792012e-09
1941,0.0,0.0
1942,1.5171058853624686e-08,0.0
1943,1.4516176261025748e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.742803190651898e-08,6.535512131478072e-09
1946,1.9489545977080525e-08,0.0
1947,2.7418002979118228e-08,0.0
1948,9.784698828951832e-09,0.0
1949,7.362756271334092e-08,1.9634016634739737e-09
1950,3.084254718288548e-08,1.0635361480382244e-09
1951,1.2793682224732095e-08,2.1322803522849654e-09
1952,3.0579930365703945e-08,0.0
1953,2.3702420026694426e-08,1.0773827385790469e-09
1954,1.2704296947774196e-08,3.9090144454689835e-09
1955,1.9709777365761738e-08,6.569925492527773e-09
1956,8.721141808720745e-09,0.0
1957,2.1204090427939803e-08,0.0
1958,2.068060844795383e-08,2.4816730892496253e-09
1959,1.3951346078400206e-08,2.325224457422337e-09
1960,2.4915000451652958e-08,3.460416619915918e-09
1961,2.014966143937258e-08,2.779263708063695e-09
1962,1.8391673295425903e-08,5.89801949502089e-08
1963,1.8751554531348802e-08,5.819447923549603e-09
1964,8.517555771803131e-09,1.0707784481311933e-07
1965,1.313290448612392e-08,2.73602163147757e-09
1966,1.7725039658245123e-08,4.985167278981351e-09
1967,1.7256174211777164e-08,5.916402479044791e-09
1968,1.3474247301248354e-08,1.0330256650092906e-08
1969,1.3625273381778769e-08,6.812636565989294e-09
1970,2.759235046001507e-08,1.3796175313274261e-09
1971,1.695671192347703e-08,7.193756701440179e-09
1972,1.7955513909040377e-08,2.0520587451500205e-09
1973,9.372446485578223e-09,1.102640756478479e-09
1974,1.4063928965857286e-08,2.2502286700643026e-09
1975,1.5420996479775795e-08,2.2845920710778955e-09
1976,1.88546389057187e-08,5.142174241967723e-09
1977,1.0578207698674902e-08,5.876781727920388e-09
1978,2.079206917748877e-08,2.970295565063452e-09
1979,1.2289144368793359e-08,5.851973128301324e-09
1980,7.390695833109362e-09,4.548120546843393e-09
1981,1.2018544437442102e-08,4.427884725544118e-09
1982,2.1105507896912457e-08,6.20750217894539e-09
1983,1.0104505787644769e-08,4.420721344544631e-09
1984,2.841514157303493e-08,8.118611560803402e-09
1985,2.1656008541981464e-08,1.0226449020933615e-08
1986,2.637573637276347e-08,3.5966913891627428e-09
1987,2.8109758298811016e-08,3.0554083707556856e-09
1988,2.9383114052983217e-08,5.396898483667201e-09
1989,4.390497854167563e-08,5.488121956886971e-09
1990,5.285191467807593e-08,4.358920779878872e-09
1991,3.8099522925438833e-08,7.033758298025106e-09
1992,7.107828087216106e-08,6.060938417817852e-09
1993,4.98528672787657e-08,4.985286683467649e-09
1994,6.699156829270692e-08,1.476979427650349e-08
1995,6.6153898692356e-08,9.21816667442954e-09
1996,6.138805841438e-08,8.007138063703678e-09
1997,5.993618246158405e-08,6.7128524960935465e-09
1998,6.86610619471395e-08,4.7681290027412615e-09
1999,9.460316152676285e-08,9.597422412355172e-09
2000,5.831801630495903e-08,7.068850282898609e-09
2001,7.053750769592249e-08,6.133696661692056e-09
2002,3.504977272861254e-07,1.3581786362237835e-08
2003,9.042222659516597e-08,1.4584229823810801e-08
2004,6.915522024475429e-08,1.8500122545006548e-08
2005,5.53961203575426e-08,7.656374423348211e-09
2006,7.494559539633627e-08,8.235780057930242e-09
2007,9.826419430924993e-08,2.157018919035636e-08
2008,9.919834673133288e-08,7.2376473703172906e-09
2009,9.01188379476281e-08,1.3827758271744983e-08
2010,1.0911962217141635e-07,1.1337103700270745e-08
2011,6.959628817693186e-08,9.942327183765087e-09
2012,6.22978235942373e-08,2.4510620311168907e-08
2013,5.494576371667392e-08,1.1993237514218436e-08
2014,5.673466454969578e-08,1.1260315013750244e-08
2015,6.649726280727464e-08,6.206411301556969e-09
2016,8.347500468630642e-08,6.628288140575478e-09
2017,1.9370206594260253e-07,1.3835862455735537e-08
2018,1.8096081516594253e-07,1.8070267615577507e-08
2019,1.7448756534088616e-07,1.1734544003161318e-08
