year,soit_VERB en_PRON,soit_VERB tant_ADV
1878,2.1197201671707688e-07,6.2202616391005e-08
1879,2.6636658700951443e-07,9.102894438228759e-08
1880,2.2911711017314929e-07,9.755126484378707e-08
1881,2.363680042805072e-07,5.368830713337047e-08
1882,2.7420188075666374e-07,6.389169726617183e-08
1883,2.4139874454931487e-07,7.64639978001469e-08
1884,2.059729418135703e-07,7.327883366770038e-08
1885,2.1528422866623487e-07,6.381179673553561e-08
1886,2.2264450499909216e-07,8.712176224889845e-08
1887,2.611569824839677e-07,9.466941008895446e-08
1888,2.821573508171582e-07,6.911270133969083e-08
1889,2.180267539841907e-07,8.896493852716958e-08
1890,2.2153825751658474e-07,5.767860145056147e-08
1891,1.6254261314685436e-07,6.310477829174488e-08
1892,2.7894879028877995e-07,7.647584965297938e-08
1893,1.8598417783621812e-07,5.234653954744317e-08
1894,2.6025356092418406e-07,5.1042469806361623e-08
1895,2.0403103739852213e-07,7.162151405282202e-08
1896,2.3352234990170473e-07,3.4792471126365854e-08
1897,2.546273938364152e-07,5.477110676110897e-08
1898,2.1162247110240173e-07,4.0174320758978865e-08
1899,1.9733455047798998e-07,7.020024384019052e-08
1900,2.0245107035243848e-07,4.152842336679896e-08
1901,1.995179776947964e-07,4.0238919751800495e-08
1902,3.083658191016525e-07,4.075535642300565e-08
1903,1.744271149739518e-07,3.7801541452608944e-08
1904,1.7736262414302928e-07,5.750849041419315e-08
1905,1.8475517871152647e-07,3.509316215399849e-08
1906,2.083394674556871e-07,5.041300710217911e-08
1907,2.3708507468356288e-07,3.959989314239465e-08
1908,2.1757452906001618e-07,4.0273391732625896e-08
1909,1.7548137698497612e-07,3.135560788791736e-08
1910,2.217822467898145e-07,5.50447509795049e-08
1911,2.1919941595172077e-07,4.0434844805758985e-08
1912,1.901438817508705e-07,6.095022797580896e-08
1913,1.8984702798707787e-07,4.18936174639839e-08
1914,2.0826873231571952e-07,3.750176347239176e-08
1915,1.932044986219239e-07,4.358881966481931e-08
1916,1.2635581114750494e-07,4.8344833913915863e-08
1917,2.0726542548921145e-07,1.864292187292449e-08
1918,1.4013379256994085e-07,3.2161853624756986e-08
1919,1.731075425226436e-07,6.077179648400488e-08
1920,1.620457652506957e-07,3.9375606775138294e-08
1921,1.772022848456345e-07,2.196096815509918e-08
1922,2.0879557283137729e-07,2.7298360905092522e-08
1923,1.6136240610364894e-07,2.866305948145964e-08
1924,2.2431426316416037e-07,2.836157442231979e-08
1925,2.3206155774779802e-07,3.189471442510694e-08
1926,2.2180814918115743e-07,4.0126099776216506e-08
1927,2.452829415133806e-07,4.0137209111890115e-08
1928,2.650841461893094e-07,4.227635130860108e-08
1929,1.9272903672984398e-07,5.124586976990031e-08
1930,1.9641739013032122e-07,3.571225093423891e-08
1931,2.4635571183040383e-07,1.9389105432310316e-08
1932,1.895999774959023e-07,3.3974561830518724e-08
1933,1.869717891622713e-07,3.9000251916831985e-08
1934,2.695855538803471e-07,1.7972370258689807e-08
1935,1.7354012005199593e-07,2.8723881939640705e-08
1936,2.1339497324746048e-07,2.7886843056990074e-08
1937,2.6189526369790883e-07,3.1477796369472344e-08
1938,2.0485039442519337e-07,3.8895642262559704e-08
1939,1.6670514924044255e-07,3.8235125288110794e-08
1940,1.9018372454659982e-07,5.5787225505810056e-08
1941,2.656352364738268e-07,2.6563522936839945e-08
1942,2.6094220606509566e-07,1.8205270180260413e-08
1943,2.2064587490433496e-07,6.096794180621146e-08
1944,2.056439125652787e-07,2.2492303131116387e-08
1945,2.1785040749122686e-07,3.267756198965799e-08
1946,2.241297814009613e-07,3.062643116891195e-08
1947,2.0980733483888514e-07,5.4836007734593295e-08
1948,2.1961213758636688e-07,5.109787437618252e-08
1949,2.012486706171046e-07,4.123143426681963e-08
1950,2.169613795288683e-07,4.998619829166273e-08
1951,2.3135241555838348e-07,2.3455083209000804e-08
1952,2.0878711204375122e-07,4.2179216563908994e-08
1953,2.100896363543825e-07,2.693456835345387e-08
1954,2.521314301784372e-07,3.615838295445428e-08
1955,1.952206418742719e-07,3.003394510869839e-08
1956,2.372150458285205e-07,1.657016923672927e-08
1957,2.323614927135509e-07,3.6223653410161205e-08
1958,2.2748669065153493e-07,4.715178647529683e-08
1959,2.2167138791218122e-07,4.80546376024904e-08
1960,2.5330250497113127e-07,4.0832915715327545e-08
1961,2.4457521374809943e-07,1.2437205043625e-07
1962,2.4670211762334304e-07,4.693047728210331e-08
1963,2.3471772869765317e-07,3.556329275511416e-08
1964,2.6708620692872387e-07,7.300761950546075e-08
1965,2.670357219791697e-07,5.1984411442163037e-08
1966,2.9080142838200373e-07,4.486650695412209e-08
1967,2.85466438265658e-07,6.45873967641819e-08
1968,2.7487463927222677e-07,4.626158300879979e-08
1969,2.684178734835285e-07,5.4046918052108595e-08
1970,2.9707762227992873e-07,5.656431767420145e-08
1971,2.5383683199819984e-07,6.679916708662859e-08
1972,2.5753337240530527e-07,3.642404422521395e-08
1973,2.789681210479955e-07,3.252790392593852e-08
1974,2.6383930284978874e-07,3.431598827319249e-08
1975,2.404533159250377e-07,2.9699696924012642e-08
1976,2.8110553507154634e-07,3.485251554025126e-08
1977,2.856115894900313e-07,3.8786758693731826e-08
1978,2.7683157100000244e-07,4.099008066305032e-08
1979,3.1073979023243936e-07,3.2771051650115623e-08
1980,2.5640030587581464e-07,3.524793257270176e-08
1981,3.09951938781694e-07,4.617651327976091e-08
1982,2.62577348197901e-07,5.7729771185677237e-08
1983,2.7597931884226767e-07,3.6628833299801045e-08
1984,2.928499327481404e-07,4.465236713713239e-08
1985,2.719032207165739e-07,3.609334697785016e-08
1986,3.123126959270195e-07,4.016305155118971e-08
1987,2.5420996951908137e-07,3.849814689260711e-08
1988,2.5425387639721464e-07,3.418035632307692e-08
1989,2.3050113573397368e-07,3.951447880012893e-08
1990,2.9150282149226214e-07,2.887784944505256e-08
1991,2.661105207302228e-07,5.9200797153380336e-08
1992,2.771501885767691e-07,5.840540850954312e-08
1993,2.736368571731873e-07,3.489700617365088e-08
1994,2.769336332475447e-07,3.745197929561073e-08
1995,2.835941786960561e-07,4.609083248396928e-08
1996,2.476874880752433e-07,4.003569031851839e-08
1997,2.6323970148123266e-07,4.171558032339817e-08
1998,2.5890940413830776e-07,2.6224711291433778e-08
1999,2.710129336502831e-07,4.798711117359744e-08
2000,2.9689170633062645e-07,3.6227859823156905e-08
2001,2.6593954877141e-07,4.775520778821374e-08
2002,2.9923743372073375e-07,3.1106672793157486e-08
2003,2.771003835277952e-07,4.666953756782277e-08
2004,2.9952579283509806e-07,3.567880924038036e-08
2005,2.6617159165631676e-07,3.783149793434859e-08
2006,2.820754527732561e-07,3.664921877089e-08
2007,2.580433702270568e-07,4.6335962622379157e-08
2008,2.6396126240335605e-07,5.023778726354067e-08
2009,2.4699237877179314e-07,4.577464807198339e-08
2010,2.2579730052374458e-07,4.5820790717243653e-08
2011,2.4855818908653404e-07,4.7799648683621854e-08
2012,2.3046790856295907e-07,4.731911218414098e-08
2013,2.3456541398125808e-07,5.4109026592641385e-08
2014,2.418802291376254e-07,5.088796228847059e-08
2015,2.549061697831867e-07,5.3862780902136365e-08
2016,2.6844566491934785e-07,6.172593458586562e-08
2017,2.555861158271e-07,5.584657003510074e-08
2018,2.3568790530337225e-07,5.472709574405599e-08
2019,2.5101719730580285e-07,5.5866632209244926e-08
