year,tout_DET or_NOUN,tout_DET tort_NOUN
1800,9.432493452976587e-09,1.2576657937302116e-08
1801,4.286128785224719e-08,2.3811825844433088e-09
1802,2.4616241489638924e-08,0.0
1803,4.290746380419819e-08,9.751696339321825e-09
1804,1.9774807569206132e-08,1.730295728918918e-08
1805,2.842877755426798e-08,1.421438877713399e-08
1806,4.3225035994964855e-08,2.881669125542885e-09
1807,1.9928686256776018e-08,0.0
1808,2.4926814390369145e-08,0.0
1809,8.35841271751292e-08,0.0
1810,1.8721014516387413e-08,4.680253518074551e-09
1811,4.512738271955641e-08,2.5070767684098882e-09
1812,1.8670456736202823e-08,0.0
1813,5.7514832008109806e-08,2.8757416448144113e-09
1814,2.2026739543434815e-08,2.8320094713762956e-08
1815,2.6972236000233352e-08,2.966945977789237e-08
1816,3.476405829871965e-08,0.0
1817,3.89218364205135e-08,2.1796227045456362e-08
1818,3.21871784780825e-08,1.1921177378582115e-09
1819,3.415846616672269e-08,1.2421260464634543e-08
1820,2.0173017922786585e-08,1.779972080839798e-08
1821,1.6764530097468366e-08,3.94459531705138e-09
1822,2.4061478143266868e-08,7.017931125119503e-09
1823,6.819054299000982e-08,1.482403055863557e-08
1824,1.7684337549894735e-08,1.6842225392110777e-09
1825,7.132408930132783e-08,1.2327619813845558e-08
1826,2.6423953580767545e-08,2.025836387531399e-08
1827,1.4747637222534138e-08,1.566936447261469e-08
1828,2.5682442839070063e-08,2.7516904310687096e-09
1829,9.430493719264632e-09,7.715858452161939e-09
1830,2.5048406016026092e-08,5.218417697960831e-09
1831,7.951515157422762e-08,7.795602829929749e-09
1832,1.0823975493678972e-08,9.470978445946798e-09
1833,4.865124036967927e-08,4.6334514003376626e-09
1834,4.013848342587778e-08,1.120143711119681e-08
1835,2.7227116561334697e-08,6.806779140333674e-09
1836,2.0834324654384062e-08,6.720750067579218e-10
1837,4.3834712526447106e-08,2.5744196108234974e-08
1838,4.418513199766494e-08,4.418513555037862e-09
1839,1.1466019300687691e-07,7.690622361167243e-09
1840,3.7581163736533085e-08,1.0191501864653674e-08
1841,3.467096254539115e-08,1.6051371787284552e-08
1842,5.2324466537356784e-08,1.2074877098200432e-08
1843,3.3078700778510495e-08,4.7255288571079745e-09
1844,2.1405388628270572e-08,3.841992946007622e-09
1845,3.459741143574391e-08,1.1718478631905782e-08
1846,2.868705673009231e-08,8.196302303531411e-09
1847,3.289866423727972e-08,3.775256551818984e-09
1848,1.850401076808339e-08,9.65426583121598e-09
1849,1.5920888163378777e-08,4.1897072478036534e-09
1850,2.5798185809833285e-08,9.504594444820214e-09
1851,2.257303544084266e-08,8.384270167027807e-09
1852,3.711010876372711e-08,6.510545436100301e-09
1853,3.1054045557254994e-08,1.2541057081705276e-08
1854,3.1693553004252806e-08,7.793496792363186e-09
1855,2.812676669350367e-08,7.960405667972736e-09
1856,2.174419438949471e-08,3.1063134287023786e-09
1857,2.4407545762272775e-08,2.9289055625270066e-09
1858,8.808616835942473e-09,3.4255731584664773e-09
1859,1.9859475397510096e-08,1.3748867822016564e-08
1860,3.249800462068464e-08,8.238931314963338e-09
1861,4.527325092595902e-08,1.4147891747029462e-09
1862,3.433669720775967e-08,1.1746764450037972e-08
1863,5.494082988555249e-08,1.2986014041871385e-08
1864,1.726102105692462e-08,2.589153069720851e-08
1865,4.0008176604988677e-08,3.765475486972036e-09
1866,4.4763639239775443e-08,6.811858188626729e-09
1867,2.7661025470138156e-08,1.0190904120577216e-08
1868,2.2723420589620957e-08,4.939874287401835e-09
1869,3.5161337064160136e-08,1.0255390314739543e-08
1870,2.5803219116937726e-08,9.17447806614291e-09
1871,4.991953339583688e-08,1.805600113868877e-08
1872,2.9027229508926666e-08,1.693255047285902e-08
1873,2.7535620672480832e-08,7.781805422268917e-09
1874,3.405527093658378e-08,4.182226565063729e-09
1875,2.059749715233039e-08,1.0870901512305409e-08
1876,1.8138044177717916e-08,4.232210137899983e-09
1877,4.329371305900054e-08,8.040260790487253e-09
1878,2.596808079680102e-08,2.4156354694326865e-09
1879,5.437299632760073e-08,1.221865097988939e-08
1880,1.8611755026043397e-08,5.776061406947974e-09
1881,2.8587281097891548e-08,3.4862537301449947e-09
1882,5.257754431831074e-08,8.652000893505374e-09
1883,2.0853819060473455e-08,4.423537314224291e-09
1884,2.77271263726675e-08,5.941527270181268e-09
1885,2.7716233141905633e-08,7.734762663691441e-09
1886,6.51799884066051e-08,1.936039106809062e-09
1887,2.415702088365279e-08,5.876032105334161e-09
1888,2.4728396885720372e-08,5.07249175996094e-09
1889,2.8193114509633688e-08,1.0650732740202784e-08
1890,3.9981758626073116e-08,1.2453334363726754e-08
1891,1.8485237118781583e-08,7.0116419337296065e-09
1892,3.949162885596991e-08,5.014809900671935e-09
1893,2.2786141251618375e-08,4.310891643655168e-09
1894,3.465846609707057e-08,8.192000855444803e-09
1895,3.4306102847381226e-08,1.2037228991346183e-08
1896,1.6511681522057842e-08,7.66613794667137e-09
1897,1.8062812245922544e-08,1.0488084734028291e-08
1898,2.2067583871354657e-08,3.3950129374460403e-09
1899,1.4371703827009696e-08,5.527578395003729e-09
1900,2.1283317441778138e-08,9.863000749454898e-09
1901,2.2913829722526202e-08,6.147612641171918e-09
1902,3.338992993207057e-08,1.718599307309887e-08
1903,2.8621168546294484e-08,1.026041895890728e-08
1904,8.599400302955473e-09,8.061937784020756e-09
1905,2.8384175565498992e-08,1.496620127827697e-08
1906,2.1605575106775632e-08,5.144184633820714e-09
1907,2.674278520853335e-08,9.771402353919711e-09
1908,3.3397447030125704e-08,1.4243028090277221e-08
1909,1.9253442284927758e-08,1.5952851484257735e-08
1910,1.8704527149360217e-08,9.619471219579623e-09
1911,2.6601871261355825e-08,3.7242617878519013e-09
1912,2.7088990162127402e-08,6.772247651554153e-09
1913,3.6590627860988434e-08,5.833288629908395e-09
1914,1.9420556107707654e-08,4.0180461735594974e-09
1915,9.424609426211816e-09,2.3561524287174507e-08
1916,1.7579939504130948e-08,5.493731025651982e-09
1917,1.5352993543160665e-08,1.6449636319748606e-08
1918,1.1486376294556067e-08,6.89182577673364e-09
1919,1.2890987610703064e-08,8.287063701928332e-09
1920,2.1202248845497706e-08,1.2872793941909322e-08
1921,2.9533714807072897e-08,8.330022449598573e-09
1922,3.09873291470808e-08,2.2133805899215986e-09
1923,3.1847843917631735e-08,5.307974060286824e-09
1924,1.160246199116699e-08,1.0313299547703991e-08
1925,4.069325765243548e-08,5.499089184013428e-09
1926,1.4489979549558996e-08,1.671920735191179e-08
1927,4.5711820995109065e-08,1.0034302277972529e-08
1928,1.8281665736807895e-08,5.713020723163709e-09
1929,1.7824650200282122e-08,1.1140406153131721e-08
1930,2.520864939015155e-08,6.3021621254932825e-09
1931,2.737285598186645e-08,1.0264820993199919e-08
1932,1.0959536833610173e-08,7.671675850140502e-09
1933,1.9500125736371388e-08,9.176529536247813e-09
1934,2.6359476379411717e-08,8.38710612072191e-09
1935,2.5133397585364037e-08,3.590485242455088e-09
1936,1.9399543305098632e-08,9.699771652549316e-09
1937,1.3850229851897211e-08,6.295559185076627e-09
1938,3.630259959308546e-08,7.779128452511941e-09
1939,1.6823455517567254e-08,6.117620188206274e-09
1940,2.7893612308815818e-08,1.2678914806940611e-08
1941,3.246652813260198e-08,8.854508237732261e-09
1942,1.2136847082899749e-08,1.2136847082899749e-08
1943,8.709705623388686e-09,2.9032352077962287e-09
1944,3.855823393905666e-08,0.0
1945,1.9606535950345005e-08,8.714016175304096e-09
1946,3.062642850437669e-08,4.1763312808029696e-09
1947,3.337843845763189e-08,9.536696765621855e-09
1948,3.37028520647209e-08,1.0871887834440486e-09
1949,1.3743811755340118e-08,2.9451024952109606e-09
1950,1.5953042220573366e-08,6.381216888229346e-09
1951,4.0513328247726577e-08,0.0
1952,2.10896083929768e-08,7.381362632230548e-09
1953,1.7238123595220145e-08,8.619062019654677e-09
1954,1.5636057337786724e-08,9.772536113672459e-10
1955,2.627970330237872e-08,1.8771215692936494e-09
1956,2.703553958482985e-08,3.488456634670456e-09
1957,1.855357939506419e-08,8.835037590415595e-09
1958,1.4062814079895958e-08,5.790570245522986e-09
1959,1.8601794327111065e-08,5.425523585955716e-09
1960,1.7994166823243063e-08,2.076250060767393e-09
1961,2.0844478365589225e-08,3.47407969059077e-09
1962,2.5367825173816527e-08,1.585489073363533e-08
1963,1.9398158968009227e-08,9.052474769788432e-09
1964,2.8594651091395917e-08,7.300761994954996e-09
1965,2.188817349590977e-08,9.302473735761652e-09
1966,1.9940669560014612e-08,7.754704656193212e-09
1967,4.240088674611897e-08,3.944268356370628e-09
1968,2.470278670507753e-08,9.88111459321317e-09
1969,1.4533625192214572e-08,7.72098829315837e-09
1970,1.6095537624938316e-08,7.3579600190498695e-09
1971,2.1067429578636165e-08,1.0276794637498199e-08
1972,2.872882304272295e-08,3.0780880067027283e-09
1973,3.08739407373082e-08,9.372446596600525e-09
1974,1.4626486244395664e-08,9.56347201430674e-09
1975,1.3707552870556583e-08,1.1994107929069742e-08
1976,1.9997343725375316e-08,5.713526984862938e-09
1977,1.469195476389018e-08,4.11374712072643e-09
1978,5.04950251611902e-08,1.0693064211864112e-08
1979,1.287434114871644e-08,7.607565244427406e-09
1980,9.096241204709088e-09,1.0233271119375331e-08
1981,8.855769562110538e-09,1.138598904049104e-08
1982,1.80017563078394e-08,8.069752865935698e-09
1983,1.8945948587756334e-08,1.3262163589544684e-08
1984,1.7976925670293298e-08,1.2177917896316615e-08
1985,1.564045115642898e-08,9.02333674446254e-09
1986,1.3187867797803676e-08,5.9944854635674005e-09
1987,1.466596055710312e-08,2.4443267410134695e-09
1988,1.9188972077976985e-08,5.996553809062277e-10
1989,9.329807593161377e-09,7.683370939481904e-09
1990,1.6345952813523468e-08,7.083246489347772e-09
1991,1.875668864670388e-08,8.792197470075536e-09
1992,1.9284805363728452e-08,3.856960972825618e-09
1993,1.8833305692744773e-08,6.64704896680135e-09
1994,1.5297287436766283e-08,7.384897138251745e-09
1995,1.7894087323000463e-08,8.675921037148981e-09
1996,2.5622842514394506e-08,7.473329066698398e-09
1997,1.438468300030138e-08,7.1923419442398995e-09
1998,1.287394890692184e-08,4.291316191284977e-09
1999,7.769341975327748e-09,1.1425502988160474e-08
2000,1.5904913719388958e-08,1.3695898082310975e-08
2001,1.6648604495017594e-08,1.1391150772643854e-08
2002,1.1391175447350577e-08,1.445803121669087e-08
2003,1.1667383725821878e-08,6.667076668520622e-09
2004,1.8940602419803554e-08,7.92862434040309e-09
2005,1.1709748504173945e-08,1.5763123362155795e-08
2006,1.8530504686253835e-08,9.059357874985352e-09
2007,1.3980677865399471e-08,9.586750615575568e-09
2008,1.5326782676350348e-08,1.277231898022535e-08
2009,1.3350938576905946e-08,5.721831231042529e-09
2010,1.2754240996670774e-08,8.502827608669605e-09
2011,9.942326711920302e-09,8.41273803398046e-09
2012,9.19148274158843e-09,8.170206539093172e-09
2013,1.171432484348145e-08,6.972812438554854e-09
2014,1.0827226060161621e-08,1.104377017613345e-08
2015,1.551602757388082e-08,9.53127465841419e-09
2016,1.1806638028355465e-08,7.663958356829426e-09
2017,7.0437116417298995e-09,9.056200789281377e-09
2018,1.110030711792831e-08,1.0067720546125258e-08
2019,1.0714148235280163e-08,7.652963152082748e-09
