year,tout_ADV eu_VERB,tout_ADV tu_VERB
1800,2.829748035892976e-08,3.144164484325529e-09
1801,7.381665767525192e-08,0.0
1802,6.265952379180817e-08,0.0
1803,3.90067853572873e-08,0.0
1804,4.9437020477327565e-08,2.4718509461507665e-09
1805,8.24434520652062e-08,0.0
1806,7.204172813857213e-08,0.0
1807,9.394952016350544e-08,0.0
1808,8.837688403318111e-08,0.0
1809,9.262025146838937e-08,0.0
1810,8.658469141664682e-08,0.0
1811,7.521230349638586e-08,0.0
1812,7.468183138570339e-08,0.0
1813,1.5241430517676235e-07,2.8757416448144113e-09
1814,9.440031245588898e-08,0.0
1815,9.170560044680087e-08,0.0
1816,8.111613780670268e-08,0.0
1817,1.1987925141454525e-07,0.0
1818,9.65615352122029e-08,0.0
1819,1.0247539350416446e-07,0.0
1820,1.079849791807419e-07,0.0
1821,9.17118416765561e-08,0.0
1822,9.524335098376469e-08,0.0
1823,8.696764552951208e-08,9.882686891060644e-10
1824,1.1284290923896378e-07,8.421112696055388e-10
1825,1.0038205200402217e-07,0.0
1826,9.336463513420767e-08,0.0
1827,1.0231173064312316e-07,0.0
1828,9.630916242286958e-08,9.172301251858528e-10
1829,9.773420917014164e-08,0.0
1830,1.0541203909752994e-07,1.0436835840010872e-09
1831,1.3252525299378703e-07,0.0
1832,1.244757150686837e-07,0.0
1833,1.0656937909914177e-07,0.0
1834,1.092140120562135e-07,0.0
1835,1.3916081087472776e-07,0.0
1836,1.1694104973258845e-07,6.720750067579218e-10
1837,1.1897993701381893e-07,0.0
1838,1.2056229614643144e-07,0.0
1839,1.0557127616550588e-07,0.0
1840,1.1146955358753985e-07,0.0
1841,1.1364370866573381e-07,0.0
1842,1.495943084961482e-07,0.0
1843,1.4885416543819474e-07,0.0
1844,1.5367972050484013e-07,0.0
1845,1.5289823895869858e-07,0.0
1846,1.586569808864624e-07,0.0
1847,1.5586416779456158e-07,0.0
1848,1.198738033281188e-07,0.0
1849,1.2904298873905873e-07,0.0
1850,1.5614690607179682e-07,5.431196825611551e-09
1851,1.896134946832717e-07,6.449438760824933e-10
1852,1.5690415011704317e-07,0.0
1853,1.8453268779694554e-07,0.0
1854,1.8600479201325015e-07,0.0
1855,2.250141406534567e-07,0.0
1856,2.0708756842680032e-07,1.0354378465748937e-09
1857,2.0355893148860105e-07,0.0
1858,1.575763679539932e-07,4.893676019968041e-10
1859,1.751707632280386e-07,1.5276520048956854e-09
1860,1.6157458482268794e-07,0.0
1861,1.9476930468442788e-07,0.0
1862,1.6671369174048323e-07,0.0
1863,2.002842993675813e-07,0.0
1864,1.7117178341408135e-07,0.0
1865,1.8921514310932253e-07,1.882737743486018e-09
1866,2.1797945670698482e-07,1.4596839292835284e-09
1867,2.149795506056762e-07,0.0
1868,1.60051925490734e-07,4.93987406535723e-10
1869,1.49435682494925e-07,0.0
1870,1.3876398696766046e-07,5.734048791339319e-10
1871,1.5825554111614792e-07,1.0621177271019633e-09
1872,1.2638938784448328e-07,0.0
1873,1.4605850395810194e-07,5.986004469882289e-10
1874,1.6728905194440813e-07,0.0
1875,1.447546420507706e-07,0.0
1876,1.5961479427062386e-07,6.04601479992084e-10
1877,1.3853987823608804e-07,0.0
1878,1.50977216506476e-07,1.8117265465633636e-09
1879,1.3623795247497128e-07,0.0
1880,1.5723723478799911e-07,0.0
1881,1.9174395227139485e-07,0.0
1882,1.7902985760542833e-07,0.0
1883,1.819969668304111e-07,0.0
1884,1.6636276622961077e-07,6.601696966868076e-10
1885,2.1270598349332204e-07,1.2891271383708158e-09
1886,1.8456906758501646e-07,0.0
1887,2.441817752441011e-07,0.0
1888,1.864140664054048e-07,6.340614699951175e-10
1889,1.6602611996319183e-07,0.0
1890,1.8548914226812485e-07,0.0
1891,1.9441370646688938e-07,0.0
1892,1.5545910869718682e-07,0.0
1893,1.8352081276873378e-07,0.0
1894,1.512369420808568e-07,0.0
1895,1.4745605447785692e-07,6.018614495673091e-10
1896,1.9519166372106156e-07,5.89702897624278e-10
1897,1.613999600635907e-07,0.0
1898,1.7314565603498977e-07,0.0
1899,1.9014869856448513e-07,5.527578395003729e-10
1900,1.5209785964032108e-07,0.0
1901,1.4642495393957233e-07,5.588738916095792e-10
1902,1.3797897135958692e-07,1.4730852093691738e-09
1903,1.5336625036610485e-07,5.400220270956879e-10
1904,1.429650371420621e-07,0.0
1905,1.5224239469091572e-07,0.0
1906,1.3580646651689676e-07,3.600929110447737e-09
1907,1.4039962081824342e-07,1.5428529565042481e-09
1908,1.5618217297230785e-07,0.0
1909,1.2872301802246966e-07,0.0
1910,1.106239206905002e-07,5.344150677544235e-10
1911,1.0534340955103971e-07,5.320374141248863e-10
1912,1.0939784367280936e-07,1.0418842455450772e-09
1913,1.081809903880071e-07,0.0
1914,1.1250529485806737e-07,6.696743715117748e-10
1915,1.2251992309586512e-07,0.0
1916,1.27454559795126e-07,1.0987462051303964e-09
1917,1.5352993898432032e-07,0.0
1918,1.3898515849319892e-07,0.0
1919,1.197020296217488e-07,0.0
1920,1.1964126045427292e-07,0.0
1921,1.1889213347160421e-07,7.572747429129834e-10
1922,1.5050987833831186e-07,0.0
1923,1.475616784318845e-07,0.0
1924,1.2118126768712045e-07,0.0
1925,1.3747722338308677e-07,0.0
1926,1.1257600007752444e-07,1.1146138456652466e-09
1927,9.811317980279455e-08,0.0
1928,9.940655854023817e-08,1.1426041224282812e-09
1929,1.0360577906709523e-07,1.1140406375176326e-09
1930,9.033099068744832e-08,0.0
1931,9.808606993289004e-08,0.0
1932,9.206010798123998e-08,0.0
1933,9.63535633502488e-08,0.0
1934,8.866369327620305e-08,0.0
1935,6.941604713261995e-08,0.0
1936,8.972288689790275e-08,0.0
1937,9.31742745180486e-08,0.0
1938,6.741911340313322e-08,1.2965214457594243e-09
1939,5.964679683501117e-08,0.0
1940,5.3251442144741645e-08,0.0
1941,4.132103814669108e-08,0.0
1942,5.4615812983271894e-08,0.0
1943,6.967764698551093e-08,0.0
1944,5.462416652335378e-08,0.0
1945,7.406914015462007e-08,0.0
1946,5.0115976257814054e-08,0.0
1947,5.722018148190955e-08,0.0
1948,6.523132833891054e-08,2.174377566888097e-09
1949,5.890205123648684e-08,0.0
1950,8.614642865722999e-08,0.0
1951,6.290226917116115e-08,0.0
1952,5.377850120780181e-08,0.0
1953,4.5250076685654506e-08,0.0
1954,3.8112889733099564e-08,9.772536113672459e-10
1955,4.3173796981932355e-08,0.0
1956,6.192010415517757e-08,0.0
1957,5.3893730811438445e-08,8.835037701437898e-10
1958,3.6397871050475317e-08,0.0
1959,4.417926346977907e-08,0.0
1960,3.737250153790228e-08,2.076250060767393e-09
1961,3.821487437605242e-08,0.0
1962,3.995432679149147e-08,6.341956404476434e-10
1963,3.879631771397385e-08,6.466053248388448e-10
1964,2.7377857980681597e-08,6.083968329129164e-10
1965,4.1587528087916326e-08,0.0
1966,2.6033652122947615e-08,0.0
1967,4.634515526902305e-08,0.0
1968,4.311759127517689e-08,8.982831700699023e-10
1969,3.951329308193863e-08,0.0
1970,1.3244328123107607e-07,0.0
1971,4.419021726320693e-08,0.0
1972,3.693705741270037e-08,0.0
1973,3.032262108071393e-08,5.513203782392395e-10
1974,2.5877630038806387e-08,1.1251143350321513e-09
1975,2.9699696924012642e-08,1.1422960355389478e-09
1976,2.9710340410105118e-08,0.0
1977,2.7620874920586402e-08,0.0
1978,3.3267311683182754e-08,5.940591352171509e-10
1979,3.2771050317847994e-08,0.0
1980,2.5014663673772475e-08,0.0
1981,2.71998629175485e-08,0.0
1982,3.662426317774248e-08,1.8622506869903077e-09
1983,2.5261264524623073e-08,6.315316047889041e-10
1984,3.0734745637417404e-08,0.0
1985,2.9476234120195954e-08,0.0
1986,2.8174080901610665e-08,1.1988970927134801e-09
1987,2.7498676447024195e-08,0.0
1988,4.0176910465206106e-08,0.0
1989,1.9208427959327423e-08,5.488122178931576e-10
1990,2.996758002860034e-08,0.0
1991,3.223805933316726e-08,0.0
1992,2.2039776725879534e-08,0.0
1993,2.381859270927933e-08,5.539207426075166e-10
1994,4.008944287647864e-08,0.0
1995,3.361919603817043e-08,0.0
1996,3.149474281372022e-08,0.0
1997,3.931813552515706e-08,4.79489448146353e-10
1998,3.385371882824728e-08,1.43043876743576e-09
1999,3.4276508575903364e-08,9.140402323914998e-10
2000,3.534425063733693e-08,0.0
2001,3.548781690732028e-08,0.0
2002,3.8554747616714735e-08,0.0
2003,3.375207474620723e-08,8.333845835650777e-10
2004,2.6869227065517975e-08,4.404791253964646e-10
2005,3.693074746013991e-08,0.0
2006,3.541385246164097e-08,0.0
2007,3.874645174151148e-08,3.994479469415779e-10
2008,3.7891212917307016e-08,4.257439678578834e-10
2009,4.482101112479597e-08,0.0
2010,5.5740756010891346e-08,9.447586046817946e-10
2011,5.850677184393582e-08,7.64794394481072e-10
2012,5.685102166808065e-08,6.808505426114664e-10
2013,5.3830113311281735e-08,0.0
2014,6.474681316093189e-08,8.661780737106994e-10
2015,5.763095974054e-08,1.5516027351836215e-09
2016,6.193306623103467e-08,0.0
2017,7.722926770314942e-08,5.031222660711876e-10
2018,6.660183982099e-08,0.0
2019,6.938686369917235e-08,0.0
