year,quand_CONJ elles_PRON,quand_CONJ telle_DET
1800,1.7110543922171928e-05,3.144164484325529e-09
1801,1.3258424360174104e-05,4.7623651688866175e-09
1802,1.3648587355419295e-05,4.475680270843441e-09
1803,1.484403173890314e-05,0.0
1804,1.4485046676782076e-05,1.2359254952798437e-08
1805,1.2471704906147352e-05,1.1371510844071508e-08
1806,1.0653530353010865e-05,0.0
1807,1.1077502506395831e-05,8.540865348294346e-09
1808,9.948064928266831e-06,2.2660740395252787e-08
1809,1.221683692165243e-05,1.581321384946932e-08
1810,1.0771603911052807e-05,1.8721014072298203e-08
1811,1.050715877681796e-05,0.0
1812,1.0138058485154033e-05,2.1337665856435706e-08
1813,9.308775418048754e-06,2.0130190847567064e-08
1814,9.251230494555784e-06,0.0
1815,1.0155046879845031e-05,5.394447111228828e-09
1816,1.3163989819986455e-05,4.6352077731626196e-09
1817,1.2543729440039897e-05,3.113746771532533e-08
1818,1.1352537626407866e-05,1.4305412410209328e-08
1819,1.0187503505676432e-05,6.210630232317271e-09
1820,1.118178539627479e-05,1.1866481131050932e-09
1821,1.0641532071531401e-05,4.7335142028259725e-08
1822,9.752919595484855e-06,6.015369535816717e-09
1823,9.509121184692049e-06,1.087095569118901e-08
1824,9.435014703740308e-06,3.8737120178211626e-08
1825,1.0102484793605981e-05,1.8491430608946757e-08
1826,1.0487666770586657e-05,2.1139161976435616e-08
1827,9.532504009257536e-06,8.295545583791863e-09
1828,9.853802907855425e-06,8.255071071161524e-09
1829,9.653396489284205e-06,1.3717081526198882e-08
1830,1.0149822401217534e-05,6.262101504006523e-09
1831,9.997081406254438e-06,1.2472964883158966e-08
1832,1.0932215445791371e-05,6.764984683549358e-09
1833,1.0956954611174297e-05,1.2741991461950875e-08
1834,1.0770181916086585e-05,1.4935249925684957e-08
1835,1.060950006603889e-05,1.0588323107185715e-08
1836,1.08533391767196e-05,2.9571299631214742e-08
1837,1.0473017709955457e-05,3.409366378104295e-08
1838,1.0024975154010463e-05,3.029837714052519e-08
1839,1.0311726498457574e-05,1.3283802724473048e-08
1840,9.63670186138188e-06,1.3376346252869098e-08
1841,9.971753627269209e-06,8.346713542550788e-09
1842,9.610931215320306e-06,2.3478928579123703e-08
1843,1.0138621803434944e-05,1.7130041385371442e-08
1844,1.0435950514420256e-05,3.841992946007622e-09
1845,1.0582902632449986e-05,1.7856729261911397e-08
1846,1.0928597589554556e-05,1.2294452789163302e-08
1847,9.32056946112425e-06,1.887628364727334e-08
1848,9.670356462265772e-06,1.1263310673026439e-08
1849,9.66733074392323e-06,2.011059585527164e-08
1850,9.381034487887518e-06,1.5614691761811628e-08
1851,1.006305944883934e-05,1.289887774369447e-08
1852,1.0405804857782641e-05,8.463708844885787e-09
1853,1.0538668050230626e-05,1.7915795513800958e-09
1854,9.955412508588779e-06,1.8184825201217336e-08
1855,1.070037734507423e-05,5.837630823180007e-09
1856,1.0933187866157823e-05,6.212626857404757e-09
1857,1.046058548581641e-05,2.7336450492132514e-08
1858,1.0086845009027456e-05,7.34051397444091e-09
1859,1.0439464745104488e-05,1.0693563812225193e-08
1860,1.0077585670842382e-05,2.197048232233101e-08
1861,1.052084331831793e-05,1.6034277017240584e-08
1862,9.687465933438943e-06,2.4397126541231273e-08
1863,9.236552159563871e-06,5.494082799817335e-09
1864,1.0011871495407831e-05,2.1096802860220976e-08
1865,1.0020400566190801e-05,1.9298061815220535e-08
1866,9.871842109987483e-06,2.0435575009969398e-08
1867,9.570714780693379e-06,9.7056229719783e-09
1868,9.804167746096937e-06,1.6795571933236886e-08
1869,9.68987870919591e-06,1.4650557544904075e-08
1870,9.29890723000426e-06,1.777555036497347e-08
1871,8.825136490031582e-06,1.911811864374613e-08
1872,8.925268389248231e-06,7.861541084785983e-09
1873,9.90144974366558e-06,1.3169209722718733e-08
1874,9.91605838862597e-06,7.766991660940192e-09
1875,9.527487350169395e-06,1.2015206607429718e-08
1876,9.801799365050101e-06,1.3905834261862537e-08
1877,9.472045690017694e-06,2.040989288687456e-08
1878,8.832770902245102e-06,6.039088784604019e-09
1879,9.206142237871973e-06,1.160771800901017e-08
1880,8.66986897563038e-06,3.2089231272180996e-09
1881,8.60965252513779e-06,2.091752326904839e-09
1882,8.634031473775394e-06,2.7287078374627072e-08
1883,8.824324936540506e-06,1.7694148812807953e-08
1884,8.231656011048472e-06,1.3203393933736152e-08
1885,8.626838962300099e-06,1.5469526104539e-08
1886,8.29011958103365e-06,3.2267319927115068e-09
1887,8.894354436961294e-06,1.9586773536417468e-08
1888,8.313180103414197e-06,1.902184432189813e-08
1889,7.863999428536772e-06,5.6386231239713425e-09
1890,8.541676606910187e-06,6.554386478008212e-09
1891,8.394210226470022e-06,7.649063937797962e-09
1892,8.068829288276902e-06,1.5671280495510587e-08
1893,8.26705826284524e-06,1.2932674986476655e-08
1894,8.376636344564758e-06,2.457600345451283e-08
1895,8.58976619610985e-06,2.347259586699124e-08
1896,8.22753503371132e-06,7.076434771491336e-09
1897,8.143415072936477e-06,2.0976168357833558e-08
1898,8.175191339887533e-06,1.7540900287826844e-08
1899,8.023832947401388e-06,4.4220627160029835e-09
1900,8.254812883023988e-06,1.5054054558483188e-08
1901,7.787907634337898e-06,1.3971846901661422e-08
1902,7.689013386880106e-06,1.1293652679711386e-08
1903,7.757416256026772e-06,8.640352433531007e-09
1904,7.7657957149313e-06,4.837162670412454e-09
1905,7.658050208192435e-06,5.160759042333041e-09
1906,7.838708540930384e-06,1.0802787553387816e-08
1907,7.770322156375187e-06,1.2857108711017418e-08
1908,7.614126275257149e-06,1.0313916831705683e-08
1909,7.884559863668983e-06,6.051082024338683e-09
1910,7.809407350123365e-06,1.2825961404061559e-08
1911,7.788495508975757e-06,1.8089272302290738e-08
1912,7.560432891295932e-06,1.1460727034062757e-08
1913,7.292141162906773e-06,1.484837142129436e-08
1914,7.189624227521563e-06,9.37544131218715e-09
1915,6.882321201828745e-06,7.068456930880984e-09
1916,7.150640101372119e-06,3.2962386153911893e-09
1917,7.606311839936097e-06,1.3159709433274713e-08
1918,7.768236059746414e-06,9.189101035644853e-09
1919,6.9942815912327205e-06,6.445493971884986e-09
1920,7.273885842096206e-06,1.9687802943479937e-08
1921,7.175935593295435e-06,1.514549452519276e-08
1922,7.058470771426073e-06,1.9182631816327955e-08
1923,6.840917023964721e-06,2.7601465113491486e-08
1924,6.619849159505975e-06,9.024137215263295e-09
1925,6.89145826981985e-06,8.798542339150117e-09
1926,6.944044230294821e-06,7.802296586589819e-09
1927,6.836704869783716e-06,2.5643217771431637e-08
1928,6.636244563651417e-06,1.7139061614379614e-08
1929,6.7232351739221485e-06,1.0026365959703298e-08
1930,6.428205210795568e-06,1.7856125467119455e-08
1931,6.035714761765121e-06,6.843213995466613e-09
1932,5.680327831214527e-06,1.0959536833610173e-08
1933,5.8179197708341235e-06,1.9500125514326783e-08
1934,5.755951065111731e-06,9.585264137967897e-09
1935,5.6167155548791925e-06,1.6755597798123745e-08
1936,5.7143779486068524e-06,6.0623572828433225e-09
1937,5.402848898938828e-06,1.510934177773038e-08
1938,5.788968451270193e-06,1.6854778905894818e-08
1939,5.66797490364479e-06,6.117620188206274e-09
1940,5.03352913483468e-06,3.29651772545958e-08
1941,5.410104336078803e-06,2.9515025978810172e-09
1942,5.862097054887272e-06,9.102635312174812e-09
1943,5.736792559218884e-06,2.322588166236983e-08
1944,5.378873538575135e-06,3.213186161588055e-08
1945,5.4658664225826215e-06,1.5249528306782167e-08
1946,5.39303584901063e-06,1.3921104269343232e-08
1947,6.2906436824050616e-06,7.152522574216391e-09
1948,5.571842450535769e-06,1.522064341230589e-08
1949,5.47200045275531e-06,1.5707213085747185e-08
1950,5.452749633150233e-06,1.701657836861159e-08
1951,5.502349608832446e-06,2.3455084097179224e-08
1952,5.352542473247013e-06,1.5817206211465873e-08
1953,5.218842147769465e-06,1.939288907237824e-08
1954,5.399326255428605e-06,4.886268278880834e-09
1955,4.802615649168729e-06,1.3139850985055546e-08
1956,5.178613946554833e-06,8.721141364631535e-09
1957,4.876057346336893e-06,8.835037590415595e-09
1958,5.01628835536394e-06,6.617794756635931e-09
1959,4.741907730476669e-06,9.30089749662244e-09
1960,4.717932284847848e-06,1.8686250546906535e-08
1961,5.190969943669188e-06,9.727422756178328e-09
1962,4.904234685909614e-06,1.2683913142019776e-08
1963,4.793285427240335e-06,1.2932106496776896e-08
1964,5.080113737676584e-06,2.1293888874396316e-08
1965,5.189138789774006e-06,1.6963334126263163e-08
1966,5.00400000191803e-06,1.1632056873267516e-08
1967,5.2261555083532585e-06,1.035370456037299e-08
1968,5.370385792957677e-06,1.9313088683858837e-08
1969,4.910548653924707e-06,1.3171097323905201e-08
1970,5.04250181165844e-06,1.701528287711973e-08
1971,4.910252442869023e-06,1.0276794859542804e-08
1972,4.832085295447541e-06,8.208234758555477e-09
1973,4.603525098900718e-06,1.1577728331602088e-08
1974,4.351942152425181e-06,1.8564386916608555e-08
1975,4.230493374279831e-06,1.3136404852787109e-08
1976,4.273146657851612e-06,1.7140580066410394e-08
1977,4.5680223479394044e-06,9.402850775774851e-09
1978,4.65623529066761e-06,9.50494638551902e-09
1979,4.870012105584465e-06,1.6970723049070102e-08
1980,4.522537324191944e-06,1.8192481521239756e-08
1981,4.667622846454833e-06,1.8976648696877874e-08
1982,4.796537155016267e-06,2.296775791776895e-08
1983,4.728908834294998e-06,1.2630632317822688e-08
1984,4.7812823709136865e-06,1.5077422532705498e-08
1985,4.560996330837952e-06,1.804667393301429e-08
1986,4.694880942679447e-06,1.4986213381362745e-08
1987,4.529948739673273e-06,1.3443796853529477e-08
1988,4.535193852461816e-06,1.559103945947271e-08
1989,4.589167588164855e-06,1.3720305114262032e-08
1990,4.632987838704139e-06,1.6345952813523468e-08
1991,4.775335781914691e-06,9.964491010094889e-09
1992,4.648188905775896e-06,1.2672871863017576e-08
1993,4.8379436634604644e-06,1.4401939196773128e-08
1994,4.908846733542305e-06,1.47697947205927e-08
1995,4.821101015295426e-06,1.0302656505700725e-08
1996,4.779727703407843e-06,1.2277612482236577e-08
1997,4.8989435867952125e-06,1.294621509995153e-08
1998,4.990801016901969e-06,1.0966696883940585e-08
1999,5.318800162967818e-06,1.0511462283924189e-08
2000,5.089572482575022e-06,9.277865919976591e-09
2001,5.089215505904576e-06,8.762423481245563e-09
2002,5.33632777433013e-06,8.762442660348313e-09
2003,5.531173485451291e-06,1.1250692211195457e-08
2004,5.505548642759095e-06,1.2333415400078707e-08
2005,5.378377977649507e-06,1.7114248240801544e-08
2006,5.477617037286109e-06,2.2236604724223952e-08
2007,5.804777742923761e-06,1.038564634292527e-08
2008,5.755207041602262e-06,1.277231942431456e-08
2009,5.785247878975497e-06,1.0966842545201416e-08
2010,6.315239090781688e-06,1.2281862193930237e-08
2011,6.2066886812317534e-06,7.265546803081335e-09
2012,6.818037149969314e-06,9.191482464032674e-09
2013,7.007676799730689e-06,1.2829975526429394e-08
2014,7.4168660830764566e-06,1.1260314902727941e-08
2015,7.229360676319629e-06,1.4407740556166004e-08
2016,7.4572386665749946e-06,1.0978102538139467e-08
2017,6.784352081012912e-06,6.792150841761213e-09
2018,7.255728519339755e-06,1.1100306451794495e-08
2019,7.190213977992244e-06,1.0714148235280163e-08
