year,dont_PRON elles_PRON,dont_PRON tels_ADJ
1897,9.471323210163973e-06,1.4566784223291052e-08
1898,9.533196134725586e-06,3.960848538042683e-09
1899,9.079047231352888e-06,5.527578395003729e-10
1900,9.526620488031767e-06,6.748368974740515e-09
1901,9.387405043526087e-06,2.235495566438317e-09
1902,8.439305020147003e-06,9.820567692386817e-10
1903,9.574050636729226e-06,4.860198465905796e-09
1904,9.141162081505172e-06,1.6123875568041512e-09
1905,9.662488992034923e-06,5.160759042333041e-10
1906,9.547606168780476e-06,7.201858220895474e-09
1907,9.570317160978448e-06,5.142843373384665e-10
1908,9.244216926163062e-06,9.822778146428846e-10
1909,8.999609235615935e-06,2.7504918342913243e-09
1910,9.003290870168712e-06,0.0
1911,9.058469004230574e-06,1.5961122423746588e-09
1912,9.28683493839344e-06,0.0
1913,8.672509466123302e-06,6.363587878865928e-09
1914,8.695052201801445e-06,6.027069510139427e-09
1915,8.83439315657597e-06,9.424609537234119e-09
1916,9.320664503320586e-06,0.0
1917,9.31597787712235e-06,1.0966424435210342e-09
1918,8.875523235474247e-06,6.89182577673364e-09
1919,9.202323781209998e-06,1.3811772170413406e-08
1920,9.131354090641253e-06,0.0
1921,8.660193998366594e-06,5.300923255902035e-09
1922,8.740639714233112e-06,2.951174193910333e-09
1923,8.310164048452862e-06,5.307974060286824e-09
1924,7.956710760481656e-06,0.0
1925,8.046266884775832e-06,3.299453377181294e-09
1926,8.660549610794988e-06,3.343841648018042e-09
1927,8.23035770736169e-06,2.2298449753321847e-09
1928,7.893108886491973e-06,0.0
1929,8.37758580018999e-06,3.342121912552898e-09
1930,8.142393198795617e-06,3.1510811737689437e-09
1931,7.768187970214058e-06,0.0
1932,7.487555194529705e-06,1.0959536611565568e-09
1933,7.402018127322663e-06,8.02946331646126e-09
1934,7.2812063081073575e-06,1.1981580172459871e-09
1935,7.305440703930799e-06,2.393656828303392e-09
1936,7.080833256623009e-06,2.424942913137329e-09
1937,7.140422894735821e-06,2.5182236296217297e-09
1938,7.334421752602793e-06,0.0
1939,7.382438070635544e-06,0.0
1940,6.991153441049391e-06,0.0
1941,7.1869089879328385e-06,0.0
1942,7.2365951382380445e-06,6.068423541449874e-09
1943,7.748734788037837e-06,5.806470415592457e-09
1944,7.984767762536649e-06,0.0
1945,7.348094186454546e-06,6.535512131478072e-09
1946,7.243150776048424e-06,1.1136883415474585e-08
1947,7.516109235439217e-06,4.7683483828109274e-09
1948,7.303734037122922e-06,4.348755133776194e-09
1949,7.374536835413892e-06,4.908504269707237e-09
1950,7.215029199869605e-06,3.190608444114673e-09
1951,7.027996161923511e-06,0.0
1952,6.582066816918086e-06,5.272402070488624e-09
1953,7.084868684614776e-06,4.3095309543161875e-09
1954,6.9717270889668725e-06,2.9317608341017376e-09
1955,6.455421043938259e-06,9.385607846468247e-10
1956,6.4780638240335975e-06,6.104799332717903e-09
1957,6.27110966888722e-06,8.835037701437898e-10
1958,6.53259075988899e-06,8.272243445794913e-10
1959,6.588135875063017e-06,4.650448914844674e-09
1960,6.308339379756944e-06,6.920833350854139e-10
1961,6.496528840216342e-06,2.08444772553662e-09
1962,6.33434592600679e-06,6.341956404476434e-10
1963,6.285650215431815e-06,2.4571003010009917e-08
1964,6.448397925851168e-06,0.0
1965,6.857017524453113e-06,3.2832261354087677e-09
1966,7.10995618646848e-06,2.215629901769489e-09
1967,6.752094577677781e-06,4.930335606445624e-08
1968,6.892526926094433e-06,2.245707841908029e-09
1969,7.309505235753022e-06,4.5417578031781147e-10
1970,6.89072976456373e-06,4.5987250119061684e-10
1971,6.521140221593669e-06,2.0553589941130213e-09
1972,6.385493634297745e-06,2.0520587451500205e-09
1973,6.304899670794839e-06,0.0
1974,6.512161689897766e-06,5.06301445213353e-09
1975,6.069019036658574e-06,5.711480177694739e-10
1976,6.134042450867128e-06,3.4281160132820787e-09
1977,6.443303391279187e-06,1.1753563677885381e-09
1978,6.345739620883251e-06,0.0
1979,6.320131433312781e-06,3.5111840102075575e-09
1980,6.2923249970481265e-06,1.1370301367108482e-09
1981,6.082648269511992e-06,2.5302198114474095e-09
1982,6.7934906837763265e-06,1.2415004579935385e-09
1983,6.54077302897349e-06,6.315316047889041e-10
1984,6.560418114531785e-06,0.0
1985,6.525677235913463e-06,6.015558051686298e-10
1986,6.137154286989244e-06,0.0
1987,6.243421466933796e-06,6.110816852533674e-10
1988,6.205833415151574e-06,5.996553809062277e-10
1989,6.364575256156968e-06,1.0976244357863152e-09
1990,6.576521627721377e-06,0.0
1991,6.430027497117408e-06,2.9307325455363298e-09
1992,6.459307769546285e-06,5.509944167592096e-10
1993,6.6354164118820336e-06,1.1078414852150331e-09
1994,6.46020271233283e-06,1.0549853213248639e-09
1995,6.51236359772156e-06,1.0844901643380922e-09
1996,6.582935384358279e-06,0.0
1997,6.7866935751226265e-06,2.3974471297094624e-09
1998,6.733552254445385e-06,4.768129224785866e-10
1999,6.7748660512734205e-06,0.0
2000,6.68492339173099e-06,8.836062992401139e-10
2001,6.797450168960495e-06,0.0
2002,6.733499503752682e-06,4.38122149670761e-10
2003,6.796251454943558e-06,8.333845835650777e-10
2004,6.863545877422439e-06,8.809582507929292e-10
2005,6.723647857143078e-06,0.0
2006,6.840638889116235e-06,1.2353669198716943e-09
2007,6.451883109548362e-06,0.0
2008,6.11410905548837e-06,0.0
2009,6.0813526943093166e-06,4.76819250749827e-10
2010,5.686974418495083e-06,4.723793023408973e-10
2011,5.100414000480669e-06,7.64794394481072e-10
2012,4.889187948720064e-06,1.0212758416727752e-09
2013,5.2165005399729125e-06,0.0
2014,4.897370672551915e-06,6.496335691608124e-10
2015,5.212055384617997e-06,0.0
2016,5.518464149645297e-06,6.214020409345267e-10
2017,4.548980086838128e-06,1.0062445321423752e-09
2018,4.755061581818154e-06,1.0325866828253538e-09
2019,4.70478653369355e-06,2.55098775436835e-10
