year,tout_DET est_NOUN,tout_DET test_NOUN
1940,1.1918179687597785e-07,5.0715658339584024e-09
1941,1.0330258781721113e-07,0.0
1942,1.8205270668758544e-07,0.0
1943,1.1322617265996371e-07,2.0322646232528996e-08
1944,1.5744612369417155e-07,9.639558484764166e-09
1945,1.764588302144432e-07,0.0
1946,1.6287691728678055e-07,2.5057987684817817e-08
1947,1.5497132133113212e-07,3.5762612871081956e-09
1948,1.9134522699637557e-07,1.848220909650422e-08
1949,1.6001723934788714e-07,1.079870937115146e-08
1950,1.839917569412819e-07,1.4889506294579746e-08
1951,2.0576505344038765e-07,1.3859822178829972e-08
1952,1.8031614845703814e-07,1.2653764258629963e-08
1953,1.3359546224833707e-07,1.1851210124369516e-08
1954,1.9935974027163184e-07,1.9545072671434127e-08
1955,1.4266123882222814e-07,7.508486277174597e-09
1956,2.1715642528619128e-07,8.721141364631535e-09
1957,1.687492179880401e-07,1.76700756249204e-08
1958,1.3980091129184302e-07,6.617794867658233e-09
1959,1.8369272858365093e-07,8.525822714489095e-09
1960,1.64023747084574e-07,1.3149582978044805e-08
1961,2.3762704620677866e-07,1.667558224838217e-08
1962,1.6996442875338857e-07,1.3318108060822453e-08
1963,1.8686893765718082e-07,1.4225316924409981e-08
1964,2.433587311667651e-07,1.8860302208878466e-08
1965,2.3420345152125321e-07,9.84967779560364e-09
1966,1.9331370926245484e-07,1.1078149952936656e-08
1967,1.9672038775730982e-07,1.5284040200125304e-08
1968,2.3490104972268e-07,8.98283158967672e-09
1969,1.9257053412991e-07,1.362527318748974e-08
1970,1.8808784965629322e-07,9.197450023812337e-09
1971,1.880653454078285e-07,1.3359833461734638e-08
1972,1.9391955152769924e-07,1.0773308800615666e-08
1973,1.9902665432391942e-07,1.8193572093316845e-08
1974,1.755178341000807e-07,1.0688586071783135e-08
1975,1.4050241148311216e-07,1.77055889949429e-08
1976,1.8626097708640543e-07,9.712995630017929e-09
1977,1.6748828468582388e-07,2.056873610323251e-08
1978,1.936632730847876e-07,1.544553773769053e-08
1979,2.282269632170042e-07,2.0481906393143845e-08
1980,1.6316382445147326e-07,1.3644362084619388e-08
1981,2.1253846538282772e-07,1.3916209073983055e-08
1982,1.9305332277230747e-07,1.676025618291277e-08
1983,1.81881102401249e-07,1.6419821502466903e-08
1984,1.8614817509643444e-07,1.507742219963859e-08
1985,1.7204496050027274e-07,1.2031116103372597e-08
1986,2.0740919570716443e-07,1.3787316399671568e-08
1987,2.1143426565117807e-07,1.7721369705014922e-08
1988,2.2127283771933293e-07,1.5591039514983862e-08
1989,2.1293914664877178e-07,1.426911733215519e-08
1990,1.9397197537074362e-07,1.6890818244075234e-08
1991,2.0163440694886958e-07,1.5239809691980355e-08
1992,2.0662290772799352e-07,2.479474825456407e-08
1993,1.9110265958577344e-07,1.9387225380640416e-08
1994,1.9675476159441985e-07,1.7407257413282196e-08
1995,2.087643548587259e-07,2.4943273557731516e-08
1996,2.0017845647757326e-07,1.7615704450690828e-08
1997,1.711777367630063e-07,1.5343662673750202e-08
1998,2.1885713064051515e-07,2.7178336803324044e-08
1999,1.7595274573456443e-07,2.2393986137680955e-08
2000,1.7362864102032916e-07,1.7672125984802278e-08
2001,1.7130537821596903e-07,2.1467937066921294e-08
2002,2.032886768921216e-07,1.0953053630746723e-08
2003,1.8167783794043046e-07,2.333476811777757e-08
2004,1.9116793950613165e-07,2.1142998241074906e-08
2005,1.932108605329219e-07,2.2068372684813653e-08
2006,2.1618922757538073e-07,1.8530505130343045e-08
2007,2.1969637231666894e-07,1.9173501231151135e-08
2008,2.2266408969406903e-07,2.2564430657290302e-08
2009,1.8595951023492319e-07,1.907277047408229e-08
2010,2.1162592878098963e-07,1.936755095188758e-08
2011,1.9922893990109714e-07,2.6767804389704608e-08
2012,2.532764092344486e-07,1.7021263509775508e-08
2013,2.3010282312885266e-07,1.450345021858368e-08
2014,2.5335708286888803e-07,1.3642304286243245e-08
2015,2.4271500027872595e-07,1.839757524102481e-08
2016,2.3074727906191583e-07,1.242804020806787e-08
2017,2.3822839523290895e-07,1.2074934829797712e-08
2018,2.204572595587706e-07,1.3681773824991694e-08
2019,2.632619384712598e-07,6.632567994824257e-09
