year,tout_DET est_NOUN,tout_DET test_NOUN
1800,1.6978488570629224e-07,3.144164484325529e-09
1801,1.9763816005990975e-07,0.0
1802,1.656001700212073e-07,0.0
1803,2.4964341704958315e-07,1.950339223455444e-09
1804,2.1752287970855377e-07,4.943701892301533e-09
1805,1.535154026122143e-07,5.685755422035754e-09
1806,1.7578180955268863e-07,0.0
1807,1.4804166736936963e-07,0.0
1808,1.9488235869502546e-07,0.0
1809,1.6942728708890797e-07,0.0
1810,1.7550950826006328e-07,0.0
1811,1.7298828991485493e-07,0.0
1812,1.1468995353425271e-07,0.0
1813,1.1790540810352468e-07,2.8757416448144113e-09
1814,1.573338606064567e-07,0.0
1815,1.5104452599778995e-07,0.0
1816,1.7845550281947453e-07,0.0
1817,2.3975850904633944e-07,0.0
1818,1.9193095424085982e-07,0.0
1819,1.7907316696152975e-07,1.035105001712111e-09
1820,1.803705185210447e-07,0.0
1821,2.080774066381963e-07,0.0
1822,2.7069162911175226e-07,0.0
1823,1.8184144268129643e-07,0.0
1824,2.0210671003439984e-07,0.0
1825,1.532147047011989e-07,0.0
1826,1.5766292327246134e-07,8.807984341885344e-10
1827,1.6130227153965393e-07,0.0
1828,2.494865934399293e-07,9.172301251858528e-10
1829,1.6974888789045295e-07,8.57317605795771e-10
1830,2.3795985648611406e-07,0.0
1831,2.822008351444083e-07,0.0
1832,1.9889055113964105e-07,0.0
1833,2.9190743866536195e-07,0.0
1834,2.1282730222615953e-07,9.334530925997342e-10
1835,2.1327907973045512e-07,7.563087933704082e-10
1836,2.00950428630442e-07,1.3441500135158435e-09
1837,1.642062215090334e-07,2.0873671680021744e-09
1838,1.8747121433015934e-07,0.0
1839,1.5660905028358485e-07,0.0
1840,2.420481717280154e-07,0.0
1841,2.433387904510198e-07,0.0
1842,2.3680174976448143e-07,0.0
1843,2.994803821043668e-07,0.0
1844,2.255798698946876e-07,0.0
1845,2.0814249968026388e-07,0.0
1846,1.9612578761041277e-07,5.854501328173001e-10
1847,1.9954928109910952e-07,0.0
1848,1.8986722810643286e-07,0.0
1849,1.474776984977666e-07,8.379414939696517e-10
1850,2.2335796501238292e-07,0.0
1851,2.2573035773909567e-07,0.0
1852,2.819066251547042e-07,1.3021090872200602e-09
1853,2.4962674904926985e-07,0.0
1854,2.8368327964489737e-07,1.0391328908454511e-09
1855,2.52079509266423e-07,0.0
1856,2.2831403917455972e-07,0.0
1857,1.7329356838402532e-07,4.881509085841174e-10
1858,2.5838609341022334e-07,0.0
1859,2.7395892732151594e-07,0.0
1860,2.6730754232318077e-07,0.0
1861,2.2872423566244748e-07,0.0
1862,1.7665326149107763e-07,0.0
1863,2.4523588804115093e-07,0.0
1864,2.5076426801717844e-07,0.0
1865,2.381663309347637e-07,0.0
1866,2.106810375046564e-07,9.731225825149181e-10
1867,1.8974493620760313e-07,0.0
1868,1.5264211083998447e-07,4.93987406535723e-10
1869,2.3196716092410696e-07,4.883519144627257e-10
1870,2.0126510946738563e-07,0.0
1871,1.4763436118059303e-07,0.0
1872,1.7355863779489056e-07,0.0
1873,1.747913245253585e-07,0.0
1874,1.4279316085108462e-07,0.0
1875,1.853774801996444e-07,0.0
1876,2.073783065270618e-07,1.209202959984168e-09
1877,1.781227026986798e-07,1.2369631985365004e-09
1878,2.0110165838138627e-07,6.039088673581716e-10
1879,1.4356914590507586e-07,6.10932526790009e-10
1880,1.4183440000259395e-07,0.0
1881,1.6455118206915031e-07,0.0
1882,1.397630882138401e-07,6.655385131892899e-10
1883,1.2891451151020306e-07,0.0
1884,1.5580005108262185e-07,6.601696966868076e-10
1885,1.2117795239463547e-07,2.578254332252783e-09
1886,1.1616235012779086e-07,0.0
1887,1.469008013010864e-07,0.0
1888,1.3061665993241434e-07,0.0
1889,1.334474115100015e-07,6.265136742733546e-10
1890,1.0683649637188708e-07,3.932631831293776e-09
1891,1.4278253079869074e-07,0.0
1892,1.191017324764232e-07,0.0
1893,1.1947327882566583e-07,6.158416554491453e-10
1894,1.172086308010023e-07,6.301539290376468e-10
1895,1.4264115932860477e-07,0.0
1896,1.4919483309894233e-07,5.89702897624278e-10
1897,1.3110105401281658e-07,1.7480140668268973e-09
1898,1.2165463170177304e-07,0.0
1899,1.2934533266673043e-07,1.6582735185011188e-09
1900,1.2718080344420457e-07,0.0
1901,9.947955481592885e-08,5.588738916095792e-10
1902,1.0115184967407487e-07,9.820567692386817e-10
1903,9.558389790775834e-08,0.0
1904,1.1877921668457248e-07,0.0
1905,1.083759421094399e-07,5.160759042333041e-10
1906,1.2088833789558606e-07,1.0288369045596824e-09
1907,9.205689399660599e-08,2.571421631181181e-09
1908,1.1492650808797578e-07,2.9468334439286537e-09
1909,1.0396858840522327e-07,0.0
1910,1.2131222038025413e-07,5.344150677544235e-10
1911,9.94909949980638e-08,1.0640748282497725e-09
1912,1.323192965752007e-07,1.5628263683176158e-09
1913,1.3416564148549526e-07,2.121195941118259e-09
1914,1.4866771175237048e-07,1.3393487430235496e-09
1915,8.246533278466472e-08,1.1780761921542648e-09
1916,9.449217319712488e-08,4.394984820521586e-09
1917,1.688829419643767e-07,0.0
1918,9.648556442698464e-08,0.0
1919,1.2062281545821563e-07,0.0
1920,1.4614407017887743e-07,0.0
1921,1.0904756386764802e-07,1.5145494858259667e-09
1922,1.2837608076576856e-07,7.377935484775833e-10
1923,1.337609427665143e-07,5.307974060286824e-09
1924,1.10867969804751e-07,1.2891624434629989e-08
1925,1.363774058127376e-07,5.499088961968823e-09
1926,1.3598289150262843e-07,2.229227691330493e-09
1927,1.3267577991804558e-07,1.1149224876660924e-09
1928,1.2454385323046324e-07,2.2852082448565625e-09
1929,1.3479891647349973e-07,1.1140406375176326e-09
1930,1.3444612290136604e-07,3.1510811737689437e-09
1931,1.1405356659111021e-07,2.2810713318222042e-09
1932,1.2822657446953656e-07,4.383814644626227e-09
1933,1.2961848128156817e-07,4.588264879146209e-09
1934,9.345632712154384e-08,9.585264137967897e-09
1935,1.256669799332144e-07,5.98414207075848e-09
1936,1.0912242931482297e-07,4.849885826274658e-09
1937,1.271702905203398e-07,6.295558963032022e-09
1938,1.2576257701901739e-07,2.5930428915188486e-09
1939,1.4682288274059374e-07,6.117620188206274e-09
