year,aient_VERB en_PRON,aient_VERB tant_ADV
1842,9.391571076378114e-09,6.641182181965632e-08
1843,2.658109998776581e-08,7.265500556741245e-08
1844,1.3721403568922597e-08,2.9638231424655714e-08
1845,1.8414752389617206e-08,4.0177642546268544e-08
1846,2.5759806732139623e-08,6.849766265304424e-08
1847,4.314578916364553e-08,4.0988499705463255e-08
1848,1.126331028444838e-08,4.103063133698015e-08
1849,4.608678239037545e-08,3.5193544078993e-08
1850,2.2403686017469226e-08,3.055048125588655e-08
1851,2.192809134271556e-08,6.900899762740664e-08
1852,2.0833745395520964e-08,3.1250618093281446e-08
1853,1.970737528722566e-08,5.4941772020811186e-08
1854,1.558699302961486e-08,4.052618152172727e-08
1855,7.960405667972736e-09,4.5108965451845506e-08
1856,1.65670055451983e-08,5.643136091748602e-08
1857,1.0251168802710708e-08,4.735063896532665e-08
1858,2.3489644007668176e-08,3.0830157982109085e-08
1859,5.092173349652285e-09,4.379269213927728e-08
1860,1.327383358784573e-08,3.982150076353719e-08
1861,1.7920662287451705e-08,5.3761986862355116e-08
1862,1.400575744270327e-08,3.7951085829490694e-08
1863,2.2475793670651e-08,5.4940830551686304e-08
1864,1.821996598039277e-08,3.643993196078554e-08
1865,1.9298061815220535e-08,5.9306238142653456e-08
1866,1.556996132023869e-08,2.578774882522339e-08
1867,2.232293283555009e-08,5.241036404868282e-08
1868,1.778354707937524e-08,6.81702587712607e-08
1869,2.2952539424636598e-08,5.1276952461876135e-08
1870,1.2614907340946502e-08,3.899153000475053e-08
1871,1.1683295220166201e-08,3.292564798584863e-08
1872,2.3584624031514068e-08,3.809823923006661e-08
1873,1.7958013742713774e-08,3.5317427204972773e-08
1874,1.9716210886144836e-08,3.644511537004291e-08
1875,2.460256709468922e-08,5.0921592276154115e-08
1876,2.1765654167893445e-08,3.3253080289341597e-08
1877,3.277952487223956e-08,4.576763856789512e-08
1878,1.69094480639842e-08,4.408534692856847e-08
1879,1.5273313280772527e-08,2.993569481191116e-08
1880,1.9253539207397807e-08,3.2089232604448625e-08
1881,1.3945014920579979e-08,2.8587281875047665e-08
1882,9.983077475794744e-09,3.394246306243076e-08
1883,2.9068958795619437e-08,3.033282780506852e-08
1884,1.7164412113856997e-08,3.8289840631478e-08
1885,1.8047780159236027e-08,2.9649923405372647e-08
1886,2.19417763958063e-08,3.291266637006629e-08
1887,1.697520346510828e-08,2.285123557044244e-08
1888,1.7119660356001987e-08,2.53624587998047e-08
1889,1.2530273707511697e-08,3.4458253139746375e-08
1890,1.4419650362640368e-08,3.080561583601593e-08
1891,2.2309770031370135e-08,3.059625441892422e-08
1892,1.7551833764173352e-08,1.817868522380195e-08
1893,1.847524977449666e-08,2.7097032173628577e-08
1894,2.079507943619774e-08,2.835692747282792e-08
1895,1.3842813118003505e-08,3.671354775747204e-08
1896,1.3563166589847242e-08,3.833068973335685e-08
1897,1.4566784223291052e-08,2.7385553380554484e-08
1898,2.093591255913907e-08,3.281845906144554e-08
1899,1.6582735185011188e-08,4.4220627160029835e-08
1900,7.786579381274805e-09,3.6856476981483866e-08
1901,1.1736351446245408e-08,2.5708198236884527e-08
1902,1.2275709337927765e-08,1.8659077838378835e-08
1903,1.7280704867062013e-08,3.0781254878320397e-08
1904,2.042357571951925e-08,3.654745128756076e-08
1905,2.115911179600971e-08,2.2707340008309984e-08
1906,1.1317205839134203e-08,2.5206503551089554e-08
1907,1.7999951751335175e-08,2.5199932807140613e-08
1908,1.1296195090437777e-08,2.89771957540097e-08
1909,1.4852655993990993e-08,2.585462333115629e-08
1910,9.619471441624228e-09,1.7635697346918278e-08
1911,1.3832972989291648e-08,4.0966881442727754e-08
1912,1.3023552902780011e-08,2.5005221004903433e-08
1913,1.3257474229533273e-08,2.598464909908671e-08
1914,1.6741859454327823e-08,1.875088173619588e-08
1915,1.295883844676382e-08,2.709575319670421e-08
1916,2.197492321442951e-08,4.724608615447323e-08
1917,8.773139548168274e-09,2.4126133979507358e-08
1918,1.722956355365568e-08,6.317507228459363e-08
1919,2.1178051312631396e-08,3.222746869369075e-08
1920,3.028892692213958e-08,4.316171953178127e-08
1921,1.5902768879527684e-08,2.574734203619755e-08
1922,1.475587119159627e-08,2.0658220023506146e-08
1923,1.5923921736771263e-08,3.715581797791856e-08
1924,3.738571052736006e-08,3.609654797287476e-08
1925,1.3197813508725176e-08,2.4195990988573612e-08
1926,2.0063049888108253e-08,3.78968714187522e-08
1927,1.7838759802657478e-08,4.0137209111890115e-08
1928,1.2568645679778001e-08,1.3711249025050165e-08
1929,1.1140405931087116e-08,2.4508894469477127e-08
1930,1.995684684175103e-08,3.046045193855207e-08
1931,2.737285598186645e-08,2.2810713318222042e-08
1932,2.6302888755935783e-08,1.9727165678773417e-08
1933,1.4911860191091364e-08,1.7205993074753678e-08
1934,1.4377896206951846e-08,2.3963160344919743e-08
1935,1.196828414151696e-08,1.6755597798123745e-08
1936,8.487299751891442e-09,1.8187071404440758e-08
1937,2.2664012888640173e-08,3.1477796369472344e-08
1938,3.630260181353151e-08,2.3337385357535823e-08
1939,1.3764645423464117e-08,4.588215141154706e-09
1940,2.7893612752905028e-08,3.803674530900025e-08
1941,2.066051862925633e-08,5.9030051957620344e-09
1942,6.068423541449874e-09,1.517105907566929e-08
1943,1.1612940831184915e-08,1.1612940831184915e-08
1944,1.2852744646352221e-08,2.5705489292704442e-08
1945,8.714016175304096e-09,1.089252066321933e-08
1946,1.1136883415474585e-08,3.897909195416105e-08
1947,1.6689218895749036e-08,2.9802176726434482e-08
1948,2.174377655705939e-08,2.0656587551570738e-08
1949,1.7670615193310368e-08,2.846932467548413e-08
1950,9.571825110299415e-09,2.1270722072586068e-08
1951,2.6653504292539765e-08,2.3455083209000804e-08
1952,1.4762725264461096e-08,1.8980646387944944e-08
1953,1.2928593307037772e-08,2.2625037843226892e-08
1954,1.3681550115052232e-08,1.8567819282111486e-08
1955,7.508486277174597e-09,2.815682265122632e-08
1956,1.2209598665435806e-08,1.0465369904011368e-08
1957,1.3252556385623393e-08,1.767007518083119e-08
1958,1.1581140491045971e-08,1.3235589513271862e-08
1959,9.300897829689347e-09,2.4802393028267034e-08
1960,1.868625076895114e-08,2.353083417006019e-08
1961,1.181187059273725e-08,2.987708569435199e-08
1962,1.331810839388936e-08,4.122271590745186e-08
1963,1.0345685197421517e-08,2.5864213881732212e-08
1964,1.2776333768727e-08,3.589541464066315e-08
1965,1.641613067704384e-08,3.6115487489496445e-08
1966,2.8249282024717104e-08,1.9386762417639147e-08
1967,2.5144711202074177e-08,3.254021407883556e-08
1968,1.3474247495537384e-08,1.976222918642634e-08
1969,1.407944960618579e-08,3.40631842732364e-08
1970,1.839489982558007e-08,2.5292987260172595e-08
1971,1.849823050292798e-08,2.4664307929356255e-08
1972,1.2312352026810913e-08,2.0520587895589415e-08
1973,1.6539610570021068e-08,1.874489363729026e-08
1974,1.518904291231138e-08,1.6876715136504572e-08
1975,2.513051278185685e-08,2.227477224892027e-08
1976,1.7140580510499603e-08,2.6853577139718254e-08
1977,1.4104276857551667e-08,1.9981058585472056e-08
1978,1.544553818177974e-08,2.673266052966028e-08
1979,2.63338808537128e-08,3.5111838769807946e-08
1980,1.0801786132219604e-08,1.5349906234973787e-08
1981,1.4548763971333756e-08,2.0874313833019187e-08
1982,3.041676066573018e-08,2.110550845202397e-08
1983,1.705135410645653e-08,3.2839643893112225e-08
1984,1.1018116197192285e-08,2.2616132966390978e-08
1985,1.5038894574104233e-08,1.6843562988810845e-08
1986,1.3787316177626963e-08,2.8174081734277934e-08
1987,9.777306964053878e-09,2.4443266966045485e-08
1988,1.2592763276586538e-08,1.9188972188999287e-08
1989,1.0427432250992297e-08,1.8659616074501173e-08
1990,1.1442167213715493e-08,1.7435683119515488e-08
1991,6.4476117778156095e-09,2.5790447111262438e-08
1992,1.2672871640972971e-08,2.8651710337612712e-08
1993,1.606370148010683e-08,2.2710750613441633e-08
1994,1.635227242502424e-08,2.4264663167627987e-08
1995,1.4098372247417501e-08,1.6809597269684673e-08
1996,1.2811421257197253e-08,1.4412848692302305e-08
1997,1.5823152565985765e-08,2.205651483677684e-08
1998,2.0502955777601528e-08,2.288702027897216e-08
1999,1.0968483010742602e-08,2.2851006420410158e-08
2000,1.7230322058026104e-08,1.767212509662386e-08
2001,8.324302136486494e-09,2.3220422917802352e-08
2002,1.8839251936242363e-08,2.8039817578928705e-08
2003,1.8334461060476315e-08,1.583430631058036e-08
2004,1.6297727611913615e-08,2.5107310008820605e-08
2005,7.656374201303606e-09,2.296912349208924e-08
2006,1.4824403926638752e-08,1.729513776638214e-08
2007,1.3980677948666198e-08,2.2768533725070483e-08
2008,1.1920831433087642e-08,3.5762493411084506e-08
2009,1.2874119548200724e-08,2.813233557219519e-08
2010,1.1337103700270745e-08,2.5980861906305108e-08
2011,9.942326961720482e-09,2.791499476018089e-08
2012,6.808505315092361e-09,2.655317032917992e-08
2013,6.136075203500013e-09,1.9802786965783525e-08
2014,8.445236510112863e-09,2.5985341878254076e-08
2015,7.314698624583116e-09,2.992376835209143e-08
2016,4.764082017771898e-09,3.459138042671839e-08
2017,9.559323110863716e-09,1.9873329648589788e-08
2018,6.195520096952123e-09,3.252647928775332e-08
2019,1.0459049626376782e-08,2.653027308952005e-08
