year,quand_CONJ elle_PRON,quand_CONJ telles_ADJ
1916,2.1237666260276455e-05,1.0987462051303964e-09
1917,2.1759579112767824e-05,5.483212106582869e-09
1918,2.1780466340715066e-05,2.2972752589112133e-09
1919,2.2591455717702047e-05,5.524709134618888e-09
1920,2.3282340180230676e-05,1.514446346106979e-09
1921,2.379963075327396e-05,9.84457149133533e-09
1922,2.352749834244605e-05,3.6889677423879164e-09
1923,2.4667216621310217e-05,1.0615948120573648e-09
1924,2.3857240194047336e-05,1.289162443462999e-09
1925,2.446104781483882e-05,1.2097996160420621e-08
1926,2.3783629785611993e-05,0.0
1927,2.8303422823228175e-05,1.1149224876660924e-09
1928,2.3729601707600523e-05,3.4278122562625413e-09
1929,2.3123027403926244e-05,5.570203187588163e-09
1930,2.1739307840107358e-05,4.201441416995522e-09
1931,2.0439540321604e-05,1.0264820993199919e-08
1932,2.0505293150563375e-05,3.287861094491973e-09
1933,2.0134452597631025e-05,9.176529758292418e-09
1934,1.9320298633829225e-05,7.188948103475923e-09
1935,1.9924799062209786e-05,7.180970484910176e-09
1936,1.9285571170257754e-05,1.2124714565686645e-09
1937,1.8503907085687388e-05,1.2591118148108649e-09
1938,1.9503571138557163e-05,3.889564337278273e-09
1939,1.931485553541279e-05,1.5294050470515685e-09
1940,1.5983039475031546e-05,0.0
1941,2.047752559519722e-05,0.0
1942,1.9852847799484152e-05,0.0
1943,2.0807486635021633e-05,0.0
1944,1.9610074787124177e-05,0.0
1945,2.0976815449103015e-05,6.535512131478072e-09
1946,2.1817154902237235e-05,1.3921104269343232e-09
1947,2.284038873767713e-05,8.344609669919123e-09
1948,2.0488072323132656e-05,1.0871887834440486e-09
1949,1.9719425381481415e-05,1.9634016634739737e-09
1950,2.054326432698872e-05,3.190608444114673e-09
1951,2.0779072428922518e-05,5.330700769690111e-09
1952,1.932651616698422e-05,6.326882462381889e-09
1953,1.942736548699031e-05,1.0773827385790469e-09
1954,2.175561985495733e-05,1.9545072227344917e-09
1955,1.747787860040262e-05,2.815682353940474e-09
1956,1.9742048152693314e-05,8.72114158667614e-10
1957,1.8809795164997922e-05,3.534015080575159e-09
1958,1.8785437305268715e-05,1.6544486891589827e-09
1959,1.822743411139527e-05,2.3252243464000344e-09
1960,1.8432255274092313e-05,2.7683333958528067e-09
1961,1.9732772216229932e-05,1.3896318928896534e-08
1962,1.863647253230738e-05,0.0
1963,1.9411091670917813e-05,1.2932106496776896e-09
1964,1.975403688447841e-05,7.909158994401366e-09
1965,1.8282644305145368e-05,4.924838981068547e-09
1966,2.0066959677933482e-05,4.431259803538978e-09
1967,1.9874182044077315e-05,5.423369198176431e-09
1968,1.9314436485728947e-05,6.287982134978165e-09
1969,1.7636099755691248e-05,6.358460757915907e-09
1970,1.7058510366041446e-05,4.598724956395017e-09
1971,1.835024499996507e-05,9.249115473508596e-09
1972,1.6477005601700512e-05,1.5390440588625154e-09
1973,1.667137735239521e-05,0.0
1974,1.4664177570011816e-05,1.6876715580593782e-09
1975,1.5142275969992625e-05,1.1422960355389478e-09
1976,1.5107708122741315e-05,3.999468867199596e-09
1977,1.534192711005744e-05,4.113747398282186e-09
1978,1.675246767263161e-05,1.7821774056514528e-09
1979,1.7716264210321242e-05,5.851973350345929e-10
1980,1.60730578500079e-05,1.1370301367108482e-09
1981,1.706949569779681e-05,6.325549528618524e-09
1982,1.8274886770086596e-05,6.207502289967692e-10
1983,1.737027696435689e-05,6.315316047889041e-10
1984,1.7186521745315986e-05,4.639206796497319e-09
1985,1.6645049527141964e-05,0.0
1986,1.7759262618710636e-05,2.3977941854269602e-09
1987,1.7190339121953002e-05,2.4443267410134695e-09
1988,1.77587944563129e-05,4.1975875553212916e-09
1989,1.655492042118567e-05,3.841685525252103e-09
1990,1.7201935861521633e-05,1.089730194969718e-09
1991,1.753281480887381e-05,1.7584396161396398e-09
1992,1.7953601854969747e-05,1.65298330578878e-09
1993,1.7717155287755304e-05,3.3235244556450994e-09
1994,1.7526470628581592e-05,5.274926606624319e-10
1995,1.7736294012138387e-05,2.1689803286761844e-09
1996,1.7352002487314167e-05,2.6690460952494277e-09
1997,1.7836527604231378e-05,1.438468344439059e-09
1998,1.82914975539461e-05,4.768129224785866e-10
1999,1.8558672763901995e-05,0.0
2000,1.8660439309314825e-05,2.6508187866980393e-09
2001,1.842474830482388e-05,2.190605918883648e-09
2002,1.989819429581985e-05,2.6287327870022636e-09
2003,2.06679374059604e-05,8.333845835650777e-10
2004,1.9699988115462475e-05,1.7619165015858584e-09
2005,2.1084303625684697e-05,3.602999676388663e-09
2006,2.211183391409577e-05,2.0589449589714093e-09
2007,2.9576724500657292e-05,2.3966877371606188e-09
2008,3.064930888285744e-05,4.257439734089985e-09
2009,3.423752968956251e-05,2.384096253749135e-09
2010,4.114045623282436e-05,9.447586046817946e-10
2011,4.3764976908278186e-05,7.64794394481072e-10
2012,5.2636894906754605e-05,6.808505426114664e-10
2013,5.637853610096499e-05,5.578250084070646e-10
2014,6.186828250065446e-05,2.1654451842767486e-10
2015,6.0793125157942995e-05,2.2165753954528356e-10
2016,6.2232167692855e-05,2.0713400439298368e-10
2017,6.111602306191344e-05,1.2578056374223934e-09
2018,6.683675383101217e-05,0.0
2019,6.387341636582278e-05,1.02039510174734e-09
