year,furent_VERB au_ADP,furent_VERB tôt_ADV
1800,5.533729563467205e-07,0.0
1801,5.619590979222266e-07,0.0
1802,5.236545916886826e-07,0.0
1803,4.388263334931253e-07,0.0
1804,3.831368928786105e-07,2.4718509461507665e-09
1805,6.19747368091339e-07,0.0
1806,5.475171178659366e-07,8.645007376628655e-09
1807,5.693910338777641e-07,0.0
1808,6.367667992890347e-07,2.2660739951163578e-09
1809,4.6761931571381865e-07,0.0
1810,4.329234570832341e-07,4.680253518074551e-09
1811,5.891630507903756e-07,1.0028307073639553e-08
1812,5.81451388370624e-07,8.00162425207418e-09
1813,5.492666446116345e-07,0.0
1814,6.859756354060664e-07,0.0
1815,8.76597653132194e-07,0.0
1816,6.396586513801594e-07,0.0
1817,5.340075972526392e-07,1.556873407970727e-09
1818,6.866598027954751e-07,0.0
1819,5.806938929708849e-07,4.140420006848444e-09
1820,6.336700835163356e-07,4.746592452420373e-09
1821,6.528305220854236e-07,0.0
1822,8.521773224856588e-07,0.0
1823,8.894418215277256e-07,0.0
1824,1.0299021369064576e-06,0.0
1825,1.0945166195597267e-06,8.805443041381977e-10
1826,1.0992364423145773e-06,8.807984386294265e-08
1827,8.350849611815647e-07,0.0
1828,7.090188773872796e-07,9.172301251858528e-10
1829,6.429881977965124e-07,1.3717081692732336e-08
1830,6.30384874966694e-07,0.0
1831,6.142935262687388e-07,0.0
1832,4.3972400476377516e-07,0.0
1833,4.96937673233333e-07,0.0
1834,7.3182724236176e-07,9.334531370086552e-09
1835,8.168134968400409e-07,7.563087933704082e-09
1836,9.409050107933581e-07,2.352262562510532e-08
1837,8.300763738589012e-07,0.0
1838,1.173430860035296e-06,3.1560809521380406e-09
1839,7.84443500378984e-07,1.3982950353153e-09
1840,6.892003057146212e-07,8.280594876453051e-09
1841,5.861961085429357e-07,3.852329122366882e-09
1842,7.761462939015473e-07,0.0
1843,5.794679509563139e-07,1.7720733769266417e-09
1844,5.81238623453828e-07,5.488561272137815e-10
1845,5.574647730099969e-07,2.7901139176833567e-09
1846,5.403704790296615e-07,1.7563503984519002e-09
1847,4.967158702129382e-07,0.0
1848,4.899540044789319e-07,8.045221711050488e-10
1849,5.245513534646307e-07,8.379414939696517e-10
1850,6.592115369130624e-07,3.394498016007219e-09
1851,4.869326062362234e-07,0.0
1852,5.143330668033741e-07,5.859490670445666e-09
1853,5.840549306412868e-07,8.957897534855874e-09
1854,6.556928724421596e-07,2.0782657816909023e-09
1855,4.967292852597893e-07,5.306937111981824e-10
1856,5.995185006213433e-07,3.1063134287023786e-09
1857,6.736482305313984e-07,8.78671624349181e-09
1858,5.71092016343755e-07,1.468102750479261e-09
1859,5.733787133976875e-07,0.0
1860,6.17919852174964e-07,3.204028820036342e-09
1861,5.555405095947208e-07,2.8295783494058924e-09
1862,5.647482907988888e-07,3.162590411776023e-09
1863,5.888658165531524e-07,4.994620828036034e-10
1864,4.540607392300444e-07,9.589455896019672e-10
1865,5.676454293279676e-07,1.882737743486018e-09
1866,6.193925514708098e-07,3.4059290943133647e-09
1867,5.415737405201071e-07,4.85281148598915e-10
1868,5.433861360870651e-07,4.44588676984381e-09
1869,5.171646648705064e-07,9.767038289254515e-10
1870,4.638845609861164e-07,2.8670243956696595e-09
1871,4.4715156377606036e-07,4.248470908407853e-09
1872,5.212806399867986e-07,0.0
1873,4.0824551206242177e-07,3.591602570907071e-09
1874,5.962659770375467e-07,5.974609140757536e-10
1875,4.857576527683705e-07,1.2015206607429718e-08
1876,5.64093170396518e-07,2.418405919968336e-09
1877,5.121027584209514e-07,0.0
1878,5.622391654469538e-07,4.22736201599605e-09
1879,6.274277097872982e-07,2.443730107160036e-09
1880,5.371737188397674e-07,4.492492600149944e-09
1881,5.257270458969288e-07,5.5780060570498335e-09
1882,4.113028069241409e-07,5.989846840748214e-09
1883,5.421993023446703e-07,6.951272890631799e-09
1884,5.545425665332004e-07,2.6406787867472303e-09
1885,5.852637059433619e-07,1.2891271383708158e-09
1886,5.730676093662623e-07,1.936039106809062e-09
1887,4.132809294787876e-07,7.1818169189441505e-09
1888,6.442064659495372e-07,6.340614699951175e-10
1889,6.01453109538852e-07,5.6386229019267375e-09
1890,4.529080968040944e-07,3.2771931834929546e-09
1891,3.971139221903286e-07,6.374220040683554e-10
1892,5.146448529558256e-07,6.268512375839919e-10
1893,4.920574951938761e-07,6.158416554491453e-10
1894,4.0581912230663875e-07,1.8904617871129403e-09
1895,4.6463702574328636e-07,9.629783193076946e-09
1896,4.4345657101985125e-07,4.717623180994224e-09
1897,3.8864178009134775e-07,6.992056267307589e-09
1898,4.1871825828820874e-07,5.6583546736987955e-09
1899,4.388897139051551e-07,1.6582735185011188e-09
1900,4.3968219642920303e-07,5.710158568206225e-09
1901,4.6833631017761945e-07,5.58873880507349e-09
1902,3.9134963003562007e-07,1.9641135384773634e-09
1903,4.357977729796403e-07,7.020286574288548e-09
1904,4.0847152149581234e-07,5.912087708281888e-09
1905,4.825309929401556e-07,3.6125313851442797e-09
1906,4.7326497565336467e-07,5.144184522798412e-10
1907,4.777701292368874e-07,5.142843484406967e-09
1908,4.646174147637794e-07,6.384805573134145e-09
1909,6.711200057907263e-07,2.2003934230241384e-09
1910,4.6494110961248225e-07,6.412980813053082e-09
1911,5.660878059643437e-07,8.51259862599818e-09
1912,5.167746053302835e-07,1.0418842677495377e-08
1913,4.857538442593068e-07,7.42418571064718e-09
1914,5.009164283364953e-07,6.027069510139427e-09
1915,5.489835075422889e-07,1.295883844676382e-08
1916,5.252006758382777e-07,1.0987461607214755e-08
1917,4.386569685266295e-07,1.864292187292449e-08
1918,5.387110491028579e-07,1.4932290071101306e-08
1919,5.211642246649717e-07,7.366278698128781e-09
1920,4.997672817808052e-07,9.843901693784574e-09
1921,3.665209646896983e-07,3.0290989716519334e-09
1922,5.717899966839468e-07,1.1066902949607993e-08
1923,4.596705593939987e-07,1.0615948120573648e-08
1924,4.344477417816961e-07,6.445812328337297e-09
1925,4.344280171153514e-07,3.299453377181294e-09
1926,4.848570256399398e-07,2.229227691330493e-09
1927,5.206687774261809e-07,5.574612327308159e-09
1928,5.335961077435059e-07,4.570416489713125e-09
1929,4.768093901930115e-07,6.684243825105796e-09
1930,4.600578336066974e-07,7.352522590764465e-09
1931,4.322630218211998e-07,6.843213995466613e-09
1932,4.307097754008282e-07,1.0959536611565568e-09
1933,4.886501869805215e-07,6.882397318719313e-09
1934,4.720742481367779e-07,1.7972370258689807e-08
1935,4.65566245111404e-07,8.377798899061872e-09
1936,3.8435345572906954e-07,1.091224355320719e-08
1937,4.331344598540454e-07,3.777335333410292e-09
1938,3.643225170435471e-07,2.5930428915188486e-09
1939,4.267040196737071e-07,0.0
1940,4.437620191310998e-07,7.607348528892999e-09
1941,4.2206485773021996e-07,5.9030051957620344e-09
1942,4.3996070075991156e-07,6.068423541449874e-09
1943,4.441949954525626e-07,8.709705845433291e-09
1944,4.884042823505297e-07,6.4263723231761105e-09
1945,4.2480829165469913e-07,1.089252066321933e-08
1946,3.494197073905525e-07,1.1136883415474585e-08
1947,4.172304954863648e-07,9.536696765621855e-09
1948,4.5009616655988793e-07,3.2615663503321457e-09
1949,4.04460735126122e-07,6.8719057111366055e-09
1950,3.796824046276015e-07,5.317680518146517e-09
1951,4.4564660584001103e-07,1.1727541604500402e-08
1952,3.3637925866969454e-07,9.490323193972472e-09
1953,3.846256504402845e-07,1.508335856215126e-08
1954,3.6842462236563733e-07,5.863521668203475e-09
1955,3.538374073741579e-07,1.0324168187025862e-08
1956,3.4274086146979243e-07,2.616342476002842e-09
1957,3.74605605202305e-07,2.6505113659425206e-09
1958,3.631514857715956e-07,1.0753916868111446e-08
1959,3.604097855713917e-07,1.3176271629333769e-08
1960,3.931033347726043e-07,3.460416619915918e-09
1961,3.543561319929722e-07,5.55852741612739e-09
1962,4.052510007568344e-07,1.2049716779927166e-08
1963,3.174832272634376e-07,1.4225316924409981e-08
1964,3.5165336953468795e-07,1.034274621503073e-08
1965,3.551356257958105e-07,3.2832261354087677e-09
1966,3.6557892713062756e-07,8.862519607077957e-09
1967,4.008362850527192e-07,9.367637332502454e-09
1968,4.0647313426234177e-07,6.737123747768692e-09
1969,3.665198562430305e-07,5.904285060864822e-09
1970,3.619196604631725e-07,5.978342709767048e-09
1971,3.4941103876917623e-07,7.193756701440179e-09
1972,3.55006164909355e-07,6.156176013405457e-09
1973,3.125986438590189e-07,6.064523994098181e-09
1974,3.409096507311915e-07,5.625571564138454e-09
1975,3.301235551589343e-07,8.567219822452898e-09
1976,3.342413208429207e-07,9.141642998145016e-09
1977,3.514315665142931e-07,7.052138428775834e-09
1978,3.647523101335537e-07,1.128712323605896e-08
1979,3.154213743528089e-07,7.022368020415115e-09
1980,3.257591458805109e-07,5.116635559687666e-09
1981,3.4853778174692707e-07,6.325549417596221e-09
1982,3.184448758020153e-07,4.345251713999687e-09
1983,2.7597931762102235e-07,7.57837881337764e-09
1984,3.1952535550772154e-07,2.3196033982486597e-09
1985,3.1220747587212827e-07,1.0226449020933615e-08
1986,3.2610000744170975e-07,4.196139880008332e-09
1987,3.0431868935920647e-07,4.277571630240118e-09
1988,3.1901666375233617e-07,6.596209356501959e-09
1989,3.232503900107986e-07,4.939309850016116e-09
1990,3.3345745009683014e-07,9.262707045820662e-09
1991,2.948316932815942e-07,3.5168792322792797e-09
1992,3.4271852200618014e-07,4.958949695321735e-09
1993,3.7998964330654417e-07,7.200969598386564e-09
1994,3.3917777386704984e-07,6.329911705904578e-09
1995,3.3185398251589504e-07,1.3013881527967897e-08
1996,3.250898146234249e-07,3.2028553142993132e-09
1997,3.322861914512032e-07,1.006927874414032e-08
1998,3.0849795962240023e-07,8.10582001520288e-09
1999,2.8106737204325327e-07,6.8553016596695215e-09
2000,2.973335142542055e-07,2.6508188977203417e-09
2001,3.233334382457542e-07,2.6287270138425356e-09
2002,3.2771535529718676e-07,1.0953053575235572e-08
2003,3.037686724383093e-07,7.500461585152607e-09
2004,3.374070161044074e-07,1.1452457648886138e-08
2005,2.999497326072742e-07,5.404499514582994e-09
