year,était_VERB aux_ADP,était_VERB tôt_ADV,etait_VERB aux_ADP
1889,1.323823425991577e-06,5.6386229019267375e-09,6.265136742733546e-10
1890,1.2964576399099315e-06,7.865263995654459e-09,1.9663159989136147e-09
1891,1.3717321962758433e-06,2.5496880162734215e-09,5.099376032546843e-09
1892,1.3138801477907691e-06,3.1342561879199593e-09,1.8805537127519756e-09
1893,1.412124902344658e-06,6.158416554491453e-10,1.847525021858587e-09
1894,1.369324536426575e-06,3.150769645188234e-09,3.150769645188234e-09
1895,1.4131707075648592e-06,6.6204757231957956e-09,1.8055843487019274e-09
1896,1.4341574114951072e-06,1.2973464080801023e-08,1.179405795248556e-09
1897,1.3319867093741777e-06,8.740070001067579e-09,5.826713556089658e-10
1898,1.2114537639718037e-06,2.26334195829736e-09,1.13167097914868e-09
1899,1.3332519301911816e-06,7.185851913504848e-09,3.8693048765026106e-09
1900,1.3013969919484225e-06,6.22926377147337e-09,0.0
1901,1.2200216588098556e-06,1.1177477832191585e-09,1.676621730339889e-09
1902,1.1784680964410654e-06,5.892340837476695e-09,3.437198747846537e-09
1903,1.2523111081463867e-06,1.6200660812870638e-09,3.2401321625741275e-09
1904,1.1630688732111594e-06,8.061937784020756e-09,1.6123875568041512e-09
1905,1.251484036401962e-06,5.676835002077496e-09,5.160759042333041e-10
1906,1.196022935801011e-06,2.572092316910357e-09,2.0576738091193647e-09
1907,1.136568357651413e-06,9.771402353919711e-09,2.5714217422034835e-09
1908,1.2808902738470351e-06,2.4556945366072114e-09,4.911389073214423e-10
1909,1.227269422088284e-06,8.251475058784763e-09,1.1001967115120692e-09
1910,1.2799240494132391e-06,1.4429207162436342e-08,2.67207544979442e-09
1911,1.2231539585627615e-06,5.3203743632934675e-09,1.5961122423746588e-09
1912,1.2971459000254981e-06,5.2094213387476884e-09,2.6047105583515417e-09
1913,1.158172949544678e-06,3.181793939432964e-09,1.590896969716482e-09
1914,1.1558579444681527e-06,3.3483718020477227e-09,6.696743715117748e-10
1915,1.339472646577633e-06,1.6493066468115103e-08,1.1780761921542648e-09
1916,1.4668262338091154e-06,6.592477230782379e-09,0.0
1917,1.4431814179260982e-06,2.1932848870420685e-09,1.0966424435210342e-09
1918,1.3485006320479442e-06,0.0,6.89182577673364e-09
1919,1.5312651839849423e-06,2.762354567309444e-09,0.0
1920,1.3417994750852813e-06,5.300562211374427e-09,1.2115570324766622e-08
1921,1.2858524769399082e-06,7.572747429129834e-10,1.5145494858259667e-09
1922,1.2999922773815342e-06,2.951174193910333e-09,1.4755870969551665e-09
1923,1.2696674502876704e-06,3.1847844361720945e-09,2.1231896241147297e-09
1924,1.196342736875522e-06,1.2891624656674594e-08,0.0
1925,1.1878032637469005e-06,8.798542339150117e-09,3.299453377181294e-09
1926,1.1469376204331638e-06,1.3375366592072169e-08,0.0
1927,1.3501711464414257e-06,1.4493992672726108e-08,1.1149224876660924e-09
1928,1.1551727538972045e-06,6.8556245125250825e-09,0.0
1929,1.332392571384844e-06,1.1140405931087116e-08,0.0
1930,1.2383748071442824e-06,7.352522590764465e-09,3.1510811737689437e-09
1931,1.183876065624645e-06,5.7026783295555106e-09,0.0
1932,1.1792461691584322e-06,1.0959536389520963e-08,0.0
1933,1.2778317568518105e-06,1.261772819560747e-08,2.2941324395731044e-09
1934,1.1909691011169343e-06,7.188948103475923e-09,2.3963160344919743e-09
1935,1.1022789294656832e-06,4.787313656606784e-09,0.0
1936,1.183372091873025e-06,2.424942913137329e-09,0.0
1937,1.1609010925894836e-06,7.554670666820584e-09,0.0
1938,1.0320310366296326e-06,3.8895642262559704e-09,1.2965214457594243e-09
1939,1.0767012099677231e-06,1.070583532936098e-08,0.0
1940,1.0320636647520587e-06,2.5357829169792012e-09,0.0
1941,1.0300743724656058e-06,1.1806010391524069e-08,5.9030051957620344e-09
1942,1.0892820228036726e-06,6.068423541449874e-09,3.034211770724937e-09
1943,1.3238752671895782e-06,2.322588166236983e-08,0.0
1944,1.2884876241514576e-06,9.639558484764166e-09,3.2131861615880553e-09
1945,1.3877071296519716e-06,1.3071024262956144e-08,0.0
1946,1.3197206953918794e-06,1.9489545977080525e-08,4.1763312808029696e-09
1947,1.2683806289714994e-06,1.0728784083369192e-08,1.1920870957027319e-09
1948,1.2198257763884612e-06,1.195907639583993e-08,1.0871887834440486e-09
1949,1.010170194604143e-06,9.817008539414473e-09,0.0
1950,1.0124864502358832e-06,2.3397795700930146e-08,1.0635361480382244e-09
1951,1.1524974752319395e-06,1.3859822622919182e-08,0.0
1952,1.151492597273318e-06,1.370824520563474e-08,2.1089607837865287e-09
1953,1.1581864782783668e-06,8.619061908632375e-09,0.0
1954,1.052502170750813e-06,4.886268278880834e-09,3.9090144454689835e-09
1955,9.6296332685597e-07,2.440258128899586e-08,9.385607846468247e-10
1956,1.0360715805290965e-06,1.3953826538681824e-08,0.0
1957,9.842232202572632e-07,1.767007518083119e-08,0.0
1958,9.033290098159341e-07,2.2335056470978998e-08,8.272243445794913e-10
1959,1.0634025784383994e-06,1.1626121398933265e-08,0.0
1960,9.758374517332413e-07,1.314958364417862e-08,2.0762500052562416e-09
1961,1.062373598870181e-06,2.084447814354462e-08,2.0844477810477713e-09
1962,1.0565698858044925e-06,1.3952304200870458e-08,2.5367825617905737e-09
1963,1.0972892141580814e-06,1.7458344103715717e-08,1.2932106496776896e-09
1964,1.056785322361975e-06,1.4601523545820783e-08,1.2167936658258327e-09
1965,9.937231197909568e-07,1.860494691641179e-08,1.0944086747954884e-09
1966,1.1454806099209236e-06,1.8832853498906843e-08,1.6617224263271169e-09
1967,1.1088325209129835e-06,1.1339771788243524e-08,1.479100675272349e-09
1968,1.0756940582723473e-06,1.392338955241712e-08,1.7965663401398047e-09
1969,9.72844532043382e-07,9.537691525451919e-09,1.8167031212712459e-09
1970,1.0103399290528614e-06,1.0577067222072856e-08,9.197450023812337e-10
1971,9.95307573248283e-07,1.1304474689666222e-08,5.138397485282553e-10
1972,9.377908440910687e-07,1.3851396474251487e-08,1.5390440033513642e-09
1973,2.185985295000137e-06,1.4334330167287135e-08,3.307922213924286e-09
1974,9.214686542691197e-07,9.00091468025721e-09,1.687671502548227e-09
1975,8.430144475823909e-07,1.599214449754527e-08,2.2845920710778955e-09
1976,9.095934956349083e-07,1.199840671262109e-08,5.713526873840635e-10
1977,8.339153509950847e-07,1.1753563455840776e-08,0.0
1978,9.700985401650541e-07,1.544553818177974e-08,2.3762365408686037e-09
1979,9.848871513895574e-07,1.580032815695631e-08,5.851973350345929e-10
1980,8.470874490740243e-07,1.2507331170752423e-08,0.0
1981,8.919024594433722e-07,1.8344094243616382e-08,6.325549528618524e-10
1982,9.391951039106061e-07,1.8001756529884005e-08,1.8622506869903077e-09
1983,9.037217409968434e-07,1.8314416649900522e-08,4.420721011477724e-09
1984,8.982664212453528e-07,9.858314165001048e-09,5.799008495621649e-10
1985,9.10755488803261e-07,1.5038894574104233e-08,1.8046674155058895e-09
1986,9.561204024066683e-07,1.019062523255343e-08,1.7983456945813714e-09
1987,8.903460297915444e-07,2.8720839040374813e-08,1.8332451112712533e-09
1988,9.192717129735684e-07,2.0388283061834045e-08,5.996553809062277e-10
1989,8.94015101948753e-07,1.2622680678475717e-08,1.6464366536794728e-09
1990,9.633214403947932e-07,1.5256222951620657e-08,4.358920835390023e-09
1991,9.665556035542977e-07,2.3445860364290638e-08,0.0
1992,9.388944590682513e-07,1.8182815253453555e-08,1.1019888335184191e-09
1993,9.53851554186258e-07,1.0524494165053966e-08,1.661762283333701e-09
1994,9.072873581317253e-07,1.8989736005892155e-08,2.6374633033121597e-09
1995,9.58689270191826e-07,9.760411145975922e-09,5.422450821690461e-10
1996,8.88792328623822e-07,1.868332333287981e-08,1.067618438099771e-09
1997,9.450736797589343e-07,2.3494983736327413e-08,9.58978896292706e-10
1998,1.007982518785866e-06,1.7642078020685403e-08,9.536258449571733e-10
1999,8.889041396287212e-07,1.553868322901053e-08,2.285100608734325e-09
2000,9.525276141175709e-07,1.4137700787841823e-08,8.836062992401139e-10
2001,9.529135809316358e-07,2.0591695459870607e-08,1.3143635346768434e-09
2002,9.9409919585014e-07,1.7963008858146168e-08,4.38122149670761e-10
2003,1.045064323079714e-06,2.0417921575699438e-08,0.0
2004,1.0338045512980898e-06,2.2023955992267474e-08,0.0
2005,9.831685474637197e-07,2.612174831995162e-08,9.007499190971657e-10
2006,1.0953586979667307e-06,2.4295550460351478e-08,8.235779835885637e-10
2007,1.1216498023713939e-06,3.355362920842708e-08,7.988958938831558e-10
2008,1.2095385955035454e-06,3.9594187484226495e-08,1.2772318758180745e-09
2009,1.3102993534630514e-06,4.8635563132393145e-08,4.76819250749827e-10
2010,1.5475145573873306e-06,5.5740756010891346e-08,4.723793023408973e-10
2011,1.5311184142774437e-06,7.303786730972206e-08,1.1471915639660324e-09
2012,1.8982112806043006e-06,1.065531094468497e-07,3.404252713057332e-10
2013,2.022115722866147e-06,1.0180306730944721e-07,1.1156500168141292e-09
2014,2.213951120211277e-06,1.2061529730544862e-07,1.0827225921383743e-09
2015,2.157614517273032e-06,1.0595230293120039e-07,2.2165753954528356e-10
2016,2.1643431864504237e-06,1.0087426005611633e-07,4.1426800878596737e-10
2017,2.1204086806392297e-06,1.240196354501677e-07,2.515611330355938e-10
2018,2.2345175239024684e-06,1.332036845269613e-07,2.323319980845895e-09
2019,2.1614519027934875e-06,1.2448819575183734e-07,0.0
