year,soient_VERB en_ADP,soient_VERB tant_ADV
1800,3.1787501897362347e-06,3.144164395507687e-08
1801,3.3503238618948217e-06,1.6668277424969347e-08
1802,3.430608842336369e-06,0.0
1803,3.2609671478667224e-06,2.5354409016742352e-08
1804,2.8475723947707365e-06,3.954961580454608e-08
1805,2.5557470584303132e-06,3.695740957709859e-08
1806,3.4176596273027826e-06,5.187004603612877e-08
1807,2.96937425048327e-06,2.562259648897225e-08
1808,2.773674576239671e-06,1.3596443970698147e-08
1809,2.9096311939813546e-06,4.518061036407062e-09
1810,2.9462195918483758e-06,9.360507036149102e-09
1811,2.9633648495064335e-06,3.760615285841595e-08
1812,2.7178852128884046e-06,3.200649834056435e-08
1813,2.5335284519201196e-06,8.627225156487839e-09
1814,2.4386747980997825e-06,2.8320094713762956e-08
1815,3.0235876371520476e-06,0.0
1816,3.091683622002961e-06,0.0
1817,2.473871809627326e-06,1.401186100480345e-08
1818,2.696570364335571e-06,9.536941902865692e-09
1819,2.8216962437710436e-06,3.726377839630146e-08
1820,2.6355454494364494e-06,2.4919611263385377e-08
1821,2.7099368864469398e-06,3.155676253641104e-08
1822,2.828226286055724e-06,4.8122956286533736e-08
1823,2.2443582352593694e-06,2.174191138237802e-08
1824,2.6829665848993045e-06,5.894779064874456e-08
1825,2.500745744704602e-06,4.842993561737785e-08
1826,2.6556073038364048e-06,6.429828658394143e-08
1827,2.7651819420881907e-06,4.608636472447358e-09
1828,2.584754600576389e-06,7.337841134713585e-08
1829,2.5728101551436566e-06,1.7146351893870815e-08
1830,2.853431025684472e-06,1.982998787397605e-08
1831,2.4852382907170067e-06,7.795603274018958e-09
1832,2.6748749091254354e-06,2.3000948701223933e-08
1833,2.5877826992370956e-06,5.09679658478035e-08
1834,2.3933737907100294e-06,1.0267984240641681e-08
1835,2.5230460849456904e-06,4.0084366048631637e-08
1836,2.549180422306563e-06,3.091545153210973e-08
1837,2.683658518520815e-06,3.270208592809354e-08
1838,2.5804117118610748e-06,4.3553917805638775e-08
1839,2.413457323768853e-06,3.216078425793967e-08
1840,2.45105622020958e-06,2.1656942184034023e-08
1841,2.4642065632463073e-06,3.146068650039524e-08
1842,2.5149286315695463e-06,3.4212150890056137e-08
1843,2.5393810973994846e-06,2.3627643841450663e-08
1844,2.5302266468685275e-06,3.512679047634748e-08
1845,2.430747294113189e-06,2.7901140509101197e-08
1846,2.399760150595398e-06,1.4636253098387897e-08
1847,2.394591209764485e-06,1.6718992412734224e-08
1848,2.433679650692966e-06,3.057184283505876e-08
1849,2.080608833665565e-06,1.6758828991214614e-08
1850,2.1616162522164473e-06,4.3449574604892405e-08
1851,2.2102226004960812e-06,2.8377531435808123e-08
1852,2.268925047843595e-06,2.9948509450150596e-08
1853,2.4783517353910156e-06,3.881755716861335e-08
1854,2.4409230547917105e-06,2.4939190268469247e-08
1855,2.194418598833181e-06,2.3350523292720027e-08
1856,2.3452666617629347e-06,3.054541508618058e-08
1857,2.0829399609567645e-06,2.9777204701986193e-08
1858,2.3166661229367946e-06,2.397901255335455e-08
1859,2.144314198204711e-06,1.8331824946926645e-08
1860,2.107793203975916e-06,2.0597328287408345e-08
1861,2.3395896029398955e-06,4.102888562229623e-08
1862,2.358840514915528e-06,1.7168348520613108e-08
1863,2.31650513171644e-06,1.548332484446746e-08
1864,2.306264029527938e-06,2.7809422320501653e-08
1865,2.191977429788494e-06,2.1651483772533453e-08
1866,2.133084727518053e-06,1.8489329178805747e-08
1867,2.192500151210197e-06,3.299911810472622e-08
1868,2.588000093339815e-06,1.2843672791973404e-08
1869,2.262534380292891e-06,2.5882650689368347e-08
1870,2.391671785062499e-06,9.17447806614291e-09
1871,1.8703892656901644e-06,5.523012092112367e-08
1872,2.1939745948884593e-06,4.7169248063028135e-08
1873,2.33274592176258e-06,2.274681615288543e-08
1874,2.210605284602707e-06,2.9873046258899194e-08
1875,2.0500232409403907e-06,2.4030414547127066e-08
1876,2.1396846392462976e-06,2.1765654167893445e-08
1877,2.1653041919478255e-06,3.030559869721117e-08
1878,1.7634138380628883e-06,3.92540762117477e-08
1879,2.119935818001295e-06,3.9710613020105257e-08
1880,1.9998007978472288e-06,1.9895322722618403e-08
1881,2.079201760096794e-06,1.673401861523871e-08
1882,2.083801177832356e-06,2.0631693686823382e-08
1883,2.084749894493143e-06,1.7062214752172622e-08
1884,1.9904117252167453e-06,9.902545450302114e-09
1885,2.071627321242886e-06,1.2246707703500448e-08
1886,2.1277070132441622e-06,2.581385527555824e-08
1887,2.167602978886407e-06,8.4876022321545e-09
1888,1.9858805977435168e-06,1.521747527988282e-08
1889,1.8049859296098703e-06,2.6940087494153886e-08
1890,2.081673034837195e-06,2.2284913470116408e-08
1891,2.071621601373863e-06,3.1871099537283953e-08
1892,1.997147990095982e-06,1.8805536683430546e-08
1893,2.1228061157785305e-06,1.4780200174868696e-08
1894,1.996957877281602e-06,2.0164925729204697e-08
1895,1.910308284891471e-06,2.046328972937772e-08
1896,1.9194829867785757e-06,1.6511680911435178e-08
1897,2.0014760231390483e-06,1.5149455023788505e-08
1898,1.9583566057690405e-06,2.2067583316243145e-08
1899,2.099926920351436e-06,1.8241008703512307e-08
1900,1.984539654387163e-06,1.349673794948103e-08
1901,1.914701897476334e-06,1.956058603980182e-08
1902,2.1944058516965015e-06,1.9641134940684424e-08
1903,2.007261826975082e-06,1.1340462791054051e-08
1904,1.9268031294927823e-06,1.2361637935498493e-08
1905,1.9373488946428097e-06,1.651442893546573e-08
1906,2.009318453843889e-06,1.2860461140462576e-08
1907,1.971766135255848e-06,8.742834012309686e-09
1908,1.972413787854066e-06,3.143289117879533e-08
1909,1.915992623224838e-06,3.245580160182726e-08
1910,1.9244286875164107e-06,1.3894791983659616e-08
1911,1.998332599839614e-06,1.4897047151407605e-08
1912,1.8363210010363673e-06,8.335073964360618e-09
1913,1.9233943326923963e-06,1.7499866444836698e-08
1914,2.002996108529942e-06,1.5402511266415786e-08
1915,1.8990588337430836e-06,1.295883844676382e-08
1916,2.106296406623187e-06,7.69122365795738e-09
1917,2.128582984539662e-06,6.57985488317081e-09
1918,2.1422091158740386e-06,8.040463406189247e-09
1919,1.888529716609355e-06,1.749491218561161e-08
1920,2.0588899118934023e-06,4.543339038320937e-09
1921,1.8712258551545347e-06,9.087297137000405e-09
1922,1.9426104067576944e-06,1.8444838545406128e-08
1923,1.9204250207849327e-06,2.3355084977083607e-08
1924,1.8318998620259208e-06,1.2891624656674594e-08
1925,1.830096799437797e-06,1.0998178145982251e-08
1926,1.8413420548313297e-06,1.2260752413340015e-08
1927,1.80171472052848e-06,1.1149224654616319e-08
1928,1.95156788862505e-06,1.4853853147478446e-08
1929,1.9395447594661164e-06,7.798284684668033e-09
1930,1.754101802475816e-06,1.1553964007759987e-08
1931,2.016467149701384e-06,1.596749932275543e-08
1932,1.7228391371304497e-06,6.575722188983946e-09
1933,1.9316595327723007e-06,1.605892663292252e-08
1934,1.9326288480669973e-06,3.5944740517379614e-09
1935,1.8215728907478024e-06,5.98414207075848e-09
1936,1.7447464735198537e-06,7.274828739411987e-09
1937,1.6658049730722269e-06,5.0364472592434595e-09
1938,1.6764022454651695e-06,1.2965214679638848e-08
1939,1.7588158520709385e-06,3.058810094103137e-09
1940,1.7953342563714614e-06,1.0143131667916805e-08
1941,1.7827076206344827e-06,2.9515025090631752e-08
1942,1.8144586917401284e-06,1.517105907566929e-08
1943,1.7506508456222036e-06,1.1612940831184915e-08
1944,1.7801051228616416e-06,9.639558484764166e-09
1945,1.86697801751734e-06,1.089252066321933e-08
1946,1.9614836261894197e-06,6.960552134671616e-09
1947,1.7976673447606117e-06,1.0728784083369192e-08
1948,1.8536568902050021e-06,6.523132700664291e-09
1949,1.9712552337125544e-06,1.1780409536754632e-08
1950,1.986685596477855e-06,6.381216888229346e-09
1951,1.7442053348304398e-06,1.1727541604500402e-08
