year,soient_VERB en_ADP,soient_VERB tant_ADV
1952,1.779962943260216e-06,1.370824520563474e-08
1953,1.8153899059569767e-06,6.464296653518886e-09
1954,1.9134625262040572e-06,1.172704333640695e-08
1955,1.8724288182170312e-06,1.595553378308523e-08
1956,1.8541147319695028e-06,7.849027205963921e-09
1957,1.8041147349379116e-06,8.835037590415595e-09
1958,1.843055784434e-06,8.272243334772611e-09
1959,1.897383068438785e-06,3.8753737996444215e-09
1960,1.8374812960075815e-06,7.612916519406099e-09
1961,1.888509686409634e-06,5.0721560951316746e-08
1962,1.8023840109293587e-06,1.0781326276187997e-08
1963,1.926237295890587e-06,2.4571003010009917e-08
1964,1.9858073017076094e-06,1.034274621503073e-08
1965,1.8714388136942262e-06,1.1491291473930687e-08
1966,1.9680331995175493e-06,1.7725038770066703e-08
1967,1.9745992929642853e-06,3.007504645324843e-08
1968,1.8194725637243891e-06,1.7516521566562915e-08
1969,2.062866341745462e-06,1.5441977002650376e-08
1970,1.921807227134309e-06,1.1956685419534097e-08
1971,1.8344078966947563e-06,1.4387512625724241e-08
1972,1.89251120730205e-06,9.234264020108185e-09
1973,1.7708410613437309e-06,1.709093233603909e-08
1974,1.810309004923738e-06,1.2938814464291681e-08
1975,1.6569003911115487e-06,7.996072248772634e-09
1976,1.7671938818963895e-06,6.2848797277581525e-09
1977,1.7806648866525165e-06,4.113747398282186e-09
1978,1.7495041899628916e-06,2.970295565063452e-09
1979,1.7866074255579178e-06,8.192762912528906e-09
1980,1.7538689576213073e-06,1.1370301145063877e-08
1981,1.6402149611849381e-06,8.223214109648325e-09
1982,1.7585854275026236e-06,5.586751949948621e-09
1983,1.6824001551896117e-06,8.209910973278056e-09
1984,1.7576794482110358e-06,6.958810416790584e-09
1985,1.6687158055361806e-06,7.218669662023558e-09
1986,1.6394917237150253e-06,4.196139880008332e-09
1987,1.6786414223091128e-06,3.055408426266837e-09
1988,1.6730385530294711e-06,7.795519785247507e-09
1989,1.745771616157299e-06,4.390497854167563e-09
1990,1.6634731689890714e-06,5.993515961311147e-09
1991,1.6429686633401275e-06,7.6199047072123e-09
1992,1.578047973183061e-06,1.0468894195980738e-08
1993,1.6994288669636148e-06,8.862731881720265e-09
1994,1.6362822057303106e-06,6.329911705904578e-09
1995,1.674452789757197e-06,1.3013881527967897e-08
1996,1.6425309485867956e-06,1.0676184380997711e-08
1997,1.6619104341586421e-06,8.151320507465698e-09
1998,1.6769510216008143e-06,5.2449422582867555e-09
1999,1.7910618783645305e-06,9.140402212892695e-09
2000,1.7115454156169108e-06,1.2370488633450805e-08
2001,1.7962968628104647e-06,7.886181485616817e-09
2002,1.7231343640844443e-06,9.63868718173444e-09
2003,1.7801094163161224e-06,7.91715315529018e-09
2004,1.7711665138975263e-06,7.928623979580607e-09
2005,1.7154782563366666e-06,4.503749373441224e-09
2006,1.7739870248334455e-06,8.235780224463696e-09
2007,1.6501194899376515e-06,7.589511241690161e-09
2008,1.6774312694423088e-06,6.811903485726134e-09
2009,1.761370268971163e-06,1.0490023072406984e-08
2010,1.6736398946726183e-06,6.613310343794865e-09
2011,1.6917252438908292e-06,4.206369030868018e-09
2012,1.5751476891701088e-06,4.085103366691101e-09
2013,1.6165768923492863e-06,4.462600122767668e-09
2014,1.4551792080208514e-06,7.57905826986871e-09
2015,1.4997348631862195e-06,7.536356427806368e-09
2016,1.518499351371716e-06,7.456824185902988e-09
2017,1.5191776606693352e-06,8.553078245654433e-09
2018,1.5122231866726565e-06,6.195519930418669e-09
2019,1.4525323999148299e-06,6.887666881283394e-09
