year,dont_PRON elle_PRON,dont_PRON tels_ADJ
1866,4.245247328071855e-05,0.0
1867,4.292893936508335e-05,3.396968040192405e-09
1868,4.2718056647572666e-05,6.915823469455518e-09
1869,4.3012081732740626e-05,0.0
1870,4.106840424356051e-05,1.548193218070537e-08
1871,4.050598363392055e-05,0.0
1872,4.09277890867088e-05,0.0
1873,4.071680086781271e-05,1.1972008939764578e-09
1874,3.912950705853291e-05,1.7923826867161097e-09
1875,4.01880060962867e-05,4.577221712764867e-09
1876,4.0465372876496986e-05,1.0278225381910033e-08
1877,3.941892646253109e-05,3.0924081073635534e-09
1878,3.829869092442095e-05,0.0
1879,3.995804217993282e-05,0.0
1880,3.901601303368807e-05,1.0910338410496934e-08
1881,3.7558806070592254e-05,4.8807553554297556e-09
1882,3.9032503991620615e-05,0.0
1883,3.6951703805243596e-05,4.423537092179686e-09
1884,3.7024296034360304e-05,0.0
1885,3.550642941263504e-05,9.023890079618013e-09
1886,3.571282286429778e-05,9.680196200179125e-09
1887,3.598416878958233e-05,1.3057849246322917e-09
1888,3.645282777142711e-05,4.4384300679212174e-09
1889,3.53385039488785e-05,0.0
1890,3.672226011985913e-05,2.2940351840361473e-08
1891,3.6075536627322435e-05,4.079500826037474e-08
1892,3.416151230339892e-05,4.826754462783356e-08
1893,3.487387948553078e-05,1.970693297437265e-08
1894,3.507562723825686e-05,5.671385139294216e-09
1895,3.4915789001388475e-05,6.018614495673091e-10
1896,3.445044421823695e-05,8.255840455717589e-09
1897,3.3423777495045215e-05,1.4566784223291052e-08
1898,3.4348478948231786e-05,3.960848538042683e-09
1899,3.467615897534415e-05,5.527578395003729e-10
1900,3.363075666129589e-05,6.748368974740515e-09
1901,3.378560359124094e-05,2.235495566438317e-09
1902,3.1462153856409714e-05,9.820567692386817e-10
1903,3.3596388675505295e-05,4.860198465905796e-09
1904,3.331300104036927e-05,1.6123875568041512e-09
1905,3.332921551191248e-05,5.160759042333041e-10
1906,3.231319351471029e-05,7.201858220895474e-09
1907,3.245699917897582e-05,5.142843373384665e-10
1908,3.37569581461139e-05,9.822778146428846e-10
1909,3.371112688910216e-05,2.7504918342913243e-09
1910,3.288736843387596e-05,0.0
1911,3.288736115791835e-05,1.5961122423746588e-09
1912,3.389926496311091e-05,0.0
1913,3.3238608011743054e-05,6.363587878865928e-09
1914,3.302298136986792e-05,6.027069510139427e-09
1915,3.238884892198257e-05,9.424609537234119e-09
1916,3.3192023693118244e-05,0.0
1917,3.262620884925127e-05,1.0966424435210342e-09
1918,3.3215153962373734e-05,6.89182577673364e-09
1919,3.434619429754093e-05,1.3811772170413406e-08
1920,3.408942939131521e-05,0.0
1921,3.284452031948604e-05,5.300923255902035e-09
1922,3.2720407034503296e-05,2.951174193910333e-09
1923,3.265359555371106e-05,5.307974060286824e-09
1924,3.139110413030721e-05,0.0
1925,3.092797487624921e-05,3.299453377181294e-09
1926,3.150456177536398e-05,3.343841648018042e-09
1927,3.51356684404891e-05,2.2298449753321847e-09
1928,3.057265712413937e-05,0.0
1929,3.0925766623113304e-05,3.342121912552898e-09
1930,2.9875400286982767e-05,3.1510811737689437e-09
1931,2.812788989103865e-05,0.0
1932,2.8556169127114117e-05,1.0959536611565568e-09
1933,2.798153400362935e-05,8.02946331646126e-09
1934,2.8052472771378234e-05,1.1981580172459871e-09
1935,2.791362931020558e-05,2.393656828303392e-09
1936,2.742610377026722e-05,2.424942913137329e-09
1937,2.70406853815075e-05,2.5182236296217297e-09
1938,2.7143973056809045e-05,0.0
1939,2.86503454844933e-05,0.0
1940,2.499774745956529e-05,0.0
1941,2.572529592725914e-05,0.0
1942,2.737769318628125e-05,6.068423541449874e-09
1943,2.8939448384335265e-05,5.806470415592457e-09
1944,2.9256059860927053e-05,0.0
1945,2.8375015972414985e-05,6.535512131478072e-09
1946,2.858977131836582e-05,1.1136883415474585e-08
1947,2.9700850063818507e-05,4.7683483828109274e-09
1948,2.7982065148535185e-05,4.348755133776194e-09
1949,2.7077272534370422e-05,4.908504269707237e-09
1950,2.729990956140682e-05,3.190608444114673e-09
1951,2.804695031954907e-05,0.0
1952,2.5214734705514275e-05,5.272402070488624e-09
1953,2.6803127184393816e-05,4.3095309543161875e-09
1954,2.809897341649048e-05,2.9317608341017376e-09
1955,2.5635848942329176e-05,9.385607846468247e-10
1956,2.5842486138571985e-05,6.104799332717903e-09
1957,2.5728513719514012e-05,8.835037701437898e-10
1958,2.640582897583954e-05,8.272243445794913e-10
1959,2.5347269911435433e-05,4.650448914844674e-09
1960,2.564860915299505e-05,6.920833350854139e-10
1961,2.629252958286088e-05,2.08444772553662e-09
1962,2.4865543309715576e-05,6.341956404476434e-10
1963,2.5117384211625904e-05,2.4571003010009917e-08
1964,2.539144225011114e-05,0.0
1965,2.6038718715426512e-05,3.2832261354087677e-09
1966,2.7058933483203873e-05,2.215629901769489e-09
1967,2.6406383767607622e-05,4.930335606445624e-08
1968,2.646342181833461e-05,2.245707841908029e-09
1969,2.664558451215271e-05,4.5417578031781147e-10
1970,2.5356910555274226e-05,4.5987250119061684e-10
1971,2.5187910068780184e-05,2.0553589941130213e-09
1972,2.5039220417966135e-05,2.0520587451500205e-09
1973,2.4068442144198343e-05,0.0
1974,2.2190068193594925e-05,5.06301445213353e-09
1975,2.2300473574432544e-05,5.711480177694739e-10
1976,2.246558688057121e-05,3.4281160132820787e-09
1977,2.2392889150069095e-05,1.1753563677885381e-09
1978,2.4323751858901232e-05,0.0
1979,2.4779010345810093e-05,3.5111840102075575e-09
1980,2.353822856093757e-05,1.1370301367108482e-09
1981,2.3897926439531147e-05,2.5302198114474095e-09
1982,2.513852268748451e-05,1.2415004579935385e-09
1983,2.3874421458458528e-05,6.315316047889041e-10
1984,2.391859015915543e-05,0.0
1985,2.4031553039094433e-05,6.015558051686298e-10
1986,2.4344804842257872e-05,0.0
1987,2.4008177206269465e-05,6.110816852533674e-10
1988,2.4166110961232334e-05,5.996553809062277e-10
1989,2.4260243662865832e-05,1.0976244357863152e-09
1990,2.4595210561528802e-05,0.0
1991,2.4610533728264272e-05,2.9307325455363298e-09
1992,2.4309872969752178e-05,5.509944167592096e-10
1993,2.5372894015163183e-05,1.1078414852150331e-09
1994,2.486389348632656e-05,1.0549853213248639e-09
1995,2.4973640393000096e-05,1.0844901643380922e-09
1996,2.4965724151115865e-05,0.0
1997,2.490755832695868e-05,2.3974471297094624e-09
1998,2.5750758140929975e-05,4.768129224785866e-10
1999,2.5846773496596143e-05,0.0
2000,2.550087810959667e-05,8.836062992401139e-10
2001,2.5225703211617656e-05,0.0
2002,2.565730937931221e-05,4.38122149670761e-10
2003,2.576366750872694e-05,8.333845835650777e-10
2004,2.6076364520122297e-05,8.809582507929292e-10
2005,2.5731722416821867e-05,0.0
2006,2.6711517421063036e-05,1.2353669198716943e-09
2007,2.8844535336247645e-05,0.0
2008,2.896549085562583e-05,0.0
2009,3.0295665055746213e-05,4.76819250749827e-10
2010,3.171035132254474e-05,4.723793023408973e-10
2011,3.019102405232843e-05,7.64794394481072e-10
2012,3.247146378271282e-05,1.0212758416727752e-09
2013,3.416203981032595e-05,0.0
2014,3.727467264980078e-05,6.496335691608124e-10
2015,3.672267121146433e-05,0.0
2016,3.8211252103792503e-05,6.214020409345267e-10
2017,3.343498974572867e-05,1.0062445321423752e-09
2018,3.549464963725768e-05,1.0325866828253538e-09
2019,3.446920163696632e-05,2.55098775436835e-10
