year,auraient_VERB en_PRON,auraient_VERB tant_ADV
1800,6.288328968651058e-09,1.8864987794131594e-08
1801,0.0,4.7623651688866175e-09
1802,0.0,4.923248297927785e-08
1803,0.0,2.3404069793286908e-08
1804,2.4718509461507665e-09,2.9662210465630778e-08
1805,0.0,5.685755422035754e-09
1806,0.0,2.881669125542885e-09
1807,5.693910232196231e-09,2.8469551160981155e-09
1808,4.5321479902327155e-09,4.5321479902327155e-09
1809,4.518061036407062e-09,2.25903047379461e-08
1810,0.0,1.1700633351097167e-08
1811,0.0,1.2535384286138651e-08
1812,2.6672082320544632e-09,1.0668832928217853e-08
1813,0.0,2.300593315851529e-08
1814,0.0,6.293354282149721e-09
1815,0.0,3.506390555685357e-08
1816,4.6352077731626196e-09,6.952811659743929e-09
1817,4.670620334934483e-09,1.71256075987003e-08
1818,1.4305412854298538e-08,1.7881765401739358e-08
1819,0.0,5.175525075173937e-08
1820,2.3732962262101864e-09,5.933240565525466e-09
1821,9.86148829262845e-10,1.972297702934611e-08
1822,1.0025615893027862e-09,3.308453244699194e-08
1823,4.941343334508019e-09,1.7788837070042973e-08
1824,3.3684450784221553e-09,4.126345132249298e-08
1825,8.805443041381977e-10,1.6730341556581152e-08
1826,3.5231937367541377e-09,4.4039921931471326e-08
1827,1.8434546111834038e-09,3.871254605769536e-08
1828,2.7516904310687096e-09,2.935136400594729e-08
1829,1.714635211591542e-09,4.886710414098161e-08
1830,5.218417697960831e-09,2.1917355041978226e-08
1831,1.5591206103948707e-09,4.989185953263586e-08
1832,0.0,1.6235963684607668e-08
1833,1.1583628500844156e-09,2.3167256557599103e-08
1834,3.733812370398937e-09,3.640467127752345e-08
1835,2.2689263801112247e-09,2.949604294144592e-08
1836,6.720750067579218e-10,2.2850549896702432e-08
1837,2.0873671680021744e-09,3.826840000442644e-08
1838,5.680945491803868e-09,4.418513199766494e-08
1839,1.3982950353153e-09,3.216078425793967e-08
1840,2.5478754661634184e-09,2.993753511759678e-08
1841,6.420548537278137e-09,3.9165346521485844e-08
1842,5.366612043644636e-09,3.3541326160957396e-08
1843,6.497602011990011e-09,5.198081609592009e-08
1844,1.0977122322231025e-08,3.402907822191992e-08
1845,0.0,2.5669049108500985e-08
1846,3.5127007969038004e-09,1.6978054517835517e-08
1847,4.853901280910122e-09,3.020205241455187e-08
1848,5.63165514222419e-09,3.378993085334514e-08
1849,4.1897072478036534e-09,1.75967720394965e-08
1850,2.0366988096043315e-09,4.480737203493845e-08
1851,1.1608989325395669e-08,2.4507867735223954e-08
1852,8.463708844885787e-09,1.8229528109259263e-08
1853,2.388772735173461e-09,4.001194398028929e-08
1854,6.754363734984281e-09,5.7152309551611324e-08
1855,2.653468555990912e-09,1.963566731433275e-08
1856,5.177189343896771e-09,2.5885945831305435e-08
1857,8.78671624349181e-09,1.9526035899275485e-08
1858,7.34051397444091e-09,2.300027723833864e-08
1859,2.036869339860914e-09,1.323965115318515e-08
1860,9.154367819341758e-10,2.9751696217772405e-08
1861,7.545541969022906e-09,3.678451676591976e-08
1862,4.517986262886353e-10,1.536115412648087e-08
1863,3.496234635136375e-09,2.4973104473247076e-08
1864,4.315255264231155e-09,3.068625886726295e-08
1865,3.765475486972036e-09,3.388927893865912e-08
1866,8.271541673821048e-09,3.8924902412418305e-08
1867,2.91168689159349e-09,3.8337212515671126e-08
1868,1.975949626142892e-09,3.112120694481746e-08
1869,8.790334682373668e-09,2.8324411260882698e-08
1870,2.8670243956696595e-09,3.956493799250893e-08
1871,4.248470908407853e-09,1.4869648623516696e-08
1872,7.256807155187062e-09,3.9912439575573444e-08
1873,3.591602570907071e-09,2.334541804316359e-08
1874,3.5847653734322193e-09,2.5690820137924675e-08
1875,2.2886108563824337e-09,2.803548326824057e-08
1876,3.627608879952504e-09,3.3253080289341597e-08
1877,3.0924081073635534e-09,2.72131899237138e-08
1878,6.6429977074733415e-09,1.69094480639842e-08
1879,1.832797580370027e-09,3.604501941367744e-08
1880,1.9253538763308597e-09,1.6686399817444908e-08
1881,4.8807553554297556e-09,1.9523021421719022e-08
1882,5.324308105514319e-09,3.261138559196297e-08
1883,3.791603475633565e-09,2.5909288936531993e-08
1884,1.9805090900604227e-09,4.687204935294176e-08
1885,5.80107206715752e-09,1.740321664556177e-08
1886,3.872078213618124e-09,1.7424351739236954e-08
1887,3.9173548849191775e-09,2.6768590899450828e-08
1888,1.9021844099853524e-09,1.5851536971922542e-08
1889,5.012109394186837e-09,2.4434033463194282e-08
1890,1.9663159989136147e-09,3.2771932723107966e-08
1891,4.461953917456185e-09,2.42220359325529e-08
1892,5.641661360300532e-09,3.447681962143179e-08
1893,5.542574843531156e-09,1.2932674486876294e-08
1894,6.9316934414587195e-09,2.6466464575491955e-08
1895,9.027921521465032e-09,4.513960760732516e-08
1896,2.358811590497112e-09,1.1204354777305525e-08
1897,8.740070001067579e-09,2.505486840220783e-08
1898,5.092519295146758e-09,2.093591255913907e-08
1899,1.1055156790007459e-09,2.04520400615138e-08
1900,3.633737311048435e-09,2.4397950326715545e-08
1901,5.58873880507349e-09,2.235495522029396e-08
1902,2.9461704187383475e-09,3.191684427861219e-08
1903,3.2401321625741275e-09,2.2680925582108102e-08
1904,1.6123875568041512e-09,1.666133897515465e-08
1905,2.580379465655369e-09,1.3417973399043603e-08
1906,2.572092316910357e-09,2.2634411678268407e-08
1907,2.5714217422034835e-09,2.982849167665336e-08
1908,1.964555629285769e-09,2.1118973236866623e-08
1909,2.2003934230241384e-09,2.3654228797909127e-08
1910,2.137660271017694e-09,2.939282950364941e-08
1911,7.448523575703803e-09,1.4897047151407605e-08
1912,5.2094213387476884e-09,2.6568049094066737e-08
1913,3.181793939432964e-09,3.606033160963307e-08
1914,1.3393487430235496e-09,2.0759905794420774e-08
1915,2.3561523843085297e-09,6.597226587246041e-08
1916,8.789969641043172e-09,1.4283700444650549e-08
1917,1.0966424435210342e-09,5.483212106582869e-08
1918,3.44591288836682e-09,5.6283244731503146e-08
1919,5.524709134618888e-09,2.2098836538475553e-08
1920,3.786115865267448e-09,2.953170330499688e-08
1921,1.5145494858259667e-09,1.9689142760626055e-08
1922,7.377935484775833e-10,2.2133805899215986e-08
1923,1.2739137744688378e-08,3.8217415010421973e-08
1924,2.578324886925998e-09,1.5469948877466777e-08
1925,4.399271169575059e-09,9.898360353588487e-09
1926,4.458455382660986e-09,3.1209186346359274e-08
1927,0.0,2.2298449309232637e-08
1928,0.0,2.742249805010033e-08
1929,1.1140406375176326e-09,2.785101571589621e-08
1930,1.0503603542488804e-09,4.20144132817768e-08
1931,2.2810713318222042e-09,2.737285598186645e-08
1932,4.383814644626227e-09,1.9727165678773417e-08
1933,5.735331320977366e-09,2.2941325283909464e-08
1934,4.7926320689839486e-09,1.1981580172459871e-08
1935,0.0,1.6755597798123745e-08
1936,0.0,2.66743711563322e-08
1937,2.5182236296217297e-09,3.021868266728234e-08
1938,0.0,2.074434313215079e-08
1939,0.0,9.176430282309411e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,8.854508237732261e-09,2.3612020783048138e-08
1942,6.068423541449874e-09,9.102635090130207e-09
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,6.4263723231761105e-09,2.8918675454292497e-08
1945,2.178504043826024e-09,2.6142048525912287e-08
1946,5.568441707737293e-09,2.3665876369705074e-08
1947,1.1920870957027319e-09,2.0265479960812627e-08
1948,3.2615663503321457e-09,2.174377655705939e-08
1949,3.9268033269479474e-09,1.1780409536754632e-08
1950,2.1270722960764488e-09,2.2334258886758107e-08
1951,0.0,1.9190522948520083e-08
1952,8.435843135146115e-09,9.490323193972472e-09
1953,4.3095309543161875e-09,2.1547654327491728e-08
1954,4.886268278880834e-09,1.07497895029951e-08
1955,6.569925492527773e-09,1.3139850985055546e-08
1956,6.104799332717903e-09,1.9186511934776718e-08
1957,0.0,1.6786572132332367e-08
1958,2.4816730892496253e-09,1.1581140491045971e-08
1959,0.0,2.2477168570844697e-08
1960,2.076250060767393e-09,1.6610000486139143e-08
1961,3.47407969059077e-09,2.709782087606527e-08
1962,4.43936931660005e-09,1.5220695814832652e-08
1963,7.759263453976928e-09,1.0345685197421517e-08
1964,1.2167936658258327e-09,2.5552667537454e-08
1965,3.2832261354087677e-09,1.4774516721161035e-08
1966,5.539074976468328e-09,1.9386762417639147e-08
1967,3.944268467392931e-09,1.824224149515885e-08
1968,4.940557296606585e-09,2.6948494991074767e-08
1969,4.995933444718048e-09,2.4525492747784483e-08
1970,7.817832603507213e-09,1.2876429700270364e-08
1971,1.0276794970565106e-09,1.9012070140433934e-08
1972,3.0780880067027283e-09,1.6929485369132635e-08
1973,8.269805285010534e-09,1.4334330167287135e-08
1974,6.1881286761433785e-09,1.7439271360331077e-08
1975,6.8537762132336866e-09,2.513051278185685e-08
1976,5.713526984862938e-09,1.542652228181396e-08
1977,1.7630346071939584e-09,2.291944944943225e-08
1978,5.940591130126904e-09,1.6633656230169436e-08
1979,3.5111840102075575e-09,1.8141117053005473e-08
1980,3.411090521154847e-09,1.2507331170752423e-08
1981,3.795329828193417e-09,1.771153890217647e-08
1982,7.449002747961231e-09,1.4898005495922462e-08
1983,8.209910973278056e-09,1.3893695083311286e-08
1984,6.378909400694965e-09,1.681712546997005e-08
1985,6.015557829641693e-09,1.7445119127046382e-08
1986,4.7955883708539204e-09,1.558566253834215e-08
1987,6.721898593298192e-09,2.0776777631681398e-08
1988,6.596209356501959e-09,1.4391728697660255e-08
1989,6.585746614717891e-09,1.8110803523541108e-08
1990,6.538381391862913e-09,1.471135746555774e-08
1991,4.10302547493302e-09,2.05151273746651e-08
1992,3.30596661157756e-09,1.4876849085965205e-08
1993,5.539207315052863e-09,1.661762283333701e-08
1994,6.857404422078162e-09,2.8484603120659813e-08
1995,7.0491861237087505e-09,1.572510655023507e-08
1996,2.6690460952494277e-09,1.3879040139386234e-08
1997,7.192341833217597e-09,2.109753616252874e-08
1998,3.337690568372409e-09,1.716526476513991e-08
1999,5.484241505371301e-09,2.422206613061917e-08
2000,2.6508188977203417e-09,1.3254094710646314e-08
2001,6.571817756650944e-09,1.9715452381774412e-08
2002,5.6955880012310445e-09,2.2782352004924178e-08
2003,9.167230530238157e-09,1.8334461060476315e-08
2004,6.607186797680242e-09,3.03930605127789e-08
2005,9.007498746882447e-09,2.0266872624574717e-08
2006,3.706100981659688e-09,1.93540827808647e-08
2007,5.192823504529542e-09,2.5964116190380082e-08
2008,6.3861596011349775e-09,2.7247613942904536e-08
2009,8.582746957586096e-09,3.7191902890754136e-08
2010,8.030448306328708e-09,2.4091344030807704e-08
2011,3.823971805871906e-09,3.288615957330876e-08
2012,1.7021263287730903e-09,2.791487219155897e-08
