year,ont_VERB en_PRON,ont_VERB tant_ADV
1800,4.087413785214267e-08,3.766709141928004e-06
1801,5.000483582762172e-08,3.221740143999341e-06
1802,8.951360541686881e-08,2.5108565750997514e-06
1803,5.265916058760922e-08,2.8533463591884356e-06
1804,8.157108055684148e-08,2.741282742135809e-06
1805,5.970043304159844e-08,2.9423783871607156e-06
1806,8.645007198992971e-08,2.5675672077341005e-06
1807,6.263301344233696e-08,2.2861049728817306e-06
1808,7.251436784372345e-08,2.4586902327428106e-06
1809,2.4849335034105025e-08,2.2703256945533212e-06
1810,7.020380365929668e-08,2.602221002234728e-06
1811,2.5070768572277302e-08,2.010675643759896e-06
1812,4.5342538612658245e-08,1.9550636807252886e-06
1813,4.888760685162197e-08,2.637055104059982e-06
1814,1.5733385794192145e-07,2.715582468226785e-06
1815,5.933891955578474e-08,2.7080125164502533e-06
1816,6.721051448721482e-08,2.901640073105227e-06
1817,4.670620157298799e-08,2.8521919830382103e-06
1818,3.337929754820834e-08,2.8598904009413673e-06
1819,6.314140676977331e-08,2.926241904788185e-06
1820,5.6959109429044474e-08,3.2561624720983673e-06
1821,4.2404398215012407e-08,3.159620746373548e-06
1822,4.912551787583652e-08,3.197169007762568e-06
1823,5.138997138942614e-08,2.0457162008824525e-06
1824,3.536867154707579e-08,2.5987553726736223e-06
1825,6.163810439829831e-08,2.857366325770272e-06
1826,4.492072136486058e-08,2.510275635358994e-06
1827,4.424290978022327e-08,2.4370469873247202e-06
1828,4.3109814384934e-08,2.258220547446399e-06
1829,4.8009784592295546e-08,2.407347892585676e-06
1830,7.410153557430021e-08,2.451612772347289e-06
1831,5.9246584527272717e-08,2.065834905806696e-06
1832,6.22378593106987e-08,2.286564722453477e-06
1833,6.602667923516492e-08,2.3723271169728832e-06
1834,4.85395617033646e-08,2.348567932131118e-06
1835,6.050470346963266e-08,2.4080873117782176e-06
1836,6.58633538819231e-08,2.6755305952974595e-06
1837,7.097048637660919e-08,2.4352618765988154e-06
1838,6.817134590164642e-08,2.4276573640236165e-06
1839,7.760537101830778e-08,2.0750699150084984e-06
1840,8.344292012907317e-08,2.4230296276073204e-06
1841,6.099521243640993e-08,2.3601935481565306e-06
1842,8.519496930148307e-08,2.3592967863805825e-06
1843,7.324569395450453e-08,2.1459807157953037e-06
1844,7.409557412074719e-08,2.079615796901635e-06
1845,6.138250796539069e-08,1.9050897890338092e-06
1846,6.6741314697083e-08,2.2235396954783937e-06
1847,1.2026889351091086e-07,1.8709092728386167e-06
1848,9.412909207640041e-08,2.099802941302187e-06
1849,1.0139092410099693e-07,1.7437562291888753e-06
1850,1.5003681141934067e-07,1.913139158205013e-06
1851,1.1673483868435142e-07,2.0251238765922608e-06
1852,1.23049304079359e-07,2.1295993519743206e-06
1853,1.176470547648023e-07,2.1534785901167197e-06
1854,9.975676107387699e-08,2.099048515447066e-06
1855,9.446348059327647e-08,2.0606837551895296e-06
1856,1.1338044458852892e-07,1.9647432054625824e-06
1857,1.0788134829908813e-07,2.0673192011599895e-06
1858,1.0227783064920004e-07,2.13266412174562e-06
1859,1.059172092254812e-07,2.0465445231820922e-06
1860,9.795173383508882e-08,2.160888470825739e-06
1861,1.1176834391335433e-07,2.2330088995659025e-06
1862,9.849210158563437e-08,2.2246563275984954e-06
1863,1.2486552236623538e-07,2.1337020825740183e-06
1864,1.0836085095888848e-07,2.2434533093473874e-06
1865,1.1014015655064213e-07,1.978757381948526e-06
1866,1.3526404529784486e-07,2.004632506213966e-06
1867,1.305406271967513e-07,1.9372423594177235e-06
1868,1.1164115676365327e-07,2.0268303160264622e-06
1869,1.1280928902124288e-07,2.0711004253826104e-06
1870,1.628469874503935e-07,1.9616181816672906e-06
1871,1.8799484280407341e-07,1.7801093008529278e-06
1872,2.177042119910766e-07,1.931520273501519e-06
1873,1.7958014097985142e-07,1.7916111119120615e-06
1874,1.6310683292886097e-07,1.7481706890976056e-06
1875,1.567698433291298e-07,1.7868329678094597e-06
1876,1.4752275490081956e-07,1.982488356588874e-06
1877,1.843075096985558e-07,1.8671959196581156e-06
1878,2.0110165621645137e-07,1.891442593660031e-06
1879,1.979421426767658e-07,1.8822830725184758e-06
1880,1.6686399817444908e-07,1.8168922224504058e-06
1881,2.1196423460878577e-07,1.7689251308183884e-06
1882,1.5440492973084474e-07,1.7037785937645822e-06
1883,1.9337177548095497e-07,1.6436600844826899e-06
1884,2.006915877927895e-07,1.733605586196063e-06
1885,2.2044073944016418e-07,1.5263265140674775e-06
1886,1.7682491204595863e-07,1.511401251264033e-06
1887,1.710578203528712e-07,1.5512724758082186e-06
1888,1.8514595012675272e-07,1.3664024436366162e-06
1889,1.8482153052445938e-07,1.50989797020884e-06
1890,1.8352281472289178e-07,1.3331622312762192e-06
1891,1.842149544017957e-07,1.3883051224183873e-06
1892,1.9495072933750635e-07,1.3489839147950988e-06
1893,1.7428318699330703e-07,1.310511038354889e-06
1894,1.6825110549234523e-07,1.37121492116421e-06
1895,1.9620682678578305e-07,1.3740497024627985e-06
1896,1.8693582148898713e-07,1.3616239584735013e-06
1897,2.033523003319715e-07,1.3232466926638153e-06
1898,2.1275414496813028e-07,1.3308450661497773e-06
1899,2.166810730841462e-07,1.3216440493124537e-06
1900,1.8324418249449081e-07,1.2884194120488246e-06
1901,1.5145482734624238e-07,1.190960233543592e-06
1902,1.4190720776241506e-07,1.0365608886786504e-06
1903,1.6524674606444023e-07,1.1534870054674684e-06
1904,1.590888984992489e-07,1.057188796949049e-06
1905,1.6204784003548411e-07,1.1926514389415388e-06
1906,1.5072460257670173e-07,1.1152592378493864e-06
1907,1.6817098469346092e-07,1.1247398106206674e-06
1908,1.8172138993577391e-07,1.2538775990833528e-06
1909,1.6833010363370704e-07,1.2459727258828934e-06
1910,1.9078618151979754e-07,1.31198896724527e-06
1911,1.7025197962539096e-07,1.2933829793837504e-06
1912,1.6565959981562628e-07,1.1455517778813373e-06
1913,1.787107493100848e-07,1.2212785804877058e-06
1914,1.8951784852561104e-07,1.2737206134261214e-06
1915,2.0027295022373437e-07,1.4796637515246402e-06
1916,2.2634171159552352e-07,1.5228622487484245e-06
1917,2.017822140487624e-07,1.5791650866958662e-06
1918,1.6770108857144805e-07,1.4576211242456338e-06
1919,1.8415697411455767e-07,1.5901954384389683e-06
1920,1.1812681321998753e-07,1.3478572782332776e-06
1921,9.314479143540666e-08,1.224513312081399e-06
1922,1.1214461892450345e-07,1.2904008599434746e-06
1923,6.688047449188161e-08,1.2643594118344481e-06
1924,5.9301473953610184e-08,1.2685358115049894e-06
1925,6.928851803422731e-08,1.3054836927040014e-06
1926,6.241837269271855e-08,1.2305337122597848e-06
1927,5.5746124161260013e-08,1.1394507737350068e-06
1928,4.227635130860108e-08,1.0237732794848853e-06
1929,4.790374674712439e-08,1.14523379579623e-06
1930,4.621585603103995e-08,1.0923747595370514e-06
1931,3.763767608688795e-08,1.0721034868765855e-06
1932,4.931791508511196e-08,9.633432682676357e-07
1933,4.588265056781893e-08,1.0426831522636348e-06
1934,4.193552882725271e-08,9.681116353021935e-07
1935,3.111753699158726e-08,8.688974162396335e-07
1936,2.5461901032031165e-08,8.620672247161565e-07
1937,4.910535977842301e-08,9.002649221656611e-07
1938,5.315737894306949e-08,9.736876336319256e-07
1939,3.364691281149135e-08,9.742310567162349e-07
1940,8.621661606866837e-08,9.103460456572066e-07
1941,7.083606590185809e-08,1.1274739790678723e-06
1942,6.068423630267716e-08,1.2288558082218515e-06
1943,5.2258233296242906e-08,1.0916164683294483e-06
1944,6.42637232317611e-08,1.2595689895533724e-06
1945,3.0499055725385915e-08,1.1175725376233459e-06
1946,6.40370814153357e-08,1.1721569990186254e-06
1947,5.8412268799656886e-08,1.1992395911875064e-06
1948,6.19697573256417e-08,1.0502243412702228e-06
1949,6.086545312200542e-08,9.335975050817069e-07
1950,4.892266147749069e-08,1.0039781273007975e-06
1951,3.944718685033877e-08,9.403356102666294e-07
1952,5.694194271654851e-08,8.984172836790094e-07
1953,5.4946518446286063e-08,8.392811423618696e-07
1954,6.743049851820615e-08,9.13732151275326e-07
1955,4.598947711542678e-08,8.06223738436529e-07
1956,7.238547539145657e-08,7.761815936646599e-07
1957,6.802979157782829e-08,7.571627520519542e-07
1958,6.783239570040678e-08,7.378841360150545e-07
1959,6.89816559429346e-08,8.68858819558227e-07
1960,7.889750008871488e-08,8.145821084326599e-07
1961,7.851419780990909e-08,8.983969905784761e-07
1962,6.912732430919277e-08,8.612376518613019e-07
1963,7.435961180135564e-08,8.412335432694817e-07
1964,8.335036483231306e-08,9.904700846163905e-07
1965,8.043903676480113e-08,9.86062218544248e-07
1966,9.028691749790596e-08,8.995457392302342e-07
1967,9.3183345484249e-08,1.013676978800504e-06
1968,9.836200831614406e-08,1.058626708072552e-06
1969,1.2716921560240735e-07,1.013720293485676e-06
1970,1.2416558092809282e-07,8.755972658036626e-07
1971,8.992195432711014e-08,9.084686780624907e-07
1972,8.618646774039007e-08,8.977756920103275e-07
1973,7.883881636416845e-08,8.2477527030278e-07
1974,1.0238540681939412e-07,7.144475944187434e-07
1975,8.738564361010503e-08,7.196464935077529e-07
1976,1.0912836501120182e-07,6.71339421387529e-07
1977,9.579154180983096e-08,7.240195145641337e-07
1978,1.1762370633050523e-07,7.39603649435594e-07
1979,9.948355028654987e-08,7.753864679216349e-07
1980,9.664756106531058e-08,7.350899977609515e-07
1981,1.290412114940409e-07,7.116242954907648e-07
1982,1.2042553976243653e-07,7.765585223751259e-07
1983,1.1746487871278077e-07,7.123676368792076e-07
1984,1.1308066660831173e-07,7.300951665456523e-07
1985,1.0045982179462953e-07,7.579603220619902e-07
1986,1.1209687755808773e-07,8.110538942673884e-07
1987,1.2343849675744423e-07,6.911333798598207e-07
1988,1.0793797144970085e-07,7.291809538401139e-07
1989,1.322637501743884e-07,7.430917321471497e-07
1990,1.1987032166871359e-07,7.023311354714679e-07
1991,1.2953837824625225e-07,7.936424140098097e-07
1992,1.1460684135045085e-07,6.859880272713781e-07
1993,1.1964688440002647e-07,7.167734565882711e-07
1994,1.4506048273688066e-07,7.75414207510039e-07
1995,1.355612653242133e-07,6.978694386816642e-07
1996,1.382565812946268e-07,7.014253355919209e-07
1997,1.5583407275698846e-07,7.269060233738855e-07
1998,1.492424388516156e-07,7.40013661015837e-07
1999,1.585859763508779e-07,7.63680588988791e-07
2000,1.3298274836870405e-07,7.585759931316716e-07
2001,1.3275071353291423e-07,7.277192821675271e-07
2002,1.1654049103526631e-07,7.487507787118375e-07
2003,1.4625899780185136e-07,7.004597364357323e-07
