year,ont_VERB en_PRON,ont_VERB tant_ADV
2004,1.3170325985356612e-07,7.126952255021024e-07
2005,1.3421173150618415e-07,7.372638037850265e-07
2006,1.2559564765979303e-07,6.839815114290104e-07
2007,1.430023672810421e-07,7.649427971045952e-07
2008,1.3070339832665923e-07,7.467548925887968e-07
2009,1.106220679503167e-07,7.676790119148791e-07
2010,9.164158143448731e-08,6.8164331423759e-07
2011,9.980566773037935e-08,5.96157235577266e-07
2012,8.476589385963962e-08,6.743824769728235e-07
2013,8.897308845234875e-08,6.816621862526517e-07
2014,6.669571206430192e-08,7.962341896927683e-07
2015,6.49456595169795e-08,7.842243689992756e-07
2016,5.3854840587064245e-08,8.981330665847054e-07
2017,7.496521448047133e-08,5.954452149126155e-07
2018,7.228106824186398e-08,6.626625008721021e-07
2019,6.632568272380013e-08,7.035624207674118e-07
