year,dont_PRON elles_PRON,dont_PRON tel_ADJ
1800,1.9984308892162517e-05,3.144164484325529e-09
1801,1.8968499716720544e-05,1.904946067554647e-08
1802,1.7591661162441596e-05,8.951360541686881e-09
1803,2.1763835320598446e-05,2.3404069793286908e-08
1804,1.6764093743404374e-05,3.213406074564773e-08
1805,1.8103444745065644e-05,2.842877755426798e-08
1806,1.507689285062952e-05,1.0662175498055149e-07
1807,1.61336938617751e-05,2.8469551160981155e-09
1808,1.6111785953398794e-05,2.2660739951163578e-09
1809,1.7819233107729815e-05,5.6475762733043666e-08
1810,1.67459475051146e-05,6.552355102940055e-08
1811,1.2675780453719199e-05,7.521229861140455e-09
1812,1.6939438864937983e-05,1.8670457180292033e-08
1813,1.5681418517488055e-05,1.150296680130225e-08
1814,1.43394081533188e-05,3.4613449884091096e-08
1815,1.7669512089923956e-05,1.8880564667256294e-08
1816,1.9043751308345236e-05,2.3176038865813098e-09
1817,1.7472790204919875e-05,3.113746815941454e-09
1818,1.5440309653058648e-05,3.337929754820834e-08
1819,1.5548312148894183e-05,4.140419918030602e-08
1820,1.4454561096499674e-05,3.20394981656591e-08
1821,1.4307047422335017e-05,2.2681422962023134e-08
1822,1.4135115634417161e-05,2.606660132187244e-08
1823,1.3246753951534629e-05,2.668325471688604e-08
1824,1.346620138065191e-05,9.010590407143582e-08
1825,1.3312949704413768e-05,7.044354433105582e-09
1826,1.4479445781034883e-05,4.932471142637951e-08
1827,1.4527344319503754e-05,2.1199728195142598e-08
1828,1.5436065950780176e-05,5.228211819030548e-08
1829,1.3662212950293906e-05,3.25780691312616e-08
1830,1.4427881978917867e-05,4.383471008395645e-08
1831,1.2488556421885733e-05,1.2472964883158966e-08
1832,1.3732918887399137e-05,2.029495349553656e-08
1833,1.4523553545586765e-05,1.7375443306377747e-08
1834,1.4764427760383114e-05,1.9602514722549813e-08
1835,1.3633978596772067e-05,2.4958190181223472e-08
1836,1.2863515621575061e-05,2.5538851033957144e-08
1837,1.3965878679300658e-05,5.427154903259179e-08
1838,1.2749304914905224e-05,1.7674054220151447e-08
1839,1.2957300896232482e-05,4.6842885126352485e-08
1840,1.2380126463540364e-05,2.675269178409323e-08
1841,1.4152815310808364e-05,4.687000343395198e-08
1842,1.334206808678573e-05,2.0124794275488966e-08
1843,1.3650871551362798e-05,2.9534556134080958e-08
1844,1.4318009561975487e-05,4.610391357573462e-08
1845,1.350861566606909e-05,3.1807299905040054e-08
1846,1.3426712939690333e-05,3.8639708321852595e-08
1847,1.2352100384305231e-05,3.074137566727586e-08
1848,1.3711471183341928e-05,1.206783295515379e-08
1849,1.26872719192761e-05,2.6814127807028854e-08
1850,1.1901110156031791e-05,3.394498016007219e-08
1851,1.2092053111700807e-05,2.1283147688677673e-08
1852,1.4083611858950462e-05,3.711010876372711e-08
1853,1.2553598025988322e-05,5.2552998397459305e-08
1854,1.2517394679889549e-05,4.312401458150816e-08
1855,1.1814303434221074e-05,2.2819829581521844e-08
1856,1.229478857567301e-05,3.261629161199764e-08
1857,1.196018547489075e-05,2.9777206034253823e-08
1858,1.1571586583158933e-05,3.1319527193929275e-08
1859,1.2487027561292052e-05,3.309912632865064e-08
1860,1.2160662663518451e-05,1.785101666484934e-08
1861,1.162013450084487e-05,2.8295781717702084e-08
1862,1.1357765288266819e-05,1.7620147119146168e-08
1863,1.1042607184208464e-05,2.5472567166673343e-08
1864,1.1532759344845545e-05,4.315255086595471e-08
1865,1.1464931048976723e-05,2.8241066374334878e-08
1866,1.087367218133295e-05,2.1895258328630263e-08
1867,1.128133044403512e-05,7.4248015735634e-08
1868,1.1850263945234474e-05,3.2603168165223906e-08
1869,1.1399110007914715e-05,3.857980113153303e-08
1870,1.1476125109766144e-05,2.0642576092910758e-08
1871,1.0758190910564736e-05,6.372706451429622e-08
1872,1.0615499377308879e-05,3.265563108811875e-08
1873,1.0992100214934908e-05,3.711322821287055e-08
1874,1.0818224836839363e-05,1.1949218503559678e-08
1875,1.0565371667325962e-05,4.119499646959568e-08
1876,1.0943286724796053e-05,5.8041742079240066e-08
1877,1.0868577192013618e-05,2.1646855863366454e-08
1878,1.0013412975240499e-05,4.7104890654736664e-08
1879,1.0324759387003724e-05,2.6881031178760395e-08
1880,1.0164584637095686e-05,2.1178893305773272e-08
1881,1.0310246580047533e-05,2.3009274485730202e-08
1882,9.887240594252944e-06,3.4608002685843076e-08
1883,1.0162761100218631e-05,3.4124428616166824e-08
1884,9.905185834213626e-06,4.2250861476134105e-08
1885,9.79865581030026e-06,4.189663282971878e-08
1886,9.441417205380276e-06,4.71102867272144e-08
1887,9.180321285384707e-06,3.525619218791576e-08
1888,9.718260116642341e-06,2.282621380800265e-08
1889,9.690913429949433e-06,4.1349903057152915e-08
1890,9.402922842127737e-06,4.1948073459252555e-08
1891,9.6237972684321e-06,6.055509049751606e-08
1892,9.298711120209191e-06,4.5133290438315044e-08
1893,9.354635039926507e-06,3.818218274886931e-08
1894,9.894047252601013e-06,2.9617234886814003e-08
1895,9.511818461760413e-06,1.3842813118003505e-08
1896,9.520163985143881e-06,3.53821747456351e-08
1897,9.471323210163973e-06,3.029891004757701e-08
1898,9.533196134725586e-06,4.922768870319061e-08
1899,9.079047231352888e-06,2.984892333302014e-08
1900,9.526620488031767e-06,3.4780054392058446e-08
1901,9.387405043526087e-06,1.7883964531506535e-08
1902,8.439305020147003e-06,2.5042448115186744e-08
1903,9.574050636729226e-06,3.618147581541109e-08
1904,9.141162081505172e-06,5.0521476779863406e-08
1905,9.662488992034923e-06,3.354493538498815e-08
1906,9.547606168780476e-06,2.8293015652547382e-08
1907,9.570317160978448e-06,2.314279556880905e-08
1908,9.244216926163062e-06,2.89771957540097e-08
1909,8.999609235615935e-06,4.785855567401853e-08
1910,9.003290870168712e-06,3.20649036211762e-08
1911,9.058469004230574e-06,3.1390208543591314e-08
1912,9.28683493839344e-06,3.542406545875565e-08
1913,8.672509466123302e-06,4.613601195524453e-08
1914,8.695052201801445e-06,2.9465672568562695e-08
1915,8.83439315657597e-06,6.008188424555527e-08
1916,9.320664503320586e-06,5.7134801778602196e-08
1917,9.31597787712235e-06,1.7546279096336548e-08
1918,8.875523235474247e-06,6.432370547315713e-08
1919,9.202323781209998e-06,3.775217966017763e-08
1920,9.131354090641253e-06,6.815008202210038e-08
1921,8.660193998366594e-06,6.361107512953268e-08
1922,8.740639714233112e-06,2.4347187377316004e-08
1923,8.310164048452862e-06,3.3971033097657255e-08
1924,7.956710760481656e-06,4.640984840875717e-08
1925,8.046266884775832e-06,4.8391983309414854e-08
1926,8.660549610794988e-06,3.78968714187522e-08
1927,8.23035770736169e-06,3.902228784546935e-08
1928,7.893108886491973e-06,2.742249805010033e-08
1929,8.37758580018999e-06,3.4535258208734376e-08
1930,8.142393198795617e-06,2.941009036305786e-08
1931,7.768187970214058e-06,3.649714219733369e-08
1932,7.487555194529705e-06,3.726242447932293e-08
1933,7.402018127322663e-06,3.211785326584504e-08
1934,7.2812063081073575e-06,3.714289675826876e-08
1935,7.305440703930799e-06,4.308582290946106e-08
1936,7.080833256623009e-06,3.273672888326473e-08
1937,7.140422894735821e-06,4.280980192561401e-08
1938,7.334421752602793e-06,6.093650739558143e-08
1939,7.382438070635544e-06,5.352917487044806e-08
1940,6.991153441049391e-06,5.0715658339584024e-08
1941,7.1869089879328385e-06,3.541803028639379e-08
1942,7.2365951382380445e-06,3.944475324146879e-08
1943,7.748734788037837e-06,4.645176332473966e-08
1944,7.984767762536649e-06,5.7837350908584995e-08
1945,7.348094186454546e-06,5.44626010956506e-08
1946,7.243150776048424e-06,4.037120149291695e-08
1947,7.516109235439217e-06,5.364391952866754e-08
1948,7.303734037122922e-06,4.240036233227329e-08
1949,7.374536835413892e-06,4.417653798327592e-08
1950,7.215029199869605e-06,5.9558025622408195e-08
1951,7.027996161923511e-06,5.863770979885885e-08
1952,6.582066816918086e-06,3.268889103846817e-08
1953,7.084868684614776e-06,4.955960619668076e-08
1954,6.9717270889668725e-06,3.518113089739927e-08
1955,6.455421043938259e-06,3.660387193349379e-08
1956,6.4780638240335975e-06,5.145473380707699e-08
1957,6.27110966888722e-06,2.2971098467827744e-08
1958,6.53259075988899e-06,4.1361218450219894e-08
1959,6.588135875063017e-06,6.82065790513775e-08
1960,6.308339379756944e-06,3.737250153790228e-08
1961,6.496528840216342e-06,4.7247482370949e-08
1962,6.33434592600679e-06,3.107558654846798e-08
1963,6.285650215431815e-06,3.103705381590771e-08
1964,6.448397925851168e-06,3.5895412642261704e-08
1965,6.857017524453113e-06,3.8851507788706385e-08
1966,7.10995618646848e-06,3.7665710106438155e-08
1967,6.752094577677781e-06,7.050380190776195e-08
1968,6.892526926094433e-06,4.491415717122749e-08
1969,7.309505235753022e-06,3.133812853661766e-08
1970,6.89072976456373e-06,3.724967445606353e-08
1971,6.521140221593669e-06,4.675941789322735e-08
1972,6.385493634297745e-06,4.052815893995643e-08
1973,6.304899670794839e-06,3.914374846480939e-08
1974,6.512161689897766e-06,2.812785832029263e-08
1975,6.069019036658574e-06,3.198428810691212e-08
1976,6.134042450867128e-06,3.5423868227635325e-08
1977,6.443303391279187e-06,4.0549793745014995e-08
1978,6.345739620883251e-06,4.2772258068701774e-08
1979,6.320131433312781e-06,3.101546042216796e-08
1980,6.2923249970481265e-06,4.946081233470068e-08
1981,6.082648269511992e-06,3.858585273519566e-08
1982,6.7934906837763265e-06,3.3520510811513304e-08
1983,6.54077302897349e-06,3.915495838668903e-08
1984,6.560418114531785e-06,4.4072465898992164e-08
1985,6.525677235913463e-06,3.9702683807263384e-08
1986,6.137154286989244e-06,4.316029422746226e-08
1987,6.243421466933796e-06,3.8498147614252076e-08
1988,6.205833415151574e-06,2.878345739532051e-08
1989,6.364575256156968e-06,4.116091645300912e-08
1990,6.576521627721377e-06,4.086488303300939e-08
1991,6.430027497117408e-06,2.7548886116779414e-08
1992,6.459307769546285e-06,4.1324582866764104e-08
1993,6.6354164118820336e-06,2.991171987876129e-08
1994,6.46020271233283e-06,3.850696467244674e-08
1995,6.51236359772156e-06,4.825981392286849e-08
1996,6.582935384358279e-06,3.576521812043154e-08
1997,6.7866935751226265e-06,3.500272982570607e-08
1998,6.733552254445385e-06,3.385371916131419e-08
1999,6.7748660512734205e-06,3.747565005540743e-08
2000,6.68492339173099e-06,4.5063920595111995e-08
2001,6.797450168960495e-06,3.724029848384269e-08
2002,6.733499503752682e-06,2.059174164514843e-08
2003,6.796251454943558e-06,3.041853668950267e-08
2004,6.863545877422439e-06,3.435737278012496e-08
2005,6.723647857143078e-06,2.1617998058331978e-08
2006,6.840638889116235e-06,3.253132874192488e-08
2007,6.451883109548362e-06,3.23552832581786e-08
2008,6.11410905548837e-06,2.5544637599628217e-08
2009,6.0813526943093166e-06,2.956279376853388e-08
2010,5.686974418495083e-06,2.739800031292816e-08
2011,5.100414000480669e-06,2.256143447065817e-08
2012,4.889187948720064e-06,2.0085090535193473e-08
2013,5.2165005399729125e-06,1.7292575871241667e-08
2014,4.897370672551915e-06,2.4469530401916018e-08
2015,5.212055384617997e-06,2.0392493027543424e-08
2016,5.518464149645297e-06,1.947059607987356e-08
2017,4.548980086838128e-06,1.4590545660553289e-08
2018,4.755061581818154e-06,1.6005094138904497e-08
2019,4.70478653369355e-06,1.5561025412669238e-08
