year,furent_VERB en_PRON,furent_VERB tant_ADV
1854,2.2081573547438893e-07,7.533713386465024e-08
1855,1.6186157836273196e-07,5.7845614520601885e-08
1856,1.791307511211926e-07,3.1063134287023786e-08
1857,1.9428405551025207e-07,5.27202992373077e-08
1858,1.8449158289968182e-07,4.159624467092726e-08
1859,2.0623302532385424e-07,7.129042955966725e-08
1860,1.8766453990792797e-07,3.4786598490654796e-08
1861,1.730758754092676e-07,2.5937801240161207e-08
1862,1.9743599466437445e-07,5.873382136201144e-08
1863,1.8380204380719078e-07,4.2454278315062766e-08
1864,2.0233751740761363e-07,5.8495679411407764e-08
1865,2.0615978257865208e-07,4.1890913848874334e-08
1866,1.4888775012877886e-07,2.77339928800302e-08
1867,1.6693671511802677e-07,4.270474107670452e-08
1868,1.9660699024370842e-07,3.655506830568811e-08
1869,1.3527348130537575e-07,3.857980246380066e-08
1870,1.9667787398702785e-07,6.078091985273204e-08
1871,1.901190671560471e-07,2.442870794538976e-08
1872,1.6872076002982794e-07,3.8702971494330995e-08
1873,1.556361155508057e-07,2.8134220286801792e-08
1874,1.9297986852961913e-07,2.9873046258899194e-08
1875,1.350280456335895e-07,4.062284375550007e-08
1876,1.4933657155324909e-07,4.292670396921494e-08
1877,1.5523887952895166e-07,3.834585982076533e-08
1878,1.497694057661647e-07,4.468925496325937e-08
1879,1.3562701894898055e-07,4.032154521382836e-08
1880,1.5017759835700417e-07,2.759673911612026e-08
1881,1.01798612206494e-07,4.183504387356152e-08
1882,1.2512124669683544e-07,3.128031167420886e-08
1883,1.2575485186516744e-07,3.6652167523243406e-08
1884,1.2477207178562821e-07,3.300848305798354e-08
1885,1.4631592648584046e-07,1.8692343672910283e-08
1886,1.5101105077519605e-07,2.0651084398082276e-08
1887,1.1295039570313747e-07,2.0892558794116667e-08
1888,1.3885946259506454e-07,3.61415040117663e-08
1889,1.1402548949490665e-07,4.8241552974559454e-08
1890,7.406456603575862e-08,2.818386235503567e-08
1891,1.0198752420365054e-07,2.4859458491732767e-08
1892,1.1408692301984047e-07,3.19694137829174e-08
1893,1.1947328459882556e-07,3.510297474917934e-08
1894,1.3359263562051638e-07,3.969969597505951e-08
1895,1.5588211965678056e-07,1.9861428057765806e-08
1896,9.081424678925032e-08,1.7101383420481397e-08
1897,1.3751044036780513e-07,3.787363667129284e-08
1898,1.0411373096985699e-07,2.319925584970406e-08
1899,1.2381775604808354e-07,1.6582735185011188e-08
1900,8.876700974269625e-08,1.8168686111152965e-08
1901,1.089804086973345e-07,1.956058603980182e-08
1902,1.2521223879957688e-07,2.356936334990678e-08
1903,8.964365605379498e-08,2.6461078661554893e-08
1904,9.45934033325102e-08,1.7198800605910947e-08
1905,8.3604298595219e-08,2.9932401446330914e-08
1906,8.385021033063822e-08,1.9033482345776065e-08
1907,1.0491400814771623e-07,3.085705913008496e-08
1908,9.135183631769905e-08,3.97822503828138e-08
1909,9.461691519163651e-08,2.8605114721358404e-08
1910,1.0795184124390289e-07,2.4583092894658876e-08
1911,1.133239706518907e-07,3.085817112946643e-08
1912,9.220675423193825e-08,2.344239469209697e-08
1913,9.916590926195568e-08,3.340883480973389e-08
1914,8.705767129413289e-08,1.6072185360371805e-08
1915,9.542416989916092e-08,1.0602685840410686e-08
1916,1.1866458748954756e-07,3.29623865980011e-08
1917,9.211796481167767e-08,7.676496771580332e-09
1918,1.1141784739265859e-07,1.722956355365568e-08
1919,1.1601888871837218e-07,1.6574126959767455e-08
1920,1.0373957337606043e-07,4.619061400035207e-08
1921,9.314479143540666e-08,3.180553775905537e-08
1922,9.369978215545416e-08,2.4347187377316004e-08
1923,8.386599148479945e-08,4.564857647437748e-08
1924,8.121723737986031e-08,3.351822286390416e-08
1925,9.678396395429445e-08,2.74954441437103e-08
1926,1.1926367449177633e-07,3.009457216762712e-08
1927,1.1149224832252003e-07,5.5746124161260013e-08
1928,1.165456211538185e-07,2.742249805010033e-08
1929,9.580749349424877e-08,3.5649300400564243e-08
1930,1.1028783575284251e-07,2.2057568216382606e-08
1931,9.352392282835353e-08,2.5091784650044247e-08
1932,1.2713061892100086e-07,2.9590749406338546e-08
1933,1.0208889023033407e-07,1.8353059516584835e-08
1934,9.944711365506009e-08,1.9170528275935794e-08
1935,1.2327332399308943e-07,5.864459140525469e-08
1936,1.1882220007919386e-07,6.0623572828433225e-09
1937,1.2465207532841305e-07,3.021868266728234e-08
1938,9.853562943362704e-08,1.5558256905023882e-08
1939,1.2082300315796601e-07,6.72938256229827e-08
1940,1.2425336137766863e-07,1.4200384157447843e-07
1941,1.121570960549434e-07,2.3612020783048138e-08
1942,8.49579322448335e-08,3.944475324146879e-08
1943,1.4225852851268428e-07,4.3548528338988035e-08
1944,6.42637232317611e-08,1.6065930807940276e-08
1945,1.0892519952676594e-07,2.6142048525912287e-08
1946,7.9350293447078e-08,2.5057987684817817e-08
1947,1.1920870690573793e-07,2.26496545963073e-08
1948,1.2502671609126992e-07,1.6307831529616124e-08
1949,1.4529172176480643e-07,2.5524220959027843e-08
1950,1.1167129798650421e-07,2.5524867552917385e-08
1951,1.183415605510163e-07,3.838104589704017e-08
1952,9.384875454543362e-08,2.003512733494972e-08
1953,9.911921239336152e-08,2.9089333608567358e-08
1954,8.893007930055319e-08,4.593092128857279e-08
1955,8.634759041115103e-08,2.9095383879962355e-08
1956,1.0814215301024888e-07,1.657016923672927e-08
1957,9.630191044607272e-08,2.3854601849393475e-08
1958,9.843969905887207e-08,1.9853384713997002e-08
1959,1.1393598953191031e-07,1.9376869886400527e-08
1960,9.412333668024075e-08,2.4914999841030294e-08
1961,8.129346440455265e-08,2.223410966450956e-08
1962,1.3001010756852338e-07,1.8391673961559718e-08
1963,1.0992290810918348e-07,2.3277792138287623e-08
1964,1.2532974835721689e-07,1.8860301764789256e-08
1965,1.1600732108263401e-07,3.8851506900527966e-08
1966,1.2573700303164514e-07,3.1572724878969893e-08
1967,1.2227232559780532e-07,5.867099517331553e-08
1968,1.2351394218512723e-07,1.8863946849023705e-08
1969,1.026437246309797e-07,3.2246479264586014e-08
1970,1.0898978075601917e-07,3.587005537042387e-08
1971,9.094963360212205e-08,3.288574390580834e-08
1972,1.1286323342574178e-07,2.0520587895589415e-08
1973,1.163286000860353e-07,2.0950174928202614e-08
1974,8.944658702603192e-08,1.9689501584707614e-08
1975,9.252597976683319e-08,3.198428899509054e-08
1976,9.255913369088375e-08,3.485251554025126e-08
1977,1.134218905463058e-07,1.9393379346865913e-08
1978,1.1643559361118605e-07,2.0792070287711795e-08
1979,1.0475032041767918e-07,3.2185852205657284e-08
1980,9.266795331086541e-08,1.6486936260662333e-08
1981,1.0247390491713304e-07,2.213942273954217e-08
1982,9.99407845370115e-08,3.227901146374279e-08
1983,1.0546578010917074e-07,1.705135410645653e-08
1984,1.026424527594827e-07,1.275781880138993e-08
1985,9.324114813580309e-08,1.0226449020933615e-08
1986,1.1569356672680442e-07,1.558566253834215e-08
1987,9.716198690057354e-08,4.888653393209097e-08
1988,1.2652728287321224e-07,3.537966719591168e-08
1989,1.0976244624316678e-07,1.2622680678475717e-08
1990,1.0025517838130327e-07,1.1442167213715493e-08
1991,1.1722930537416687e-07,2.3445860364290638e-08
1992,1.1405584388057832e-07,2.3692759754112558e-08
1993,1.2241648050803633e-07,1.661762283333701e-08
1994,1.1974083236054867e-07,2.2154692302933654e-08
1995,1.2471636523514462e-07,1.6809597269684673e-08
1996,1.1476898009732395e-07,2.2419987644184403e-08
1997,1.1172104308343478e-07,2.972834600711849e-08
1998,8.248863281323793e-08,3.194646680526603e-08
1999,1.293366977961341e-07,2.2393985332769262e-08
2000,1.148688184571256e-07,2.164835422036049e-08
2001,9.989162919055161e-08,2.1467938537966802e-08
2002,8.499569759123915e-08,1.6648641576466616e-08
2003,1.3542499743834924e-07,1.2084076850271686e-08
2004,9.07387018855843e-08,1.3214373595360485e-08
2005,1.1799824051195174e-07,2.34194974524371e-08
2006,8.688747499263627e-08,1.8942293067425453e-08
2007,9.746529627818745e-08,1.677681460421354e-08
2008,1.0132706762533417e-07,2.5118893631770334e-08
2009,8.2489727049051e-08,1.5735034608610476e-08
2010,6.613310432612707e-08,1.6060896612657416e-08
2011,5.582998952036178e-08,1.0324724186716594e-08
2012,6.468080471222493e-08,8.510632198976964e-09
2013,6.638117611146299e-08,5.578249862026041e-09
2014,7.232586796135365e-08,1.3642305063399363e-08
2015,5.984753670418286e-08,2.1722438958704515e-08
2016,6.8354218285549e-08,1.4292246497404903e-08
2017,6.691526266422443e-08,8.301517695485927e-09
2018,6.169705102365697e-08,8.518839855753413e-09
2019,5.66319293682227e-08,1.9132407658162265e-08
