year,avaient_VERB en_PRON,avaient_VERB tant_ADV
1920,4.316171953178127e-08,4.4449001279645017e-07
1921,3.256281289054641e-08,3.8166646731951914e-07
1922,4.795657915224183e-08,3.475007588349399e-07
1923,2.9724654737606215e-08,4.044676131798042e-07
1924,1.933743654092268e-08,3.5709800272343273e-07
1925,1.8696901804560184e-08,3.706385882651375e-07
1926,1.7833821530643945e-08,4.0237560483546986e-07
1927,1.4493992672726108e-08,4.604629850746278e-07
1928,1.7139061725401916e-08,4.364747780982725e-07
1929,2.33948540540041e-08,4.500724060108041e-07
1930,1.6805765667982087e-08,4.096405348263943e-07
1931,3.649714130915527e-08,3.832199695352756e-07
1932,1.6439305028370654e-08,3.430334913900879e-07
1933,1.8353059516584835e-08,4.003261153684434e-07
1934,1.7972370258689807e-08,3.786179263443046e-07
1935,1.3165112555668657e-08,3.3391512488378794e-07
1936,1.6974599503782883e-08,3.491917937026301e-07
1937,1.7627565185307503e-08,3.4625574585334107e-07
1938,3.630260181353151e-08,3.3579905789338227e-07
1939,3.5176316970364496e-08,3.6705722550323117e-07
1940,4.057252667166722e-08,3.9558213416057697e-07
1941,3.836953510472085e-08,3.453258159424877e-07
1942,4.247896612241675e-08,3.671396200388699e-07
1943,4.3548528338988035e-08,4.3838852548105933e-07
1944,5.462416652335378e-08,4.78764718536695e-07
1945,1.3071024262956144e-08,3.855952286357933e-07
1946,3.062643116891195e-08,3.9118302197493904e-07
1947,2.622591566137089e-08,4.3868806187674636e-07
1948,2.717971980814582e-08,3.446388348038454e-07
1949,3.435953033203987e-08,2.9451024374793633e-07
1950,2.2334258886758107e-08,3.0310781085063354e-07
1951,2.0256663901818683e-08,3.63553795068583e-07
1952,1.2653764258629963e-08,2.9209107310634863e-07
1953,3.016671712430252e-08,3.1998266081245674e-07
1954,3.713563856422297e-08,3.2444819453303353e-07
1955,2.7218263198847126e-08,2.6655126816876873e-07
1956,3.0523995775411095e-08,2.659948279415403e-07
1957,3.534015036166238e-08,2.995077750256314e-07
1958,2.7298403537656668e-08,2.9449185490193486e-07
1959,3.5653439312000046e-08,3.022791759121901e-07
1960,3.114374891310945e-08,2.8375416150083765e-07
1961,2.987708569435199e-08,3.2725830578783643e-07
1962,3.297817485758969e-08,2.968035630601662e-07
1963,4.008953169432061e-08,3.588659467368416e-07
1964,3.1636634645337836e-08,2.871633171253052e-07
1965,3.447387442179206e-08,2.7962141757598147e-07
1966,3.26805427164345e-08,3.0077174528742034e-07
1967,4.48660522067712e-08,2.775778966679354e-07
1968,4.042274426296899e-08,3.5572014667195617e-07
1969,4.67801051229344e-08,3.070228160595434e-07
1970,3.49503110896876e-08,2.7132477953273337e-07
1971,5.60085311462899e-08,2.5691986138554057e-07
1972,3.745007148836521e-08,2.518902135761891e-07
1973,3.914374602231874e-08,2.425809668693546e-07
1974,3.8816445169231883e-08,2.2671054011880187e-07
1975,3.4268879289811593e-08,2.1989198728533665e-07
1976,3.085304456362792e-08,2.074010296837514e-07
1977,3.467301112891619e-08,2.3507126911681553e-07
1978,3.5643548557118265e-08,2.8396027573762694e-07
1979,5.208256226296726e-08,2.6860558932639833e-07
1980,4.2638628627855724e-08,2.1944681805052824e-07
1981,5.3134616706529414e-08,2.5491965516266646e-07
1982,6.083352133146036e-08,2.3153982908752369e-07
1983,4.673333720006667e-08,2.5261263658649113e-07
1984,5.799008562235031e-08,2.603754865049268e-07
1985,6.135869057288801e-08,2.8573902000061935e-07
1986,6.354154891141661e-08,2.6375735728834115e-07
1987,5.438626970999394e-08,2.5176564122375567e-07
1988,5.81665702270584e-08,2.7104422883894586e-07
1989,4.225854155492925e-08,2.634298539305746e-07
1990,5.2307051134903304e-08,2.391957707459369e-07
1991,6.388997064732393e-08,2.485261347828782e-07
1992,7.107828281505135e-08,2.3692760464655294e-07
1993,7.090185505376212e-08,2.459408108279604e-07
1994,7.068401686183279e-08,2.5794392399802746e-07
1995,6.94073705176379e-08,2.9172784365982807e-07
1996,6.51247233918184e-08,2.508903378384275e-07
1997,7.000546276003661e-08,2.5364991529386316e-07
1998,6.389293361053205e-08,2.813196147144481e-07
1999,7.723640038648227e-08,2.4679087573531433e-07
2000,6.008522746014933e-08,2.7480155040393583e-07
2001,5.783199696907104e-08,2.6944451292365557e-07
2002,6.48420765969604e-08,2.891606243338174e-07
2003,7.167107440864129e-08,2.566824548466684e-07
2004,6.959569986975112e-08,2.858709535757953e-07
2005,6.620511783239635e-08,2.7022497306461446e-07
2006,5.929761570655501e-08,3.080181727455056e-07
2007,4.993099267380785e-08,3.4072908761118015e-07
2008,6.428734167229777e-08,3.3548624855939124e-07
2009,6.198650481792356e-08,3.6572035355675325e-07
2010,6.329882751288096e-08,4.1427665564697236e-07
2011,6.080115610984649e-08,4.531406716523634e-07
2012,6.195740098746683e-08,5.36510242454824e-07
2013,5.076207543197597e-08,5.458317673401325e-07
2014,6.019937615064919e-08,6.665240448455734e-07
2015,4.92079728076078e-08,6.350488774842233e-07
2016,4.246247087280608e-08,6.642787298005715e-07
2017,4.6790372465466135e-08,5.081535050521779e-07
2018,4.336864023457565e-08,5.903814326302381e-07
2019,4.5152482641697134e-08,6.367265541484812e-07
