year,tout_ADV au_ADP,tout_ADV tôt_ADV
1852,1.2565352403015595e-07,0.0
1853,1.4272917248092654e-07,0.0
1854,1.5431123578935058e-07,0.0
1855,1.0189319255005103e-07,0.0
1856,1.0613238021761617e-07,0.0
1857,1.2399032733867443e-07,0.0
1858,1.1940569866197848e-07,0.0
1859,1.3392415709745364e-07,0.0
1860,2.0002293688037298e-07,0.0
1861,1.924113153251028e-07,4.715963730639317e-10
1862,1.838820384847395e-07,0.0
1863,9.98924178929883e-08,4.994620828036034e-10
1864,1.4432130512886943e-07,0.0
1865,1.4544149440354204e-07,0.0
1866,1.3818340960369824e-07,0.0
1867,1.5723109747511899e-07,9.7056229719783e-10
1868,1.9710097376446356e-07,0.0
1869,1.294132605522691e-07,0.0
1870,1.0550649687246505e-07,0.0
1871,1.6356613574686207e-07,0.0
1872,1.6811603664734776e-07,0.0
1873,1.747913245253585e-07,0.0
1874,1.4279315152521121e-07,5.974609140757536e-10
1875,1.5619769122565685e-07,0.0
1876,1.2031569696091537e-07,0.0
1877,1.4781710078182186e-07,0.0
1878,1.2621695155701218e-07,0.0
1879,1.4845659901396857e-07,0.0
1880,1.3990904790261993e-07,3.2089231272180996e-09
1881,1.4502815126604673e-07,4.8807553554297556e-09
1882,1.8834740522777338e-07,6.655385131892899e-10
1883,1.516641301435584e-07,0.0
1884,1.6438225358683667e-07,0.0
1885,1.418039881073696e-07,6.445635691854079e-10
1886,1.271332354946253e-07,0.0
1887,1.9195037914698787e-07,0.0
1888,1.6485598841597948e-07,6.340614699951175e-10
1889,1.773033648788669e-07,1.2530273485467092e-09
1890,1.3764211992395303e-07,1.3108772956016423e-09
1891,1.5234385664086858e-07,1.2748440081367107e-09
1892,1.410415251257291e-07,6.268512375839919e-10
1893,1.410277423730122e-07,0.0
1894,1.4997664088411966e-07,6.301539290376468e-10
1895,1.6190073459654286e-07,0.0
1896,1.662962176851579e-07,0.0
1897,1.2527433845832547e-07,1.1653427112179315e-09
1898,1.2844465402395144e-07,0.0
1899,1.719076845319023e-07,3.3165470370022376e-09
1900,1.687092296975834e-07,0.0
1901,1.4027735062427382e-07,1.676621730339889e-09
1902,1.7480610203790548e-07,4.910283846193408e-10
1903,1.323053950841313e-07,0.0
1904,1.2307891950058547e-07,5.374625189347171e-10
1905,1.5224239291455888e-07,0.0
1906,1.8261854961565405e-07,1.0288369045596824e-09
1907,1.6251385304144605e-07,0.0
1908,1.5176192924570842e-07,6.875944702500192e-09
1909,1.7713166755584098e-07,0.0
1910,1.5337712611085408e-07,5.344150677544235e-10
1911,1.915334664204238e-07,2.128149656499545e-09
1912,1.5836640976374383e-07,1.5628263128064646e-09
1913,1.7075627667395565e-07,0.0
1914,1.9286622077174798e-07,0.0
1915,2.0380718801504827e-07,0.0
1916,2.1974923392065193e-07,0.0
1917,1.9629900371853637e-07,0.0
1918,2.3087616796146904e-07,2.2972752589112133e-09
1919,2.2282993583644384e-07,0.0
1920,1.6810354708240993e-07,0.0
1921,1.8628958464717016e-07,7.572747429129834e-10
1922,1.8075941810025142e-07,1.4755870969551665e-09
1923,1.6454719187208866e-07,0.0
1924,1.495428403330834e-07,0.0
1925,1.6497267552040284e-07,1.0998177923937646e-09
1926,1.4824364313881233e-07,1.1146138456652466e-09
1927,1.2933101167789118e-07,2.2298449753321847e-09
1928,1.2568645502142317e-07,1.1426041224282812e-09
1929,1.0026365693249772e-07,1.1140406375176326e-09
1930,9.243170850936622e-08,4.201441416995522e-09
1931,1.699398133325758e-07,1.1405356659111021e-09
1932,1.2822657780020563e-07,0.0
1933,1.5141273834728963e-07,0.0
1934,1.4857159058578873e-07,1.1981580172459871e-09
1935,1.0532090044534925e-07,1.196828414151696e-09
1936,1.115473722279603e-07,0.0
1937,1.1080184059153453e-07,0.0
1938,1.7762343418326054e-07,0.0
1939,1.238818114757123e-07,0.0
1940,1.4200384157447843e-07,0.0
1941,1.239631082228243e-07,0.0
1942,1.2743689481453657e-07,0.0
1943,1.538714649029771e-07,0.0
1944,1.6065930807940276e-07,3.2131861615880553e-09
1945,1.8735135043357332e-07,0.0
1946,1.545242582778883e-07,0.0
1947,1.3709001578376956e-07,0.0
1948,1.7068864011093865e-07,3.2615663503321457e-09
1949,1.7866954848955174e-07,0.0
1950,1.0529007710147198e-07,0.0
1951,1.2473839916538054e-07,0.0
1952,1.634444615206121e-07,0.0
1953,1.8100029564038778e-07,0.0
1954,1.1531592747360264e-07,0.0
1955,1.3327563408438436e-07,0.0
1956,1.4738729348096058e-07,0.0
1957,1.7051623046882014e-07,0.0
1958,1.348375668897006e-07,0.0
1959,1.457140577088012e-07,0.0
1960,1.626395835785388e-07,0.0
1961,1.6050248063947947e-07,0.0
1962,1.5284114951441552e-07,1.2683912808952869e-09
1963,1.810494936194118e-07,6.466053248388448e-10
1964,1.484488230119041e-07,0.0
1965,1.4665076264464005e-07,0.0
1966,1.733730385922172e-07,0.0
1967,2.0756713325909004e-07,4.930335584241163e-10
1968,1.7202122393200625e-07,1.7965663401398047e-09
1969,1.798536075625634e-07,2.2708788183223305e-09
1970,1.963655549275245e-07,0.0
1971,1.8138543111945182e-07,0.0
1972,1.775030824546775e-07,1.5390440033513642e-09
1973,1.9516741645020375e-07,5.513203782392395e-10
1974,1.9633245074146544e-07,5.625571675160757e-10
1975,1.759135912493548e-07,0.0
1976,1.7826203446702493e-07,0.0
1977,2.0745039819303202e-07,5.876781838942691e-10
1978,1.900989232694883e-07,0.0
1979,1.9370031623111572e-07,5.851973350345929e-10
1980,2.1205612199537427e-07,5.685150683554241e-10
1981,1.9419437080614443e-07,0.0
1982,2.0733057226607343e-07,6.207502289967692e-10
1983,1.9766939374221693e-07,0.0
1984,2.1456331467106793e-07,1.739702604197646e-09
1985,2.3821609573815294e-07,1.2031116103372597e-09
1986,2.080086431988093e-07,5.994485463567401e-10
1987,1.7354719972217936e-07,0.0
1988,2.458587076148433e-07,5.996553809062277e-10
1989,1.7068059321445617e-07,1.0976244357863152e-09
1990,1.9887576740984514e-07,0.0
1991,1.9635908188320172e-07,1.7584396161396398e-09
1992,1.911950633370907e-07,0.0
1993,2.0882811924138878e-07,0.0
1994,2.0308467441054745e-07,5.274926606624319e-10
1995,2.2015150591414567e-07,0.0
1996,2.3380843572340382e-07,5.338092190498855e-10
1997,2.2679851241491633e-07,0.0
1998,2.3554558481464483e-07,1.9072516899143466e-09
1999,2.2896707463360144e-07,0.0
2000,2.717089273573947e-07,0.0
2001,2.4359538031148986e-07,0.0
2002,2.742644653608295e-07,0.0
2003,2.4168153345272003e-07,0.0
2004,2.3962063977478465e-07,1.7619165015858584e-09
2005,2.747287268789478e-07,0.0
2006,2.7054537810045076e-07,0.0
2007,2.6962736399127607e-07,3.994479469415779e-10
2008,2.797137810262029e-07,4.257439678578834e-10
2009,2.6940287511934e-07,0.0
2010,2.5791909763484e-07,9.447586046817946e-10
2011,2.7264920277048077e-07,3.82397197240536e-10
2012,2.6348915582730115e-07,1.0212758416727752e-09
2013,2.317762906045573e-07,5.578250084070646e-10
2014,2.091820050509341e-07,6.496335691608124e-10
2015,2.2675565958252264e-07,6.649726325136385e-10
2016,2.3923976755213516e-07,1.2428040818690533e-09
2017,2.2087068174414526e-07,7.54683426862357e-10
2018,2.3336458809808391e-07,5.162933414126769e-10
2019,2.6122114604731905e-07,1.02039510174734e-09
