year,eurent_VERB en_PRON,eurent_VERB tant_ADV
1800,3.144164484325529e-09,1.3519907327008696e-07
1801,0.0,2.0716288418043405e-07
1802,0.0,2.3497321421928064e-07
1803,3.900678446910888e-09,1.6577882888668682e-07
1804,2.4718509461507665e-09,8.651478111687538e-08
1805,2.842877711017877e-09,6.254330742194725e-08
1806,0.0,2.6511355599723174e-07
1807,0.0,1.224190668835945e-07
1808,0.0,1.6315732409566408e-07
1809,0.0,1.5135503872443223e-07
1810,0.0,1.0998595456612748e-07
1811,0.0,2.5321475050077424e-07
1812,0.0,1.0135391192989118e-07
1813,0.0,2.875741529351217e-07
1814,0.0,1.1328037885505182e-07
1815,0.0,1.726223075593225e-07
1816,4.6352077731626196e-09,1.7845549393769033e-07
1817,4.670620334934483e-09,1.7904044113947748e-07
1818,1.1921177378582115e-09,1.6212801767778728e-07
1819,1.035105001712111e-09,1.490551255756145e-07
1820,2.1359666035891678e-08,1.2103811286579003e-07
1821,9.86148829262845e-10,1.518669137112738e-07
1822,2.0051231786055723e-09,1.804610860745015e-07
1823,0.0,2.391610109953035e-07
1824,8.421112696055388e-10,3.0147583629513974e-07
1825,8.805443485471187e-09,2.6064111580126337e-07
1826,9.688783109140786e-09,3.4263058523720247e-07
1827,9.217273055917019e-10,1.318069990929871e-07
1828,1.8344602503717056e-09,2.1279738859902864e-07
1829,8.57317605795771e-10,1.5946108078424004e-07
1830,3.1310507520032616e-09,2.6196457270089013e-07
1831,9.354723218280014e-09,1.2784788339104125e-07
1832,2.705993873419743e-09,4.7354891563600177e-08
1833,1.1583628500844156e-09,7.761030929032131e-08
1834,0.0,6.347480763224667e-08
1835,1.5126175867408165e-09,1.467239059138592e-07
1836,2.016224964762614e-09,1.6197007823848253e-07
1837,1.3915781860163179e-09,2.421346039227501e-07
1838,7.574594285131298e-09,2.7394781909606536e-07
1839,1.4682098203877558e-08,1.6220222676111007e-07
1840,1.9109065441114126e-09,1.847209745164946e-07
1841,7.704658244733764e-09,1.5473521841613547e-07
1842,6.708265054555795e-10,1.3215282024248154e-07
1843,5.906911071384968e-10,1.6893766030534607e-07
1844,2.7442805805577564e-09,1.65205690905168e-07
1845,2.2320911785556063e-09,1.25555132513e-07
1846,0.0,1.1650457309997364e-07
1847,5.9325460100012606e-09,1.2997668363823323e-07
1848,0.0,1.1182858372649207e-07
1849,1.75967720394965e-08,8.714591359648693e-08
1850,3.394498016007219e-09,1.5343131565259682e-07
1851,6.449438760824933e-10,1.2511911506862816e-07
1852,1.9531636308300904e-09,1.4323200048238505e-07
1853,3.5831591027601917e-09,1.2720214215278247e-07
1854,3.117398783558656e-09,1.3768510598310968e-07
1855,0.0,1.4434868944590562e-07
1856,5.694908100650764e-09,1.2684112959959748e-07
1857,1.4644527812635033e-09,1.889143987909847e-07
1858,4.893676019968041e-10,1.0863961108498188e-07
1859,6.619825576592575e-09,9.929738098435337e-08
1860,0.0,9.474770479300787e-08
1861,0.0,9.762045038996803e-08
1862,3.162590411776023e-09,1.6355110687982233e-07
1863,4.994620828036034e-10,1.0438757414021893e-07
1864,4.794727948009836e-10,1.5630813265943289e-07
1865,0.0,8.189908839995041e-08
1866,1.9462451650298362e-09,1.0169131314796687e-07
1867,9.7056229719783e-10,1.5577525402932224e-07
1868,3.951899252285784e-09,1.0670127892353776e-07
1869,3.906815315701806e-09,1.0304225384061283e-07
1870,0.0,1.0665331018344659e-07
1871,1.0621177271019633e-09,3.717412155879174e-08
1872,1.8142017887967654e-09,8.889588798410841e-08
1873,0.0,6.644464889404844e-08
1874,0.0,1.0395820027042646e-07
1875,1.716458086775674e-09,1.1500269891939752e-07
1876,1.813804439976252e-09,9.915464005416652e-08
1877,6.184815992682502e-10,1.0452338727873212e-07
1878,2.4156354694326865e-09,1.225935051252236e-07
1879,1.832797580370027e-09,8.675242213485035e-08
1880,4.492492600149944e-09,1.2514800573626417e-07
1881,0.0,6.972507549107831e-08
1882,6.655385131892899e-10,1.024929332515967e-07
1883,6.319338941018771e-10,7.58320695126713e-08
1884,4.621187876807653e-09,9.770511155693384e-08
1885,5.80107206715752e-09,7.799219048365558e-08
1886,2.5813855497602844e-09,5.6145136539953455e-08
1887,1.3057849246322917e-09,5.941321390423582e-08
1888,3.1703073499755874e-09,8.496423475889969e-08
1889,1.8795409673089125e-09,5.450668894013688e-08
1890,6.554386478008212e-10,6.685473863399238e-08
1891,6.374220040683554e-10,8.413970675746896e-08
1892,1.8805537127519756e-09,5.578975859066304e-08
1893,3.695050043717174e-09,8.80653558965605e-08
1894,6.301539290376468e-10,6.427570298228602e-08
1895,3.611168697403855e-09,6.078800396380757e-08
1896,0.0,5.484237064479203e-08
1897,1.1653427112179315e-09,7.691262027265111e-08
1898,0.0,8.600699175076443e-08
1899,3.3165470370022376e-09,5.140648084989152e-08
1900,2.07642125715779e-09,3.6856476981483866e-08
1901,1.676621730339889e-09,3.856229824350521e-08
1902,4.910283846193408e-10,6.776191696644673e-08
1903,3.7801539676252105e-09,7.93832413137352e-08
1904,5.374625189347171e-10,3.7622378101787035e-08
1905,1.0321518084666081e-09,6.760594573052003e-08
1906,0.0,7.304741700409068e-08
1907,5.142843484406967e-09,7.045695582519329e-08
1908,4.911389073214423e-10,4.518478036175111e-08
1909,3.300590023513905e-09,6.931239227014885e-08
1910,0.0,7.214603670036013e-08
1911,5.320374141248863e-10,6.70367157340479e-08
1912,1.5628263128064646e-09,7.553660452686017e-08
1913,0.0,8.643873172786698e-08
1914,2.0090231700464756e-09,6.161004506566314e-08
1915,0.0,8.835571208010151e-08
1916,3.2962386153911893e-09,4.0653610255958483e-08
1917,0.0,5.483212106582869e-08
1918,1.1486376294556067e-09,6.776961924970237e-08
1919,2.762354567309444e-09,5.7088659133341935e-08
1920,6.057785384427916e-09,6.436396660092214e-08
1921,1.5902768879527684e-08,5.300923078266351e-08
1922,4.426761179843197e-09,6.49258353746518e-08
1923,4.246379248229459e-09,7.112685551646791e-08
1924,0.0,5.414482373566898e-08
1925,0.0,7.808706214973427e-08
1926,0.0,6.687682940764716e-08
1927,1.1149224876660924e-09,5.0171511389862644e-08
1928,0.0,4.798937425221084e-08
1929,0.0,5.23599084090165e-08
1930,1.0503603542488804e-09,7.037414206934045e-08
1931,0.0,6.158892773555635e-08
1932,0.0,5.041386685888938e-08
1933,4.588264879146209e-09,5.1617981000617874e-08
1934,0.0,6.949316855298093e-08
1935,3.590485242455088e-09,5.146362269670135e-08
1936,1.2124714565686645e-09,4.243650053581405e-08
1937,0.0,2.392312481447334e-08
1938,2.5930428915188486e-09,4.2785206488815675e-08
1939,0.0,4.129393715857077e-08
1940,0.0,5.325144059042941e-08
1941,0.0,1.0330258959356797e-07
1942,0.0,5.158160121254696e-08
1943,2.9032352077962287e-09,5.2258233296242906e-08
1944,6.4263723231761105e-09,2.8918675454292497e-08
1945,0.0,3.703456741277478e-08
1946,4.1763312808029696e-09,6.12528623378239e-08
1947,2.3841741914054637e-09,5.245183132274178e-08
1948,1.0871887834440486e-09,5.762100485640076e-08
1949,1.9634016634739737e-09,4.908504180889395e-08
1950,1.0635361480382244e-09,3.509669355139522e-08
1951,0.0,5.330700858507953e-08
1952,4.2179215675730575e-09,4.8506098693223976e-08
1953,0.0,3.232148060305917e-08
1954,0.0,3.713563856422297e-08
1955,9.385607846468247e-10,4.411235821066839e-08
1956,3.488456634670456e-09,4.447782231409292e-08
1957,3.534015080575159e-09,3.3573144264664734e-08
1958,1.6544486891589827e-09,3.722509589465517e-08
1959,0.0,4.1854036680888385e-08
1960,2.7683333403416555e-09,2.8375417571169237e-08
1961,6.948159270159238e-10,3.752005994783758e-08
1962,1.2683912808952869e-09,3.55149545328004e-08
1963,3.879631726988464e-09,6.207410763181542e-08
1964,6.083968329129164e-10,4.9280142633278956e-08
1965,2.188817349590977e-09,4.596516589572275e-08
1966,0.0,5.4836839069594134e-08
1967,4.930335584241163e-10,5.8177960227112635e-08
1968,2.245707841908029e-09,6.422724396770718e-08
1969,1.3625273131978588e-09,4.67801051229344e-08
1970,9.197450023812337e-10,4.3687887085752664e-08
1971,1.0276794970565106e-09,5.1897814046242274e-08
1972,2.0520587451500205e-09,4.463227654127877e-08
1973,1.102640756478479e-09,3.804110448868414e-08
1974,1.1251143350321513e-09,2.6440186928766707e-08
1975,5.711480177694739e-10,3.0270843609514486e-08
1976,2.285410749536254e-09,2.7996280849151844e-08
1977,4.11374712072643e-09,2.4094806150287695e-08
1978,2.3762365408686037e-09,3.386137237271214e-08
1979,1.7555920051037788e-09,3.160065631391262e-08
1980,0.0,2.9562784220615868e-08
1981,1.8976649140967083e-09,1.8976647808699454e-08
1982,6.207502289967692e-10,1.6139505731871395e-08
1983,1.2630632095778083e-09,2.3366668600033336e-08
1984,0.0,2.3196033538397387e-08
1985,4.210890747202711e-09,2.707001200974446e-08
1986,6.593933843390687e-09,2.038125046510686e-08
1987,2.4443267410134695e-09,2.13878585952898e-08
1988,5.996553809062277e-10,1.9788627625416666e-08
1989,2.7440609784434855e-09,2.57941739079115e-08
1990,5.448650863826288e-09,2.1249737969242233e-08
1991,1.7584396161396398e-09,2.2859714121636898e-08
1992,2.7549720282848966e-09,2.314176583695371e-08
1993,1.1078414852150331e-09,2.4926434250005514e-08
1994,1.5824779264761446e-09,1.8989736005892155e-08
1995,5.422450821690461e-10,2.9281235214284607e-08
1996,3.2028553142993132e-09,2.081855932090093e-08
1997,1.917957792585412e-09,2.2536003285722472e-08
1998,2.3840645013706308e-09,1.8118891276230897e-08
1999,1.8280804647829996e-09,2.559312584082818e-08
2000,1.7672125984802278e-09,2.076474814316498e-08
2001,8.762423564512289e-10,2.5849150375734098e-08
2002,8.76244299341522e-10,1.8401129509015846e-08
2003,3.333538334260311e-09,2.375146124222738e-08
2004,1.3214374039449694e-09,2.5988267537968568e-08
2005,1.8014998381943315e-09,1.8915748967174295e-08
2006,8.235779835885637e-10,1.976587071794711e-08
2007,1.997239706952314e-09,2.1969636776475454e-08
2008,8.514879357157668e-10,1.6604014163590364e-08
2009,9.53638501499654e-10,1.6211854969583328e-08
2010,2.8342759250676863e-09,1.1337103700270745e-08
2011,2.6767803529281764e-09,1.3383901986685487e-08
2012,2.0425516833455504e-09,1.5659562535574878e-08
2013,8.367375126105969e-10,1.9244962956577183e-08
