year,eût_VERB en_PRON,eût_VERB tant_ADV
1908,5.893666887857307e-09,8.103791770963653e-08
1909,3.850688656825696e-09,7.591357586989034e-08
1910,7.481810726517324e-09,1.1810573141701752e-07
1911,6.916486494645824e-09,5.905615196866165e-08
1912,6.251305251225858e-09,8.282979990781314e-08
1913,6.363587878865928e-09,8.590843236788714e-08
1914,8.036092680185902e-09,8.504864723590799e-08
1915,4.712304768617059e-09,7.657494904833584e-08
1916,4.394984820521586e-09,9.339342454950383e-08
1917,1.0966424435210342e-09,7.895825859804972e-08
1918,4.594550517822427e-09,9.303964532136888e-08
1919,4.603924352863942e-09,1.3259301567813964e-07
1920,7.572231730534895e-10,9.616734075734712e-08
1921,3.0290989716519334e-09,1.438822039290244e-07
1922,2.2133805899215986e-09,8.632184744783444e-08
1923,1.0615948120573648e-09,1.0934426342146253e-07
1924,2.578324886925998e-09,8.637388049237416e-08
1925,0.0,1.2207976851641433e-07
1926,0.0,1.0700293273657735e-07
1927,2.2298449753321847e-09,1.0926240179287561e-07
1928,1.1426041224282812e-09,8.6837914636817e-08
1929,1.1140406375176326e-09,1.1586022452547695e-07
1930,2.100720708497761e-09,1.008345975606062e-07
1931,1.1405356659111021e-09,1.0036713860017699e-07
1932,1.0959536611565568e-09,9.096415709564099e-08
1933,0.0,4.817677989876756e-08
1934,1.1981580172459871e-09,7.188948103475923e-08
1935,0.0,6.103825000991492e-08
1936,0.0,8.851041854995856e-08
1937,3.777335333410292e-09,7.176937089070634e-08
1938,2.5930428915188486e-09,7.779128452511941e-08
1939,3.058810094103137e-09,1.0094073132904668e-07
1940,0.0,5.0715659227762444e-08
1941,0.0,1.2101160962174617e-07
1942,0.0,1.0012898599143227e-07
1943,0.0,1.3645205854118103e-07
1944,3.2131861615880553e-09,9.318240046241044e-08
1945,0.0,5.010559434026618e-08
1946,4.1763312808029696e-09,8.491873870752897e-08
1947,3.5762612871081956e-09,1.0132740158041997e-07
1948,2.174377566888097e-09,9.34982367084558e-08
1949,1.9634016634739737e-09,1.0504199110528134e-07
1950,2.1270722960764488e-09,8.508288829034427e-08
1951,0.0,1.0128331950909342e-07
1952,3.1634410646574906e-09,7.27591498161928e-08
1953,3.232148326759443e-09,7.97263197682696e-08
1954,2.9317608341017376e-09,1.2508846225500747e-07
1955,0.0,6.194500912215517e-08
1956,0.0,6.715278999536167e-08
1957,0.0,8.923387895265478e-08
1958,3.3088973783179654e-09,8.10679878782139e-08
1959,2.325224457422337e-09,7.130687862400009e-08
1960,4.844583401109048e-09,8.30499971016252e-08
1961,2.779263708063695e-09,8.615717206339468e-08
1962,4.43936931660005e-09,8.371382165250907e-08
1963,1.2932106496776896e-09,7.047997740983192e-08
1964,0.0,8.274196972024583e-08
1965,2.73602163147757e-09,7.004215518691126e-08
1966,4.431259803538978e-09,6.148373188352707e-08
1967,2.465167847631733e-09,8.628087044826316e-08
1968,3.5931326802796093e-09,9.656544364133879e-08
1969,2.7250546263957176e-09,5.495526878007695e-08
1970,3.219107425067591e-09,5.7484061954937715e-08
1971,3.5968783507200897e-09,7.296524273670002e-08
1972,1.5390440033513642e-09,4.6684338173008655e-08
1973,1.102640756478479e-09,6.119655893144227e-08
1974,5.625571675160757e-10,3.206575982517279e-08
1975,5.711480177694739e-10,3.826691852282238e-08
1976,0.0,3.599522102604169e-08
1977,1.1753563677885381e-09,4.7014253823363106e-08
1978,1.1881182704343018e-09,4.990096869050831e-08
1979,3.5111840102075575e-09,4.7400984470868934e-08
1980,1.1370301367108482e-09,5.571447658780926e-08
1981,0.0,3.6688188487232765e-08
1982,1.8622506869903077e-09,4.407326770206055e-08
1983,6.315316047889041e-10,3.8523428003145455e-08
1984,1.1598016991243298e-09,4.349256244040589e-08
1985,1.8046674155058895e-09,3.7296459254321235e-08
1986,5.994485463567401e-10,5.7547062226603884e-08
1987,1.2221633705067347e-09,4.1553555263362796e-08
1988,1.1993107618124554e-09,2.938311283173789e-08
1989,2.7440609784434855e-09,3.018467253923518e-08
1990,1.6345953479657283e-09,3.4871366239030976e-08
1991,1.7584396161396398e-09,3.751337729340776e-08
1992,5.509944167592096e-10,2.7549720726938176e-08
1993,0.0,2.8249957040316076e-08
1994,5.274926606624319e-10,3.745197929561073e-08
1995,2.1689803286761844e-09,3.3619194539369346e-08
1996,5.338092190498855e-10,3.3096171137003694e-08
1997,4.79489448146353e-10,3.5482219828963935e-08
1998,2.3840645013706308e-09,3.814503202193009e-08
1999,9.140402323914998e-10,2.9249287436527993e-08
2000,4.4180314962005696e-10,2.783359853708589e-08
2001,4.3812117822561447e-10,3.504969470213837e-08
2002,0.0,4.118348329029686e-08
2003,8.333845835650777e-10,3.875238263617575e-08
2004,8.809582507929292e-10,3.171449591832243e-08
2005,9.007499190971657e-10,2.657212228029948e-08
2006,0.0,3.6237430833807593e-08
2007,1.5977917877663117e-09,3.1156940138998834e-08
2008,4.257439678578834e-10,3.661398295662366e-08
2009,1.430457752249481e-09,2.86091541568112e-08
2010,4.723793023408973e-10,4.6293170186118004e-08
2011,7.64794394481072e-10,4.244608931003313e-08
2012,1.7021263287730903e-09,6.297867827242953e-08
2013,1.3945624655065103e-09,7.976897364869728e-08
2014,6.496335691608124e-10,7.340859298210489e-08
2015,1.10828768384863e-09,8.422986752520956e-08
2016,4.1426800878596737e-10,8.492494174561216e-08
2017,2.515611330355938e-10,6.112935579949408e-08
2018,7.744400121190154e-10,6.78925715646983e-08
2019,0.0,6.275429598190385e-08
